function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,73.240,73.240,8479421098.667,8479421098.667,10,0
nodeinfo,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,73.800,73.800,8478855850.667,8478855850.667,10,0
nodeinfo,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,76.200,76.200,8481581738.667,8481581738.667,10,0
nodeinfo,0,1.000,0.146,22079488.000,1,0,cows,0,1.000,0.122,21745664.000,1,0,curl,10,1.000,4.949,8870912.000,1,0,78.240,87.470,8480857429.333,8472798208.000,10,0
nodeinfo,0,1.000,0.120,23220224.000,1,0,cows,0,1.000,0.118,22344192.000,1,0,curl,10,1.000,7.012,4917248.000,1,0,108.720,109.100,8465806677.333,8474022570.667,10,0
nodeinfo,0,1.000,0.131,23956821.333,1,0,cows,0,1.000,0.128,22902784.000,1,0,curl,10,1.000,7.502,5044224.000,1,0,123.240,110.620,8471659861.333,8478592341.333,10,0
nodeinfo,0,1.000,0.128,24537429.333,1,0,cows,0,1.000,0.120,23358976.000,1,0,curl,20,1.000,10.858,4919296.000,1,0,125.040,129.310,8472754858.667,8482237610.667,10,0
nodeinfo,0,1.000,0.127,25088512.000,1,0,cows,0,1.000,0.138,24823466.667,1,0,curl,20,1.000,9.804,4546560.000,1,0,133.600,129.480,8476454229.333,8492341760.000,10,0
nodeinfo,0,1.000,0.133,25972736.000,1,0,cows,0,1.000,0.130,25188352.000,1,0,curl,20,1.000,8.372,2785280.000,1,0,143.280,148.560,8498830677.333,8530134528.000,10,0
nodeinfo,0,1.000,0.124,26287104.000,1,0,cows,0,1.000,0.115,25538560.000,1,0,curl,30,1.000,20.163,7251968.000,1,0,152.960,143.120,8518894250.667,8519453013.333,10,0
nodeinfo,0,1.000,0.145,26540544.000,1,0,cows,0,1.000,0.119,24763392.000,1,0,curl,30,1.000,10.275,5018112.000,1,0,146.280,141.060,8512055296.000,8522205866.667,10,0
nodeinfo,0,1.000,0.137,25736704.000,1,0,cows,0,1.000,0.115,24765440.000,1,0,curl,30,1.000,18.944,7380992.000,1,0,141.080,138.110,8511016960.000,8520398506.667,10,0
nodeinfo,0,1.000,0.135,25899520.000,1,0,cows,0,1.000,0.098,25021440.000,1,0,curl,40,1.000,17.003,5054976.000,1,0,152.600,149.697,8521948501.333,8535699285.333,10,0
nodeinfo,0,1.000,0.126,26067456.000,1,0,cows,0,1.000,0.133,25154560.000,1,0,curl,40,1.000,22.352,2936832.000,1,0,164.200,155.260,8537887402.667,8548601514.667,10,0
nodeinfo,0,1.000,0.115,26136576.000,1,0,cows,0,1.000,0.107,25232042.667,1,0,curl,40,1.000,24.067,7095125.333,5,0,156.453,210.232,8531033292.800,8544252757.333,10,0
nodeinfo,0,1.000,0.134,26334720.000,1,0,cows,0,1.000,0.111,25402880.000,1,0,curl,50,1.000,33.807,2740224.000,5,0,166.440,176.813,8551396693.333,8587141461.333,10,0
nodeinfo,0,1.000,0.137,26349568.000,1,0,cows,0,1.000,0.093,25352192.000,1,0,curl,50,1.000,32.976,2965504.000,9,0,168.560,165.540,8582223872.000,8603856042.667,10,0
nodeinfo,0,1.000,0.128,26419200.000,1,0,cows,0,1.000,0.127,25519616.000,1,0,curl,50,1.000,34.045,2805760.000,13,0,157.800,166.260,8643162794.667,8668100949.333,10,0
nodeinfo,0,1.000,0.153,29118805.333,1,0,cows,10,1.000,1.305,6881280.000,5,0,curl,0,1.000,11.673,5678080.000,1,0,173.760,135.490,8727382698.667,8744705536.000,10,0
nodeinfo,0,1.000,0.142,29796352.000,1,0,cows,10,1.000,1.753,6881280.000,5,0,curl,0,1.000,0.187,6774784.000,1,0,151.600,124.310,8702651733.333,8625702912.000,10,0
nodeinfo,0,1.000,0.129,30104576.000,1,0,cows,10,1.000,2.236,6336512.000,5,0,curl,0,1.000,0.158,17105920.000,1,0,101.200,102.950,8607868928.000,8597380437.333,10,0
nodeinfo,0,1.000,0.126,30467072.000,1,0,cows,10,1.000,2.371,6336512.000,5,0,curl,10,1.000,3.211,18523648.000,1,0,110.360,111.340,8610817365.333,8596514474.667,10,0
nodeinfo,0,1.000,0.149,30630229.333,1,0,cows,10,1.000,3.568,4894720.000,1,0,curl,10,1.000,6.419,7059968.000,1,0,161.040,173.790,8642479445.333,8681742165.333,10,0
nodeinfo,0,1.000,0.196,30700032.000,1,0,cows,10,1.000,1.328,3215360.000,1,0,curl,10,1.000,4.513,13119488.000,1,0,161.640,146.820,8637487104.000,8652255402.667,10,0
nodeinfo,0,1.000,0.104,30937600.000,1,0,cows,10,1.000,1.938,8114176.000,1,0,curl,20,1.000,9.432,5154816.000,1,0,159.720,151.290,8630763520.000,8652139349.333,10,0
nodeinfo,0,1.000,0.144,31003989.333,1,0,cows,10,1.000,2.115,17147904.000,1,0,curl,20,1.000,10.860,4915200.000,1,0,161.520,197.140,8644683776.000,8659120298.667,10,0
nodeinfo,0,1.000,0.122,30948181.333,1,0,cows,10,1.000,1.516,5918720.000,1,0,curl,20,1.000,13.546,5435392.000,1,0,148.640,153.290,8652678485.333,8664123733.333,10,0
nodeinfo,0,1.000,0.115,31129600.000,1,0,cows,10,1.000,2.230,45822976.000,1,0,curl,30,1.000,18.744,7532544.000,1,0,153.480,154.920,8651536384.000,8667531264.000,10,0
nodeinfo,0,1.000,0.131,31201792.000,1,0,cows,10,1.000,1.361,20246528.000,1,0,curl,30,1.000,22.125,2752512.000,1,0,162.480,163.750,8653494272.000,8662866602.667,10,0
nodeinfo,0,1.000,0.124,31245824.000,1,0,cows,10,1.000,1.186,6455296.000,1,0,curl,30,1.000,16.192,7447552.000,1,0,169.160,164.366,8649193472.000,8669249024.000,10,0
nodeinfo,0,1.000,0.118,31390037.333,1,0,cows,10,1.000,1.527,4087808.000,1,0,curl,40,1.000,17.081,5986816.000,1,0,181.200,171.898,8670640128.000,8679244117.333,10,0
nodeinfo,0,1.000,0.133,31477077.333,1,0,cows,10,1.000,2.689,7405568.000,5,0,curl,40,1.000,26.465,3219456.000,5,0,187.960,177.690,8671727616.000,8685201408.000,10,0
nodeinfo,0,1.000,0.111,31346176.000,1,0,cows,10,1.000,1.538,5300224.000,5,0,curl,40,1.000,22.962,5610496.000,5,0,166.440,177.180,8691403434.667,8686244010.667,10,0
nodeinfo,0,1.000,0.116,31487317.333,1,0,cows,10,1.000,2.360,5300224.000,5,0,curl,50,1.000,22.334,3096576.000,13,0,175.160,184.560,8679545514.667,8739385514.667,10,0
nodeinfo,0,1.000,0.156,32165546.667,1,0,cows,10,1.000,1.450,5419008.000,5,0,curl,50,1.000,32.640,6527658.667,20,1,196.160,198.750,8840676010.667,8870286848.000,10,1
nodeinfo,0,1.000,0.123,32399872.000,1,0,cows,10,1.000,0.968,4853760.000,1,0,curl,50,1.000,21.065,4147882.667,5,0,188.960,182.510,8953054549.333,8892439210.667,20,0
nodeinfo,0,1.000,0.129,32449365.333,1,0,cows,20,1.000,5.890,6037504.000,9,0,curl,0,1.000,10.057,3356672.000,1,0,224.640,176.160,8720416085.333,8775542101.333,10,0
nodeinfo,0,1.000,0.123,32450048.000,1,0,cows,20,1.000,4.553,20125184.000,1,0,curl,0,1.000,0.181,4345856.000,1,0,136.120,113.780,8836881066.667,8760040960.000,10,0
nodeinfo,0,1.000,0.134,32606720.000,1,0,cows,20,1.000,3.183,5304320.000,1,0,curl,0,1.000,0.183,26099712.000,1,0,115.398,129.809,8613911210.667,8648734720.000,10,0
nodeinfo,0,1.000,0.146,32730112.000,1,0,cows,20,1.000,4.395,5603328.000,1,0,curl,10,1.000,6.833,28102144.000,1,0,120.760,119.260,8608858794.667,8622138197.333,10,0
nodeinfo,0,1.000,0.125,32840192.000,1,0,cows,20,1.000,1.944,5951488.000,1,0,curl,10,1.000,6.845,4804608.000,1,0,138.480,141.560,8631483050.667,8651735381.333,10,0
nodeinfo,0,1.000,0.105,32900608.000,1,0,cows,20,1.000,3.177,5419008.000,1,0,curl,10,1.000,7.369,5109760.000,1,0,147.280,143.780,8647584426.667,8662901760.000,10,0
nodeinfo,0,1.000,0.096,33120768.000,1,0,cows,20,1.000,3.016,6057984.000,1,0,curl,20,1.000,10.662,4910592.000,1,0,144.120,151.870,8647477930.667,8653806080.000,10,0
nodeinfo,0,1.000,0.132,32928256.000,1,0,cows,20,1.000,1.896,18071552.000,1,0,curl,20,1.000,9.786,5355520.000,1,0,162.320,158.860,8620247722.667,8621296298.667,10,0
nodeinfo,0,1.000,0.128,32991744.000,1,0,cows,20,1.000,2.448,5586944.000,1,0,curl,20,1.000,16.095,5040128.000,1,0,176.000,161.250,8614092117.333,8630900565.333,10,0
nodeinfo,0,1.000,0.112,33136640.000,1,0,cows,20,1.000,2.680,4853760.000,1,0,curl,30,1.000,17.738,6629376.000,1,0,160.720,160.370,8616820736.000,8631887018.667,10,0
nodeinfo,0,1.000,0.135,33042602.667,1,0,cows,20,1.000,2.196,7561216.000,1,0,curl,30,1.000,17.419,4622336.000,1,0,174.480,166.230,8638026410.667,8646963541.333,10,0
nodeinfo,0,1.000,0.117,33139200.000,1,0,cows,20,1.000,2.297,19988480.000,5,0,curl,30,1.000,19.081,4836352.000,5,0,153.920,165.270,8647213056.000,8651879765.333,10,0
nodeinfo,0,1.000,0.139,33257984.000,1,0,cows,20,1.000,2.664,6045696.000,5,0,curl,40,1.000,22.163,7404544.000,5,0,162.640,174.883,8657379328.000,8651839488.000,10,0
nodeinfo,0,1.000,0.117,33255765.333,1,0,cows,20,1.000,2.390,6045696.000,5,0,curl,40,1.000,21.569,8137728.000,13,0,167.080,180.090,8661069824.000,8708388522.667,10,0
nodeinfo,0,1.000,0.103,33496405.333,1,0,cows,20,1.000,4.247,16409770.667,9,0,curl,40,1.000,26.269,6977536.000,17,1,179.200,173.600,8802273280.000,8886055253.333,10,1
nodeinfo,0,1.000,0.130,33601194.667,1,0,cows,30,1.000,4.178,7217152.000,5,0,curl,0,1.000,3.877,9760768.000,1,0,201.520,159.930,9029808810.667,8923493888.000,20,0
nodeinfo,0,1.000,0.117,33864533.333,1,0,cows,30,1.000,6.758,5197824.000,9,0,curl,0,1.000,0.173,27104597.333,1,0,143.760,124.640,8650530133.333,8675322368.000,10,0
nodeinfo,0,1.000,0.122,33810944.000,1,0,cows,30,1.000,10.145,17605632.000,13,0,curl,0,1.000,0.208,27023530.667,1,0,147.160,125.010,8778504874.667,8850433024.000,10,0
nodeinfo,0,1.000,0.133,33804629.333,1,0,cows,30,1.000,5.789,16183296.000,5,0,curl,10,1.000,3.409,28685312.000,1,0,131.960,154.180,8919714474.667,8801445376.000,20,0
nodeinfo,0,1.000,0.125,33826304.000,1,0,cows,30,1.000,7.467,16297984.000,1,0,curl,10,1.000,7.027,4933632.000,1,0,175.000,164.740,8695662592.000,8754465450.667,10,0
nodeinfo,0,1.000,0.148,34012160.000,1,0,cows,30,1.000,3.585,5570560.000,1,0,curl,10,1.000,6.889,4997120.000,1,0,152.840,152.690,8680020650.667,8686824789.333,10,0
nodeinfo,0,1.000,0.127,34017280.000,1,0,cows,30,1.000,4.277,12998656.000,1,0,curl,20,1.000,10.470,6105088.000,1,0,158.080,155.320,8674392746.667,8691394560.000,10,0
nodeinfo,0,1.000,0.159,33989632.000,1,0,cows,30,1.000,3.841,57326592.000,1,0,curl,20,1.000,8.559,4792320.000,1,0,171.000,166.700,8688467285.333,8694955178.667,10,0
nodeinfo,0,1.000,0.130,34132138.667,1,0,cows,30,1.000,3.204,6197248.000,1,0,curl,20,1.000,14.967,6079488.000,1,0,162.880,163.360,8668712960.000,8675622741.333,10,0
nodeinfo,0,1.000,0.128,34196480.000,1,0,cows,30,1.000,3.216,7712768.000,1,0,curl,30,1.000,22.028,4612608.000,1,0,170.960,168.360,8670596437.333,8685513045.333,10,0
nodeinfo,0,1.000,0.109,34087253.333,1,0,cows,30,1.000,3.183,9531392.000,1,0,curl,30,1.000,17.449,6307840.000,1,0,189.040,178.220,8673477973.333,8691562154.667,10,0
nodeinfo,0,1.000,0.130,34206037.333,1,0,cows,30,1.000,3.975,4558848.000,5,0,curl,30,1.000,16.742,3026944.000,5,0,180.200,173.710,8683177984.000,8686906709.333,10,0
nodeinfo,0,1.000,0.133,34318506.667,1,0,cows,30,1.000,5.760,16019456.000,5,0,curl,40,1.000,27.285,5640704.000,5,0,165.160,173.870,8694482944.000,8687043584.000,10,0
nodeinfo,0,1.000,0.127,34591573.333,1,0,cows,30,1.000,3.388,21166762.667,5,0,curl,40,1.000,21.474,6338048.000,13,0,184.240,189.058,8699326464.000,8758552064.000,10,0
nodeinfo,0,1.000,0.119,34721792.000,1,0,cows,30,1.000,5.381,18847744.000,9,0,curl,40,1.000,26.116,4435968.000,17,1,178.440,179.790,8868234581.333,8935380992.000,10,1
nodeinfo,0,1.000,0.120,34581504.000,1,0,cows,40,1.000,5.049,4096000.000,5,0,curl,0,1.000,3.996,5787648.000,1,0,191.760,157.410,9058377045.333,8973519872.000,20,0
nodeinfo,0,1.000,0.115,34464256.000,1,0,cows,40,1.000,6.713,4587520.000,9,0,curl,0,1.000,0.185,27226112.000,1,0,163.400,128.280,8712005632.000,8740050090.667,10,0
nodeinfo,0,1.000,0.130,34610005.333,1,0,cows,40,1.000,12.059,17724928.000,13,0,curl,0,1.000,0.194,27228160.000,1,0,142.680,132.010,8840023381.333,8918306816.000,10,0
nodeinfo,0,1.000,0.118,34655232.000,1,0,cows,40,1.000,5.995,25436160.000,5,0,curl,10,1.000,5.780,29978624.000,1,0,126.120,145.940,8991528277.333,8855372117.333,20,0
nodeinfo,0,1.000,0.125,34720768.000,1,0,cows,40,1.000,7.748,5562368.000,1,0,curl,10,1.000,6.790,4340736.000,1,0,177.880,163.300,8728112469.333,8774466389.333,10,0
nodeinfo,0,1.000,0.122,34876928.000,1,0,cows,40,1.000,3.377,18565120.000,1,0,curl,10,1.000,6.528,6393856.000,1,0,164.800,167.051,8698943488.000,8710001322.667,10,0
nodeinfo,0,1.000,0.118,34849280.000,1,0,cows,40,1.000,3.904,7467008.000,1,0,curl,20,1.000,15.729,5617664.000,1,0,162.640,199.520,8712783189.333,8727782229.333,10,0
nodeinfo,0,1.000,0.133,34988544.000,1,0,cows,40,1.000,3.550,6987776.000,1,0,curl,20,1.000,14.164,4368896.000,1,0,194.200,180.980,8711297706.667,8718089728.000,10,0
nodeinfo,0,1.000,0.124,35074560.000,1,0,cows,40,1.000,3.498,4280320.000,1,0,curl,20,1.000,11.512,5573120.000,1,0,177.840,173.210,8720843434.667,8730124458.667,10,0
nodeinfo,0,1.000,0.116,34957312.000,1,0,cows,40,1.000,5.349,5894144.000,1,0,curl,30,1.000,19.114,5185536.000,1,0,168.120,172.940,8717296298.667,8735991125.333,10,0
nodeinfo,0,1.000,0.131,35095552.000,1,0,cows,40,1.000,4.765,5644288.000,1,0,curl,30,1.000,20.450,5655040.000,1,0,192.480,177.100,8729991168.000,8736558933.333,10,0
nodeinfo,0,1.000,0.163,35222357.333,1,0,cows,40,1.000,4.046,5062656.000,5,0,curl,30,1.000,15.158,4753408.000,5,0,167.440,175.470,8730716842.667,8718519808.000,10,0
nodeinfo,0,1.000,0.118,35394048.000,1,0,cows,40,1.000,4.253,6549504.000,5,0,curl,40,1.000,16.822,5930496.000,5,0,161.040,176.930,8713071957.333,8705142613.333,10,0
nodeinfo,0,1.000,0.123,35461120.000,1,0,cows,40,1.000,4.684,10543104.000,5,0,curl,40,1.000,23.672,9094656.000,13,0,183.840,187.386,8697702400.000,8764151466.667,10,0
nodeinfo,0,1.000,0.127,35535360.000,1,0,cows,40,0.994,6.652,19058688.000,9,0,curl,40,1.000,25.298,11436373.333,17,1,176.080,180.820,8875727530.667,8941593600.000,10,1
nodeinfo,0,1.000,0.124,35508224.000,1,0,cows,50,1.000,6.413,21944320.000,5,0,curl,0,1.000,4.502,11527509.333,1,0,200.000,170.052,9079156053.333,8996478805.333,20,0
nodeinfo,0,1.000,0.103,35585024.000,1,0,cows,50,1.000,6.948,19435520.000,9,0,curl,0,1.000,0.188,28135424.000,1,0,159.708,126.547,8727358805.333,8748399616.000,10,0
nodeinfo,0,1.000,0.116,35629909.333,1,0,cows,50,1.000,12.332,14425429.333,13,0,curl,0,1.000,0.189,28135424.000,1,0,156.360,139.970,8847360000.000,8920326826.667,10,0
nodeinfo,0,1.000,0.125,35630080.000,1,0,cows,50,1.000,3.092,25487360.000,5,0,curl,10,1.000,5.516,29611861.333,1,0,139.200,151.220,8993744896.000,8866164394.667,20,0
nodeinfo,0,1.000,0.122,35759616.000,1,0,cows,50,1.000,7.791,6324224.000,1,0,curl,10,1.000,6.255,5195776.000,1,0,183.150,163.900,8768241664.000,8796927317.333,10,0
nodeinfo,0,1.000,0.128,35874304.000,1,0,cows,50,1.000,5.699,4001792.000,1,0,curl,10,1.000,8.312,4792320.000,1,0,162.720,157.260,8716609536.000,8720300373.333,10,0
nodeinfo,0,1.000,0.129,36026880.000,1,0,cows,50,1.000,5.466,5165056.000,1,0,curl,20,1.000,13.457,6860800.000,1,0,160.280,166.820,8709736448.000,8730919765.333,10,0
nodeinfo,0,1.000,0.109,36136448.000,1,0,cows,50,1.000,5.407,15466496.000,1,0,curl,20,1.000,13.317,5117952.000,1,0,166.720,166.870,8726095189.333,8736719701.333,10,0
nodeinfo,0,1.000,0.119,35930112.000,1,0,cows,50,1.000,4.547,8417280.000,1,0,curl,20,1.000,10.039,4818944.000,1,0,177.160,169.099,8722321408.000,8741006336.000,10,0
nodeinfo,0,1.000,0.130,36058624.000,1,0,cows,50,1.000,4.613,6062080.000,1,0,curl,30,1.000,14.682,5704192.000,1,0,178.760,178.900,8737149610.667,8749475669.333,10,0
nodeinfo,0,1.000,0.119,36102144.000,1,0,cows,50,1.000,6.052,18780160.000,5,0,curl,30,1.000,20.855,5277696.000,5,0,190.960,180.800,8749555712.000,8756576768.000,10,0
nodeinfo,0,1.000,0.144,36191744.000,1,0,cows,50,1.000,4.638,6258688.000,5,0,curl,30,1.000,20.065,2772992.000,5,0,177.560,178.230,8754049706.667,8747304277.333,10,0
nodeinfo,0,1.000,0.138,36324352.000,1,0,cows,50,1.000,6.023,5423104.000,5,0,curl,40,1.000,14.016,5856768.000,5,0,170.440,186.208,8751932757.333,8758270122.667,10,0
nodeinfo,0,1.000,0.158,36391936.000,1,0,cows,50,1.000,9.305,16652288.000,9,0,curl,40,1.000,27.116,6988117.333,9,0,190.800,182.050,8783364778.667,8852932096.000,10,0
nodeinfo,0,1.000,0.142,36283392.000,1,0,cows,50,1.000,10.474,29490688.000,13,0,curl,40,1.000,27.209,12417877.333,13,0,198.720,189.980,8969895936.000,9052168874.667,10,0
nodeinfo,0,1.000,0.121,36096000.000,1,0,cows,50,1.000,9.133,14006272.000,17,1,curl,50,1.000,21.632,12034048.000,17,1,212.440,208.260,9183323477.333,9259826176.000,10,1
nodeinfo,0,1.000,0.134,33641472.000,1,0,cows,50,1.000,3.192,23592960.000,1,0,curl,50,1.000,26.874,2969600.000,1,0,226.360,205.720,9414015658.667,9102468437.333,20,0
nodeinfo,0,1.000,0.132,33691648.000,1,0,cows,50,0.999,3.235,5386240.000,1,0,curl,50,1.000,31.472,5685248.000,1,0,219.080,210.822,8773493418.667,8793417386.667,10,0
nodeinfo,10,1.000,1.765,35123200.000,1,0,cows,0,1.000,1.982,7643136.000,1,0,curl,0,1.000,8.994,4098048.000,1,0,194.920,151.020,8784997717.333,8772403029.333,10,0
nodeinfo,10,1.000,3.798,15510186.667,1,0,cows,0,1.000,0.085,66457600.000,1,0,curl,0,1.000,0.174,30269440.000,1,0,115.360,105.280,8739151189.333,8731057834.667,10,0
nodeinfo,10,1.000,4.272,14553088.000,1,0,cows,0,1.000,0.107,66329600.000,1,0,curl,0,1.000,0.191,30269440.000,1,0,120.200,151.050,8733046784.000,8776088234.667,10,0
nodeinfo,10,1.000,3.837,15493802.667,5,0,cows,0,1.000,0.107,66342912.000,1,0,curl,10,1.000,5.228,2547712.000,5,0,102.920,126.210,8709713920.000,8708316330.667,10,0
nodeinfo,10,1.000,3.556,5877760.000,1,0,cows,0,1.000,0.108,65923584.000,1,0,curl,10,1.000,8.144,4808704.000,1,0,140.040,127.750,8746046122.667,8727655765.333,10,0
nodeinfo,10,1.000,2.507,5079040.000,5,0,cows,0,1.000,0.099,65224704.000,1,0,curl,10,1.000,8.344,4196352.000,5,0,137.120,139.560,8705627477.333,8727152810.667,10,0
nodeinfo,10,1.000,2.894,5079040.000,5,0,cows,0,1.000,0.106,65224704.000,1,0,curl,20,1.000,9.355,4146176.000,5,0,131.080,147.320,8734903637.333,8741084330.667,10,0
nodeinfo,10,1.000,2.255,39940096.000,5,0,cows,0,1.000,0.108,65161216.000,1,0,curl,20,1.000,9.533,2732032.000,5,0,147.160,147.090,8757402282.667,8750987605.333,10,0
nodeinfo,10,1.000,3.007,7294976.000,5,0,cows,0,1.000,0.097,65095680.000,1,0,curl,20,1.000,12.553,6626816.000,13,0,153.240,160.790,8769403562.667,8816169301.333,10,0
nodeinfo,10,1.000,1.634,7294976.000,5,0,cows,0,1.000,0.097,65177088.000,1,0,curl,30,1.000,16.029,3948032.000,5,0,186.200,200.014,8961082709.333,8969800362.667,20,0
nodeinfo,10,1.000,2.274,40127488.000,1,0,cows,0,1.000,0.111,65061888.000,1,0,curl,30,1.000,16.876,3186688.000,13,0,183.880,181.040,8807908693.333,8836287317.333,10,0
nodeinfo,10,1.000,1.622,8101888.000,1,0,cows,0,1.000,0.100,64893952.000,1,0,curl,30,1.000,13.904,7532544.000,1,0,191.000,165.990,8916656128.000,8922750464.000,20,0
nodeinfo,10,1.000,2.262,40636074.667,1,0,cows,0,1.000,0.096,64942592.000,1,0,curl,40,1.000,19.992,4967424.000,1,0,174.400,182.610,8762929834.667,8783332693.333,10,0
nodeinfo,10,1.000,1.532,5943296.000,1,0,cows,0,1.000,0.099,64825856.000,1,0,curl,40,1.000,25.427,5584896.000,1,0,185.320,188.540,8758989482.667,8787041450.667,10,0
nodeinfo,10,1.000,1.828,40718336.000,1,0,cows,0,1.000,0.095,64833024.000,1,0,curl,40,1.000,23.267,6079488.000,1,0,181.880,173.170,8781912746.667,8797011626.667,10,0
nodeinfo,10,1.000,2.063,5521408.000,1,0,cows,0,1.000,0.116,64867840.000,1,0,curl,50,1.000,20.352,5748736.000,1,0,184.360,201.050,8787656704.000,8865142613.333,10,0
nodeinfo,10,1.000,2.906,40821760.000,1,0,cows,0,1.000,0.102,64988672.000,1,0,curl,50,1.000,20.222,5908992.000,1,0,194.680,191.090,8921634816.000,8944692736.000,10,0
nodeinfo,10,1.000,2.284,5464064.000,5,0,cows,0,1.000,0.082,65060352.000,1,0,curl,50,1.000,32.541,4751360.000,5,0,216.600,215.913,8953621162.667,8984885077.333,10,0
nodeinfo,10,1.000,1.558,40842069.333,5,0,cows,10,1.000,0.618,6475776.000,5,0,curl,0,1.000,11.227,3312640.000,1,0,198.440,154.490,8892308138.667,8878958421.333,10,0
nodeinfo,10,1.000,1.973,40808448.000,5,0,cows,10,1.000,1.998,7499776.000,5,0,curl,0,1.000,0.191,30535680.000,1,0,129.040,131.510,8920088576.000,8886215680.000,10,0
nodeinfo,10,1.000,1.676,40859306.667,5,0,cows,10,1.000,1.099,7499776.000,5,0,curl,0,1.000,0.166,30535680.000,1,0,167.640,167.930,8952033280.000,8881882794.667,10,0
nodeinfo,10,1.000,2.164,40742912.000,5,0,cows,10,1.000,1.929,4816896.000,5,0,curl,10,1.000,3.395,2945024.000,5,0,130.760,140.430,8796086954.667,8762203136.000,10,0
nodeinfo,10,1.000,2.360,4161536.000,5,0,cows,10,1.000,2.115,9437184.000,5,0,curl,10,1.000,6.896,3969024.000,5,0,155.560,160.810,8810514432.000,8805670400.000,10,0
nodeinfo,10,1.000,1.777,40785237.333,1,0,cows,10,1.000,2.310,4186112.000,1,0,curl,10,1.000,7.006,3647488.000,1,0,168.560,152.710,8816738986.667,8783016448.000,10,0
nodeinfo,10,1.000,1.990,40966656.000,1,0,cows,10,1.000,2.381,5857280.000,1,0,curl,20,1.000,10.039,5693440.000,1,0,146.160,171.080,8728275626.667,8806152533.333,10,0
nodeinfo,10,1.000,2.115,41299456.000,1,0,cows,10,1.000,1.156,4931584.000,1,0,curl,20,1.000,12.515,4942848.000,1,0,172.720,179.110,8760363008.000,8818192213.333,10,0
nodeinfo,10,1.000,1.898,41216682.667,1,0,cows,10,1.000,2.876,13082624.000,1,0,curl,20,1.000,14.363,5009408.000,1,0,185.600,181.300,8806424576.000,8822487722.667,10,0
nodeinfo,10,1.000,1.739,41173674.667,1,0,cows,10,1.000,1.606,7049216.000,1,0,curl,30,1.000,18.790,5236736.000,1,0,184.920,187.640,8800750250.667,8831650986.667,10,0
nodeinfo,10,1.000,2.014,6082560.000,1,0,cows,10,1.000,0.910,12771328.000,1,0,curl,30,1.000,22.173,4907008.000,1,0,187.400,190.130,8812074325.333,8839031637.333,10,0
nodeinfo,10,1.000,2.245,41288192.000,1,0,cows,10,1.000,1.178,4648960.000,1,0,curl,30,1.000,19.010,5678080.000,1,0,205.840,193.980,8810555392.000,8839229098.667,10,0
nodeinfo,10,1.000,2.184,5652480.000,1,0,cows,10,1.000,1.030,10993664.000,1,0,curl,40,1.000,26.104,4982784.000,1,0,200.520,200.362,8827850752.000,8844977664.000,10,0
nodeinfo,10,1.000,1.506,41263104.000,5,0,cows,10,1.000,1.278,3284992.000,5,0,curl,40,1.000,30.574,5212160.000,5,0,192.600,199.913,8846097066.667,8844962133.333,10,0
nodeinfo,10,1.000,2.388,8089600.000,5,0,cows,10,1.000,1.027,6131712.000,5,0,curl,40,1.000,23.962,4651008.000,5,0,201.680,205.600,8849409365.333,8845010090.667,10,0
nodeinfo,10,1.000,2.299,41229312.000,5,0,cows,10,1.000,1.336,14307328.000,5,0,curl,50,1.000,27.466,9262592.000,13,0,204.120,211.052,8865306624.000,8924104021.333,10,0
nodeinfo,10,1.000,2.505,41232384.000,1,0,cows,10,1.000,1.643,7077888.000,1,0,curl,50,1.000,29.381,12739072.000,17,1,223.720,216.450,9021961557.333,9088554496.000,10,1
nodeinfo,10,1.000,1.725,41224362.667,1,0,cows,10,1.000,0.904,6680576.000,1,0,curl,50,1.000,19.656,12500992.000,1,0,216.520,205.720,9126800725.333,9142113450.667,20,0
nodeinfo,10,1.000,1.569,5279744.000,1,0,cows,20,1.000,1.188,6930432.000,1,0,curl,0,1.000,5.589,3638784.000,1,0,219.880,191.000,8848805888.000,8857245525.333,10,0
nodeinfo,10,1.000,4.594,14123008.000,1,0,cows,20,1.000,1.600,4018176.000,1,0,curl,0,1.000,0.177,4665344.000,1,0,154.120,141.603,8849576618.667,8847744512.000,10,0
nodeinfo,10,1.000,1.996,7540736.000,1,0,cows,20,1.000,3.030,7131136.000,1,0,curl,0,1.000,0.198,31449088.000,1,0,156.440,176.800,8845452629.333,8903591594.667,10,0
