function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,10,1.000,1.704,41304576.000,1,0,cows,20,1.000,3.868,5750784.000,1,0,curl,10,1.000,4.719,32835584.000,1,0,150.096,150.726,8826216448.000,8834173781.333,10,0
nodeinfo,10,1.000,2.128,41224192.000,1,0,cows,20,1.000,1.905,16224256.000,1,0,curl,10,1.000,6.431,4823040.000,1,0,166.880,168.080,8843857920.000,8869931861.333,10,0
nodeinfo,10,1.000,2.183,41155072.000,1,0,cows,20,1.000,2.286,4988928.000,1,0,curl,10,1.000,6.355,5063168.000,1,0,180.480,171.920,8843023018.667,8860199253.333,10,0
nodeinfo,10,1.000,3.431,41257642.667,1,0,cows,20,1.000,4.737,15888384.000,1,0,curl,20,1.000,11.876,5750272.000,1,0,172.960,205.970,8844466858.667,8895209301.333,10,0
nodeinfo,10,1.000,2.005,41113600.000,5,0,cows,20,1.000,2.589,11952128.000,5,0,curl,20,1.000,10.453,2936832.000,5,0,194.103,185.096,8865012394.667,8868575914.667,10,0
nodeinfo,10,1.000,1.881,41192960.000,5,0,cows,20,1.000,2.028,4857856.000,5,0,curl,20,1.000,14.499,3121152.000,5,0,187.480,180.860,8881097386.667,8866655744.000,10,0
nodeinfo,10,1.000,1.923,41268565.333,5,0,cows,20,1.000,2.098,4857856.000,5,0,curl,30,1.000,15.696,3203072.000,5,0,162.040,189.898,8880381269.333,8877992106.667,10,0
nodeinfo,10,1.000,2.146,41294848.000,5,0,cows,20,1.000,2.504,5091328.000,5,0,curl,30,1.000,16.051,6697472.000,13,0,197.400,192.993,8905128618.667,8934141610.667,10,0
nodeinfo,10,1.000,2.088,41416362.667,1,0,cows,20,1.000,5.579,21048320.000,9,0,curl,30,1.000,18.507,4500480.000,17,1,200.520,206.200,9030615040.000,9152887978.667,10,1
nodeinfo,10,1.000,1.272,41048576.000,1,0,cows,30,1.000,2.762,4456448.000,5,0,curl,0,1.000,3.159,8242176.000,1,0,210.240,220.911,9339899904.000,9185897813.333,20,0
nodeinfo,10,1.000,2.144,41103701.333,5,0,cows,30,1.000,5.489,14449664.000,5,0,curl,0,1.000,0.191,30990336.000,1,0,199.040,175.707,8837901653.333,8866879658.667,10,0
nodeinfo,10,1.000,1.907,6000640.000,1,0,cows,30,1.000,4.475,19714048.000,1,0,curl,0,1.000,0.195,30990336.000,1,0,151.960,137.380,8812071594.667,8784873472.000,10,0
nodeinfo,10,1.000,2.167,41414144.000,1,0,cows,30,1.000,3.637,8482816.000,1,0,curl,10,1.000,4.389,32541696.000,1,0,143.320,159.360,8790327978.667,8805124437.333,10,0
nodeinfo,10,1.000,1.435,41577984.000,1,0,cows,30,1.000,3.157,5656576.000,1,0,curl,10,1.000,6.817,4663296.000,1,0,164.760,175.781,8801512106.667,8793435477.333,10,0
nodeinfo,10,1.000,1.982,41550848.000,1,0,cows,30,1.000,3.835,4370432.000,1,0,curl,10,1.000,6.860,4935680.000,1,0,183.120,177.320,8752631808.000,8776412672.000,10,0
nodeinfo,10,1.000,2.125,6029312.000,1,0,cows,30,1.000,3.353,7462912.000,1,0,curl,20,1.000,10.897,2842624.000,1,0,175.760,189.040,8752779264.000,8781252437.333,10,0
nodeinfo,10,1.000,2.576,6230016.000,5,0,cows,30,1.000,2.433,5672960.000,5,0,curl,20,1.000,13.855,4751360.000,5,0,195.720,183.103,8766720000.000,8796024832.000,10,0
nodeinfo,10,1.000,1.628,41304917.333,5,0,cows,30,1.000,3.333,6434816.000,5,0,curl,20,1.000,12.042,4390912.000,5,0,185.880,183.640,8823838720.000,8801125376.000,10,0
nodeinfo,10,1.000,1.949,41372672.000,5,0,cows,30,1.000,3.222,5197824.000,5,0,curl,30,1.000,15.658,4433920.000,5,0,190.120,198.030,8799608832.000,8795440469.333,10,0
nodeinfo,10,1.000,2.268,41371648.000,5,0,cows,30,1.000,6.602,5476352.000,13,0,curl,30,1.000,14.845,7026176.000,13,0,196.160,202.752,8822045354.667,8960579754.667,10,0
nodeinfo,10,1.000,2.082,41275050.667,1,0,cows,30,1.000,8.829,23015424.000,17,1,curl,30,1.000,20.088,11351040.000,17,1,216.320,211.770,9201644885.333,9324172117.333,10,1
nodeinfo,10,1.000,3.893,40340480.000,1,0,cows,40,1.000,6.075,23949312.000,1,0,curl,0,1.000,3.259,11010560.000,1,0,204.036,343.015,9551555242.667,9334110378.667,20,0
nodeinfo,10,1.000,3.308,41422848.000,1,0,cows,40,1.000,4.472,5210112.000,1,0,curl,0,1.000,0.168,3366912.000,1,0,214.920,179.350,8913130154.667,8861930154.667,10,0
nodeinfo,10,1.000,1.448,5730304.000,1,0,cows,40,1.000,3.648,4882432.000,1,0,curl,0,1.000,0.186,27270144.000,1,0,156.240,153.440,8809605802.667,8802984789.333,10,0
nodeinfo,10,1.000,2.316,6885376.000,1,0,cows,40,1.000,4.451,14784512.000,1,0,curl,10,1.000,3.057,28288000.000,1,0,146.040,157.213,8782379690.667,8784753834.667,10,0
nodeinfo,10,1.000,1.845,41287680.000,1,0,cows,40,1.000,3.480,5423104.000,1,0,curl,10,1.000,5.617,2777088.000,1,0,166.320,175.480,8768167936.000,8808973482.667,10,0
nodeinfo,10,1.000,1.689,4739072.000,5,0,cows,40,1.000,5.260,8720384.000,5,0,curl,10,1.000,7.983,4861440.000,5,0,179.880,176.130,8800066218.667,8824958464.000,10,0
nodeinfo,10,1.000,1.763,41207978.667,5,0,cows,40,1.000,4.134,9924608.000,5,0,curl,20,1.000,9.069,2777088.000,5,0,171.040,184.800,8845864960.000,8828681386.667,10,0
nodeinfo,10,1.000,1.995,7405568.000,5,0,cows,40,0.999,3.066,19988480.000,5,0,curl,20,1.000,14.903,4930048.000,5,0,189.080,187.777,8841205077.333,8829164885.333,10,0
nodeinfo,10,0.997,2.115,41366016.000,5,0,cows,40,1.000,6.949,7397376.000,13,0,curl,20,1.000,14.288,4112384.000,13,0,190.360,199.680,8842110293.333,8971884202.667,10,0
nodeinfo,10,1.000,2.155,41289728.000,1,0,cows,40,1.000,11.995,15115946.667,17,1,curl,30,1.000,15.386,2990080.000,17,1,211.760,212.340,9206684330.667,9350649514.667,10,1
nodeinfo,10,1.000,4.633,40146944.000,1,0,cows,40,1.000,4.521,22460416.000,1,0,curl,30,1.000,9.887,3467776.000,1,0,215.480,233.352,9533291861.333,9444705962.667,20,0
nodeinfo,10,1.000,1.693,41326080.000,1,0,cows,40,1.000,3.759,6123520.000,1,0,curl,30,1.000,17.398,2531328.000,1,0,276.648,260.722,8940097536.000,8917943637.333,10,0
nodeinfo,10,1.000,1.693,41341952.000,1,0,cows,40,1.000,3.987,19841024.000,1,0,curl,40,1.000,24.577,5926912.000,1,0,212.062,208.586,8870212266.667,8884673024.000,10,0
nodeinfo,10,1.000,2.271,41289216.000,1,0,cows,40,1.000,3.896,5652480.000,1,0,curl,40,1.000,21.440,4888064.000,1,0,220.280,213.810,8848447488.000,8873552554.667,10,0
nodeinfo,10,1.000,1.839,41373184.000,5,0,cows,40,1.000,4.250,13443072.000,5,0,curl,40,1.000,21.148,2781184.000,5,0,197.520,215.228,8872729258.667,8889233749.333,10,0
nodeinfo,10,1.000,1.844,41754794.667,5,0,cows,40,1.000,3.937,5120000.000,5,0,curl,50,1.000,20.218,6030848.000,5,0,207.360,213.950,8904952490.667,8897677994.667,10,0
nodeinfo,10,1.000,1.754,7520256.000,5,0,cows,40,1.000,8.598,3338240.000,13,0,curl,50,1.000,31.190,2502656.000,13,0,213.080,215.890,8903902549.333,9047816192.000,10,0
nodeinfo,10,1.000,3.074,41496064.000,1,0,cows,40,1.000,5.868,20318720.000,17,1,curl,50,0.999,13.366,10313728.000,17,1,232.280,240.777,9239801173.333,9463912960.000,10,1
nodeinfo,10,1.000,1.800,7397376.000,1,0,cows,50,1.000,6.151,25157632.000,1,0,curl,0,1.000,4.183,11628032.000,1,0,249.894,245.478,9678990540.800,9442283178.667,20,0
nodeinfo,10,1.000,1.861,7430144.000,5,0,cows,50,1.000,4.773,5935104.000,5,0,curl,0,1.000,0.171,5275648.000,1,0,222.760,212.030,8969178453.333,8918420650.667,10,0
nodeinfo,10,1.000,3.694,40834560.000,1,0,cows,50,1.000,7.716,16142336.000,1,0,curl,0,1.000,0.219,25057792.000,1,0,179.080,160.920,8903185749.333,8911068501.333,10,0
nodeinfo,10,1.000,2.107,41547264.000,5,0,cows,50,1.000,6.746,7589888.000,5,0,curl,10,1.000,6.303,2772992.000,5,0,170.000,171.040,8835343701.333,8844573013.333,10,0
nodeinfo,10,1.000,2.041,41625600.000,1,0,cows,50,1.000,5.763,7589888.000,1,0,curl,10,1.000,6.450,3678208.000,1,0,184.160,185.662,8909953706.667,8879176362.667,10,0
nodeinfo,10,1.000,1.607,41552384.000,1,0,cows,50,1.000,5.001,5414912.000,1,0,curl,10,1.000,6.136,2908160.000,1,0,181.240,190.050,8855287808.000,8870401024.000,10,0
nodeinfo,10,1.000,1.706,42216277.333,5,0,cows,50,1.000,4.941,20348928.000,5,0,curl,20,1.000,11.529,4524032.000,5,0,199.960,194.680,8828186624.000,8813744640.000,10,0
nodeinfo,10,1.000,1.974,41739264.000,5,0,cows,50,0.999,4.849,7352320.000,5,0,curl,20,1.000,11.445,4546560.000,5,0,192.480,194.050,8829494613.333,8816623786.667,10,0
nodeinfo,10,1.000,2.557,41638400.000,5,0,cows,50,1.000,9.376,19075072.000,13,0,curl,20,1.000,14.366,3808256.000,13,0,180.280,198.462,8837715968.000,8967115434.667,10,0
nodeinfo,10,1.000,3.638,15595520.000,1,0,cows,50,1.000,10.750,27468288.000,17,1,curl,30,1.000,21.322,7161344.000,17,1,218.800,218.020,9218953898.667,9386701994.667,10,1
nodeinfo,10,1.000,4.199,40473770.667,1,0,cows,50,1.000,6.013,26115072.000,1,0,curl,30,1.000,14.682,9898666.667,1,0,224.520,235.540,9583039829.333,9423604906.667,20,0
nodeinfo,10,1.000,2.462,42094592.000,1,0,cows,50,1.000,2.518,8261632.000,1,0,curl,30,1.000,19.574,2326528.000,1,0,347.592,329.077,9031580876.800,8951665766.400,10,0
nodeinfo,10,1.000,1.686,42161152.000,1,0,cows,50,1.000,4.674,20353024.000,1,0,curl,40,1.000,20.217,2326528.000,1,0,232.720,228.800,8876343296.000,8871552341.333,10,0
nodeinfo,10,1.000,2.096,41990144.000,5,0,cows,50,1.000,4.608,5910528.000,5,0,curl,40,1.000,22.166,4687872.000,5,0,216.172,216.263,8826845184.000,8874442069.333,10,0
nodeinfo,10,1.000,1.985,5066752.000,5,0,cows,50,1.000,5.782,7147520.000,5,0,curl,40,1.000,25.165,7442432.000,5,0,206.400,208.252,8863444992.000,8851318101.333,10,0
nodeinfo,10,1.000,1.951,6991872.000,5,0,cows,50,1.000,4.885,7184384.000,5,0,curl,50,1.000,27.644,4653056.000,13,0,203.960,210.312,8850036736.000,8901236906.667,10,0
nodeinfo,10,1.000,3.066,13551616.000,1,0,cows,50,1.000,10.436,19569152.000,9,0,curl,50,1.000,27.098,9041920.000,17,1,225.680,222.450,9003251712.000,9162017109.333,10,1
nodeinfo,10,1.000,1.976,4005888.000,1,0,cows,50,1.000,4.923,27828224.000,5,0,curl,50,1.000,26.615,3521536.000,1,0,229.440,219.210,9320392021.333,9278807722.667,20,0
nodeinfo,20,1.000,3.706,42070016.000,1,0,cows,0,1.000,1.408,19550208.000,1,0,curl,0,1.000,12.407,2764800.000,1,0,229.880,210.510,8999871146.667,8969503232.000,10,0
nodeinfo,20,1.000,3.706,42049194.667,1,0,cows,0,1.000,0.094,54776320.000,1,0,curl,0,1.000,0.337,35133440.000,1,0,143.240,124.470,8834164053.333,8819769002.667,10,0
nodeinfo,20,1.000,5.332,7131136.000,1,0,cows,0,1.000,0.097,54797482.667,1,0,curl,0,1.000,0.176,35086336.000,1,0,137.480,140.727,8795975680.000,8809086976.000,10,0
nodeinfo,20,1.000,2.849,7131136.000,5,0,cows,0,1.000,0.127,54260224.000,1,0,curl,10,1.000,5.442,2699264.000,5,0,108.440,128.967,8781898410.667,8790467754.667,10,0
nodeinfo,20,1.000,3.504,42127701.333,5,0,cows,0,1.000,0.086,54135296.000,1,0,curl,10,1.000,6.668,5048320.000,5,0,176.480,148.610,8841794218.667,8809678848.000,10,0
nodeinfo,20,1.000,5.212,42055680.000,5,0,cows,0,1.000,0.099,54164992.000,1,0,curl,10,1.000,5.300,4908032.000,5,0,152.560,151.680,8805756245.333,8784981674.667,10,0
nodeinfo,20,1.000,4.251,42277888.000,5,0,cows,0,1.000,0.107,53902165.333,1,0,curl,20,1.000,11.979,2887680.000,5,0,145.040,160.430,8779132928.000,8776808448.000,10,0
nodeinfo,20,1.000,3.504,42009088.000,5,0,cows,0,1.000,0.095,53833216.000,1,0,curl,20,1.000,13.978,2605056.000,13,0,165.720,165.720,8801173504.000,8849739946.667,10,0
nodeinfo,20,1.000,6.008,41889280.000,9,0,cows,0,1.000,0.106,53917184.000,1,0,curl,20,1.000,15.115,5877248.000,17,1,181.560,164.110,8953651200.000,9019057493.333,10,1
nodeinfo,20,1.000,4.925,41924608.000,1,0,cows,10,1.000,1.110,54925824.000,1,0,curl,0,1.000,3.567,8223402.667,1,0,204.720,176.660,9193032362.667,9137466368.000,20,0
nodeinfo,20,1.000,3.289,41943552.000,5,0,cows,10,1.000,0.966,7213056.000,5,0,curl,0,1.000,0.177,35020800.000,1,0,147.720,151.700,8820550997.333,8815734101.333,10,0
nodeinfo,20,1.000,5.761,42127360.000,5,0,cows,10,1.000,4.010,15626240.000,5,0,curl,0,1.000,0.164,35020800.000,1,0,148.040,137.150,8820019882.667,8842801322.667,10,0
nodeinfo,20,1.000,3.075,41858048.000,5,0,cows,10,1.000,1.209,3825664.000,5,0,curl,10,1.000,4.768,3219456.000,5,0,141.160,150.767,8817534293.333,8801592490.667,10,0
nodeinfo,20,1.000,3.234,5431296.000,1,0,cows,10,1.000,1.204,3825664.000,1,0,curl,10,1.000,7.114,4188842.667,1,0,164.680,158.680,8843274922.667,8824591360.000,10,0
nodeinfo,20,1.000,3.528,7356416.000,1,0,cows,10,1.000,1.150,7290880.000,1,0,curl,10,1.000,6.511,4076544.000,1,0,176.640,170.030,8807608320.000,8834208426.667,10,0
nodeinfo,20,1.000,3.026,42075818.667,5,0,cows,10,1.000,1.397,5042176.000,5,0,curl,20,1.000,13.526,5193728.000,5,0,176.000,181.740,8817412096.000,8841533269.333,10,0
nodeinfo,20,1.000,3.820,41915904.000,5,0,cows,10,1.000,1.344,5971968.000,5,0,curl,20,1.000,12.302,2953216.000,5,0,172.440,184.378,8861287082.667,8858515285.333,10,0
nodeinfo,20,1.000,3.390,41969664.000,5,0,cows,10,1.000,1.254,11358208.000,5,0,curl,20,1.000,12.936,4323328.000,5,0,194.200,185.811,8858053290.667,8850424149.333,10,0
nodeinfo,20,1.000,3.464,42053120.000,5,0,cows,10,1.000,1.928,7196672.000,5,0,curl,30,1.000,15.623,6846464.000,13,0,185.360,194.873,8875466752.000,8905255936.000,10,0
nodeinfo,20,1.000,7.489,42015232.000,9,0,cows,10,1.000,1.034,3104768.000,1,0,curl,30,1.000,18.898,10317312.000,17,1,199.592,202.828,8995521877.333,9136475818.667,10,1
nodeinfo,20,1.000,7.282,41924608.000,1,0,cows,10,1.000,2.967,15441920.000,1,0,curl,30,1.000,17.477,10771456.000,1,0,205.560,221.920,9348681728.000,9349305514.667,20,0
nodeinfo,20,1.000,4.165,42086400.000,1,0,cows,10,1.000,3.526,6557696.000,1,0,curl,40,1.000,25.503,3024213.333,1,0,225.120,237.442,8928684714.667,8977545728.000,10,0
nodeinfo,20,1.000,3.134,5791744.000,1,0,cows,10,1.000,0.936,6447104.000,1,0,curl,40,1.000,24.865,3289088.000,1,0,271.023,243.663,8958145194.667,8963045717.333,10,0
nodeinfo,20,1.000,3.606,42200064.000,5,0,cows,10,1.000,1.308,5468160.000,5,0,curl,40,1.000,22.733,4925440.000,5,0,216.000,205.980,8919263232.000,8943977642.667,10,0
nodeinfo,20,1.000,3.504,6782976.000,5,0,cows,10,1.000,2.143,5038080.000,5,0,curl,50,1.000,31.783,5496832.000,5,0,194.720,205.080,8943906133.333,8962608128.000,10,0
nodeinfo,20,1.000,3.875,42464768.000,5,0,cows,10,1.000,1.210,50902528.000,5,0,curl,50,1.000,23.848,6944426.667,13,0,203.880,208.647,8980571477.333,9013491029.333,10,0
nodeinfo,20,1.000,5.830,15360000.000,1,0,cows,10,1.000,1.352,5337088.000,1,0,curl,50,1.000,23.962,2973696.000,20,1,220.720,220.449,9103633066.667,9225339050.667,10,1
nodeinfo,20,1.000,1.232,42473984.000,1,0,cows,20,1.000,1.571,17682432.000,1,0,curl,0,1.000,3.385,3359402.667,1,0,223.125,176.900,9326007637.333,9139761493.333,20,0
nodeinfo,20,1.000,4.833,7798784.000,1,0,cows,20,0.998,1.655,51269632.000,1,0,curl,0,1.000,0.154,34377728.000,1,0,158.160,148.940,8931319125.333,8927775914.667,10,0
nodeinfo,20,1.000,3.790,5984256.000,1,0,cows,20,1.000,2.359,12754944.000,1,0,curl,0,1.000,0.168,34377728.000,1,0,145.960,141.350,8917727914.667,8924794197.333,10,0
nodeinfo,20,1.000,2.689,42435584.000,1,0,cows,20,1.000,2.190,15854080.000,1,0,curl,10,1.000,4.374,36042752.000,1,0,138.920,153.659,8906321920.000,8917461333.333,10,0
nodeinfo,20,1.000,2.682,5648384.000,1,0,cows,20,1.000,2.598,6631424.000,1,0,curl,10,1.000,8.338,4603904.000,1,0,170.200,173.610,8922133162.667,8955192149.333,10,0
nodeinfo,20,1.000,4.243,5636096.000,5,0,cows,20,1.000,2.194,4575232.000,5,0,curl,10,1.000,6.237,4775936.000,5,0,184.000,186.490,8975978496.000,8954231466.667,10,0
nodeinfo,20,1.000,3.338,7274496.000,5,0,cows,20,1.000,1.782,4575232.000,5,0,curl,20,1.000,14.860,2596864.000,5,0,169.280,180.400,8962542933.333,8958289920.000,10,0
nodeinfo,20,1.000,4.183,42480640.000,5,0,cows,20,1.000,2.201,18874368.000,5,0,curl,20,1.000,14.616,3648000.000,5,0,185.160,182.386,8976405845.333,8936225962.667,10,0
nodeinfo,20,1.000,6.379,16701952.000,9,0,cows,20,1.000,5.269,14874112.000,9,0,curl,20,1.000,12.376,5756416.000,9,0,199.800,175.690,8915305130.667,9036602026.667,10,0
nodeinfo,20,1.000,6.736,25526272.000,1,0,cows,20,1.000,3.398,24832000.000,1,0,curl,30,1.000,11.996,10110976.000,1,0,189.240,198.810,9225433088.000,9235683157.333,10,0
nodeinfo,20,1.000,3.074,42540544.000,1,0,cows,20,1.000,2.685,5369856.000,1,0,curl,30,1.000,13.233,3848192.000,1,0,218.160,207.228,8961967445.333,8963576320.000,10,0
nodeinfo,20,1.000,2.988,6057984.000,1,0,cows,20,1.000,3.342,9187328.000,1,0,curl,30,1.000,17.341,5885952.000,1,0,209.160,204.043,8935947605.333,8951993685.333,10,0
nodeinfo,20,1.000,3.513,42633216.000,5,0,cows,20,1.000,2.231,5566464.000,5,0,curl,40,1.000,27.637,2674688.000,5,0,198.040,207.400,8935476565.333,8973775701.333,10,0
nodeinfo,20,1.000,3.923,42685781.333,5,0,cows,20,1.000,2.416,5763072.000,5,0,curl,40,1.000,18.911,4667392.000,5,0,193.280,202.180,8973119488.000,8958281216.000,10,0
nodeinfo,20,1.000,3.361,6664192.000,5,0,cows,20,1.000,2.574,6520832.000,5,0,curl,40,1.000,24.208,8139605.333,13,0,229.520,260.070,8964241408.000,9008979456.000,10,0
nodeinfo,20,1.000,3.541,7217152.000,5,0,cows,20,1.000,2.753,5115904.000,5,0,curl,50,1.000,29.131,2732032.000,20,1,229.200,219.320,9124318549.333,9211324416.000,10,1
nodeinfo,20,1.000,2.544,5902336.000,1,0,cows,20,1.000,2.309,17331541.333,1,0,curl,50,1.000,16.129,6411605.333,5,0,227.600,194.623,9308406442.667,9277373610.667,20,0
nodeinfo,20,1.000,2.381,42272768.000,1,0,cows,20,1.000,1.897,4444160.000,1,0,curl,50,1.000,27.260,3354624.000,1,0,228.040,228.510,9044643157.333,9086488576.000,10,0
nodeinfo,20,1.000,3.116,42249216.000,1,0,cows,30,1.000,2.242,7651328.000,1,0,curl,0,1.000,12.111,3620864.000,1,0,227.280,193.436,9041350656.000,9044440576.000,10,0
nodeinfo,20,1.000,3.808,8847360.000,5,0,cows,30,0.998,3.693,19976192.000,5,0,curl,0,1.000,0.157,34275328.000,1,0,151.640,153.510,9030221141.333,9008497152.000,10,0
nodeinfo,20,1.000,3.391,8847360.000,5,0,cows,30,1.000,2.334,16183296.000,5,0,curl,0,1.000,0.174,34275328.000,1,0,179.440,184.420,9085550592.000,9066464085.333,10,0
nodeinfo,20,1.000,4.178,42438144.000,5,0,cows,30,1.000,2.494,16183296.000,5,0,curl,10,1.000,4.472,2830336.000,5,0,159.880,165.260,9028881066.667,9003093845.333,10,0
nodeinfo,20,1.000,7.613,42417152.000,9,0,cows,30,1.000,8.106,15252821.333,9,0,curl,10,1.000,6.571,3578538.667,1,0,190.880,197.440,9028942506.667,9193566549.333,10,0
nodeinfo,20,1.000,4.757,42082816.000,17,1,cows,30,1.000,6.567,19218432.000,17,1,curl,10,0.620,6.587,3244032.000,1,1,202.160,263.940,9412379989.333,9580255914.667,10,1
nodeinfo,20,1.000,6.223,17502208.000,5,0,cows,40,1.000,10.317,19178496.000,5,0,curl,10,1.000,6.399,16352256.000,1,0,223.183,231.300,9579955541.333,9274764117.333,10,0
nodeinfo,20,1.000,5.422,17724928.000,1,0,cows,40,1.000,9.524,22977024.000,13,0,curl,10,1.000,6.189,2838528.000,1,0,228.400,216.930,9021223594.667,9194776746.667,10,0
nodeinfo,20,1.000,4.252,4182016.000,1,0,cows,40,1.000,3.653,30826496.000,1,0,curl,10,1.000,5.396,3495253.333,1,0,243.560,205.060,9301560661.333,9154314240.000,20,0
nodeinfo,20,1.000,4.020,5591040.000,1,0,cows,40,1.000,4.565,5230592.000,1,0,curl,20,1.000,10.961,5046272.000,1,0,184.000,198.730,9009873578.667,9053775701.333,10,0
nodeinfo,20,1.000,4.451,5918720.000,1,0,cows,40,1.000,5.062,4788224.000,1,0,curl,20,1.000,15.558,4759552.000,1,0,215.440,199.210,9037688149.333,9044734634.667,10,0
nodeinfo,20,1.000,3.767,5816320.000,5,0,cows,40,1.000,4.256,3825664.000,5,0,curl,20,1.000,12.280,4449280.000,5,0,193.920,190.600,9062662826.667,9043823786.667,10,0
nodeinfo,20,1.000,4.297,4435968.000,5,0,cows,40,1.000,4.952,18264064.000,5,0,curl,30,1.000,19.542,3203072.000,5,0,187.000,203.420,9037728426.667,9040573098.667,10,0
nodeinfo,20,1.000,7.089,16476672.000,9,0,cows,40,1.000,6.914,15933952.000,9,0,curl,30,1.000,20.307,6352384.000,9,0,205.280,192.190,9060377258.667,9168623274.667,10,0
nodeinfo,20,1.000,4.763,5763072.000,1,0,cows,40,1.000,9.942,15136938.667,13,0,curl,30,1.000,18.757,5414912.000,1,0,218.440,211.980,9355926869.333,9422246229.333,10,0
nodeinfo,20,1.000,3.047,6107136.000,1,0,cows,40,1.000,4.603,5935104.000,1,0,curl,40,1.000,22.674,3263317.333,1,0,228.360,225.140,9366794922.667,9189564416.000,20,0
nodeinfo,20,1.000,3.429,5197824.000,1,0,cows,40,1.000,3.613,7823360.000,1,0,curl,40,1.000,23.071,3522560.000,1,0,221.040,216.258,9005986474.667,9036591274.667,10,0
nodeinfo,20,1.000,2.851,5771264.000,5,0,cows,40,1.000,3.873,8392704.000,5,0,curl,40,1.000,26.454,5285888.000,5,0,217.000,214.900,9011481258.667,9044696405.333,10,0
nodeinfo,20,1.000,4.307,7139328.000,5,0,cows,40,0.999,4.589,7401472.000,5,0,curl,50,1.000,20.040,4835328.000,5,0,208.720,216.040,9048331605.333,9062435157.333,10,0
nodeinfo,20,1.000,3.094,5943296.000,5,0,cows,40,1.000,3.716,6459392.000,5,0,curl,50,1.000,25.038,4899840.000,13,0,215.160,211.810,9075974826.667,9127254016.000,10,0
nodeinfo,20,1.000,3.132,16406016.000,1,0,cows,40,1.000,5.707,17026218.667,9,0,curl,50,0.998,23.771,4684800.000,17,1,214.160,213.379,9227264682.667,9356191232.000,10,1
nodeinfo,20,1.000,3.288,5730304.000,1,0,cows,50,1.000,4.477,5640192.000,1,0,curl,0,1.000,2.540,3513856.000,1,0,249.280,223.337,9604629845.333,9315770368.000,20,0
nodeinfo,20,1.000,2.640,7102464.000,1,0,cows,50,1.000,4.940,5832704.000,1,0,curl,0,1.000,0.172,28852224.000,1,0,191.991,166.107,8988481536.000,8981141162.667,10,0
nodeinfo,20,1.000,4.103,7700480.000,1,0,cows,50,0.999,5.771,16064000.000,1,0,curl,0,1.000,0.211,29006336.000,1,0,165.280,164.560,8959513941.333,8969553066.667,10,0
nodeinfo,20,1.000,3.587,5222400.000,1,0,cows,50,1.000,5.561,13148160.000,1,0,curl,10,1.000,6.279,30173184.000,1,0,157.400,159.070,8960869717.333,8968363520.000,10,0
nodeinfo,20,1.000,3.082,6529024.000,5,0,cows,50,1.000,5.649,20348928.000,5,0,curl,10,1.000,7.453,2838528.000,5,0,190.200,203.410,8963120469.333,8987774293.333,10,0
nodeinfo,20,1.000,3.336,5414912.000,5,0,cows,50,1.000,5.315,20062208.000,5,0,curl,10,1.000,7.126,4011008.000,5,0,239.040,204.080,8988607829.333,8977014784.000,10,0
nodeinfo,20,1.000,3.717,6262784.000,5,0,cows,50,1.000,11.485,8484181.333,13,0,curl,20,1.000,11.742,4455424.000,5,0,180.160,191.143,8999419221.333,9094774613.333,10,0
nodeinfo,20,1.000,8.078,14581760.000,9,0,cows,50,1.000,10.517,17971712.000,17,1,curl,20,1.000,15.306,6321664.000,9,0,206.800,195.670,9241311914.667,9359747242.667,10,1
nodeinfo,20,1.000,1.596,4804608.000,1,0,cows,50,1.000,5.798,23369728.000,1,0,curl,20,1.000,8.172,10532864.000,1,0,232.640,216.716,9608684885.333,9301792426.667,20,0
nodeinfo,20,1.000,4.574,5730304.000,1,0,cows,50,1.000,5.454,13449216.000,1,0,curl,30,1.000,13.361,4578816.000,1,0,215.680,214.360,8992700416.000,9016085162.667,10,0
nodeinfo,20,1.000,3.331,5230592.000,1,0,cows,50,0.999,4.725,7405568.000,1,0,curl,30,1.000,17.114,5335040.000,1,0,214.680,207.050,8975060992.000,9014784170.667,10,0
nodeinfo,20,1.000,4.482,7933952.000,5,0,cows,50,1.000,4.803,6316032.000,5,0,curl,30,1.000,17.089,5419520.000,5,0,197.400,205.978,9029630634.667,9027191978.667,10,0
nodeinfo,20,1.000,3.720,5750784.000,5,0,cows,50,1.000,5.140,5525504.000,5,0,curl,40,1.000,19.650,3096576.000,5,0,197.760,212.734,9007213909.333,9004323669.333,10,0
nodeinfo,20,1.000,4.136,5775360.000,5,0,cows,50,1.000,9.585,12459008.000,13,0,curl,40,1.000,22.763,2424832.000,13,0,212.280,212.642,9016360960.000,9155558570.667,10,0
nodeinfo,20,1.000,5.143,5042176.000,1,0,cows,50,1.000,14.283,26226688.000,17,1,curl,40,1.000,26.405,8724480.000,1,0,228.880,221.545,9394439509.333,9511667200.000,10,1
