function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,replica_nmap,overloaded_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.100,9035366.400,1,0,nodeinfo,20,1.000,2.881,20713472.000,5,0,nmap,20,0.232,97.212,164460134.400,1,1,212.355,210.006,12232475306.667,12170367112.533,10,1
figlet,0,1.000,0.102,9696870.400,1,0,nodeinfo,20,1.000,1.845,6082560.000,9,0,nmap,20,0.242,97.511,123334656.000,1,1,204.240,203.280,12164433920.000,12154250035.200,10,1
figlet,0,1.000,0.110,9811968.000,1,0,nodeinfo,30,1.000,3.138,7217152.000,5,0,nmap,0,1.000,31.454,65755648.000,1,0,216.440,194.550,12240278186.667,12119693482.667,10,0
figlet,0,1.000,0.115,9814528.000,1,0,nodeinfo,30,1.000,6.467,9519104.000,5,0,nmap,0,1.000,0.220,54231040.000,1,0,135.720,153.720,12046122325.333,12035177130.667,10,0
figlet,0,1.000,0.098,9817600.000,1,0,nodeinfo,30,1.000,7.168,7680000.000,5,0,nmap,0,1.000,0.332,54169600.000,1,0,159.080,149.610,12014016512.000,12012244650.667,10,0
figlet,0,1.000,0.112,9818112.000,1,0,nodeinfo,30,1.000,10.415,14837760.000,13,0,nmap,10,1.000,34.196,62053376.000,5,0,169.640,196.880,12038092117.333,12148466517.333,10,0
figlet,0,1.000,0.103,9818112.000,1,0,nodeinfo,30,1.000,9.384,26009088.000,17,1,nmap,10,0.777,35.057,92429824.000,1,1,219.560,228.882,12241985536.000,12392248320.000,10,1
figlet,0,1.000,0.107,14567424.000,1,0,nodeinfo,30,1.000,5.369,30881792.000,1,0,nmap,10,0.983,57.818,109108906.667,1,0,236.800,219.270,12649878869.333,12398550698.667,20,0
figlet,0,1.000,0.118,14913536.000,1,0,nodeinfo,30,1.000,6.399,18627584.000,1,0,nmap,20,0.117,100.127,152277674.667,1,1,216.000,215.171,12154657450.667,12288956871.111,10,1
figlet,0,1.000,0.096,15073280.000,1,0,nodeinfo,30,1.000,3.658,23388160.000,5,0,nmap,20,0.182,77.473,155506278.400,1,1,212.600,212.705,12307169962.667,12254722321.067,10,1
figlet,0,1.000,0.099,15089254.400,1,0,nodeinfo,30,1.000,3.238,7708672.000,5,0,nmap,20,0.273,112.833,153950208.000,1,1,209.520,203.670,12153094144.000,12155389678.933,10,1
figlet,0,1.000,0.128,15120384.000,1,0,nodeinfo,40,1.000,5.635,8536064.000,5,0,nmap,0,1.000,41.837,108909568.000,1,0,201.720,165.910,12148434261.333,12084589397.333,10,0
figlet,0,1.000,0.107,15131648.000,1,0,nodeinfo,40,1.000,10.064,17463808.000,9,0,nmap,0,1.000,0.319,55242752.000,1,0,153.240,147.420,12059436373.333,12095163733.333,10,0
figlet,0,1.000,0.121,15142912.000,1,0,nodeinfo,40,1.000,14.318,29286400.000,13,0,nmap,0,1.000,0.203,55242752.000,1,0,153.120,151.220,12154242389.333,12200130901.333,10,0
figlet,0,1.000,0.103,15142912.000,1,0,nodeinfo,40,1.000,12.104,31747584.000,17,1,nmap,10,1.000,31.315,66775040.000,1,0,163.120,179.609,12268124160.000,12337080490.667,10,1
figlet,0,1.000,0.085,15142912.000,1,0,nodeinfo,40,1.000,6.794,19939328.000,1,0,nmap,10,0.927,58.289,141765120.000,1,0,214.850,200.415,12446382762.667,12437350400.000,20,0
figlet,0,1.000,0.109,15142912.000,1,0,nodeinfo,40,1.000,7.674,11651584.000,5,0,nmap,10,0.863,70.806,115289600.000,5,1,216.160,216.854,12226800298.667,12245625002.667,10,1
figlet,0,1.000,0.099,15142912.000,1,0,nodeinfo,50,1.000,9.097,8757248.000,5,0,nmap,0,1.000,18.475,78365866.667,1,0,218.360,216.777,12297243306.667,12189580970.667,10,0
figlet,0,1.000,0.113,15142912.000,1,0,nodeinfo,50,1.000,8.476,12797952.000,5,0,nmap,0,1.000,0.238,55763456.000,1,0,158.448,176.760,12075734357.333,12062053205.333,10,0
figlet,0,1.000,0.109,15145472.000,1,0,nodeinfo,50,1.000,14.501,16124928.000,9,0,nmap,0,1.000,0.195,55771136.000,1,0,250.720,198.150,12058557781.333,12154051925.333,10,0
figlet,0,1.000,0.112,15147008.000,1,0,nodeinfo,50,1.000,17.443,27364864.000,13,0,nmap,10,0.883,49.637,128202240.000,1,1,163.520,190.492,12239539541.333,12370518698.667,10,1
figlet,0,1.000,0.115,15147008.000,1,0,nodeinfo,50,1.000,7.713,29414058.667,5,0,nmap,10,0.960,46.688,113220096.000,1,0,207.360,191.467,12500391253.333,12427417429.333,20,0
figlet,0,1.000,0.112,15154176.000,1,0,nodeinfo,50,1.000,7.157,23866368.000,5,0,nmap,10,0.693,62.095,108276224.000,5,1,217.130,219.431,12228788224.000,12308662954.667,10,1
figlet,10,1.000,2.061,3219456.000,5,0,nodeinfo,0,1.000,4.788,11601237.333,1,0,nmap,0,1.000,25.853,73317376.000,1,0,219.067,224.627,12488891733.333,12387302912.000,10,0
figlet,10,1.000,2.571,4051456.000,1,0,nodeinfo,0,1.000,0.121,19484672.000,1,0,nmap,0,1.000,0.243,55672832.000,1,0,179.360,147.820,12136387925.333,12104952661.333,10,0
figlet,10,1.000,1.714,3792896.000,1,0,nodeinfo,0,1.000,0.155,68587861.333,1,0,nmap,0,1.000,0.187,55672832.000,1,0,152.360,130.330,12068537002.667,12077805056.000,10,0
figlet,10,1.000,2.603,3880960.000,1,0,nodeinfo,0,1.000,0.196,60246016.000,1,0,nmap,10,1.000,45.674,57221632.000,1,0,139.120,173.240,12064096256.000,12069504682.667,10,0
figlet,10,1.000,2.277,3949568.000,1,0,nodeinfo,0,1.000,0.133,59085824.000,1,0,nmap,10,1.000,66.104,60702208.000,1,0,217.437,208.873,12070472089.600,12117443242.667,10,0
figlet,10,1.000,2.154,5296128.000,1,0,nodeinfo,0,1.000,0.111,59252224.000,1,0,nmap,10,1.000,36.703,79090688.000,1,0,218.884,212.916,12120441514.667,12146165077.333,10,0
figlet,10,1.000,1.537,3201024.000,9,0,nodeinfo,0,1.000,0.144,58151321.600,1,0,nmap,20,0.182,89.948,156320153.600,1,1,217.840,214.119,12152216234.667,12243849079.467,10,1
figlet,10,1.000,1.214,3587072.000,5,0,nodeinfo,0,1.000,0.134,58142606.222,1,0,nmap,20,0.202,101.109,188539448.889,1,1,215.800,244.960,12324934314.667,12305711900.444,10,1
figlet,10,1.000,2.242,3080192.000,5,0,nodeinfo,0,1.000,0.126,57555353.600,1,0,nmap,20,0.233,88.532,151057612.800,1,1,208.682,202.050,12199625386.667,12206959957.333,10,1
figlet,10,1.000,1.165,3215360.000,1,0,nodeinfo,10,1.000,1.890,58835456.000,1,0,nmap,0,1.000,41.259,93617152.000,1,0,189.000,147.060,12177234602.667,12115733504.000,10,0
figlet,10,1.000,2.245,4401152.000,1,0,nodeinfo,10,1.000,1.665,5771264.000,1,0,nmap,0,1.000,0.214,55913984.000,1,0,149.320,155.600,12094795093.333,12135867050.667,10,0
figlet,10,1.000,2.535,4042752.000,1,0,nodeinfo,10,1.000,1.961,5758976.000,1,0,nmap,0,1.000,0.345,55910400.000,1,0,164.400,153.577,12094930944.000,12122053973.333,10,0
figlet,10,1.000,2.267,4245504.000,5,0,nodeinfo,10,1.000,2.805,5681152.000,5,0,nmap,10,1.000,54.083,77288106.667,5,0,165.640,187.050,12092628992.000,12144279381.333,10,0
figlet,10,1.000,1.785,3723776.000,5,0,nodeinfo,10,1.000,4.035,11209728.000,5,0,nmap,10,1.000,64.345,87012352.000,1,0,213.014,212.187,12144357376.000,12219833514.667,10,0
figlet,10,1.000,2.236,5180416.000,1,0,nodeinfo,10,1.000,4.579,8568832.000,1,0,nmap,10,0.990,66.590,85506560.000,1,0,217.160,217.920,12274109781.333,12288130730.667,10,0
figlet,10,1.000,2.160,3432106.667,1,0,nodeinfo,10,1.000,3.538,7348224.000,1,0,nmap,20,0.093,73.990,163797560.889,1,1,219.760,217.124,12384010922.667,12511276259.556,10,1
figlet,10,1.000,0.954,3403093.333,5,0,nodeinfo,10,1.000,2.401,16948224.000,5,0,nmap,20,0.115,90.666,160210261.333,1,1,213.120,215.914,12526310058.667,12441896732.444,10,1
figlet,10,1.000,1.519,3162112.000,1,0,nodeinfo,10,1.000,2.357,6115328.000,1,0,nmap,20,0.170,104.330,158523164.444,1,1,214.480,214.753,12276242432.000,12265663032.889,10,1
figlet,10,1.000,1.480,3129344.000,5,0,nodeinfo,20,1.000,2.090,5771264.000,5,0,nmap,0,1.000,26.804,86730752.000,1,0,214.360,187.290,12245356544.000,12179196074.667,10,0
figlet,10,1.000,2.381,4060672.000,5,0,nodeinfo,20,1.000,10.137,16135680.000,13,0,nmap,0,1.000,0.230,55779328.000,1,0,161.920,176.190,12163009877.333,12247058773.333,10,0
figlet,10,1.000,2.701,3938986.667,1,0,nodeinfo,20,1.000,12.987,24881664.000,17,1,nmap,0,1.000,0.228,55779328.000,1,0,191.880,187.170,12374279509.333,12451402240.000,10,1
figlet,20,1.000,3.378,5246976.000,5,0,nodeinfo,0,1.000,2.454,26122922.667,1,0,nmap,0,1.000,0.311,54150656.000,1,0,172.005,211.571,12570718208.000,12449212074.667,20,0
figlet,20,1.000,4.995,4558336.000,1,0,nodeinfo,0,1.000,0.148,54776832.000,1,0,nmap,0,1.000,0.196,53932032.000,1,0,186.200,145.700,12107799893.333,12114113194.667,10,0
figlet,20,1.000,5.097,4503552.000,1,0,nodeinfo,0,1.000,0.188,54590976.000,1,0,nmap,0,1.000,0.235,53932032.000,1,0,150.440,133.996,12112652288.000,12115730261.333,10,0
figlet,20,1.000,3.573,3472384.000,1,0,nodeinfo,0,1.000,0.131,54063274.667,1,0,nmap,10,1.000,50.705,63273472.000,1,0,137.880,168.510,12101184170.667,12123934549.333,10,0
figlet,20,1.000,4.729,4409344.000,1,0,nodeinfo,0,1.000,0.137,54134784.000,1,0,nmap,10,1.000,76.472,72655360.000,1,0,211.000,205.635,12129116160.000,12167774549.333,10,0
figlet,20,1.000,3.870,3785216.000,1,0,nodeinfo,0,1.000,0.142,54047744.000,1,0,nmap,10,1.000,63.913,79880192.000,1,0,213.363,207.943,12193683456.000,12209917440.000,10,0
figlet,20,1.000,3.272,4044800.000,1,0,nodeinfo,0,1.000,0.152,53961523.200,1,0,nmap,20,0.178,81.820,113133977.600,1,1,207.760,208.105,12176949930.667,12284138154.667,10,1
figlet,20,1.000,3.643,3211264.000,1,0,nodeinfo,0,1.000,0.138,54019072.000,1,0,nmap,20,0.133,95.483,157715456.000,1,1,201.400,207.013,12292900864.000,12284230883.556,10,1
figlet,20,1.000,2.794,3051520.000,5,0,nodeinfo,0,1.000,0.114,53925478.400,1,0,nmap,20,0.205,117.276,150796288.000,1,1,187.080,193.659,12262904490.667,12249818862.933,10,1
figlet,20,1.000,3.613,3182592.000,5,0,nodeinfo,10,1.000,1.869,55193088.000,5,0,nmap,0,1.000,37.029,67146752.000,1,0,178.760,155.380,12210782208.000,12169100629.333,10,0
figlet,20,1.000,3.774,3706880.000,5,0,nodeinfo,10,1.000,1.791,8384512.000,5,0,nmap,0,1.000,0.214,54267392.000,1,0,154.120,164.610,12172525568.000,12175671125.333,10,0
figlet,20,1.000,4.101,3932672.000,5,0,nodeinfo,10,1.000,2.245,7868416.000,5,0,nmap,0,1.000,0.364,54267904.000,1,0,174.120,166.626,12157031082.667,12157394773.333,10,0
figlet,20,1.000,3.814,4775424.000,13,0,nodeinfo,10,1.000,1.512,5758976.000,5,0,nmap,10,0.973,66.373,97222144.000,1,0,173.360,192.462,12138781354.667,12236308480.000,10,0
figlet,20,1.000,2.711,2281472.000,1,0,nodeinfo,10,1.000,4.435,10941098.667,1,0,nmap,10,0.943,52.202,106378752.000,1,0,216.480,219.957,12333933909.333,12467673258.667,20,0
figlet,20,1.000,3.056,2349056.000,5,0,nodeinfo,10,1.000,4.326,20058112.000,5,0,nmap,10,0.817,69.312,113750357.333,5,1,219.000,218.940,12550886741.333,12572454400.000,10,1
figlet,20,1.000,3.598,2550784.000,1,0,nodeinfo,20,1.000,5.141,19563008.000,1,0,nmap,0,1.000,23.013,108403200.000,1,0,218.360,225.500,12638040746.667,12580514304.000,10,0
figlet,20,1.000,3.516,3103402.667,1,0,nodeinfo,20,1.000,5.716,13948928.000,1,0,nmap,0,1.000,0.275,54087680.000,1,0,226.000,212.295,12419177130.667,12323210410.667,10,0
figlet,20,1.000,4.427,3883520.000,1,0,nodeinfo,20,1.000,6.321,7081984.000,1,0,nmap,0,1.000,0.235,54087680.000,1,0,190.680,210.050,12212002816.000,12306984277.333,10,0
figlet,20,1.000,4.681,5242880.000,1,0,nodeinfo,20,1.000,5.676,7163904.000,1,0,nmap,10,1.000,36.772,90061994.667,1,0,222.960,215.668,12276656128.000,12315659605.333,10,0
figlet,20,1.000,3.548,4007424.000,5,0,nodeinfo,20,0.992,5.560,11073991.111,5,0,nmap,10,1.000,66.737,94730240.000,5,0,226.640,220.207,12301862229.333,12353295360.000,10,0
figlet,20,1.000,3.625,5825422.222,5,0,nodeinfo,20,1.000,5.142,20272128.000,5,0,nmap,10,0.630,70.638,109942784.000,1,1,220.050,219.779,12474895018.667,12516964522.667,10,1
figlet,20,1.000,4.401,3100672.000,1,0,nodeinfo,30,1.000,3.949,19861504.000,1,0,nmap,0,1.000,35.184,100246528.000,1,0,220.680,218.330,12517679786.667,12377921706.667,10,0
figlet,20,1.000,4.962,4126208.000,1,0,nodeinfo,30,1.000,6.487,13053952.000,1,0,nmap,0,1.000,0.218,53878784.000,1,0,180.120,176.950,12228247552.000,12257783808.000,10,0
figlet,20,1.000,4.492,6012928.000,1,0,nodeinfo,30,1.000,5.037,10293248.000,1,0,nmap,0,1.000,0.227,53878784.000,1,0,199.720,221.940,12240817493.333,12332129450.667,10,0
figlet,20,1.000,5.416,2847232.000,5,0,nodeinfo,30,1.000,8.247,20109312.000,5,0,nmap,10,0.280,39.919,106233036.800,1,1,229.200,240.923,12202870784.000,12333494818.133,10,1
figlet,20,0.635,2.478,3292160.000,5,1,nodeinfo,30,1.000,4.633,34304000.000,5,0,nmap,10,0.293,59.289,110142976.000,1,1,268.800,247.355,12417714858.667,12388422997.333,10,1
figlet,20,1.000,4.378,2822144.000,5,0,nodeinfo,30,1.000,4.034,30896128.000,5,0,nmap,10,1.000,69.124,124260864.000,5,0,222.080,221.576,12309713578.667,12304442709.333,10,0
figlet,20,1.000,2.734,2920448.000,5,0,nodeinfo,40,1.000,5.656,4661248.000,5,0,nmap,0,1.000,34.744,88218112.000,1,0,215.653,227.073,12301489493.333,12282668373.333,10,0
figlet,20,1.000,4.626,3374080.000,5,0,nodeinfo,40,1.000,13.398,5976064.000,13,0,nmap,0,1.000,0.239,52301824.000,1,0,214.000,203.278,12221750613.333,12260314965.333,10,0
figlet,20,1.000,3.520,3194880.000,5,0,nodeinfo,40,1.000,9.329,25415680.000,5,0,nmap,0,1.000,0.250,52214784.000,1,0,214.760,217.130,12420907690.667,12424848042.667,20,0
figlet,20,1.000,5.222,4386645.333,9,0,nodeinfo,40,1.000,12.018,15924736.000,9,0,nmap,10,0.760,44.266,82316800.000,1,1,212.160,203.098,12164379989.333,12256974165.333,10,1
figlet,20,1.000,4.002,8044134.400,5,0,nodeinfo,40,1.000,3.223,26984448.000,5,0,nmap,10,0.100,67.218,117811200.000,1,1,219.600,224.664,12393284266.667,12586089403.733,10,1
figlet,20,1.000,1.578,2727936.000,5,0,nodeinfo,40,1.000,7.015,12125184.000,5,0,nmap,10,0.283,59.332,146641920.000,1,1,225.480,223.150,12777420800.000,12787321344.000,10,1
figlet,20,1.000,3.556,3333632.000,1,0,nodeinfo,50,1.000,9.910,19001344.000,1,0,nmap,0,1.000,27.679,99337728.000,1,0,217.320,226.580,12752110933.333,12536087552.000,10,0
figlet,20,1.000,4.314,2873344.000,1,0,nodeinfo,50,1.000,11.349,17281024.000,1,0,nmap,0,1.000,0.222,47501312.000,1,0,235.080,257.756,12248836778.667,12225289216.000,10,0
figlet,20,1.000,4.693,3149824.000,5,0,nodeinfo,50,1.000,10.180,9179136.000,5,0,nmap,0,1.000,0.211,47501312.000,1,0,267.600,257.140,12166360405.333,12115072000.000,10,0
figlet,20,1.000,4.597,4426752.000,1,0,nodeinfo,50,1.000,10.631,17028608.000,1,0,nmap,10,0.897,62.314,94216704.000,1,1,210.320,204.021,12052889600.000,12133798912.000,10,1
figlet,20,1.000,3.951,5984256.000,5,0,nodeinfo,50,1.000,9.594,16901632.000,13,0,nmap,10,0.630,62.821,142270122.667,1,1,221.278,220.679,12147919530.667,12190062762.667,10,1
figlet,20,1.000,3.528,3260928.000,5,0,nodeinfo,50,1.000,9.393,19910656.000,5,0,nmap,10,0.410,58.698,98216960.000,5,1,215.040,218.430,12342049450.667,12391457109.333,10,1
figlet,30,1.000,4.216,2891776.000,1,0,nodeinfo,0,1.000,2.077,19910656.000,1,0,nmap,0,1.000,16.371,68224000.000,1,0,248.800,233.350,12402251776.000,12275559424.000,10,0
figlet,30,1.000,8.114,2891776.000,1,0,nodeinfo,0,1.000,0.141,7618560.000,1,0,nmap,0,1.000,0.178,47640576.000,1,0,226.440,185.980,12110202197.333,12030091264.000,10,0
figlet,30,1.000,6.075,3870720.000,5,0,nodeinfo,0,1.000,0.128,73561600.000,1,0,nmap,0,1.000,0.209,47640576.000,1,0,165.920,161.920,11944400896.000,11944305664.000,10,0
figlet,30,1.000,5.465,5630122.667,1,0,nodeinfo,0,1.000,0.160,69348522.667,1,0,nmap,10,1.000,53.098,62633472.000,1,0,155.120,178.780,11939786069.333,11960150698.667,10,0
figlet,30,1.000,5.164,4177920.000,1,0,nodeinfo,0,1.000,0.142,68820480.000,1,0,nmap,10,1.000,62.002,77787648.000,1,0,210.600,205.940,11983911594.667,12024659968.000,10,0
figlet,30,1.000,5.109,5877760.000,5,0,nodeinfo,0,1.000,0.153,68887040.000,1,0,nmap,10,1.000,51.362,79212544.000,5,0,220.800,216.738,12017405269.333,12019916629.333,10,0
figlet,30,1.000,6.046,5054464.000,1,0,nodeinfo,0,1.000,0.125,69017600.000,1,0,nmap,20,0.135,73.050,141946652.444,1,1,213.600,210.330,11980483242.667,12111241784.889,10,1
figlet,30,1.000,4.003,3026944.000,9,0,nodeinfo,0,1.000,0.152,68976640.000,1,0,nmap,20,0.157,101.884,180840675.556,1,1,213.880,212.748,12120304298.667,12126363079.111,10,1
figlet,30,1.000,4.209,3354624.000,5,0,nodeinfo,0,1.000,0.130,68015900.444,1,0,nmap,20,0.182,114.237,142852892.444,1,1,211.840,210.431,12089092096.000,12088355726.222,10,1
figlet,30,1.000,3.017,2928640.000,5,0,nodeinfo,10,1.000,1.352,68547584.000,1,0,nmap,0,1.000,31.586,64774656.000,1,0,199.920,169.830,12049855146.667,11980606805.333,10,0
figlet,30,1.000,7.029,4389888.000,13,0,nodeinfo,10,1.000,1.822,6328320.000,1,0,nmap,0,1.000,0.193,54337536.000,1,0,174.200,188.550,11940724736.000,12033952256.000,10,0
figlet,30,1.000,5.593,7847936.000,1,0,nodeinfo,10,1.000,1.834,20037632.000,1,0,nmap,0,1.000,0.354,54337536.000,1,0,190.680,176.500,12096561152.000,12147318101.333,20,0
figlet,30,1.000,6.375,4312064.000,1,0,nodeinfo,10,1.000,4.896,10826752.000,1,0,nmap,10,0.987,57.849,78655488.000,1,0,202.240,205.048,11990566229.333,12055806464.000,10,0
figlet,30,1.000,5.377,4718080.000,1,0,nodeinfo,10,1.000,4.194,21794816.000,1,0,nmap,10,0.983,53.269,115303594.667,1,0,222.091,217.502,12106658474.667,12154372608.000,10,0
figlet,30,1.000,4.864,7705941.333,5,0,nodeinfo,10,1.000,4.000,15941632.000,5,0,nmap,10,0.777,60.253,114854400.000,5,1,216.680,223.690,12253949952.000,12259175253.333,10,1
figlet,30,1.000,4.239,6052352.000,5,0,nodeinfo,20,1.000,3.712,7110656.000,5,0,nmap,0,1.000,27.856,99935232.000,1,0,215.760,316.766,12307719509.333,12234987178.667,10,0
figlet,30,1.000,8.015,6082560.000,9,0,nodeinfo,20,1.000,8.386,6631424.000,9,0,nmap,0,1.000,0.213,54235136.000,1,0,239.000,196.280,12098489685.333,12102052522.667,10,0
figlet,30,1.000,6.927,3703239.111,13,0,nodeinfo,20,1.000,9.955,13876224.000,13,0,nmap,0,1.000,0.237,54235136.000,1,0,196.160,202.190,12201962154.667,12339250005.333,10,0
figlet,30,1.000,4.984,6638080.000,5,0,nodeinfo,20,1.000,4.349,5877760.000,1,0,nmap,10,0.540,62.754,91844608.000,1,1,168.600,191.800,12475300522.667,12580420266.667,20,1
figlet,30,1.000,2.801,3413504.000,5,0,nodeinfo,20,1.000,4.302,68201984.000,5,0,nmap,10,0.390,101.208,145535488.000,5,1,218.400,229.390,12281533781.333,12381029546.667,10,1
figlet,30,1.000,0.007,3096576.000,5,0,nodeinfo,20,1.000,3.217,21843968.000,5,0,nmap,10,0.507,0.000,274685952.000,5,1,219.240,220.575,12520989354.667,12591908352.000,10,1
figlet,30,1.000,3.514,3096576.000,1,0,nodeinfo,30,1.000,2.742,21843968.000,1,0,nmap,0,1.000,4.900,118965248.000,1,0,219.147,226.167,12691866965.333,12693934250.667,10,0
figlet,30,1.000,3.030,3096576.000,5,0,nodeinfo,30,1.000,9.630,17290240.000,5,0,nmap,0,1.000,0.249,54571520.000,1,0,234.320,233.620,12670119936.000,12606600704.000,10,0
figlet,30,1.000,6.255,4516864.000,5,0,nodeinfo,30,1.000,9.195,20385792.000,5,0,nmap,0,1.000,0.235,54581760.000,1,0,228.320,230.730,12448969386.667,12327236266.667,10,0
figlet,30,1.000,5.797,3226624.000,1,0,nodeinfo,30,1.000,8.796,11722752.000,1,0,nmap,10,0.933,53.972,105476096.000,1,0,231.960,219.805,12158747989.333,12233705642.667,10,0
