function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.116,7838890.667,1,0,nodeinfo,0,1.000,0.160,25655637.333,1,0,env,30,1.000,5.141,10042880.000,1,0,139.840,149.110,11144525141.333,11173873152.000,10,0
figlet,0,1.000,0.089,8069632.000,1,0,nodeinfo,0,1.000,0.169,25205760.000,1,0,env,30,1.000,4.895,10072064.000,5,0,173.920,149.077,11178929493.333,11167333205.333,10,0
figlet,0,1.000,0.130,8398336.000,1,0,nodeinfo,0,1.000,0.141,25413632.000,1,0,env,40,1.000,6.136,10144426.667,5,0,146.001,147.000,11167787008.000,11167485440.000,10,0
figlet,0,1.000,0.128,8506368.000,1,0,nodeinfo,0,1.000,0.142,25574400.000,1,0,env,40,1.000,6.288,3270656.000,1,0,173.160,166.326,11166750720.000,11180255232.000,10,0
figlet,0,1.000,0.128,8539136.000,1,0,nodeinfo,0,1.000,0.128,25667072.000,1,0,env,40,1.000,7.231,3153920.000,5,0,179.280,154.090,11154840917.333,11160236885.333,10,0
figlet,0,1.000,0.104,8592554.667,1,0,nodeinfo,0,1.000,0.155,25789952.000,1,0,env,50,1.000,8.390,4879360.000,1,0,152.920,156.150,11171427669.333,11166256469.333,10,0
figlet,0,1.000,0.104,8605696.000,1,0,nodeinfo,0,1.000,0.177,25872896.000,1,0,env,50,1.000,6.905,2637824.000,5,0,138.880,149.966,11141485909.333,11153651541.333,10,0
figlet,0,1.000,0.111,8608768.000,1,0,nodeinfo,0,1.000,0.166,26029397.333,1,0,env,50,1.000,5.431,10897408.000,5,0,146.000,142.470,11158818816.000,11164449792.000,10,0
figlet,0,1.000,0.106,8672256.000,1,0,nodeinfo,10,1.000,1.742,26980352.000,5,0,env,0,1.000,2.932,10829312.000,1,0,138.040,142.622,11155705856.000,11193022976.000,10,0
figlet,0,1.000,0.104,8683520.000,1,0,nodeinfo,10,1.000,2.313,31520256.000,5,0,env,0,1.000,0.088,10791936.000,1,0,155.560,142.420,11232996010.667,11195559765.333,10,0
figlet,0,1.000,0.118,8695296.000,1,0,nodeinfo,10,1.000,4.853,15257600.000,5,0,env,0,1.000,0.099,10792960.000,1,0,157.200,159.240,11205326165.333,11217305088.000,10,0
figlet,0,1.000,0.105,8777728.000,1,0,nodeinfo,10,1.000,3.650,15294464.000,5,0,env,10,1.000,1.152,10835456.000,5,0,126.760,136.660,11196104021.333,11195527509.333,10,0
figlet,0,1.000,0.119,8795477.333,1,0,nodeinfo,10,1.000,2.681,4186112.000,1,0,env,10,1.000,1.804,10807296.000,1,0,151.600,144.900,11212879872.000,11225611605.333,10,0
figlet,0,1.000,0.130,8817664.000,1,0,nodeinfo,10,1.000,2.100,7319552.000,1,0,env,10,1.000,1.719,10792960.000,1,0,149.169,159.056,11168611669.333,11222861824.000,10,0
figlet,0,1.000,0.117,8867840.000,1,0,nodeinfo,10,1.000,1.992,7426048.000,1,0,env,20,1.000,2.569,10796032.000,9,0,165.285,179.031,11209714346.667,11253035861.333,10,0
figlet,0,1.000,0.132,8867840.000,1,0,nodeinfo,10,1.000,1.283,37597184.000,1,0,env,20,1.000,4.227,10807296.000,17,1,182.040,178.954,11289814357.333,11366541994.667,10,1
figlet,0,1.000,0.106,8877568.000,1,0,nodeinfo,10,1.000,1.197,7815168.000,1,0,env,20,1.000,3.540,10832384.000,1,0,181.987,178.448,11451942912.000,11490049536.000,20,0
figlet,0,1.000,0.112,8896000.000,1,0,nodeinfo,10,1.000,3.120,13107200.000,1,0,env,30,1.000,4.841,4769280.000,1,0,202.640,187.400,11273472682.667,11296698709.333,10,0
figlet,0,1.000,0.091,8898560.000,1,0,nodeinfo,10,1.000,2.779,38069248.000,1,0,env,30,1.000,3.902,7045120.000,1,0,184.680,182.190,11269883904.000,11293029717.333,10,0
figlet,0,1.000,0.111,8900608.000,1,0,nodeinfo,10,1.000,1.312,38354432.000,1,0,env,30,1.000,4.098,10829312.000,1,0,178.491,176.818,11274237269.333,11300826282.667,10,0
figlet,0,1.000,0.108,8907776.000,1,0,nodeinfo,10,1.000,1.663,5312512.000,1,0,env,40,1.000,5.372,10835456.000,1,0,174.444,171.844,11265829546.667,11288218624.000,10,0
figlet,0,1.000,0.108,8911360.000,1,0,nodeinfo,10,1.000,3.065,7172096.000,1,0,env,40,1.000,5.381,10964992.000,1,0,185.144,174.156,11253712213.333,11283592362.667,10,0
figlet,0,1.000,0.119,8931840.000,1,0,nodeinfo,10,1.000,3.454,38152704.000,1,0,env,40,1.000,6.410,11044864.000,1,0,173.477,173.159,11264478549.333,11287726933.333,10,0
figlet,0,1.000,0.117,8958805.333,1,0,nodeinfo,10,1.000,2.219,38311936.000,1,0,env,50,1.000,7.219,4833280.000,1,0,178.160,174.010,11257604096.000,11291909120.000,10,0
figlet,0,1.000,0.119,8962048.000,1,0,nodeinfo,10,1.000,4.045,5369856.000,1,0,env,50,1.000,8.123,10972672.000,1,0,185.120,176.730,11268927488.000,11289653589.333,10,0
figlet,0,1.000,0.122,8969216.000,1,0,nodeinfo,10,1.000,2.573,38445568.000,1,0,env,50,1.000,6.828,11028992.000,1,0,179.680,179.818,11262053717.333,11286211072.000,10,0
figlet,0,1.000,0.105,8971093.333,1,0,nodeinfo,20,1.000,4.723,5263360.000,1,0,env,0,1.000,2.717,11085312.000,1,0,186.920,162.380,11258893653.333,11277224448.000,10,0
figlet,0,1.000,0.113,8974336.000,1,0,nodeinfo,20,1.000,4.702,38714880.000,1,0,env,0,1.000,0.084,10973184.000,1,0,154.920,134.700,11239678634.667,11249594880.000,10,0
figlet,0,1.000,0.105,8988672.000,1,0,nodeinfo,20,1.000,4.165,15945728.000,5,0,env,0,1.000,0.089,10973184.000,1,0,127.160,158.060,11226149546.667,11268260522.667,10,0
figlet,0,1.000,0.112,9012906.667,1,0,nodeinfo,20,1.000,5.486,38866944.000,5,0,env,10,1.000,1.183,11012096.000,5,0,133.480,139.705,11250106368.000,11253136213.333,10,0
figlet,0,1.000,0.106,9014784.000,1,0,nodeinfo,20,1.000,4.444,38956544.000,5,0,env,10,1.000,1.904,11067392.000,5,0,167.440,165.718,11273773738.667,11294674944.000,10,0
figlet,0,1.000,0.116,9009152.000,1,0,nodeinfo,20,1.000,4.319,38735872.000,5,0,env,10,1.000,1.718,11055104.000,5,0,166.240,169.096,11298911573.333,11301771776.000,10,0
figlet,0,1.000,0.111,9052160.000,1,0,nodeinfo,20,1.000,10.068,10884437.333,13,0,env,20,1.000,2.806,4089856.000,5,0,173.920,178.280,11282926933.333,11378140672.000,10,0
figlet,0,1.000,0.100,9003008.000,1,0,nodeinfo,20,1.000,10.841,22719488.000,17,1,env,20,1.000,3.568,3916288.000,9,0,193.495,172.170,11528275968.000,11599841109.333,10,1
figlet,0,1.000,0.275,14208512.000,1,0,nodeinfo,20,1.000,6.469,24956928.000,5,0,env,20,1.000,2.919,9595562.667,5,0,178.264,204.658,11724170581.333,11644284757.333,20,0
figlet,0,1.000,0.120,15388672.000,1,0,nodeinfo,20,1.000,5.700,41915904.000,1,0,env,30,1.000,4.336,5120512.000,9,0,207.184,185.419,11357548544.000,11383853568.000,10,0
figlet,0,1.000,0.111,15388672.000,1,0,nodeinfo,20,1.000,3.281,7938048.000,1,0,env,30,1.000,5.782,8591872.000,1,0,212.983,195.403,11399221930.667,11445547008.000,10,0
figlet,0,1.000,0.115,15395157.333,1,0,nodeinfo,20,1.000,3.931,41775274.667,1,0,env,30,1.000,5.165,9945088.000,1,0,195.440,193.015,11359801344.000,11344762368.000,10,0
figlet,0,1.000,0.108,15396864.000,1,0,nodeinfo,20,1.000,5.120,42029568.000,1,0,env,40,1.000,4.167,5044224.000,1,0,181.640,181.698,11306401109.333,11330000213.333,10,0
figlet,0,1.000,0.116,15398400.000,1,0,nodeinfo,20,1.000,4.281,42004480.000,1,0,env,40,1.000,7.345,12667392.000,1,0,199.231,183.783,11300485802.667,11326114645.333,10,0
figlet,0,1.000,0.118,15409152.000,1,0,nodeinfo,20,1.000,6.628,41954304.000,1,0,env,40,1.000,7.547,12717568.000,1,0,175.600,182.115,11282505728.000,11316640426.667,10,0
figlet,0,1.000,0.118,15409152.000,1,0,nodeinfo,20,1.000,3.576,42252970.667,1,0,env,50,1.000,7.247,12718080.000,1,0,186.960,180.796,11286453589.333,11319336277.333,10,0
figlet,0,1.000,0.111,15409152.000,1,0,nodeinfo,20,1.000,4.242,41980928.000,1,0,env,50,1.000,9.151,12831744.000,1,0,197.680,184.677,11297518933.333,11324970154.667,10,0
figlet,0,1.000,0.107,15409152.000,1,0,nodeinfo,20,1.000,3.599,14430208.000,1,0,env,50,1.000,9.305,12786005.333,1,0,189.520,193.570,11285058901.333,11322134869.333,10,0
figlet,0,1.000,0.125,15411541.333,1,0,nodeinfo,30,1.000,5.417,42089984.000,1,0,env,0,1.000,1.914,12804096.000,1,0,204.400,182.018,11299292501.333,11312674304.000,10,0
figlet,0,1.000,0.114,15417344.000,1,0,nodeinfo,30,1.000,5.058,42816512.000,1,0,env,0,1.000,0.111,12783616.000,1,0,169.844,154.881,11283479893.333,11287977813.333,10,0
figlet,0,1.000,0.108,15417344.000,1,0,nodeinfo,30,1.000,6.497,6393856.000,1,0,env,0,1.000,0.100,12783616.000,1,0,137.440,160.670,11266884266.667,11305909589.333,10,0
figlet,0,1.000,0.106,15429632.000,1,0,nodeinfo,30,1.000,6.802,43648512.000,5,0,env,10,1.000,1.403,12794026.667,5,0,138.240,148.470,11267205802.667,11269029205.333,10,0
figlet,0,1.000,0.117,15507456.000,1,0,nodeinfo,30,1.000,6.385,44839424.000,5,0,env,10,1.000,1.702,4071424.000,5,0,177.472,175.703,11284444501.333,11306587306.667,10,0
figlet,0,1.000,0.101,15515648.000,1,0,nodeinfo,30,1.000,7.273,44754432.000,5,0,env,10,1.000,1.962,12813994.667,5,0,169.240,172.840,11312176469.333,11318388736.000,10,0
figlet,0,1.000,0.114,15515648.000,1,0,nodeinfo,30,1.000,10.080,14111232.000,13,0,env,20,1.000,3.098,4126720.000,5,0,169.720,187.577,11299738282.667,11391237632.000,10,0
figlet,0,1.000,0.111,15517184.000,1,0,nodeinfo,30,1.000,11.063,26945536.000,17,1,env,20,1.000,3.392,12869632.000,9,0,200.760,181.259,11552758442.667,11613280256.000,10,1
figlet,0,1.000,0.117,15504384.000,1,0,nodeinfo,30,1.000,6.506,29467989.333,5,0,env,20,1.000,2.842,13535402.667,5,0,204.523,199.751,11730206037.333,11647452330.667,20,0
figlet,0,1.000,0.109,15495168.000,1,0,nodeinfo,30,1.000,10.814,14344704.000,9,0,env,30,1.000,4.375,13666304.000,9,0,211.164,182.972,11347171328.000,11398680746.667,10,0
figlet,0,1.000,0.089,15495168.000,1,0,nodeinfo,30,1.000,10.620,28896256.000,13,0,env,30,1.000,5.884,13661184.000,13,0,191.080,179.928,11509392725.333,11568586069.333,10,0
figlet,0,1.000,0.112,15495168.000,1,0,nodeinfo,30,1.000,8.421,31066794.667,1,0,env,30,1.000,5.447,13696000.000,1,0,191.680,192.404,11682519040.000,11709379242.667,10,0
figlet,0,1.000,0.113,15495168.000,1,0,nodeinfo,30,1.000,6.189,13570048.000,1,0,env,40,1.000,6.068,13763584.000,1,0,228.058,228.409,11465127253.333,11399664810.667,10,0
figlet,0,1.000,0.118,15495168.000,1,0,nodeinfo,30,1.000,4.308,44843520.000,1,0,env,40,1.000,6.162,13707264.000,1,0,209.398,203.540,11331373056.000,11358843221.333,10,0
figlet,0,1.000,0.113,15495168.000,1,0,nodeinfo,30,1.000,8.505,44536149.333,1,0,env,40,1.000,5.350,13697536.000,1,0,195.988,183.518,11321760426.667,11354816170.667,10,0
figlet,0,1.000,0.102,15495168.000,1,0,nodeinfo,30,1.000,5.652,43566080.000,1,0,env,50,1.000,7.972,13704704.000,1,0,189.941,194.371,11330495146.667,11360824661.333,10,0
figlet,0,1.000,0.103,15495168.000,1,0,nodeinfo,30,1.000,4.742,43504810.667,1,0,env,50,1.000,6.770,13819562.667,1,0,198.831,188.412,11334157653.333,11367761237.333,10,0
figlet,0,1.000,0.109,15495168.000,1,0,nodeinfo,30,1.000,5.991,6496256.000,1,0,env,50,1.000,6.685,13889536.000,1,0,198.831,184.702,11339315882.667,11357321557.333,10,0
figlet,0,1.000,0.096,15495168.000,1,0,nodeinfo,40,1.000,9.121,7364608.000,1,0,env,0,1.000,1.035,13904384.000,1,0,193.600,177.581,11335260842.667,11355127637.333,10,0
figlet,0,1.000,0.132,15508480.000,1,0,nodeinfo,40,1.000,9.953,44702720.000,1,0,env,0,1.000,0.096,13770752.000,1,0,155.839,152.702,11314935808.000,11313081685.333,10,0
figlet,0,1.000,0.101,15601664.000,1,0,nodeinfo,40,1.000,7.799,45098154.667,5,0,env,0,1.000,0.083,13818368.000,1,0,177.240,178.790,11331358720.000,11344926037.333,10,0
figlet,0,1.000,0.099,15601664.000,1,0,nodeinfo,40,1.000,8.052,6922240.000,5,0,env,10,1.000,0.744,13775360.000,5,0,146.000,154.633,11311077376.000,11325445632.000,10,0
figlet,0,1.000,0.113,15602688.000,1,0,nodeinfo,40,1.000,13.353,44532224.000,13,0,env,10,1.000,1.906,13773994.667,5,0,155.120,182.094,11357543082.667,11453326848.000,10,0
figlet,0,1.000,0.110,15605760.000,1,0,nodeinfo,40,1.000,14.822,44371968.000,20,1,env,10,1.000,1.992,13771776.000,5,0,194.518,197.167,11594023594.667,11677099861.333,10,1
figlet,0,1.000,0.123,15602176.000,1,0,nodeinfo,50,1.000,9.465,44312064.000,5,0,env,0,1.000,0.194,18075648.000,1,0,210.400,192.405,11811040597.333,11637820757.333,20,0
figlet,0,1.000,0.122,15606784.000,1,0,nodeinfo,50,1.000,11.715,47028736.000,9,0,env,0,1.000,0.084,18075648.000,1,0,174.560,161.560,11306825045.333,11350174549.333,10,0
figlet,0,1.000,0.122,15705088.000,1,0,nodeinfo,50,1.000,17.255,48528384.000,13,0,env,0,1.000,0.114,18076672.000,1,0,158.800,153.980,11416828586.667,11470802773.333,10,0
figlet,0,1.000,0.077,15622144.000,1,0,nodeinfo,50,1.000,15.389,48440661.333,17,1,env,10,1.000,0.982,18178048.000,1,0,173.280,168.620,11556803242.667,11617336832.000,10,1
figlet,0,1.000,0.110,15622144.000,1,0,nodeinfo,50,1.000,9.674,17891328.000,1,0,env,10,1.000,1.417,18081792.000,1,0,196.189,193.765,11749513216.000,11670861141.333,20,0
figlet,0,1.000,0.105,15622144.000,1,0,nodeinfo,50,1.000,10.285,47118848.000,1,0,env,10,1.000,1.835,18086912.000,1,0,192.569,189.878,11303635626.667,11336625152.000,10,0
figlet,0,1.000,0.110,15622144.000,1,0,nodeinfo,50,1.000,9.925,15456256.000,1,0,env,20,1.000,2.255,18105856.000,1,0,197.400,188.447,11294734336.000,11324147029.333,10,0
figlet,0,1.000,0.125,15622144.000,1,0,nodeinfo,50,1.000,7.100,50857301.333,1,0,env,20,1.000,2.959,2805760.000,1,0,182.240,185.741,11291222698.667,11323887104.000,10,0
figlet,0,1.000,0.108,15622144.000,1,0,nodeinfo,50,1.000,6.806,50830336.000,1,0,env,20,1.000,3.249,3899392.000,1,0,190.542,188.845,11307105621.333,11333479253.333,10,0
figlet,0,1.000,0.112,15622144.000,1,0,nodeinfo,50,1.000,8.173,52231168.000,1,0,env,30,1.000,3.622,5865472.000,1,0,190.762,186.805,11317667840.000,11339448490.667,10,0
figlet,0,1.000,0.119,15622144.000,1,0,nodeinfo,50,0.999,5.585,54866944.000,1,0,env,30,1.000,2.980,18280960.000,1,0,196.132,190.173,11301576704.000,11335116800.000,10,0
figlet,0,1.000,0.108,15622144.000,1,0,nodeinfo,50,1.000,10.703,12505088.000,1,0,env,30,1.000,4.436,18268160.000,1,0,195.120,185.447,11302548821.333,11328805205.333,10,0
figlet,0,1.000,0.101,15622144.000,1,0,nodeinfo,50,1.000,9.725,5885952.000,5,0,env,40,1.000,5.619,18234368.000,5,0,199.320,187.290,11302853290.667,11332715349.333,10,0
figlet,0,1.000,0.112,15627946.667,1,0,nodeinfo,50,1.000,7.903,5943296.000,5,0,env,40,1.000,5.942,18290176.000,5,0,196.240,196.274,11327302997.333,11346006869.333,10,0
figlet,0,1.000,0.115,15630336.000,1,0,nodeinfo,50,1.000,7.444,53871104.000,5,0,env,40,1.000,6.332,18404352.000,5,0,189.920,198.576,11343450794.667,11350138538.667,10,0
figlet,0,1.000,0.111,15630336.000,1,0,nodeinfo,50,1.000,15.397,53915648.000,9,0,env,50,1.000,6.689,18281984.000,9,0,192.640,185.414,11350321834.667,11408102570.667,10,0
figlet,0,1.000,0.124,15630336.000,1,0,nodeinfo,50,1.000,15.205,55847594.667,13,0,env,50,1.000,7.721,18268160.000,13,0,206.000,195.118,11517964970.667,11597984426.667,10,0
figlet,0,1.000,0.111,15630336.000,1,0,nodeinfo,50,1.000,13.046,14344192.000,17,1,env,50,1.000,5.740,4494336.000,17,1,204.840,200.502,11718088704.000,11802250069.333,10,1
figlet,10,1.000,1.652,15156906.667,1,0,nodeinfo,0,1.000,1.650,27400192.000,1,0,env,0,1.000,1.672,8632320.000,1,0,221.280,187.997,11951548416.000,11710387541.333,20,0
figlet,10,1.000,1.750,4442112.000,1,0,nodeinfo,0,1.000,0.120,45476864.000,1,0,env,0,1.000,0.095,18280448.000,1,0,159.869,138.357,11280930133.333,11296000000.000,10,0
figlet,10,1.000,1.754,4155904.000,1,0,nodeinfo,0,1.000,0.211,45384192.000,1,0,env,0,1.000,0.105,18285056.000,1,0,129.356,118.039,11298889045.333,11294538752.000,10,0
figlet,10,1.000,2.674,4265984.000,1,0,nodeinfo,0,1.000,0.166,44575573.333,1,0,env,10,1.000,0.719,18288640.000,1,0,132.561,124.520,11277861546.667,11282317653.333,10,0
figlet,10,1.000,2.131,2994176.000,5,0,nodeinfo,0,1.000,0.134,44695552.000,1,0,env,10,1.000,2.202,18354176.000,5,0,130.400,154.260,11263137109.333,11273379157.333,10,0
figlet,10,1.000,2.665,3751936.000,1,0,nodeinfo,0,1.000,0.133,44633600.000,1,0,env,10,1.000,1.624,18348032.000,1,0,178.240,153.080,11283286698.667,11291809109.333,10,0
figlet,10,1.000,2.298,2842624.000,1,0,nodeinfo,0,1.000,0.145,44447232.000,1,0,env,20,1.000,3.693,18392064.000,1,0,167.720,173.779,11264860842.667,11289784320.000,10,0
figlet,10,1.000,1.952,3006976.000,5,0,nodeinfo,0,1.000,0.138,44485290.667,1,0,env,20,1.000,3.611,18365440.000,5,0,237.640,210.665,11295282517.333,11343449770.667,10,0
figlet,10,1.000,1.972,3796480.000,5,0,nodeinfo,0,1.000,0.161,44549120.000,1,0,env,20,1.000,3.140,3059712.000,5,0,195.520,172.163,11318186666.667,11318554624.000,10,0
figlet,10,1.000,2.616,3349162.667,5,0,nodeinfo,0,1.000,0.165,44582058.667,1,0,env,30,1.000,4.050,4212053.333,5,0,178.000,165.734,11317080746.667,11309208234.667,10,0
figlet,10,1.000,2.095,3268608.000,5,0,nodeinfo,0,1.000,0.146,44644864.000,1,0,env,30,1.000,4.434,2936832.000,17,1,158.200,182.526,11284462250.667,11363878570.667,10,1
figlet,10,1.000,1.683,3999744.000,5,0,nodeinfo,0,1.000,0.187,44811264.000,1,0,env,30,1.000,4.127,6821888.000,5,0,207.400,184.087,11518022997.333,11566153557.333,20,0
figlet,10,1.000,2.050,3131392.000,1,0,nodeinfo,0,1.000,0.119,45082112.000,1,0,env,40,1.000,5.893,3151189.333,13,0,223.782,214.258,11434698752.000,11491715925.333,10,0
figlet,10,1.000,1.517,4257792.000,1,0,nodeinfo,0,1.000,0.141,45289984.000,1,0,env,40,1.000,4.383,6305564.444,1,0,188.021,177.605,11561936213.333,11562785280.000,20,0
figlet,10,1.000,2.280,3846144.000,1,0,nodeinfo,0,1.000,0.150,45117098.667,1,0,env,40,1.000,6.447,18357760.000,13,0,204.680,194.833,11408356010.667,11445748565.333,10,0
figlet,10,1.000,2.641,5451776.000,5,0,nodeinfo,0,1.000,0.149,45002069.333,1,0,env,50,1.000,8.438,18324480.000,20,1,185.240,191.986,11538614954.667,11605587797.333,10,1
figlet,10,1.000,2.270,3716437.333,1,0,nodeinfo,0,1.000,0.139,45038592.000,1,0,env,50,1.000,5.125,18309120.000,1,0,187.022,187.005,11726649344.000,11616988501.333,20,0
figlet,10,1.000,1.754,3888128.000,1,0,nodeinfo,0,1.000,0.151,45215744.000,1,0,env,50,1.000,5.431,18354176.000,1,0,198.120,180.511,11415414784.000,11464334336.000,10,0
figlet,10,1.000,2.933,5316608.000,1,0,nodeinfo,10,1.000,2.454,45754368.000,1,0,env,0,1.000,3.464,18312533.333,1,0,196.960,159.270,11462056618.667,11462910464.000,10,0
figlet,10,1.000,1.755,3469824.000,1,0,nodeinfo,10,1.000,4.155,47732394.667,1,0,env,0,1.000,0.080,18309120.000,1,0,175.840,200.916,11444326400.000,11448377173.333,10,0
figlet,10,1.000,2.878,2921813.333,1,0,nodeinfo,10,1.000,1.849,5062656.000,1,0,env,0,1.000,0.086,18309120.000,1,0,175.080,204.682,11425395370.667,11508965376.000,10,0
figlet,10,1.000,2.268,3137536.000,1,0,nodeinfo,10,1.000,2.381,48052736.000,1,0,env,10,1.000,1.351,18358272.000,1,0,214.440,178.396,11472436565.333,11458191360.000,10,0
figlet,10,1.000,1.827,3657728.000,5,0,nodeinfo,10,1.000,1.699,47904256.000,5,0,env,10,1.000,1.216,18309120.000,5,0,175.035,174.880,11434765653.333,11475036672.000,10,0
figlet,10,1.000,3.156,4091904.000,5,0,nodeinfo,10,1.000,2.192,46529877.333,5,0,env,10,1.000,1.168,3500032.000,5,0,200.800,191.790,11462759082.667,11478541653.333,10,0
figlet,10,1.000,2.193,3185322.667,5,0,nodeinfo,10,1.000,2.500,46415018.667,5,0,env,20,1.000,2.520,18309120.000,5,0,202.150,196.755,11468545365.333,11477065728.000,10,0
figlet,10,1.000,2.310,2551808.000,1,0,nodeinfo,10,1.000,2.166,19791872.000,1,0,env,20,1.000,3.497,3594240.000,9,0,197.080,195.986,11464663040.000,11499949909.333,10,0
figlet,10,1.000,2.342,3310933.333,1,0,nodeinfo,10,1.000,1.549,46337024.000,1,0,env,20,1.000,4.025,6308864.000,1,0,161.929,191.607,11501290837.333,11579539968.000,10,0
figlet,10,1.000,1.856,5181440.000,1,0,nodeinfo,10,1.000,1.919,46550528.000,1,0,env,30,1.000,4.372,7024640.000,1,0,206.121,214.329,11549166250.667,11517261312.000,10,0
figlet,10,1.000,2.084,5029888.000,1,0,nodeinfo,10,1.000,2.175,46633984.000,1,0,env,30,1.000,3.773,18405888.000,1,0,201.466,193.753,11490280106.667,11525831680.000,10,0
figlet,10,1.000,2.090,4261888.000,1,0,nodeinfo,10,1.000,1.671,46888960.000,1,0,env,30,1.000,4.293,4322304.000,1,0,204.680,195.331,11488933205.333,11516300117.333,10,0
figlet,10,1.000,1.962,3043328.000,1,0,nodeinfo,10,1.000,2.408,46703104.000,1,0,env,40,1.000,5.252,18394965.333,1,0,197.611,200.388,11486576640.000,11518756352.000,10,0
figlet,10,1.000,1.897,3313664.000,1,0,nodeinfo,10,1.000,1.868,46805845.333,1,0,env,40,1.000,4.373,18363904.000,1,0,200.520,195.269,11488000000.000,11522383360.000,10,0
figlet,10,1.000,2.552,2875392.000,5,0,nodeinfo,10,1.000,1.952,5410816.000,5,0,env,40,1.000,3.759,18390016.000,5,0,212.914,203.345,11475375445.333,11506781184.000,10,0
figlet,10,1.000,1.543,3260416.000,5,0,nodeinfo,10,1.000,2.249,6418432.000,5,0,env,50,1.000,7.704,18835456.000,5,0,196.028,201.647,11497247402.667,11522564437.333,10,0
figlet,10,1.000,2.121,2564096.000,5,0,nodeinfo,10,1.000,2.294,46856362.667,5,0,env,50,1.000,5.933,5490688.000,13,0,211.280,205.540,11523144362.667,11563513344.000,10,0
figlet,10,1.000,2.182,3203072.000,1,0,nodeinfo,10,1.000,7.115,7188480.000,1,0,env,50,1.000,6.650,9196544.000,17,1,202.720,265.981,11626388138.667,11707661312.000,10,1
figlet,10,1.000,2.650,3928064.000,1,0,nodeinfo,20,1.000,3.399,50597376.000,1,0,env,0,1.000,1.311,3403776.000,1,0,323.355,206.222,11791725226.667,11925000874.667,20,0
figlet,10,1.000,1.975,3369642.667,1,0,nodeinfo,20,1.000,4.563,53475328.000,1,0,env,0,1.000,0.081,9543680.000,1,0,212.395,188.427,11737503061.333,11746720938.667,10,0
figlet,10,1.000,2.609,4898816.000,1,0,nodeinfo,20,1.000,3.804,53512704.000,1,0,env,0,1.000,0.097,18878464.000,1,0,198.600,177.581,11749855232.000,11740574549.333,10,0
figlet,10,1.000,1.884,3814912.000,1,0,nodeinfo,20,1.000,3.841,5640192.000,1,0,env,10,1.000,1.130,18981888.000,1,0,161.480,170.283,11519609514.667,11492519936.000,10,0
