function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,replica_nmap,overloaded_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,20,1.000,3.040,4769792.000,1,0,cows,20,1.000,1.828,5160960.000,1,0,nmap,10,1.000,52.877,9949184.000,1,0,194.512,194.418,13531886933.333,13565998592.000,10,0
figlet,20,1.000,4.388,4924757.333,5,0,cows,20,1.000,3.559,13414400.000,5,0,nmap,20,0.177,77.757,7831552.000,1,1,204.440,200.840,13558371669.333,13687549678.933,10,1
figlet,20,1.000,4.097,2674688.000,5,0,cows,20,1.000,2.330,95377817.600,5,0,nmap,20,0.195,111.103,133490824.533,1,1,197.800,190.848,13674231125.333,13617145309.867,10,1
figlet,20,1.000,2.397,3426304.000,5,0,cows,20,1.000,1.730,5734400.000,5,0,nmap,20,0.252,95.970,138348544.000,1,1,190.591,196.407,13615235072.000,13626068718.933,10,1
figlet,20,1.000,2.376,17750016.000,5,0,cows,30,1.000,2.754,6352896.000,5,0,nmap,0,1.000,31.378,63367168.000,1,0,180.080,133.130,13648027648.000,13558163456.000,10,0
figlet,20,1.000,3.150,4598272.000,5,0,cows,30,1.000,8.192,10892629.333,13,0,nmap,0,1.000,0.198,52285440.000,1,0,111.120,133.330,13521320618.667,13617154218.667,10,0
figlet,20,1.000,3.261,17807360.000,9,0,cows,30,1.000,7.210,20720640.000,17,1,nmap,0,1.000,0.199,52285440.000,1,0,127.080,120.030,13740143274.667,13806362453.333,10,1
figlet,30,1.000,4.425,4909056.000,5,0,cows,0,1.000,3.554,24803328.000,1,0,nmap,0,1.000,0.202,52137984.000,1,0,136.360,125.440,13924825770.667,13795862528.000,20,0
figlet,30,1.000,6.479,2527232.000,9,0,cows,0,1.000,0.154,93637120.000,1,0,nmap,0,1.000,0.173,52137984.000,1,0,109.520,93.050,13481901397.333,13488280746.667,10,0
figlet,30,1.000,6.568,4956160.000,13,0,cows,0,1.000,0.100,93107200.000,1,0,nmap,0,1.000,0.202,52137984.000,1,0,110.360,100.160,13534100821.333,13587581610.667,10,0
figlet,30,1.000,3.088,4288512.000,1,0,cows,0,1.000,0.090,92712960.000,1,0,nmap,10,1.000,46.918,57569280.000,1,0,98.720,156.681,13638103040.000,13657011882.667,20,0
figlet,30,1.000,5.232,4233216.000,1,0,cows,0,1.000,0.083,92712960.000,1,0,nmap,10,1.000,48.848,5399552.000,1,0,271.600,220.630,13532243968.000,13575279786.667,10,0
figlet,30,1.000,3.371,4976298.667,1,0,cows,0,1.000,0.107,91967488.000,1,0,nmap,10,1.000,54.310,3022848.000,1,0,174.520,189.850,13549385728.000,13627203584.000,10,0
figlet,30,1.000,4.387,6877184.000,5,0,cows,0,1.000,0.097,91906048.000,1,0,nmap,20,0.145,73.094,3022848.000,1,1,192.720,194.695,13603283626.667,13653596842.667,10,1
figlet,30,1.000,3.972,2711552.000,9,0,cows,0,1.000,0.103,92023739.733,1,0,nmap,20,0.292,96.079,139823104.000,1,1,158.480,179.648,13588206250.667,13583626786.133,10,1
figlet,30,1.000,3.398,3244032.000,5,0,cows,0,1.000,0.083,91951104.000,1,0,nmap,20,0.257,87.398,2707456.000,1,1,195.480,202.750,13651010901.333,13632969386.667,10,1
figlet,30,1.000,4.373,2613248.000,5,0,cows,10,1.000,0.972,92546560.000,5,0,nmap,0,1.000,39.031,59316736.000,1,0,154.600,118.289,13561883989.333,13509317290.667,10,0
figlet,30,1.000,5.643,4276224.000,5,0,cows,10,1.000,4.066,18782890.667,5,0,nmap,0,1.000,0.200,52748288.000,1,0,123.480,118.530,13515573930.667,13516605269.333,10,0
figlet,30,1.000,5.835,4828672.000,13,0,cows,10,1.000,2.380,5685248.000,5,0,nmap,0,1.000,0.224,52748288.000,1,0,110.560,124.420,13502558208.000,13537483434.667,10,0
figlet,30,1.000,6.082,8259584.000,20,1,cows,10,1.000,1.108,5394432.000,5,0,nmap,10,1.000,30.172,62698496.000,1,0,119.400,164.140,13640198144.000,13709233493.333,10,1
figlet,30,1.000,5.154,8691712.000,5,0,cows,10,1.000,1.194,7651328.000,1,0,nmap,10,1.000,20.657,2822144.000,1,0,213.233,200.152,13814954666.667,13898182144.000,20,0
figlet,30,1.000,4.987,4689920.000,13,0,cows,10,1.000,1.213,7598080.000,1,0,nmap,10,1.000,67.025,3099306.667,1,0,228.320,218.968,13751656448.000,13780991488.000,10,0
figlet,30,1.000,5.265,8568320.000,5,0,cows,10,1.000,1.195,19845120.000,5,0,nmap,20,0.182,56.906,3010560.000,1,1,212.320,186.502,13844995413.333,13904840157.867,20,1
figlet,30,1.000,3.468,2940928.000,9,0,cows,10,1.000,1.030,5259264.000,5,0,nmap,20,0.273,90.655,151399765.333,1,1,202.297,199.171,13756816725.333,13758424132.267,10,1
figlet,30,1.000,3.652,3197610.667,5,0,cows,10,1.000,1.291,5337088.000,5,0,nmap,20,0.255,97.512,122884505.600,1,1,189.308,195.490,13827693226.667,13792028672.000,10,1
figlet,30,1.000,4.617,3149824.000,5,0,cows,20,1.000,1.643,7061504.000,5,0,nmap,0,1.000,17.632,75652608.000,1,0,182.320,134.660,13766518101.333,13689781760.000,10,0
figlet,30,1.000,5.479,2772992.000,9,0,cows,20,1.000,4.393,7352320.000,9,0,nmap,0,1.000,0.151,53442048.000,1,0,118.840,108.050,13654839978.667,13692405418.667,10,0
figlet,30,1.000,6.367,3757056.000,13,0,cows,20,1.000,4.014,14870016.000,1,0,nmap,0,1.000,0.211,53428224.000,1,0,120.840,130.010,13769741653.333,13803951786.667,10,0
figlet,30,1.000,4.272,5545984.000,1,0,cows,20,1.000,2.437,15290368.000,1,0,nmap,10,1.000,44.995,63108608.000,1,0,156.360,157.640,13763081557.333,13823109461.333,20,0
figlet,30,1.000,5.029,4648960.000,1,0,cows,20,1.000,0.992,7663616.000,1,0,nmap,10,1.000,39.624,14452736.000,1,0,196.360,196.438,13652543488.000,13686779904.000,10,0
figlet,30,1.000,4.915,6193152.000,1,0,cows,20,1.000,2.976,14428160.000,1,0,nmap,10,1.000,59.553,6083072.000,1,0,201.760,199.948,13657099605.333,13691158869.333,10,0
figlet,30,1.000,6.050,4417536.000,5,0,cows,20,1.000,3.431,13420544.000,5,0,nmap,20,0.183,65.045,11210752.000,1,1,199.528,204.325,13643734357.333,13796680772.267,10,1
figlet,30,1.000,3.242,3272704.000,9,0,cows,20,1.000,1.482,7380992.000,5,0,nmap,20,0.347,82.589,124919808.000,1,1,196.960,196.229,13726041429.333,13714622600.533,10,1
figlet,30,1.000,3.232,3088384.000,5,0,cows,20,1.000,1.410,6098944.000,5,0,nmap,20,0.243,92.938,130775449.600,1,1,195.680,197.702,13770143744.000,13762651204.267,10,1
figlet,30,1.000,2.541,18622464.000,5,0,cows,30,1.000,2.840,93208576.000,5,0,nmap,0,1.000,55.699,78140416.000,1,0,179.640,140.044,13768692394.667,13665992533.333,10,0
figlet,30,1.000,5.961,5280256.000,9,0,cows,30,1.000,6.138,15688192.000,9,0,nmap,0,1.000,0.200,53706752.000,1,0,118.760,113.330,13626180949.333,13688777216.000,10,0
figlet,30,1.000,4.936,8493738.667,13,0,cows,30,1.000,7.365,16327168.000,13,0,nmap,0,1.000,0.231,53706752.000,1,0,120.600,145.940,13787086848.000,13861097472.000,10,0
figlet,30,1.000,4.948,5186560.000,17,1,cows,30,1.000,6.546,24741376.000,17,1,nmap,10,0.607,0.235,53706752.000,1,1,204.760,188.000,13988018858.667,14111846400.000,10,1
figlet,30,1.000,4.551,7546197.333,5,0,cows,30,1.000,2.060,25074688.000,5,0,nmap,10,1.000,62.945,95431680.000,5,0,220.200,191.010,14348908544.000,13951116117.333,20,0
figlet,30,1.000,5.526,18539178.667,5,0,cows,30,1.000,2.922,7360512.000,5,0,nmap,10,1.000,64.633,3289088.000,5,0,196.960,198.981,13551494485.333,13611286698.667,10,0
figlet,30,1.000,4.816,18570035.200,5,0,cows,30,1.000,3.452,5439488.000,5,0,nmap,20,0.215,102.088,120820940.800,1,1,199.440,201.504,13614313472.000,13685305344.000,10,1
figlet,30,1.000,3.206,3047424.000,5,0,cows,30,1.000,2.542,6303744.000,5,0,nmap,20,0.247,92.876,154741964.800,1,1,190.760,190.650,13667914410.667,13638170624.000,10,1
figlet,30,1.000,5.537,2392064.000,5,0,cows,30,1.000,2.081,74579968.000,5,0,nmap,20,0.343,111.409,181302476.800,1,1,188.720,194.896,13621172224.000,13607720413.867,10,1
figlet,30,1.000,4.320,3244544.000,1,0,cows,40,1.000,2.498,5890048.000,1,0,nmap,0,1.000,37.589,95905280.000,1,0,178.400,134.270,13658346837.333,13543020373.333,10,0
figlet,30,1.000,4.580,4544512.000,1,0,cows,40,1.000,4.804,14643200.000,1,0,nmap,0,1.000,0.172,53317632.000,1,0,129.600,124.750,13492732586.667,13517731157.333,10,0
figlet,30,1.000,5.195,18567680.000,1,0,cows,40,0.999,4.072,15335424.000,1,0,nmap,0,1.000,0.251,53317632.000,1,0,134.520,123.030,13491528362.667,13504498176.000,10,0
figlet,30,1.000,4.370,18606080.000,5,0,cows,40,0.998,2.940,5865472.000,5,0,nmap,10,1.000,55.155,54339584.000,5,0,131.680,161.341,13478691498.667,13505929216.000,10,0
figlet,30,1.000,2.995,4231168.000,5,0,cows,40,1.000,2.991,5033984.000,5,0,nmap,10,1.000,56.747,3325952.000,5,0,191.640,199.340,13538170880.000,13565712042.667,10,0
figlet,30,1.000,6.350,18868736.000,5,0,cows,40,1.000,3.434,5885952.000,5,0,nmap,10,1.000,72.783,5853184.000,1,0,196.840,197.185,13561124864.000,13583445333.333,10,0
figlet,30,1.000,4.665,4903594.667,13,0,cows,40,1.000,7.865,22659868.444,13,0,nmap,20,0.172,74.324,2885222.400,1,1,216.880,215.287,13587817130.667,13946140216.889,10,1
figlet,30,1.000,3.929,7430144.000,5,0,cows,40,1.000,2.589,8155136.000,9,0,nmap,20,0.172,91.496,3424256.000,1,1,203.920,204.162,14050219349.333,13805779763.200,10,1
figlet,30,1.000,3.673,2912256.000,5,0,cows,40,1.000,2.417,19939328.000,5,0,nmap,20,0.237,86.012,128568524.800,1,1,200.698,200.593,13755237034.667,13688184422.400,10,1
figlet,30,1.000,3.826,3428352.000,1,0,cows,50,1.000,3.347,6356992.000,1,0,nmap,0,1.000,31.302,66638848.000,1,0,174.480,141.460,13700396373.333,13594792106.667,10,0
figlet,30,1.000,5.281,3934208.000,1,0,cows,50,1.000,4.820,7012352.000,1,0,nmap,0,1.000,0.177,53030912.000,1,0,131.160,125.860,13534106965.333,13556411904.000,10,0
figlet,30,1.000,5.897,4730880.000,1,0,cows,50,0.999,5.426,5591040.000,1,0,nmap,0,1.000,0.203,53030912.000,1,0,139.240,128.730,13534072149.333,13554875221.333,10,0
figlet,30,1.000,5.144,4228096.000,5,0,cows,50,1.000,5.416,14616064.000,5,0,nmap,10,1.000,48.048,83170304.000,5,0,136.200,164.403,13544143530.667,13585531392.000,10,0
figlet,30,1.000,5.394,4376576.000,5,0,cows,50,1.000,3.757,5242880.000,5,0,nmap,10,1.000,42.028,6350848.000,5,0,182.280,192.971,13609089024.000,13633187840.000,10,0
figlet,30,1.000,5.423,3104768.000,5,0,cows,50,1.000,3.530,5070848.000,5,0,nmap,10,1.000,74.459,2588672.000,1,0,187.280,195.438,13580539221.333,13621250730.667,10,0
figlet,30,1.000,4.942,2740224.000,13,0,cows,50,1.000,9.292,18291370.667,13,0,nmap,20,0.152,74.472,2793472.000,1,1,219.360,216.219,13627581781.333,13989141390.222,10,1
figlet,30,1.000,3.060,2884949.333,5,0,cows,50,1.000,4.412,27344896.000,5,0,nmap,20,0.127,65.701,3100672.000,1,1,191.560,203.168,14046085120.000,13827596970.667,10,1
figlet,30,1.000,3.906,3137536.000,5,0,cows,50,1.000,3.143,87079867.733,5,0,nmap,20,0.205,98.922,154931882.667,1,1,183.520,191.446,13733580800.000,13716741051.733,10,1
figlet,40,1.000,5.495,3174400.000,1,0,cows,0,1.000,0.092,7835648.000,1,0,nmap,0,1.000,30.202,63863296.000,1,0,176.830,127.934,13718168917.333,13618381141.333,10,0
figlet,40,1.000,5.997,4545536.000,1,0,cows,0,1.000,0.093,86793216.000,1,0,nmap,0,1.000,0.185,54288384.000,1,0,92.720,152.500,13535283200.000,13539262122.667,10,0
figlet,40,1.000,6.537,3416064.000,1,0,cows,0,1.000,0.098,86830080.000,1,0,nmap,0,1.000,0.289,54272000.000,1,0,99.120,94.049,13510875818.667,13516893696.000,10,0
figlet,40,1.000,7.735,5584384.000,5,0,cows,0,1.000,0.086,86216704.000,1,0,nmap,10,1.000,23.914,60302848.000,5,0,98.280,134.970,13507677525.333,13523244202.667,10,0
figlet,40,1.000,7.861,4501504.000,5,0,cows,0,1.000,0.092,85833728.000,1,0,nmap,10,1.000,57.474,6264832.000,5,0,164.240,171.530,13546884437.333,13574132736.000,10,0
figlet,40,1.000,8.011,4132352.000,5,0,cows,0,1.000,0.083,85835776.000,1,0,nmap,10,1.000,72.215,5816320.000,5,0,175.840,178.200,13557153792.000,13562633898.667,10,0
figlet,40,1.000,5.933,2650112.000,17,1,cows,0,1.000,0.106,85460309.333,1,0,nmap,20,0.217,76.170,9383116.800,1,1,171.040,186.184,13531459584.000,13685103411.200,10,1
figlet,40,1.000,5.145,3365546.667,9,0,cows,0,1.000,0.080,85372381.867,1,0,nmap,20,0.277,85.153,2838528.000,1,1,202.960,188.223,13820839936.000,13665839104.000,20,1
figlet,40,1.000,6.598,3227648.000,5,0,cows,0,1.000,0.086,85222604.800,1,0,nmap,20,0.220,105.764,2732032.000,1,1,188.040,188.804,13673570986.667,13649006865.067,10,1
figlet,40,1.000,5.691,3108864.000,1,0,cows,10,1.000,0.857,85707264.000,1,0,nmap,0,1.000,41.135,92224512.000,1,0,174.840,122.213,13622050133.333,13553084245.333,10,0
figlet,40,1.000,7.261,4100096.000,1,0,cows,10,1.000,1.192,5394432.000,1,0,nmap,0,1.000,0.193,54190933.333,1,0,124.600,115.460,13528063317.333,13553098410.667,10,0
figlet,40,1.000,6.962,4179456.000,1,0,cows,10,1.000,1.783,15669930.667,1,0,nmap,0,1.000,0.372,54194176.000,1,0,125.840,118.570,13532613973.333,13545482240.000,10,0
figlet,40,1.000,7.141,6148096.000,5,0,cows,10,1.000,2.116,14213120.000,5,0,nmap,10,1.000,48.647,64524800.000,5,0,134.100,161.330,13521940480.000,13556600661.333,10,0
figlet,40,1.000,5.889,4026880.000,5,0,cows,10,1.000,1.139,5619712.000,5,0,nmap,10,1.000,52.508,2846720.000,5,0,194.520,197.911,13590074026.667,13610951168.000,10,0
figlet,40,1.000,6.551,18802858.667,13,0,cows,10,1.000,1.332,4853760.000,1,0,nmap,10,1.000,60.205,14496768.000,1,0,195.200,197.352,13596691797.333,13716737877.333,10,0
figlet,40,0.747,4.839,3115690.667,1,1,cows,10,1.000,1.312,8146944.000,1,0,nmap,20,0.147,65.434,5425152.000,1,1,221.808,203.308,13848017578.667,13907560334.222,20,1
figlet,40,1.000,6.686,3076096.000,5,0,cows,10,1.000,0.798,9449472.000,5,0,nmap,20,0.183,101.900,172948548.267,1,1,238.764,216.081,13800278016.000,13753253205.333,10,1
figlet,40,1.000,5.689,3080192.000,5,0,cows,10,1.000,0.742,6361088.000,5,0,nmap,20,0.257,112.003,167233945.600,1,1,193.320,198.478,13730427562.667,13702837179.733,10,1
figlet,40,1.000,3.438,3158016.000,5,0,cows,20,1.000,2.395,5849088.000,5,0,nmap,0,1.000,38.534,73602048.000,1,0,189.207,145.792,13681227093.333,13575566336.000,10,0
figlet,40,1.000,7.222,5677568.000,9,0,cows,20,1.000,4.595,16003072.000,9,0,nmap,0,1.000,0.196,54865920.000,1,0,117.960,112.900,13522517333.333,13586953216.000,10,0
figlet,40,1.000,7.569,3108864.000,13,0,cows,20,1.000,6.134,10354688.000,13,0,nmap,0,1.000,0.193,54865920.000,1,0,130.520,124.350,13693660501.333,13769544021.333,10,0
figlet,40,1.000,7.230,4340224.000,17,1,cows,20,1.000,5.693,17197226.667,17,1,nmap,10,1.000,27.621,58579968.000,1,0,141.560,168.160,13900032682.667,13989274624.000,10,1
figlet,40,1.000,2.652,3285504.000,5,0,cows,20,1.000,2.698,20728490.667,1,0,nmap,10,0.620,14.285,4623360.000,1,1,214.160,212.409,14103496021.333,14232288768.000,20,1
figlet,40,1.000,6.643,2748416.000,5,0,cows,20,1.000,4.130,21426858.667,5,0,nmap,10,0.967,82.893,3244032.000,5,0,224.240,221.785,13916873386.667,13865768106.667,10,0
figlet,40,1.000,2.386,2961408.000,9,0,cows,20,1.000,0.750,9043968.000,1,0,nmap,20,0.102,51.126,2547712.000,1,1,219.840,231.479,13953001472.000,13932934712.889,10,1
figlet,40,1.000,5.157,3309568.000,5,0,cows,20,1.000,1.734,19980288.000,5,0,nmap,20,0.170,89.694,2547712.000,1,1,212.369,210.818,13924942506.667,13782195268.267,10,1
figlet,40,1.000,4.697,3092480.000,5,0,cows,20,1.000,1.599,82303249.067,5,0,nmap,20,0.292,115.119,148878540.800,1,1,187.366,205.150,13649851050.667,13615182916.267,10,1
figlet,40,1.000,4.202,3395584.000,5,0,cows,30,1.000,2.876,82102272.000,5,0,nmap,0,1.000,29.559,68442624.000,1,0,179.840,145.140,13635125248.000,13537201834.667,10,0
figlet,40,1.000,6.507,27487232.000,9,0,cows,30,1.000,4.889,15676416.000,9,0,nmap,0,1.000,0.190,54693888.000,1,0,124.840,128.240,13496234666.667,13538322432.000,10,0
figlet,40,1.000,6.531,4606464.000,13,0,cows,30,1.000,7.225,26462378.667,13,0,nmap,0,1.000,0.305,54681600.000,1,0,133.680,131.160,13612931072.000,13689153365.333,10,0
figlet,40,1.000,7.570,4997632.000,17,1,cows,30,1.000,7.678,28500480.000,17,1,nmap,10,1.000,47.967,65771349.333,1,0,145.200,172.830,13824789845.333,13931033088.000,10,1
figlet,40,1.000,5.765,3975168.000,5,0,cows,30,1.000,5.095,20581376.000,5,0,nmap,10,0.917,39.788,4038656.000,1,0,216.640,210.900,14059921408.000,14179739989.333,20,0
figlet,40,1.000,6.499,3735552.000,1,0,cows,30,1.000,3.915,20401664.000,1,0,nmap,10,0.750,58.996,2838528.000,1,1,225.120,221.950,13824049834.667,13903262378.667,10,1
figlet,40,1.000,4.909,2887680.000,1,0,cows,40,1.000,3.630,20388864.000,1,0,nmap,0,1.000,10.905,3080874.667,1,0,224.520,212.430,13938793130.667,13776054613.333,10,0
figlet,40,1.000,8.260,4247552.000,5,0,cows,40,1.000,4.473,10477568.000,5,0,nmap,0,1.000,0.195,55325354.667,1,0,191.150,156.260,13546872832.000,13557003093.333,10,0
figlet,40,1.000,6.201,4565504.000,5,0,cows,40,1.000,3.542,18755584.000,5,0,nmap,0,1.000,0.196,55324160.000,1,0,173.920,184.340,13574621184.000,13617922901.333,10,0
figlet,40,1.000,6.789,3506176.000,5,0,cows,40,1.000,4.102,5779456.000,5,0,nmap,10,1.000,34.923,55876608.000,5,0,145.680,178.530,13566388906.667,13579025237.333,10,0
figlet,40,1.000,6.964,5506901.333,9,0,cows,40,1.000,6.578,11762176.000,9,0,nmap,10,1.000,44.200,6390784.000,9,0,199.960,196.660,13561823914.667,13654709930.667,10,0
figlet,40,1.000,6.564,4728320.000,13,0,cows,40,1.000,8.742,12226048.000,13,0,nmap,10,0.943,58.333,10315776.000,1,0,198.760,197.859,13799551658.667,13974750208.000,10,0
figlet,40,1.000,4.358,8487936.000,5,0,cows,40,1.000,3.376,16710314.667,5,0,nmap,20,0.122,45.786,3716608.000,1,1,218.600,204.916,14208921600.000,13991890033.778,20,1
figlet,40,1.000,5.845,2572288.000,5,0,cows,40,1.000,3.315,4763648.000,5,0,nmap,20,0.137,99.461,179910246.400,1,1,208.960,201.184,13803673600.000,13736446634.667,10,1
figlet,40,1.000,5.105,2748416.000,5,0,cows,40,1.000,2.786,5308416.000,5,0,nmap,20,0.203,87.887,125447372.800,1,1,179.480,190.932,13712133461.333,13663030203.733,10,1
figlet,40,1.000,4.914,2854912.000,5,0,cows,50,1.000,4.003,8908800.000,5,0,nmap,0,1.000,36.914,77389994.667,1,0,179.790,147.816,13668946602.667,13590242645.333,10,0
figlet,40,1.000,6.996,5100544.000,9,0,cows,50,1.000,6.276,14565376.000,9,0,nmap,0,1.000,0.199,54491136.000,1,0,133.520,124.250,13546928128.000,13612480341.333,10,0
figlet,40,1.000,7.108,8723456.000,13,0,cows,50,1.000,8.573,29261312.000,13,0,nmap,0,1.000,0.352,54484992.000,1,0,141.920,139.990,13720154794.667,13790718122.667,10,0
figlet,40,1.000,6.993,9342464.000,17,1,cows,50,1.000,9.206,17281536.000,17,1,nmap,10,1.000,21.258,67628544.000,1,0,138.720,169.070,13913333077.333,14002138112.000,10,1
figlet,40,1.000,4.918,3516416.000,1,0,cows,50,1.000,3.881,6557696.000,5,0,nmap,10,0.817,18.004,5103104.000,1,1,218.440,204.080,14132918954.667,14191070890.667,20,1
figlet,40,1.000,4.876,2609152.000,5,0,cows,50,1.000,3.280,19815424.000,5,0,nmap,10,1.000,45.314,110221824.000,5,0,219.101,219.246,13828846250.667,13843393194.667,10,0
figlet,40,1.000,4.356,2684928.000,1,0,cows,50,1.000,4.042,19148800.000,1,0,nmap,20,0.117,73.525,2712803.556,1,1,224.080,221.558,13816916650.667,13862705720.889,10,1
figlet,40,1.000,4.273,3022848.000,5,0,cows,50,1.000,3.203,19677184.000,5,0,nmap,20,0.158,91.102,0.000,1,1,182.960,191.166,13732880384.000,13684812322.133,10,1
figlet,40,1.000,4.310,26772275.200,5,0,cows,50,1.000,3.866,7868416.000,5,0,nmap,20,0.185,98.210,150670677.333,1,1,194.120,196.889,13699465216.000,13694464136.533,10,1
figlet,50,1.000,5.699,2633728.000,5,0,cows,0,1.000,0.101,7446528.000,1,0,nmap,0,1.000,55.330,69538816.000,1,0,180.200,139.230,13675429888.000,13552553472.000,10,0
figlet,50,1.000,6.794,6196736.000,9,0,cows,0,1.000,0.090,86548480.000,1,0,nmap,0,1.000,0.184,55332864.000,1,0,140.520,130.630,13474196138.667,13496413013.333,10,0
figlet,50,1.000,8.398,8976896.000,13,0,cows,0,1.000,0.100,86497792.000,1,0,nmap,0,1.000,0.169,55332864.000,1,0,99.360,98.520,13516513280.000,13535047168.000,10,0
figlet,50,1.000,9.316,9321984.000,20,1,cows,0,1.000,0.086,86187008.000,1,0,nmap,10,1.000,47.148,60212224.000,5,0,107.560,152.490,13578353322.667,13626377728.000,10,1
figlet,50,1.000,7.128,9398784.000,5,0,cows,0,1.000,0.098,86135296.000,1,0,nmap,10,1.000,61.748,4703232.000,1,0,191.480,159.040,13742918314.667,13779105792.000,20,0
figlet,50,1.000,5.173,4742144.000,13,0,cows,0,1.000,0.096,85536768.000,1,0,nmap,10,1.000,59.759,5119488.000,1,0,220.240,207.588,13635108181.333,13632562005.333,10,0
figlet,50,1.000,4.935,8368128.000,5,0,cows,0,1.000,0.093,85176320.000,1,0,nmap,20,0.200,61.478,3660458.667,1,1,213.840,179.224,13718127957.333,13769196202.667,20,1
figlet,50,1.000,8.795,30271488.000,9,0,cows,0,1.000,0.096,85118566.400,1,0,nmap,20,0.193,108.858,2826240.000,1,1,193.676,199.263,13670550869.333,13671865002.667,10,1
figlet,50,1.000,5.671,3028992.000,9,0,cows,0,1.000,0.091,84983808.000,1,0,nmap,20,0.185,85.323,2822144.000,1,1,181.520,190.066,13712840021.333,13692906837.333,10,1
figlet,50,1.000,6.009,2793472.000,5,0,cows,10,1.000,0.872,85598720.000,1,0,nmap,0,1.000,34.128,94736896.000,1,0,181.686,142.601,13649838762.667,13583803221.333,10,0
figlet,50,1.000,7.544,5389824.000,13,0,cows,10,1.000,1.833,6115328.000,1,0,nmap,0,1.000,0.162,56117248.000,1,0,133.000,144.120,13536511317.333,13619405312.000,10,0
figlet,50,1.000,7.991,8458240.000,5,0,cows,10,1.000,0.909,20291584.000,1,0,nmap,0,1.000,0.206,56115200.000,1,0,151.000,134.670,13670802773.333,13707744938.667,20,0
figlet,50,1.000,8.260,2572288.000,13,0,cows,10,1.000,1.677,20022784.000,1,0,nmap,10,1.000,36.726,62905344.000,1,0,168.200,183.670,13562569386.667,13634591914.667,10,0
figlet,50,1.000,7.009,3729408.000,5,0,cows,10,0.997,0.889,5795840.000,1,0,nmap,10,1.000,65.173,4329472.000,1,0,210.520,180.680,13723655509.333,13809687381.333,20,0
figlet,50,1.000,5.155,3395584.000,1,0,cows,10,1.000,1.342,5627904.000,1,0,nmap,10,1.000,33.447,5531648.000,1,0,209.440,208.324,13665893717.333,13725568000.000,10,0
figlet,50,1.000,8.085,4288512.000,5,0,cows,10,1.000,1.139,6873088.000,5,0,nmap,20,0.118,71.058,25819136.000,1,1,209.489,207.195,13689099605.333,13792826163.200,10,1
figlet,50,1.000,6.144,3057152.000,5,0,cows,10,1.000,1.184,86700441.600,5,0,nmap,20,0.140,95.794,124456550.400,1,1,201.080,201.416,13817837568.000,13784811520.000,10,1
figlet,50,1.000,5.272,3018752.000,9,0,cows,10,1.000,0.939,7794688.000,5,0,nmap,20,0.237,108.133,163085516.800,1,1,190.400,193.321,13762030933.333,13736727756.800,10,1
figlet,50,1.000,7.337,2777088.000,5,0,cows,20,1.000,1.335,3837952.000,5,0,nmap,0,1.000,24.663,76007424.000,1,0,199.749,151.943,13744052633.600,13611423744.000,10,0
figlet,50,1.000,8.192,4142080.000,5,0,cows,20,1.000,2.211,5918720.000,5,0,nmap,0,1.000,0.193,55922688.000,1,0,121.160,129.870,13555529728.000,13552315904.000,10,0
figlet,50,1.000,8.208,4683776.000,5,0,cows,20,1.000,2.370,6320128.000,5,0,nmap,0,1.000,0.217,55922688.000,1,0,129.160,133.170,13531539456.000,13538138112.000,10,0
figlet,50,1.000,7.931,5592234.667,13,0,cows,20,1.000,2.524,4947968.000,5,0,nmap,10,1.000,37.938,74347520.000,5,0,121.240,167.880,13540831232.000,13609019050.667,10,0
figlet,50,1.000,8.000,4656128.000,20,1,cows,20,1.000,2.288,6090752.000,5,0,nmap,10,1.000,58.131,5218304.000,1,0,205.600,203.132,13683296938.667,13767933781.333,10,1
figlet,50,0.999,6.977,7920981.333,5,0,cows,20,1.000,2.373,20320256.000,1,0,nmap,10,0.983,60.231,3153920.000,1,0,218.633,194.122,13833637888.000,13948516010.667,20,0
figlet,50,1.000,6.947,3291136.000,1,0,cows,20,1.000,2.510,14854144.000,1,0,nmap,20,0.108,80.566,151544604.444,1,1,218.680,215.691,13794256896.000,13878756124.444,10,1
figlet,50,1.000,6.175,3182592.000,5,0,cows,20,1.000,1.741,8204288.000,5,0,nmap,20,0.165,70.834,134552917.333,1,1,178.600,194.360,13764318549.333,13742755293.867,10,1
figlet,50,1.000,6.477,3209216.000,5,0,cows,20,1.000,1.808,7024640.000,5,0,nmap,20,0.157,80.262,134999244.800,1,1,197.800,198.212,13759329621.333,13750215611.733,10,1
figlet,50,1.000,4.452,3248128.000,1,0,cows,30,1.000,2.827,5177344.000,1,0,nmap,0,1.000,39.226,73916416.000,1,0,208.550,154.243,13752880332.800,13651925845.333,10,0
figlet,50,1.000,7.042,4960256.000,1,0,cows,30,0.999,2.729,5406720.000,1,0,nmap,0,1.000,0.195,57016320.000,1,0,130.640,129.623,13573870250.667,13590991701.333,10,0
