function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
shasum,0,1.000,0.000,0.000,1,0,env,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,70.560,70.560,5767391914.667,5767391914.667,10,0
shasum,0,1.000,0.000,0.000,1,0,env,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,61.480,61.480,5768930645.333,5768930645.333,10,0
shasum,0,1.000,0.000,0.000,1,0,env,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,64.200,64.200,5766849877.333,5766849877.333,10,0
shasum,0,1.000,0.081,5640021.333,1,0,env,0,1.000,0.080,5757952.000,1,0,curl,10,1.000,4.626,2588672.000,1,0,64.240,80.960,5763386026.667,5770322944.000,10,0
shasum,0,1.000,0.079,6049450.667,1,0,env,0,1.000,0.084,6113280.000,1,0,curl,10,1.000,7.615,3289088.000,1,0,98.840,103.145,5813079381.333,5816887637.333,10,0
shasum,0,1.000,0.081,6414848.000,1,0,env,0,1.000,0.077,6430208.000,1,0,curl,10,1.000,6.214,3982677.333,1,0,106.760,105.760,5787138730.667,5776171178.667,10,0
shasum,0,1.000,0.074,6665045.333,1,0,env,0,1.000,0.087,6742528.000,1,0,curl,20,1.000,9.496,2899968.000,1,0,119.280,126.160,5753810261.333,5762524330.667,10,0
shasum,0,1.000,0.086,7010133.333,1,0,env,0,1.000,0.083,7111168.000,1,0,curl,20,1.000,12.655,4759552.000,1,0,137.680,144.590,5770478250.667,5802982058.667,10,0
shasum,0,1.000,0.061,7283712.000,1,0,env,0,1.000,0.079,7430656.000,1,0,curl,20,1.000,16.354,6573568.000,1,0,146.040,126.410,5789835946.667,5787389781.333,10,0
shasum,0,1.000,0.087,7526912.000,1,0,env,0,1.000,0.097,7755264.000,1,0,curl,30,1.000,16.055,5445120.000,1,0,135.240,135.890,5776323242.667,5788059477.333,10,0
shasum,0,1.000,0.092,7887701.333,1,0,env,0,1.000,0.098,8049664.000,1,0,curl,30,1.000,18.557,5965824.000,1,0,142.480,138.760,5776158037.333,5781271040.000,10,0
shasum,0,1.000,0.082,8176128.000,1,0,env,0,1.000,0.075,8377344.000,1,0,curl,30,1.000,20.553,2965504.000,5,0,132.880,134.890,5776582656.000,5779459242.667,10,0
shasum,0,1.000,0.078,8318464.000,1,0,env,0,1.000,0.091,8410112.000,1,0,curl,40,1.000,31.423,2928640.000,5,0,135.480,148.390,5779666261.333,5794059605.333,10,0
shasum,0,1.000,0.071,8345088.000,1,0,env,0,1.000,0.107,8461824.000,1,0,curl,40,1.000,24.272,2797568.000,9,0,138.440,149.660,5795605845.333,5822309888.000,10,0
shasum,0,1.000,0.106,8353792.000,1,0,env,0,1.000,0.080,8481621.333,1,0,curl,40,1.000,24.783,3203072.000,17,1,178.080,164.700,5890751146.667,5946613589.333,10,1
shasum,0,1.000,0.081,8371370.667,1,0,env,10,1.000,0.892,8703488.000,1,0,curl,0,1.000,4.452,5753856.000,1,0,161.320,119.670,6027973973.333,5999134378.667,20,0
shasum,0,1.000,0.071,8423936.000,1,0,env,10,1.000,1.529,3526656.000,1,0,curl,0,1.000,0.171,29022208.000,1,0,115.120,103.120,5805536597.333,5822022826.667,10,0
shasum,0,1.000,0.089,8525824.000,1,0,env,10,1.000,1.661,3452928.000,1,0,curl,0,1.000,0.184,28937386.667,1,0,104.920,109.030,5816997888.000,5841630720.000,10,0
shasum,0,1.000,0.079,8548181.333,1,0,env,10,1.000,1.495,4214784.000,1,0,curl,10,1.000,6.087,31002624.000,1,0,122.760,112.960,5835009365.333,5826318336.000,10,0
shasum,0,1.000,0.086,8572416.000,1,0,env,10,1.000,1.843,3883008.000,1,0,curl,10,1.000,7.581,5157888.000,1,0,144.160,137.210,5837866325.333,5859555498.667,10,0
shasum,0,1.000,0.076,8605696.000,1,0,env,10,1.000,1.597,3784704.000,1,0,curl,10,1.000,6.448,5396992.000,1,0,140.960,131.240,5851438421.333,5866625365.333,10,0
shasum,0,1.000,0.077,8605696.000,1,0,env,10,1.000,1.886,3614720.000,1,0,curl,20,1.000,16.872,5410304.000,1,0,160.280,147.490,5865416704.000,5877258752.000,10,0
shasum,0,1.000,0.080,8626176.000,1,0,env,10,1.000,1.242,9783296.000,1,0,curl,20,1.000,10.688,3354624.000,1,0,159.560,151.127,5875260757.333,5884207957.333,10,0
shasum,0,1.000,0.082,8672426.667,1,0,env,10,1.000,1.199,9812992.000,1,0,curl,20,1.000,15.527,5477888.000,1,0,156.480,144.450,5867902976.000,5888042666.667,10,0
shasum,0,1.000,0.074,8675328.000,1,0,env,10,1.000,1.212,3594240.000,5,0,curl,30,1.000,15.202,3590826.667,5,0,176.840,161.020,5888871082.667,5892206933.333,10,0
shasum,0,1.000,0.074,8677888.000,1,0,env,10,1.000,1.498,3422890.667,5,0,curl,30,1.000,21.699,2936832.000,5,0,155.480,164.370,5885913770.667,5906700970.667,10,0
shasum,0,1.000,0.077,8686933.333,1,0,env,10,1.000,1.303,10118485.333,5,0,curl,30,1.000,13.543,4710912.000,5,0,152.280,155.820,5899778048.000,5907653973.333,10,0
shasum,0,1.000,0.082,8687616.000,1,0,env,10,1.000,1.580,10032128.000,5,0,curl,40,1.000,23.345,2940928.000,13,0,167.320,176.090,5891257685.333,5963714901.333,10,0
shasum,0,1.000,0.093,8699392.000,1,0,env,10,1.000,1.343,3382784.000,5,0,curl,40,1.000,27.421,5957120.000,20,1,181.400,193.100,6059378005.333,6137866410.667,10,1
shasum,0,1.000,0.075,8728576.000,1,0,env,10,1.000,1.036,3753301.333,1,0,curl,40,1.000,18.695,9345706.667,5,0,181.440,196.070,6233917440.000,6192813909.333,20,0
shasum,0,1.000,0.066,8728576.000,1,0,env,10,1.000,1.839,4255744.000,1,0,curl,50,1.000,21.426,5283328.000,1,0,221.360,198.530,5986073941.333,6019099818.667,10,0
shasum,0,1.000,0.085,8728576.000,1,0,env,10,1.000,1.762,10077184.000,1,0,curl,50,1.000,30.496,5079040.000,1,0,206.240,199.790,5983049728.000,5992044885.333,10,0
shasum,0,1.000,0.076,8728576.000,1,0,env,10,1.000,1.395,4321280.000,1,0,curl,50,1.000,34.990,8663040.000,1,0,185.040,182.659,5982992384.000,5989972992.000,10,0
shasum,0,1.000,0.080,8728576.000,1,0,env,20,1.000,2.120,4323328.000,1,0,curl,0,1.000,11.419,3414016.000,1,0,203.640,150.370,5959956480.000,5957113173.333,10,0
shasum,0,1.000,0.089,8728576.000,1,0,env,20,1.000,2.723,4390912.000,1,0,curl,0,1.000,0.195,31764480.000,1,0,120.800,107.320,5926862165.333,5917757781.333,10,0
shasum,0,1.000,0.082,8730112.000,1,0,env,20,1.000,2.509,4968960.000,1,0,curl,0,1.000,0.170,31767040.000,1,0,127.920,129.320,5914729813.333,5942448298.667,10,0
shasum,0,1.000,0.070,8735744.000,1,0,env,20,1.000,2.088,3986090.667,1,0,curl,10,1.000,5.713,33120256.000,1,0,127.880,120.510,5920486058.667,5920355157.333,10,0
shasum,0,1.000,0.077,8741888.000,1,0,env,20,1.000,2.738,10296320.000,1,0,curl,10,1.000,6.194,4321792.000,1,0,154.160,144.886,5933492906.667,5944343210.667,10,0
shasum,0,1.000,0.080,8747008.000,1,0,env,20,1.000,2.710,2449408.000,5,0,curl,10,1.000,4.915,4341760.000,5,0,157.843,141.391,5919939925.333,5941510314.667,10,0
shasum,0,1.000,0.075,8749056.000,1,0,env,20,1.000,2.868,4218368.000,5,0,curl,20,1.000,13.078,2686976.000,5,0,144.120,154.300,5941588650.667,5967179264.000,10,0
shasum,0,1.000,0.081,8749056.000,1,0,env,20,1.000,3.605,3705344.000,5,0,curl,20,1.000,11.435,6309888.000,13,0,167.920,183.739,5984438272.000,6031932074.667,10,0
shasum,0,1.000,0.082,8749056.000,1,0,env,20,1.000,2.676,2965504.000,9,0,curl,20,1.000,14.908,9516032.000,17,1,168.760,161.160,6092328277.333,6166136832.000,10,1
shasum,0,1.000,0.083,8749056.000,1,0,env,30,1.000,2.443,5686613.333,5,0,curl,0,1.000,2.291,10221568.000,1,0,153.480,141.630,6304970752.000,6231634944.000,20,0
shasum,0,1.000,0.081,8752640.000,1,0,env,30,1.000,3.755,4824405.333,9,0,curl,0,1.000,0.197,31615488.000,1,0,157.160,124.439,5964873728.000,5968256341.333,10,0
shasum,0,1.000,0.066,8756394.667,1,0,env,30,1.000,4.152,4369408.000,13,0,curl,0,1.000,0.172,31617024.000,1,0,136.320,115.710,6010343424.000,6042646186.667,10,0
shasum,0,1.000,0.077,8757248.000,1,0,env,30,1.000,3.603,4169728.000,1,0,curl,10,1.000,4.785,33685504.000,1,0,121.120,133.740,6083739648.000,6088059221.333,20,0
shasum,0,1.000,0.080,8765440.000,1,0,env,30,1.000,3.509,4712448.000,1,0,curl,10,1.000,6.183,4237824.000,1,0,142.120,144.010,5956246186.667,5981346816.000,10,0
shasum,0,1.000,0.077,8766464.000,1,0,env,30,1.000,3.954,10705408.000,1,0,curl,10,1.000,6.901,4201472.000,1,0,150.280,151.031,5968324608.000,5982168576.000,10,0
shasum,0,1.000,0.082,8772949.333,1,0,env,30,1.000,3.496,3973120.000,1,0,curl,20,1.000,13.308,4972544.000,1,0,159.280,150.010,5975700821.333,5989008896.000,10,0
shasum,0,1.000,0.090,8773632.000,1,0,env,30,1.000,2.991,4116992.000,1,0,curl,20,1.000,14.377,4831232.000,1,0,170.920,159.010,5976358229.333,5992564736.000,10,0
shasum,0,1.000,0.082,8773632.000,1,0,env,30,1.000,3.588,3883008.000,5,0,curl,20,1.000,13.708,3614037.333,5,0,168.000,155.880,5985256789.333,5988666026.667,10,0
shasum,0,1.000,0.075,8773632.000,1,0,env,30,1.000,3.436,3780608.000,5,0,curl,30,1.000,19.310,2793472.000,5,0,153.800,163.600,5979473920.000,5998375082.667,10,0
shasum,0,1.000,0.068,8774826.667,1,0,env,30,1.000,4.693,10752000.000,5,0,curl,30,1.000,15.918,7997952.000,13,0,171.160,175.990,5990059349.333,6057738581.333,10,0
shasum,0,1.000,0.068,8777728.000,1,0,env,30,1.000,3.261,4971520.000,9,0,curl,30,1.000,20.549,11276800.000,17,1,166.520,160.874,6133125802.667,6183667882.667,10,1
shasum,0,1.000,0.083,8781824.000,1,0,env,40,1.000,3.768,8377230.222,5,0,curl,0,1.000,3.332,10834602.667,1,0,180.480,145.580,6293325141.333,6274128213.333,20,0
shasum,0,1.000,0.075,8781824.000,1,0,env,40,1.000,5.245,5089280.000,9,0,curl,0,1.000,0.167,31424512.000,1,0,169.840,128.390,6021397845.333,6021792938.667,10,0
shasum,0,1.000,0.079,8781824.000,1,0,env,40,1.000,6.344,8759296.000,13,0,curl,0,1.000,0.171,31424512.000,1,0,131.520,120.280,6071450282.667,6115707904.000,10,0
shasum,0,1.000,0.074,8781824.000,1,0,env,40,1.000,4.063,9365504.000,1,0,curl,10,1.000,5.101,33253888.000,1,0,131.950,157.920,6179859660.800,6132886528.000,20,0
shasum,0,1.000,0.070,8784384.000,1,0,env,40,1.000,5.978,4587520.000,1,0,curl,10,1.000,6.728,3900757.333,1,0,199.160,156.990,6025768960.000,6053091669.333,10,0
shasum,0,1.000,0.085,8785920.000,1,0,env,40,1.000,4.286,4745216.000,1,0,curl,10,1.000,7.783,5081600.000,1,0,160.520,157.620,6052646912.000,6061287765.333,10,0
shasum,0,1.000,0.078,8786432.000,1,0,env,40,1.000,4.596,10938880.000,1,0,curl,20,1.000,10.252,7086080.000,1,0,156.243,153.381,6046286506.667,6063588352.000,10,0
shasum,0,1.000,0.077,8790016.000,1,0,env,40,1.000,5.622,11072853.333,1,0,curl,20,1.000,14.735,5435392.000,1,0,190.920,170.060,6056020650.667,6055195648.000,10,0
shasum,0,1.000,0.075,8790016.000,1,0,env,40,1.000,5.286,3645440.000,1,0,curl,20,1.000,10.497,2801664.000,1,0,186.000,178.270,6032372394.667,6050428245.333,10,0
shasum,0,1.000,0.082,8792576.000,1,0,env,40,1.000,3.599,3411968.000,5,0,curl,30,1.000,17.842,4913152.000,5,0,185.200,170.715,6039011328.000,6051745792.000,10,0
shasum,0,1.000,0.074,8794112.000,1,0,env,40,1.000,5.689,4334592.000,5,0,curl,30,1.000,24.289,4711936.000,5,0,180.658,181.330,6039895381.333,6056312832.000,10,0
shasum,0,1.000,0.079,8797696.000,1,0,env,40,1.000,4.264,4107264.000,5,0,curl,30,1.000,21.371,2564096.000,5,0,182.440,187.270,6055625386.667,6072256682.667,10,0
shasum,0,1.000,0.079,8798208.000,1,0,env,40,1.000,4.367,5605888.000,9,0,curl,40,1.000,23.303,7863808.000,9,0,175.120,173.140,6066272938.667,6114809685.333,10,0
shasum,0,1.000,0.072,8798208.000,1,0,env,40,1.000,5.883,4987904.000,13,0,curl,40,1.000,23.082,6883157.333,13,0,196.320,178.700,6212054357.333,6255990954.667,10,0
shasum,0,1.000,0.087,8798208.000,1,0,env,40,1.000,5.494,8453461.333,1,0,curl,40,1.000,25.140,11666432.000,1,0,181.480,194.259,6376786602.667,6387823104.000,10,0
shasum,0,1.000,0.067,8798208.000,1,0,env,40,1.000,4.374,11599872.000,1,0,curl,50,1.000,24.225,11698176.000,1,0,222.040,219.940,6218969088.000,6158416042.667,10,0
shasum,0,1.000,0.076,8840533.333,1,0,env,40,1.000,4.803,4140032.000,1,0,curl,50,1.000,32.376,5541888.000,1,0,208.360,195.790,6110319274.667,6123279360.000,10,0
shasum,0,1.000,0.083,8798208.000,1,0,env,40,1.000,5.004,4177920.000,1,0,curl,50,1.000,31.089,3563520.000,1,0,211.160,199.230,6113131861.333,6132767232.000,10,0
shasum,0,1.000,0.081,8798720.000,1,0,env,50,1.000,6.518,2936832.000,1,0,curl,0,1.000,12.701,3420160.000,1,0,203.505,162.106,6128730794.667,6117003434.667,10,0
shasum,0,1.000,0.070,8801792.000,1,0,env,50,1.000,6.127,3039232.000,1,0,curl,0,1.000,0.202,34340864.000,1,0,116.640,115.680,6063404373.333,6064497152.000,10,0
shasum,0,1.000,0.066,8803328.000,1,0,env,50,1.000,7.420,3901440.000,5,0,curl,0,1.000,0.199,34340864.000,1,0,134.840,142.720,6071770453.333,6085998250.667,10,0
shasum,0,1.000,0.081,8806400.000,1,0,env,50,1.000,6.781,4635648.000,5,0,curl,10,1.000,5.393,3145728.000,5,0,113.520,132.840,6053667498.667,6054189909.333,10,0
shasum,0,1.000,0.081,8806400.000,1,0,env,50,1.000,5.931,2662400.000,5,0,curl,10,1.000,6.969,2994176.000,5,0,139.680,146.992,6056552448.000,6069335381.333,10,0
shasum,0,1.000,0.081,8806400.000,1,0,env,50,1.000,7.307,3051520.000,13,0,curl,10,1.000,8.421,2625536.000,5,0,148.600,165.070,6068384426.667,6134869674.667,10,0
shasum,0,1.000,0.071,8807936.000,1,0,env,50,1.000,7.441,4851200.000,20,1,curl,20,1.000,8.319,3844608.000,5,0,154.720,174.520,6208866304.000,6268193109.333,10,1
shasum,0,1.000,0.071,8812544.000,1,0,env,50,1.000,4.546,2727936.000,5,0,curl,20,1.000,11.469,5915648.000,1,0,177.880,158.280,6347598506.667,6323051690.667,20,0
shasum,0,1.000,0.085,8815104.000,1,0,env,50,1.000,6.825,3178496.000,1,0,curl,20,1.000,14.357,4941824.000,1,0,200.400,184.000,6120832341.333,6142696448.000,10,0
shasum,0,1.000,0.075,8819029.333,1,0,env,50,1.000,6.205,6336512.000,1,0,curl,30,1.000,17.847,5287936.000,1,0,182.600,180.490,6094788608.000,6105693525.333,10,0
shasum,0,1.000,0.072,8822442.667,1,0,env,50,1.000,4.577,4899840.000,1,0,curl,30,1.000,17.614,5433344.000,1,0,189.480,179.540,6108143616.000,6116408490.667,10,0
shasum,0,1.000,0.077,8822784.000,1,0,env,50,1.000,5.947,5426688.000,1,0,curl,30,1.000,19.904,6078464.000,1,0,193.600,182.450,6088663040.000,6105278122.667,10,0
shasum,0,1.000,0.064,8822784.000,1,0,env,50,1.000,6.309,5104128.000,1,0,curl,40,1.000,16.730,6111232.000,1,0,189.960,186.184,6087774208.000,6101395456.000,10,0
shasum,0,1.000,0.086,8823808.000,1,0,env,50,1.000,7.187,4855808.000,5,0,curl,40,1.000,20.388,4982784.000,5,0,208.640,191.810,6091381418.667,6106946389.333,10,0
shasum,0,1.000,0.075,8826880.000,1,0,env,50,1.000,7.446,4795392.000,5,0,curl,40,1.000,24.233,4915200.000,5,0,183.880,194.130,6088478720.000,6107328853.333,10,0
shasum,0,1.000,0.071,8826880.000,1,0,env,50,1.000,5.531,4625408.000,5,0,curl,50,1.000,29.286,4440746.667,13,0,269.144,259.092,6092701696.000,6163571370.667,10,0
shasum,0,1.000,0.067,8826880.000,1,0,env,50,1.000,7.147,5331968.000,9,0,curl,50,1.000,30.388,5501952.000,17,1,199.800,194.557,6284818432.000,6334013610.667,10,1
shasum,0,1.000,0.074,8830464.000,1,0,env,50,1.000,5.066,3507541.333,5,0,curl,50,1.000,23.962,10676224.000,5,0,216.800,181.910,6434876757.333,6411157674.667,20,0
shasum,10,1.000,1.295,2842624.000,1,0,env,0,1.000,1.812,3475968.000,1,0,curl,0,1.000,12.553,2904064.000,1,0,206.720,156.730,6214991872.000,6166841002.667,10,0
shasum,10,1.000,1.526,4252160.000,1,0,env,0,1.000,0.075,13270528.000,1,0,curl,0,1.000,0.184,37856256.000,1,0,118.760,106.280,6087359829.333,6084551680.000,10,0
shasum,10,1.000,1.179,5160960.000,1,0,env,0,1.000,0.069,13230592.000,1,0,curl,0,1.000,0.198,37859840.000,1,0,122.000,120.400,6074099029.333,6092561749.333,10,0
shasum,10,1.000,1.495,3741184.000,1,0,env,0,1.000,0.077,13229056.000,1,0,curl,10,1.000,4.701,40091648.000,1,0,112.200,110.850,6065610752.000,6072821760.000,10,0
shasum,10,1.000,1.652,4323328.000,1,0,env,0,1.000,0.057,13225984.000,1,0,curl,10,1.000,7.327,4417536.000,1,0,136.600,129.660,6098554197.333,6115251370.667,10,0
shasum,10,1.000,1.182,3229013.333,1,0,env,0,1.000,0.074,13225984.000,1,0,curl,10,1.000,5.495,4236288.000,1,0,149.800,133.223,6100708010.667,6110482944.000,10,0
shasum,10,1.000,1.609,3031040.000,5,0,env,0,1.000,0.106,13225984.000,1,0,curl,20,1.000,10.944,3104768.000,5,0,142.720,138.450,6094359893.333,6104104618.667,10,0
shasum,10,1.000,1.425,4213760.000,5,0,env,0,1.000,0.066,13225984.000,1,0,curl,20,1.000,12.729,2633728.000,5,0,142.920,145.390,6086135125.333,6102730240.000,10,0
shasum,10,1.000,1.214,4016640.000,5,0,env,0,1.000,0.083,13225984.000,1,0,curl,20,1.000,9.753,5170517.333,5,0,144.600,145.440,6101299882.667,6120070485.333,10,0
shasum,10,1.000,1.970,3088384.000,5,0,env,0,1.000,0.087,13225984.000,1,0,curl,30,1.000,19.113,5265408.000,17,1,174.589,191.167,6151479296.000,6262107818.667,10,1
shasum,10,1.000,1.119,4395690.667,5,0,env,0,1.000,0.075,13225984.000,1,0,curl,30,1.000,18.757,9374720.000,5,0,184.560,175.270,6354079061.333,6348354218.667,20,0
shasum,10,1.000,1.439,3492522.667,1,0,env,0,1.000,0.078,13225984.000,1,0,curl,30,1.000,17.589,6199808.000,9,0,193.120,170.940,6181096789.333,6221122389.333,10,0
shasum,10,1.000,1.664,4063232.000,1,0,env,0,1.000,0.076,13225984.000,1,0,curl,40,1.000,24.491,4053674.667,1,0,165.280,198.780,6275071317.333,6371473749.333,10,0
shasum,10,1.000,1.365,3139584.000,1,0,env,0,1.000,0.084,13226496.000,1,0,curl,40,1.000,25.140,5869568.000,1,0,209.080,195.350,6264434688.000,6206102698.667,10,0
shasum,10,1.000,1.462,4196352.000,1,0,env,0,1.000,0.091,13231616.000,1,0,curl,40,1.000,26.939,8081408.000,1,0,193.800,176.270,6164752384.000,6174414848.000,10,0
shasum,10,1.000,1.296,4106240.000,1,0,env,0,1.000,0.071,13234176.000,1,0,curl,50,1.000,33.341,7570432.000,1,0,183.720,180.750,6152953173.333,6175104170.667,10,0
shasum,10,1.000,1.595,2904064.000,1,0,env,0,1.000,0.084,13234176.000,1,0,curl,50,1.000,33.268,5997056.000,1,0,203.560,182.408,6164625408.000,6178309802.667,10,0
shasum,10,1.000,1.121,3112960.000,5,0,env,0,1.000,0.087,13234176.000,1,0,curl,50,1.000,36.070,5834240.000,5,0,177.840,186.636,6167516501.333,6184320853.333,10,0
shasum,10,1.000,1.484,3153920.000,5,0,env,10,1.000,1.096,2412544.000,5,0,curl,0,1.000,13.383,3889664.000,1,0,179.240,146.360,6166646784.000,6166768298.667,10,0
shasum,10,1.000,1.682,4085760.000,5,0,env,10,1.000,1.551,3876181.333,5,0,curl,0,1.000,0.191,37602816.000,1,0,127.720,127.542,6153086293.333,6154771968.000,10,0
shasum,10,1.000,1.590,2793472.000,5,0,env,10,1.000,1.466,3129344.000,5,0,curl,0,1.000,0.205,37536256.000,1,0,182.400,168.140,6171034282.667,6212189866.667,10,0
shasum,10,1.000,1.226,3496618.667,5,0,env,10,1.000,1.838,3943424.000,5,0,curl,10,1.000,7.715,39524864.000,1,0,146.120,147.968,6157549568.000,6169298773.333,10,0
shasum,10,1.000,1.649,4118016.000,1,0,env,10,1.000,1.234,4897280.000,1,0,curl,10,1.000,7.484,2916352.000,1,0,204.400,204.376,6197278037.333,6285867178.667,10,0
shasum,10,1.000,1.444,4243456.000,1,0,env,10,1.000,1.495,4368896.000,1,0,curl,10,1.000,6.515,3886080.000,1,0,196.520,171.110,6204820821.333,6215660544.000,10,0
shasum,10,1.000,1.248,3855360.000,1,0,env,10,1.000,1.374,4546560.000,1,0,curl,20,1.000,10.901,4695552.000,1,0,178.560,176.200,6192689152.000,6220174165.333,10,0
shasum,10,1.000,1.606,5079040.000,1,0,env,10,1.000,1.063,13240320.000,1,0,curl,20,1.000,10.212,2727936.000,1,0,199.800,178.050,6203779072.000,6226055168.000,10,0
shasum,10,1.000,1.493,2818048.000,5,0,env,10,1.000,1.178,4088320.000,5,0,curl,20,1.000,9.702,5071872.000,5,0,199.600,176.480,6215994709.333,6237805056.000,10,0
shasum,10,1.000,1.643,3987456.000,5,0,env,10,1.000,1.326,3684352.000,5,0,curl,30,1.000,21.434,5324800.000,5,0,184.240,185.640,6216773632.000,6251499690.667,10,0
shasum,10,1.000,1.188,3051520.000,5,0,env,10,1.000,1.052,3112960.000,5,0,curl,30,1.000,22.650,3096576.000,5,0,189.280,181.580,6255852202.667,6270950741.333,10,0
shasum,10,1.000,1.560,3635200.000,5,0,env,10,1.000,1.695,3391488.000,5,0,curl,30,1.000,18.831,4075520.000,13,0,191.640,199.130,6254460245.333,6335295488.000,10,0
shasum,10,1.000,1.617,3788800.000,1,0,env,10,1.000,1.144,4149248.000,1,0,curl,40,1.000,21.850,10589696.000,17,1,231.560,219.390,6424293376.000,6481235114.667,10,1
shasum,10,1.000,0.712,3485696.000,1,0,env,10,1.000,1.026,3709440.000,1,0,curl,40,1.000,16.052,10286421.333,1,0,218.560,193.140,6517399552.000,6555888298.667,20,0
shasum,10,1.000,1.304,3102720.000,1,0,env,10,1.000,1.283,15831040.000,1,0,curl,40,1.000,26.117,3374592.000,1,0,223.000,207.247,6457919488.000,6513997312.000,10,0
shasum,10,1.000,1.490,3794944.000,1,0,env,10,1.000,1.438,3844096.000,1,0,curl,50,1.000,35.559,9043968.000,1,0,223.640,216.240,6525717845.333,6496987306.667,10,0
shasum,10,1.000,1.458,4198400.000,1,0,env,10,1.000,1.508,4102144.000,1,0,curl,50,1.000,28.495,5799936.000,1,0,225.160,213.950,6275711658.667,6294488405.333,10,0
shasum,10,1.000,1.472,3903488.000,5,0,env,10,1.000,1.165,3547136.000,5,0,curl,50,1.000,32.974,5271552.000,5,0,211.200,207.100,6250007893.333,6273748480.000,10,0
shasum,10,1.000,1.439,2904064.000,5,0,env,20,1.000,1.913,15928832.000,5,0,curl,0,1.000,11.625,3622912.000,1,0,225.430,220.778,6259494912.000,6231248213.333,10,0
shasum,10,1.000,1.649,3377664.000,5,0,env,20,1.000,3.110,15912448.000,5,0,curl,0,1.000,0.226,3829760.000,1,0,214.115,206.599,6099768661.333,6075502762.667,10,0
shasum,10,1.000,1.676,3762858.667,5,0,env,20,1.000,2.884,3538944.000,13,0,curl,0,1.000,0.215,37687296.000,1,0,167.680,153.280,6045622272.000,6105496405.333,10,0
shasum,10,1.000,1.336,2879488.000,5,0,env,20,1.000,4.217,3137536.000,20,1,curl,10,1.000,8.195,39908352.000,1,0,149.880,165.997,6193333589.333,6255683925.333,10,1
shasum,10,1.000,0.859,3893248.000,1,0,env,20,1.000,2.247,3092480.000,5,0,curl,10,1.000,5.719,2932736.000,1,0,205.039,202.950,6351611221.333,6396086784.000,20,0
shasum,10,1.000,1.623,3173376.000,1,0,env,20,1.000,3.002,3809792.000,1,0,curl,10,1.000,8.389,4616704.000,1,0,233.760,202.170,6154128725.333,6195496106.667,10,0
shasum,10,1.000,1.579,3239936.000,1,0,env,20,1.000,2.580,4853760.000,1,0,curl,20,1.000,11.693,5169152.000,1,0,216.640,198.118,6127430314.667,6149308586.667,10,0
shasum,10,1.000,1.793,3047424.000,1,0,env,20,1.000,2.870,15955968.000,1,0,curl,20,1.000,14.417,5466112.000,1,0,203.200,198.290,6137499648.000,6159692800.000,10,0
shasum,10,1.000,1.452,3488768.000,1,0,env,20,1.000,2.441,4476928.000,1,0,curl,20,1.000,13.432,6811648.000,1,0,228.400,198.600,6131424597.333,6157128362.667,10,0
shasum,10,1.000,1.283,4007936.000,1,0,env,20,1.000,3.143,15894528.000,1,0,curl,30,1.000,14.650,6602240.000,1,0,207.840,191.960,6126796800.000,6128927573.333,10,0
shasum,10,1.000,1.583,3952640.000,5,0,env,20,1.000,2.711,4061184.000,5,0,curl,30,1.000,21.403,5478400.000,5,0,220.080,201.820,6097368405.333,6116680533.333,10,0
shasum,10,1.000,1.745,2945024.000,5,0,env,20,1.000,2.630,4159488.000,5,0,curl,30,1.000,22.708,5170176.000,5,0,198.560,194.510,6089116330.667,6120875690.667,10,0
shasum,10,1.000,1.346,3272704.000,5,0,env,20,1.000,3.367,15852544.000,5,0,curl,40,1.000,26.319,2822144.000,5,0,196.027,199.587,6100569429.333,6122896725.333,10,0
shasum,10,1.000,1.400,3262464.000,1,0,env,20,1.000,3.290,4545024.000,9,0,curl,40,1.000,26.211,7103488.000,9,0,214.396,209.589,6121227605.333,6221242709.333,10,0
shasum,10,1.000,1.313,4061184.000,1,0,env,20,1.000,2.334,6695424.000,1,0,curl,40,1.000,21.870,12630528.000,17,1,221.640,220.322,6332930730.667,6446726144.000,10,1
shasum,10,1.000,0.784,0.000,1,0,env,30,1.000,3.045,0.000,1,0,curl,0,1.000,3.021,12078421.333,1,0,245.680,194.760,6520518656.000,6376612864.000,20,0
shasum,10,1.000,1.530,3002368.000,5,0,env,30,1.000,4.161,3211264.000,5,0,curl,0,1.000,0.204,37863424.000,1,0,160.600,156.000,6087180288.000,6112747861.333,10,0
shasum,10,1.000,1.221,3667968.000,1,0,env,30,1.000,2.783,3612672.000,1,0,curl,0,1.000,0.215,37863424.000,1,0,161.920,136.630,6124591786.667,6117940565.333,10,0
shasum,10,1.000,1.744,4261376.000,1,0,env,30,1.000,4.142,15958016.000,1,0,curl,10,1.000,4.038,39053824.000,1,0,137.120,164.951,6084747946.667,6112537941.333,10,0
