function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,50,1.000,10.467,2371584.000,5,0,nodeinfo,0,1.000,0.102,51322880.000,1,0,curl,0,1.000,0.175,30773248.000,1,0,144.080,132.860,8767735125.333,8775332522.667,10,0
figlet,50,1.000,8.994,5005824.000,5,0,nodeinfo,0,1.000,0.120,51866112.000,1,0,curl,10,1.000,4.752,2838528.000,5,0,128.120,142.100,8767212885.333,8786968917.333,10,0
figlet,50,1.000,8.036,3922602.667,13,0,nodeinfo,0,1.000,0.135,52350464.000,1,0,curl,10,1.000,7.777,5473621.333,5,0,147.520,164.060,8816710997.333,8871342421.333,10,0
figlet,50,1.000,10.085,7994880.000,17,1,nodeinfo,0,1.000,0.095,52599808.000,1,0,curl,10,1.000,6.973,3899392.000,1,0,166.000,163.320,8948320938.667,9009404074.667,10,1
figlet,50,1.000,3.700,2961408.000,5,0,nodeinfo,10,1.000,0.986,53462016.000,1,0,curl,0,1.000,1.330,3533482.667,1,0,169.360,169.764,9074516650.667,9061447509.333,20,0
figlet,50,1.000,8.356,3679573.333,1,0,nodeinfo,10,1.000,1.593,6217728.000,1,0,curl,0,1.000,0.186,35323904.000,1,0,179.720,176.431,8894393685.333,8913717077.333,10,0
figlet,50,1.000,9.016,6549504.000,1,0,nodeinfo,10,1.000,1.810,6045696.000,1,0,curl,0,1.000,0.197,35323904.000,1,0,160.080,156.258,8882907136.000,8887939754.667,10,0
figlet,50,1.000,8.711,4503552.000,1,0,nodeinfo,10,1.000,1.848,7225344.000,1,0,curl,10,1.000,6.293,36555264.000,1,0,170.760,164.700,8882785621.333,8894455466.667,10,0
figlet,50,1.000,9.273,5277696.000,1,0,nodeinfo,10,1.000,1.954,7630848.000,1,0,curl,10,1.000,7.073,5316096.000,1,0,186.040,188.820,8894358869.333,8931087189.333,10,0
figlet,50,1.000,10.679,4364288.000,1,0,nodeinfo,10,1.000,2.169,5689344.000,1,0,curl,10,1.000,7.591,3784704.000,1,0,200.040,186.640,8917830314.667,8931243520.000,10,0
figlet,50,1.000,9.315,2797568.000,5,0,nodeinfo,10,1.000,2.474,6283264.000,5,0,curl,20,1.000,10.224,4380672.000,5,0,192.440,195.320,8915144021.333,8928564053.333,10,0
figlet,50,1.000,9.545,3891200.000,5,0,nodeinfo,10,1.000,2.030,5988352.000,5,0,curl,20,1.000,16.823,3691861.333,5,0,195.560,196.950,8947873792.000,8965378218.667,10,0
figlet,50,1.000,6.496,3248128.000,13,0,nodeinfo,10,1.000,2.252,7127040.000,5,0,curl,20,1.000,8.172,2822144.000,13,0,190.553,203.014,8959548074.667,9048218453.333,10,0
figlet,50,1.000,7.946,9736192.000,17,1,nodeinfo,10,1.000,1.677,5578752.000,1,0,curl,30,1.000,22.756,8821760.000,1,0,231.600,225.030,9248440320.000,9324946432.000,10,1
figlet,50,1.000,6.970,10272085.333,1,0,nodeinfo,10,1.000,1.171,5341184.000,1,0,curl,30,1.000,14.538,2977792.000,1,0,235.920,214.450,9272046933.333,9170486954.667,20,0
figlet,50,1.000,7.023,3190784.000,1,0,nodeinfo,10,1.000,1.993,6348800.000,1,0,curl,30,1.000,21.505,5275648.000,1,0,221.480,214.706,8991424512.000,9020318378.667,10,0
figlet,50,1.000,8.316,3129344.000,5,0,nodeinfo,10,1.000,2.395,5652480.000,5,0,curl,40,1.000,22.443,7018496.000,5,0,222.160,214.600,8991640234.667,9021859498.667,10,0
figlet,50,1.000,6.505,4190208.000,5,0,nodeinfo,10,1.000,1.965,5910528.000,5,0,curl,40,1.000,30.310,5068800.000,5,0,210.640,214.000,9031502506.667,9039793834.667,10,0
figlet,50,1.000,8.594,5130069.333,13,0,nodeinfo,10,1.000,2.059,5468160.000,5,0,curl,40,1.000,23.828,6723072.000,13,0,210.601,210.903,9022504277.333,9127223125.333,10,0
figlet,50,1.000,7.824,19518464.000,5,0,nodeinfo,20,1.000,1.985,57294336.000,5,0,curl,50,0.942,35.131,50399232.000,5,0,610.483,368.172,9274439680.000,9276859733.333,10,0
figlet,50,1.000,8.599,3487744.000,5,0,nodeinfo,20,1.000,3.892,8081408.000,5,0,curl,50,0.257,10.019,3051520.000,1,1,421.715,317.421,9480942933.333,9493598344.533,10,1
figlet,50,1.000,5.777,3465216.000,5,0,nodeinfo,20,1.000,3.797,5128192.000,5,0,curl,50,1.000,29.101,0.000,5,0,319.960,276.846,9471070890.667,9135794688.000,10,0
figlet,50,1.000,5.960,5046272.000,1,0,nodeinfo,30,1.000,5.831,15114240.000,1,0,curl,0,1.000,3.762,5731840.000,1,0,203.200,184.530,8900151978.667,8867191637.333,10,0
figlet,50,1.000,6.101,4196352.000,1,0,nodeinfo,30,1.000,3.593,8785920.000,1,0,curl,0,1.000,0.160,64172885.333,1,0,192.280,176.800,8776019285.333,8779418453.333,10,0
figlet,50,1.000,9.322,3727360.000,1,0,nodeinfo,30,1.000,5.063,9846784.000,1,0,curl,0,1.000,0.208,64176128.000,1,0,179.200,203.730,8748941312.000,8773241856.000,10,0
figlet,50,1.000,9.822,4546560.000,1,0,nodeinfo,30,1.000,5.019,7495680.000,1,0,curl,10,1.000,6.968,65562624.000,1,0,188.720,173.250,8701532160.000,8703768917.333,10,0
figlet,50,1.000,10.465,3903488.000,1,0,nodeinfo,30,1.000,5.826,5693440.000,1,0,curl,10,1.000,5.673,3713024.000,1,0,197.487,195.312,8688025600.000,8722535424.000,10,0
figlet,50,1.000,8.244,4392960.000,5,0,nodeinfo,30,1.000,4.645,5619712.000,5,0,curl,10,1.000,5.982,3231744.000,5,0,186.040,193.824,8729219072.000,8733663573.333,10,0
figlet,50,1.000,10.869,4366848.000,5,0,nodeinfo,30,1.000,5.138,7405568.000,5,0,curl,20,1.000,12.931,4867584.000,5,0,185.040,193.580,8722337109.333,8728322048.000,10,0
figlet,50,1.000,9.343,3447808.000,13,0,nodeinfo,30,1.000,5.897,7716864.000,5,0,curl,20,1.000,12.709,4425216.000,5,0,216.440,239.080,8730073770.667,8900122282.667,10,0
figlet,50,1.000,9.366,4657664.000,17,1,nodeinfo,30,1.000,7.423,12177408.000,9,0,curl,20,1.000,12.469,5720064.000,9,0,255.240,216.090,8905722538.667,8845982720.000,10,1
figlet,50,1.000,8.074,8194048.000,5,0,nodeinfo,40,1.000,6.252,5304320.000,5,0,curl,0,1.000,1.778,10347008.000,1,0,218.720,194.070,8939892736.000,8875104085.333,20,0
figlet,50,1.000,7.447,5997568.000,9,0,nodeinfo,40,1.000,9.115,5992448.000,9,0,curl,0,1.000,0.181,60272640.000,1,0,231.000,195.730,8566769664.000,8604076032.000,10,0
figlet,50,1.000,10.993,9436160.000,1,0,nodeinfo,40,1.000,8.511,6729728.000,1,0,curl,0,1.000,0.184,60272640.000,1,0,221.120,209.222,8812041557.333,8785902933.333,10,0
figlet,50,1.000,7.107,4747776.000,1,0,nodeinfo,40,1.000,4.167,8986624.000,1,0,curl,10,1.000,7.634,62419968.000,1,0,195.880,189.160,8573114368.000,8567213056.000,10,0
figlet,50,1.000,6.726,4331520.000,1,0,nodeinfo,40,1.000,5.938,5861376.000,1,0,curl,10,1.000,7.241,4644864.000,1,0,192.280,199.450,8541326677.333,8565924864.000,10,0
figlet,50,1.000,7.304,4845568.000,1,0,nodeinfo,40,1.000,6.242,6053888.000,1,0,curl,10,1.000,8.401,4593664.000,1,0,206.680,201.280,8545075882.667,8569151317.333,10,0
figlet,50,1.000,8.728,4222976.000,1,0,nodeinfo,40,1.000,6.817,6242304.000,1,0,curl,20,1.000,12.181,4956160.000,1,0,215.160,217.520,8546621440.000,8572541269.333,10,0
figlet,50,1.000,10.579,4481024.000,5,0,nodeinfo,40,1.000,6.451,7553024.000,5,0,curl,20,1.000,12.702,4734976.000,5,0,235.480,218.710,8530219690.667,8547657386.667,10,0
figlet,50,1.000,7.083,4339712.000,5,0,nodeinfo,40,1.000,5.162,4812800.000,5,0,curl,20,1.000,15.139,5362176.000,5,0,205.920,206.320,8531049813.333,8542223701.333,10,0
figlet,50,1.000,7.602,3731456.000,5,0,nodeinfo,40,1.000,5.738,6225920.000,5,0,curl,30,1.000,17.739,4249600.000,5,0,201.440,238.930,8538276522.667,8549506901.333,10,0
figlet,50,1.000,8.083,5211306.667,9,0,nodeinfo,40,1.000,7.819,13282304.000,9,0,curl,30,1.000,20.961,5733376.000,9,0,336.394,261.458,8512950954.667,8627906218.667,10,0
figlet,50,1.000,4.785,5012992.000,13,0,nodeinfo,40,1.000,7.998,12828672.000,13,0,curl,30,1.000,16.104,10612224.000,13,0,208.200,204.000,8826674517.333,8935050581.333,10,0
figlet,50,1.000,6.080,4366336.000,1,0,nodeinfo,40,1.000,4.909,11805184.000,1,0,curl,40,1.000,11.891,11541333.333,1,0,225.714,230.809,9135589376.000,9177600853.333,10,0
figlet,50,1.000,5.279,5578752.000,1,0,nodeinfo,40,1.000,4.897,4382720.000,1,0,curl,40,1.000,21.695,2989056.000,1,0,237.146,233.287,8838298282.667,8727139157.333,10,0
figlet,50,1.000,7.287,5519360.000,1,0,nodeinfo,40,1.000,4.368,5541888.000,1,0,curl,40,1.000,16.041,3260416.000,1,0,223.360,213.687,8640843093.333,8636526250.667,10,0
figlet,50,1.000,7.931,4659200.000,5,0,nodeinfo,40,1.000,5.496,5963776.000,5,0,curl,50,1.000,26.906,2904064.000,5,0,219.360,222.870,8578633728.000,8619514026.667,10,0
figlet,50,1.000,8.404,2895872.000,5,0,nodeinfo,40,1.000,6.705,5808128.000,5,0,curl,50,1.000,21.189,7824896.000,13,0,218.600,219.672,8626464768.000,8686696618.667,10,0
figlet,50,1.000,7.988,5521920.000,9,0,nodeinfo,40,1.000,8.565,13364736.000,9,0,curl,50,1.000,27.577,11972096.000,17,1,227.674,222.879,8768927744.000,8869971797.333,10,1
figlet,50,1.000,6.450,3654997.333,1,0,nodeinfo,50,1.000,6.554,28880896.000,1,0,curl,0,1.000,4.432,12130304.000,1,0,222.000,199.699,9083432960.000,8889888938.667,20,0
figlet,50,1.000,10.497,4486144.000,1,0,nodeinfo,50,1.000,4.614,8196096.000,1,0,curl,0,1.000,0.200,47185920.000,1,0,197.160,185.990,8595746816.000,8588468565.333,10,0
figlet,50,1.000,8.886,6934528.000,1,0,nodeinfo,50,1.000,3.997,6557696.000,1,0,curl,0,1.000,0.208,47185920.000,1,0,178.680,177.410,8563305130.667,8576852138.667,10,0
figlet,50,1.000,11.475,5122048.000,1,0,nodeinfo,50,1.000,7.783,5558272.000,1,0,curl,10,1.000,6.024,49379328.000,1,0,187.120,186.833,8560649557.333,8572911104.000,10,0
figlet,50,1.000,8.867,3325952.000,1,0,nodeinfo,50,1.000,7.520,5828608.000,1,0,curl,10,1.000,5.495,5083136.000,1,0,203.200,201.590,8562077013.333,8595542869.333,10,0
figlet,50,1.000,10.198,4542464.000,1,0,nodeinfo,50,1.000,7.187,7913472.000,1,0,curl,10,1.000,9.220,4450304.000,1,0,212.400,202.540,8567384746.667,8593097728.000,10,0
figlet,50,1.000,8.744,3735552.000,5,0,nodeinfo,50,1.000,6.994,7102464.000,5,0,curl,20,1.000,12.639,4896768.000,5,0,208.640,205.690,8581954901.333,8598950400.000,10,0
figlet,50,1.000,8.647,4114432.000,5,0,nodeinfo,50,1.000,6.860,6361088.000,5,0,curl,20,1.000,15.390,4634624.000,5,0,203.120,207.310,8590869162.667,8605419178.667,10,0
figlet,50,1.000,7.152,4311040.000,5,0,nodeinfo,50,1.000,6.723,7319552.000,5,0,curl,20,1.000,12.212,3129344.000,5,0,205.240,208.690,8599860565.333,8612803242.667,10,0
figlet,50,1.000,6.121,5658794.667,9,0,nodeinfo,50,1.000,10.172,16963584.000,9,0,curl,30,1.000,10.830,8920064.000,9,0,204.760,198.290,8611997013.333,8704796160.000,10,0
figlet,50,1.000,8.258,5067776.000,13,0,nodeinfo,50,1.000,9.369,13309952.000,13,0,curl,30,1.000,14.510,12374528.000,13,0,223.105,217.426,8859766101.333,8966369280.000,10,0
figlet,50,1.000,11.066,4988416.000,20,1,nodeinfo,50,1.000,15.006,10888704.000,20,1,curl,30,0.884,21.206,12163584.000,5,1,233.600,234.020,9146368682.667,9260121258.667,10,1
