function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_qrcode-go,rate_function_qrcode-go,success_rate_function_qrcode-go,cpu_usage_function_qrcode-go,ram_usage_function_qrcode-go,replica_qrcode-go,overloaded_function_qrcode-go,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,7.156,18269184.000,13,0,nodeinfo,40,1.000,8.404,56252928.000,13,0,qrcode-go,10,1.000,16.198,30783488.000,5,0,107.800,113.390,12879450794.667,12888991573.333,10,0
figlet,40,1.000,8.645,18446677.333,20,1,nodeinfo,40,1.000,7.032,56678400.000,20,1,qrcode-go,10,1.000,12.894,30760448.000,5,0,118.360,117.300,12902549504.000,12901687296.000,10,1
figlet,40,1.000,5.074,18094080.000,5,0,nodeinfo,50,1.000,5.169,56167765.333,5,0,qrcode-go,0,1.000,0.567,29984768.000,1,0,100.720,100.900,12898443946.667,12974863189.333,20,0
figlet,40,1.000,6.416,18134698.667,9,0,nodeinfo,50,1.000,9.371,57413120.000,9,0,qrcode-go,0,1.000,0.128,29956096.000,1,0,91.160,102.200,13005247146.667,13003749888.000,10,0
figlet,40,1.000,6.800,18449408.000,13,0,nodeinfo,50,1.000,9.019,61325312.000,13,0,qrcode-go,0,1.000,0.133,29954048.000,1,0,105.400,99.920,13007618730.667,13006655658.667,10,0
figlet,40,1.000,7.230,17132032.000,17,1,nodeinfo,50,1.000,10.704,55153152.000,17,1,qrcode-go,10,1.000,7.036,30078464.000,1,0,123.280,133.257,13063575552.000,13138324650.667,10,1
figlet,40,1.000,5.944,16988330.667,5,0,nodeinfo,50,1.000,7.318,57171456.000,5,0,qrcode-go,10,1.000,11.866,30307840.000,1,0,115.800,108.620,13186080768.000,13172841642.667,20,0
figlet,40,1.000,9.116,17058816.000,13,0,nodeinfo,50,1.000,9.752,57206784.000,13,0,qrcode-go,10,1.000,14.518,29900288.000,1,0,122.120,119.950,13083561984.000,13012531029.333,10,0
figlet,40,1.000,4.209,16990208.000,5,0,nodeinfo,50,1.000,7.719,57820672.000,5,0,qrcode-go,20,1.000,10.264,29968896.000,5,0,124.440,109.180,12977875626.667,12975924394.667,20,0
figlet,40,1.000,6.568,16929962.667,9,0,nodeinfo,50,1.000,9.950,58648576.000,9,0,qrcode-go,20,1.000,28.324,29941248.000,9,0,149.720,146.640,12988862464.000,12999897429.333,10,0
figlet,40,1.000,6.630,16956416.000,13,0,nodeinfo,50,1.000,9.851,59513856.000,13,0,qrcode-go,20,1.000,25.825,29699584.000,13,0,137.040,135.360,13000435029.333,12991134037.333,10,0
figlet,40,1.000,8.898,17233920.000,17,1,nodeinfo,50,1.000,10.921,59555328.000,17,1,qrcode-go,30,1.000,34.678,29550762.667,17,1,131.000,142.350,12992595968.000,12987337386.667,10,1
figlet,40,1.000,5.546,16913920.000,5,0,nodeinfo,50,1.000,8.896,59964416.000,5,0,qrcode-go,30,1.000,35.136,30050304.000,5,0,162.520,128.520,12980409685.333,12978996224.000,20,0
figlet,40,1.000,9.110,17042432.000,9,0,nodeinfo,50,1.000,8.951,59473237.333,9,0,qrcode-go,30,1.000,45.103,30635520.000,1,0,146.520,155.610,12983739050.667,13009170944.000,10,0
figlet,40,1.000,6.531,16976384.000,1,0,nodeinfo,50,1.000,8.694,59484330.667,17,1,qrcode-go,40,1.000,41.313,31684096.000,1,0,158.840,162.120,13038442496.000,13040346453.333,10,1
figlet,40,1.000,6.933,16999936.000,1,0,nodeinfo,50,1.000,7.650,59618133.333,1,0,qrcode-go,40,1.000,36.705,30957909.333,1,0,173.280,140.630,13040117077.333,13052519253.333,20,0
figlet,40,1.000,7.366,16725674.667,1,0,nodeinfo,50,1.000,7.718,57661440.000,1,0,qrcode-go,40,1.000,46.556,30133248.000,1,0,162.920,168.694,13139246421.333,13159265792.000,10,0
figlet,40,1.000,7.894,16472576.000,1,0,nodeinfo,50,1.000,8.587,57695232.000,1,0,qrcode-go,50,1.000,53.848,34401792.000,1,0,158.520,172.810,13170047658.667,13154083840.000,10,0
figlet,40,1.000,8.616,16494080.000,1,0,nodeinfo,50,1.000,9.825,59375957.333,1,0,qrcode-go,50,1.000,58.405,34854058.667,1,0,164.560,172.990,13052923221.333,13030867968.000,10,0
figlet,40,1.000,8.353,16709632.000,1,0,nodeinfo,50,1.000,9.195,60860416.000,1,0,qrcode-go,50,1.000,58.843,34960554.667,1,0,174.040,171.580,13031514794.667,13024271189.333,10,0
figlet,50,1.000,10.149,16707072.000,1,0,nodeinfo,0,1.000,3.104,60464640.000,1,0,qrcode-go,0,1.000,19.047,34228394.667,1,0,181.920,124.110,13022652416.000,13018078208.000,10,0
figlet,50,1.000,9.380,16736426.667,1,0,nodeinfo,0,1.000,0.108,60363776.000,1,0,qrcode-go,0,1.000,0.134,34041856.000,1,0,62.120,78.210,13006127104.000,13000314709.333,10,0
figlet,50,1.000,11.250,16904704.000,5,0,nodeinfo,0,1.000,0.127,60371968.000,1,0,qrcode-go,0,1.000,0.138,34172416.000,1,0,85.280,78.570,12979651925.333,12971191637.333,10,0
figlet,50,1.000,9.882,16569173.333,5,0,nodeinfo,0,1.000,0.143,59422720.000,1,0,qrcode-go,10,1.000,9.933,34430293.333,5,0,69.400,94.330,12972857344.000,12987159381.333,10,0
figlet,50,1.000,8.886,16498005.333,5,0,nodeinfo,0,1.000,0.136,59108864.000,1,0,qrcode-go,10,1.000,15.209,34059264.000,5,0,79.440,99.070,13009519957.333,13004015274.667,10,0
figlet,50,1.000,9.941,16615424.000,1,0,nodeinfo,0,1.000,0.099,59117568.000,1,0,qrcode-go,10,1.000,14.297,34292224.000,1,0,98.600,95.530,12997371221.333,12996306090.667,10,0
figlet,50,1.000,11.148,16763392.000,5,0,nodeinfo,0,1.000,0.112,58808832.000,1,0,qrcode-go,20,1.000,18.856,34769920.000,5,0,85.440,113.390,13002816170.667,13009523200.000,10,0
figlet,50,1.000,8.611,16634368.000,13,0,nodeinfo,0,1.000,0.119,58627584.000,1,0,qrcode-go,20,1.000,24.497,33655808.000,5,0,95.080,116.470,13012097024.000,12998424576.000,10,0
figlet,50,1.000,9.531,16764416.000,20,1,nodeinfo,0,1.000,0.115,58636458.667,1,0,qrcode-go,20,1.000,20.940,33303722.667,5,0,112.160,111.130,12991963136.000,12991794688.000,10,1
figlet,50,1.000,5.518,16570880.000,5,0,nodeinfo,10,1.000,1.318,58925568.000,5,0,qrcode-go,0,1.000,1.645,32692736.000,1,0,102.800,92.040,12990385493.333,13008737450.667,20,0
figlet,50,0.999,11.636,16848384.000,13,0,nodeinfo,10,1.000,1.834,60101973.333,5,0,qrcode-go,0,1.000,0.130,30602240.000,1,0,86.040,106.320,13015553365.333,13007569920.000,10,0
figlet,50,1.000,10.100,16812885.333,20,1,nodeinfo,10,1.000,2.155,60268032.000,5,0,qrcode-go,0,1.000,0.118,29450240.000,1,0,87.040,92.860,12995372373.333,13003229354.667,10,1
