function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_qrcode-go,rate_function_qrcode-go,success_rate_function_qrcode-go,cpu_usage_function_qrcode-go,ram_usage_function_qrcode-go,replica_qrcode-go,overloaded_function_qrcode-go,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,1,0,nodeinfo,0,1.000,0.000,0.000,1,0,qrcode-go,0,1.000,0.000,0.000,1,0,73.520,73.520,12198143317.333,12198143317.333,10,0
figlet,0,1.000,0.000,0.000,1,0,nodeinfo,0,1.000,0.000,0.000,1,0,qrcode-go,0,1.000,0.000,0.000,1,0,75.920,75.920,12193122986.667,12193122986.667,10,0
figlet,0,1.000,0.000,0.000,1,0,nodeinfo,0,1.000,0.000,0.000,1,0,qrcode-go,0,1.000,0.000,0.000,1,0,74.960,74.960,12188883626.667,12188883626.667,10,0
figlet,0,1.000,0.098,5790208.000,1,0,nodeinfo,0,1.000,0.144,22168064.000,1,0,qrcode-go,10,1.000,5.881,14839808.000,1,0,76.360,91.720,12186135893.333,12189017258.667,10,0
figlet,0,1.000,0.098,6163797.333,1,0,nodeinfo,0,1.000,0.122,23064064.000,1,0,qrcode-go,10,1.000,13.117,4235264.000,1,0,112.720,119.670,12195440640.000,12205310805.333,10,0
figlet,0,1.000,0.093,6461440.000,1,0,nodeinfo,0,1.000,0.132,23531008.000,1,0,qrcode-go,10,1.000,12.816,6017024.000,5,0,148.520,143.020,12218294954.667,12232043008.000,10,0
figlet,0,1.000,0.098,6857728.000,1,0,nodeinfo,0,1.000,0.141,23953920.000,1,0,qrcode-go,20,1.000,15.466,2879488.000,5,0,152.600,161.760,12213822122.667,12239435946.667,10,0
figlet,0,1.000,0.099,7113728.000,1,0,nodeinfo,0,1.000,0.128,24630272.000,1,0,qrcode-go,20,1.000,23.237,4485120.000,5,0,154.680,147.640,12218149546.667,12220063402.667,10,0
figlet,0,1.000,0.076,7393280.000,1,0,nodeinfo,0,1.000,0.125,25590784.000,1,0,qrcode-go,20,1.000,27.234,4324010.667,5,0,165.720,161.500,12215944533.333,12231225002.667,10,0
figlet,0,1.000,0.103,7615488.000,1,0,nodeinfo,0,1.000,0.117,26006016.000,1,0,qrcode-go,30,1.000,38.640,4909738.667,5,0,156.080,159.770,12205589162.667,12210732714.667,10,0
figlet,0,1.000,0.085,7858176.000,1,0,nodeinfo,0,1.000,0.137,25923072.000,1,0,qrcode-go,30,1.000,23.071,5653504.000,5,0,161.000,153.844,12210225152.000,12223395157.333,10,0
figlet,0,1.000,0.111,8161280.000,1,0,nodeinfo,0,1.000,0.136,25345706.667,1,0,qrcode-go,30,1.000,37.684,4560896.000,5,0,169.880,161.940,12234430464.000,12227883008.000,10,0
figlet,0,1.000,0.104,8420864.000,1,0,nodeinfo,0,1.000,0.125,25530880.000,1,0,qrcode-go,40,1.000,32.946,4459178.667,1,0,178.880,183.560,12217115989.333,12239206229.333,10,0
figlet,0,1.000,0.096,8474453.333,1,0,nodeinfo,0,1.000,0.129,25779712.000,1,0,qrcode-go,40,1.000,45.896,3133440.000,5,0,182.960,184.510,12217777493.333,12249673728.000,10,0
figlet,0,1.000,0.118,8539136.000,1,0,nodeinfo,0,1.000,0.135,25956522.667,1,0,qrcode-go,40,1.000,51.985,6619136.000,5,0,184.000,170.510,12253940394.667,12231002965.333,10,0
figlet,0,1.000,0.088,8561664.000,1,0,nodeinfo,0,1.000,0.137,26135552.000,1,0,qrcode-go,50,1.000,56.396,3944448.000,1,0,187.640,188.750,12213008384.000,12249757013.333,10,0
figlet,0,1.000,0.068,8590336.000,1,0,nodeinfo,0,1.000,0.135,26188970.667,1,0,qrcode-go,50,1.000,45.434,5074944.000,1,0,170.680,184.260,12240345088.000,12244222293.333,10,0
figlet,0,1.000,0.101,8644096.000,1,0,nodeinfo,0,1.000,0.128,26061994.667,1,0,qrcode-go,50,1.000,50.520,2977792.000,5,0,190.640,188.640,12229054464.000,12231821312.000,10,0
figlet,0,1.000,0.088,8679424.000,1,0,nodeinfo,10,1.000,1.673,5836800.000,5,0,qrcode-go,0,1.000,7.395,5652992.000,1,0,166.840,129.800,12225674581.333,12232581120.000,10,0
figlet,0,1.000,0.104,8687616.000,1,0,nodeinfo,10,1.000,2.825,7692288.000,5,0,qrcode-go,0,1.000,0.128,22908928.000,1,0,116.960,122.390,12250373461.333,12256969898.667,10,0
figlet,0,1.000,0.092,8742912.000,1,0,nodeinfo,10,1.000,2.942,8331264.000,5,0,qrcode-go,0,1.000,0.125,22908928.000,1,0,140.800,167.080,12275486720.000,12282433877.333,10,0
figlet,0,1.000,0.096,8762368.000,1,0,nodeinfo,10,1.000,3.793,6205440.000,5,0,qrcode-go,10,1.000,5.700,3026944.000,5,0,128.600,146.770,12253320533.333,12263986176.000,10,0
figlet,0,1.000,0.094,8767488.000,1,0,nodeinfo,10,1.000,2.294,5533696.000,5,0,qrcode-go,10,1.000,16.515,4799146.667,5,0,154.080,145.310,12303145642.667,12292954453.333,10,0
figlet,0,1.000,0.088,8804693.333,1,0,nodeinfo,10,1.000,1.787,5292032.000,1,0,qrcode-go,10,1.000,11.466,4185088.000,1,0,146.000,145.970,12286144512.000,12293607253.333,10,0
figlet,0,1.000,0.093,8860672.000,1,0,nodeinfo,10,1.000,1.727,4870144.000,1,0,qrcode-go,20,1.000,18.221,3795968.000,9,0,142.000,166.420,12241438037.333,12302641834.667,10,0
figlet,0,1.000,0.088,8849408.000,1,0,nodeinfo,10,1.000,2.789,5033984.000,1,0,qrcode-go,20,1.000,24.225,4572672.000,17,1,184.480,180.450,12357493418.667,12433437184.000,10,1
figlet,0,1.000,0.093,8871936.000,1,0,nodeinfo,10,1.000,3.152,16239274.667,1,0,qrcode-go,20,1.000,21.321,3825664.000,5,0,177.480,170.241,12498842282.667,12535895722.667,20,0
figlet,0,1.000,0.110,8880640.000,1,0,nodeinfo,10,1.000,2.782,7340032.000,1,0,qrcode-go,30,1.000,28.308,4404736.000,13,0,210.400,197.540,12342505472.000,12397526186.667,10,0
figlet,0,1.000,0.094,8884224.000,1,0,nodeinfo,10,1.000,1.621,10498048.000,1,0,qrcode-go,30,1.000,20.255,8126464.000,1,0,196.920,181.890,12471846912.000,12507900586.667,20,0
figlet,0,1.000,0.093,8884224.000,1,0,nodeinfo,10,1.000,2.129,6475776.000,1,0,qrcode-go,30,1.000,33.757,4543488.000,1,0,201.680,191.124,12320544768.000,12339109205.333,10,0
figlet,0,1.000,0.102,8884224.000,1,0,nodeinfo,10,1.000,1.667,5853184.000,1,0,qrcode-go,40,1.000,38.615,6934528.000,1,0,188.840,193.250,12313432064.000,12342159018.667,10,0
figlet,0,1.000,0.091,8884736.000,1,0,nodeinfo,10,1.000,2.336,5332992.000,1,0,qrcode-go,40,1.000,49.950,5071360.000,1,0,196.080,192.450,12327884800.000,12352275456.000,10,0
figlet,0,1.000,0.094,8888320.000,1,0,nodeinfo,10,1.000,2.178,5107712.000,1,0,qrcode-go,40,1.000,48.472,3305472.000,1,0,188.520,192.150,12313991850.667,12345560917.333,10,0
figlet,0,1.000,0.074,8888320.000,1,0,nodeinfo,10,1.000,2.913,7389184.000,1,0,qrcode-go,50,1.000,48.666,5094912.000,1,0,195.520,196.810,12322348373.333,12350912853.333,10,0
figlet,0,1.000,0.097,8889344.000,1,0,nodeinfo,10,1.000,3.855,7258112.000,1,0,qrcode-go,50,1.000,52.504,2977792.000,1,0,205.025,199.526,12319299584.000,12347557888.000,10,0
figlet,0,1.000,0.088,8901632.000,1,0,nodeinfo,10,1.000,1.887,5718016.000,5,0,qrcode-go,50,1.000,50.288,5443584.000,5,0,203.081,199.650,12317869397.333,12350817280.000,10,0
figlet,0,1.000,0.092,8907776.000,1,0,nodeinfo,20,1.000,3.016,19943424.000,5,0,qrcode-go,0,1.000,6.135,3410432.000,1,0,184.320,154.080,12352287402.667,12352778922.667,10,0
figlet,0,1.000,0.094,8908800.000,1,0,nodeinfo,20,1.000,3.032,5414912.000,5,0,qrcode-go,0,1.000,0.124,4022272.000,1,0,128.240,122.060,12336749226.667,12316650496.000,10,0
figlet,0,1.000,0.077,8908800.000,1,0,nodeinfo,20,1.000,4.431,5459968.000,5,0,qrcode-go,0,1.000,0.129,22720512.000,1,0,133.000,145.470,12322592768.000,12339710634.667,10,0
figlet,0,1.000,0.087,8908800.000,1,0,nodeinfo,20,1.000,4.167,15848789.333,5,0,qrcode-go,10,1.000,8.826,23155712.000,5,0,115.360,132.370,12308207616.000,12306127872.000,10,0
figlet,0,1.000,0.093,8909824.000,1,0,nodeinfo,20,1.000,8.144,9635840.000,13,0,qrcode-go,10,1.000,11.876,3993600.000,5,0,154.600,165.250,12322547029.333,12426419200.000,10,0
figlet,0,1.000,0.102,8916992.000,1,0,nodeinfo,20,1.000,10.099,15750656.000,17,1,qrcode-go,10,1.000,10.031,3940352.000,1,0,167.440,175.908,12557284693.333,12647159125.333,10,1
figlet,0,1.000,0.100,14685696.000,1,0,nodeinfo,30,1.000,5.210,5627904.000,5,0,qrcode-go,0,1.000,1.664,3997696.000,1,0,176.720,189.370,12741737813.333,12626468010.667,20,0
figlet,0,1.000,0.099,14712320.000,1,0,nodeinfo,30,1.000,7.638,5677056.000,9,0,qrcode-go,0,1.000,0.125,22458368.000,1,0,170.920,138.760,12327462912.000,12359060821.333,10,0
figlet,0,1.000,0.094,14905344.000,1,0,nodeinfo,30,1.000,7.495,5951488.000,1,0,qrcode-go,0,1.000,0.130,22458368.000,1,0,159.600,157.710,12445176490.667,12479376384.000,10,0
figlet,0,1.000,0.098,14905344.000,1,0,nodeinfo,30,1.000,4.593,5713920.000,1,0,qrcode-go,10,1.000,7.630,22511445.333,1,0,155.880,147.050,12335827626.667,12330319701.333,10,0
figlet,0,1.000,0.105,14905344.000,1,0,nodeinfo,30,1.000,4.216,6180864.000,1,0,qrcode-go,10,1.000,8.980,3223552.000,1,0,157.440,158.150,12303387989.333,12346371584.000,10,0
figlet,0,1.000,0.097,14932992.000,1,0,nodeinfo,30,1.000,4.981,18800640.000,1,0,qrcode-go,10,1.000,7.875,4097024.000,1,0,168.720,160.920,12338509824.000,12371204949.333,10,0
figlet,0,1.000,0.090,15015936.000,1,0,nodeinfo,30,1.000,4.616,5476352.000,1,0,qrcode-go,20,1.000,14.036,4401152.000,1,0,166.320,171.880,12340057429.333,12368521728.000,10,0
figlet,0,1.000,0.104,15015936.000,1,0,nodeinfo,30,1.000,4.754,7405568.000,1,0,qrcode-go,20,1.000,20.484,4741120.000,1,0,177.080,172.050,12341611178.667,12368111274.667,10,0
figlet,0,1.000,0.098,15015936.000,1,0,nodeinfo,30,1.000,3.703,5623808.000,1,0,qrcode-go,20,1.000,26.542,4704256.000,1,0,173.560,172.990,12335319722.667,12363949226.667,10,0
figlet,0,1.000,0.100,15015936.000,1,0,nodeinfo,30,1.000,4.305,5242880.000,1,0,qrcode-go,30,1.000,32.681,4686848.000,1,0,182.320,187.430,12335537493.333,12368965802.667,10,0
figlet,0,1.000,0.096,15015936.000,1,0,nodeinfo,30,1.000,4.718,18223104.000,1,0,qrcode-go,30,1.000,29.923,6512640.000,1,0,198.280,197.370,12342337536.000,12367719253.333,10,0
figlet,0,1.000,0.091,15015936.000,1,0,nodeinfo,30,1.000,4.351,5107712.000,1,0,qrcode-go,30,1.000,32.991,4857856.000,1,0,194.200,187.780,12331598506.667,12362923520.000,10,0
figlet,0,1.000,0.097,15020544.000,1,0,nodeinfo,30,1.000,3.920,6651904.000,5,0,qrcode-go,40,1.000,46.144,5371904.000,5,0,190.920,195.270,12357301589.333,12388767914.667,10,0
figlet,0,1.000,0.103,15028224.000,1,0,nodeinfo,30,1.000,4.401,6279168.000,5,0,qrcode-go,40,1.000,51.187,4148736.000,5,0,188.600,194.190,12375828480.000,12386472960.000,10,0
figlet,0,1.000,0.103,15028224.000,1,0,nodeinfo,30,1.000,3.934,5844992.000,5,0,qrcode-go,40,1.000,31.481,2838528.000,13,0,201.320,202.450,12362752682.667,12398982656.000,10,0
figlet,0,1.000,0.094,15030101.333,1,0,nodeinfo,30,1.000,8.089,20859904.000,9,0,qrcode-go,50,1.000,47.533,8103082.667,17,1,213.440,208.510,12458896042.667,12550334805.333,10,1
figlet,0,1.000,0.118,14918041.600,1,0,nodeinfo,30,1.000,4.422,4849664.000,5,0,qrcode-go,50,0.382,40.230,9329664.000,1,1,212.626,188.976,12681762816.000,12669990912.000,20,1
figlet,0,1.000,0.107,14979072.000,1,0,nodeinfo,30,1.000,3.164,5849088.000,1,0,qrcode-go,50,1.000,44.839,3072000.000,1,0,191.960,196.870,12541452288.000,12475803818.667,10,0
figlet,0,1.000,0.097,14908928.000,1,0,nodeinfo,40,1.000,5.421,5795840.000,1,0,qrcode-go,0,1.000,21.576,3983360.000,1,0,207.920,164.090,12403876522.667,12429820416.000,10,0
figlet,0,1.000,0.089,14913536.000,1,0,nodeinfo,40,1.000,7.252,13168640.000,1,0,qrcode-go,0,1.000,0.141,4628480.000,1,0,139.560,135.030,12386311509.333,12375858517.333,10,0
figlet,0,1.000,0.084,14916608.000,1,0,nodeinfo,40,1.000,5.030,6410240.000,1,0,qrcode-go,0,1.000,0.111,42799104.000,1,0,129.280,150.090,12320722261.333,12368182613.333,10,0
figlet,0,1.000,0.091,14917632.000,1,0,nodeinfo,40,1.000,5.966,7098368.000,1,0,qrcode-go,10,1.000,8.175,43833856.000,1,0,163.760,145.630,12315237717.333,12334467925.333,10,0
figlet,0,1.000,0.082,14917632.000,1,0,nodeinfo,40,1.000,5.779,13756416.000,1,0,qrcode-go,10,1.000,13.198,4456448.000,1,0,155.320,163.340,12320575488.000,12364839765.333,10,0
figlet,0,1.000,0.093,14917632.000,1,0,nodeinfo,40,1.000,6.814,6545408.000,1,0,qrcode-go,10,1.000,11.647,3985408.000,1,0,176.640,163.780,12347384490.667,12371359402.667,10,0
figlet,0,1.000,0.107,14917632.000,1,0,nodeinfo,40,1.000,6.366,5611520.000,5,0,qrcode-go,20,1.000,23.131,3838976.000,5,0,170.120,177.020,12354498560.000,12362746709.333,10,0
figlet,0,1.000,0.084,14917632.000,1,0,nodeinfo,40,1.000,6.342,6889472.000,5,0,qrcode-go,20,1.000,23.118,4476928.000,5,0,179.360,184.080,12354865834.667,12369022122.667,10,0
figlet,0,1.000,0.090,14917632.000,1,0,nodeinfo,40,1.000,6.300,6758400.000,5,0,qrcode-go,20,1.000,23.770,4951552.000,5,0,179.240,180.450,12371690837.333,12380940800.000,10,0
figlet,0,1.000,0.100,14920704.000,1,0,nodeinfo,40,1.000,12.280,16581802.667,13,0,qrcode-go,30,1.000,33.105,4725248.000,5,0,174.480,190.770,12373030229.333,12460566698.667,10,0
figlet,0,1.000,0.086,14925824.000,1,0,nodeinfo,40,1.000,13.244,14440789.333,17,1,qrcode-go,30,1.000,25.143,4450304.000,9,0,204.320,192.700,12608877226.667,12672790698.667,10,1
figlet,0,1.000,0.106,14330880.000,1,0,nodeinfo,40,1.000,6.537,6213632.000,1,0,qrcode-go,30,1.000,21.866,9155242.667,1,0,209.400,186.070,12783555925.333,12683398314.667,20,0
figlet,0,1.000,0.086,14245888.000,1,0,nodeinfo,40,1.000,6.348,47662080.000,1,0,qrcode-go,40,1.000,49.976,33913856.000,1,0,174.720,149.040,12319199914.667,12286504618.667,10,0
figlet,0,1.000,0.086,14245888.000,1,0,nodeinfo,40,1.000,6.251,51111936.000,1,0,qrcode-go,40,1.000,52.341,33514496.000,1,0,117.920,139.060,12284514986.667,12282275669.333,10,0
figlet,0,1.000,0.101,14245888.000,1,0,nodeinfo,40,1.000,6.704,50650112.000,1,0,qrcode-go,40,1.000,49.920,32713728.000,1,0,131.560,138.270,12281525589.333,12283138218.667,10,0
figlet,0,1.000,0.106,14245888.000,1,0,nodeinfo,40,1.000,8.001,50638336.000,1,0,qrcode-go,50,1.000,60.418,33075200.000,1,0,129.440,147.290,12289038336.000,12289493162.667,10,0
figlet,0,1.000,0.099,14331904.000,1,0,nodeinfo,40,1.000,7.783,50478592.000,1,0,qrcode-go,50,1.000,64.821,32853333.333,1,0,140.720,149.150,12291829760.000,12291349845.333,10,0
figlet,0,1.000,0.083,14245888.000,1,0,nodeinfo,40,1.000,7.011,49971370.667,1,0,qrcode-go,50,1.000,52.818,33492480.000,1,0,141.960,147.340,12294858069.333,12293673301.333,10,0
figlet,0,1.000,0.101,14248448.000,1,0,nodeinfo,50,1.000,8.681,49672192.000,1,0,qrcode-go,0,1.000,4.316,30471168.000,1,0,136.600,93.990,12290639872.000,12282484565.333,10,0
figlet,0,1.000,0.098,14249984.000,1,0,nodeinfo,50,1.000,9.252,50705920.000,1,0,qrcode-go,0,1.000,0.126,29220864.000,1,0,65.680,66.900,12271344298.667,12274434901.333,10,0
figlet,0,1.000,0.094,14305280.000,1,0,nodeinfo,50,1.000,8.768,53930666.667,1,0,qrcode-go,0,1.000,0.119,29293226.667,1,0,72.680,71.480,12282792618.667,12279411370.667,10,0
figlet,0,1.000,0.104,14253568.000,1,0,nodeinfo,50,1.000,6.195,54666752.000,1,0,qrcode-go,10,1.000,9.145,28852736.000,1,0,71.040,82.880,12272753322.667,12277262848.000,10,0
figlet,0,1.000,0.088,14254080.000,1,0,nodeinfo,50,1.000,6.915,54268416.000,1,0,qrcode-go,10,1.000,12.838,28377600.000,1,0,84.280,83.910,12277525162.667,12270038698.667,10,0
figlet,0,1.000,0.090,14254592.000,1,0,nodeinfo,50,1.000,8.428,54497792.000,1,0,qrcode-go,10,1.000,12.019,28275200.000,1,0,94.600,89.500,12262905173.333,12270929920.000,10,0
figlet,0,1.000,0.103,14257664.000,1,0,nodeinfo,50,1.000,9.284,54457856.000,1,0,qrcode-go,20,1.000,24.636,28639232.000,1,0,83.240,117.500,12279463253.333,12309381120.000,10,0
figlet,0,1.000,0.098,14258176.000,1,0,nodeinfo,50,1.000,7.975,54363648.000,1,0,qrcode-go,20,1.000,23.744,28775936.000,1,0,148.840,113.570,12351704405.333,12321687722.667,10,0
figlet,0,1.000,0.080,14258176.000,1,0,nodeinfo,50,1.000,7.340,54680576.000,1,0,qrcode-go,20,1.000,24.153,27762517.333,1,0,98.480,94.180,12305102165.333,12303513600.000,10,0
figlet,0,1.000,0.092,14299136.000,1,0,nodeinfo,50,1.000,7.054,54501717.333,1,0,qrcode-go,30,1.000,38.546,28271104.000,1,0,93.640,103.600,12298577920.000,12294539776.000,10,0
figlet,0,1.000,0.100,14323712.000,1,0,nodeinfo,50,1.000,8.577,55186432.000,1,0,qrcode-go,30,1.000,36.210,29168469.333,1,0,116.320,110.110,12214061738.667,12166669312.000,10,0
figlet,0,1.000,0.097,14434304.000,1,0,nodeinfo,50,1.000,8.519,55108608.000,1,0,qrcode-go,30,1.000,39.252,28181504.000,1,0,113.960,109.020,12152961706.667,12156291584.000,10,0
figlet,0,1.000,0.106,14326272.000,1,0,nodeinfo,50,1.000,6.143,54724096.000,1,0,qrcode-go,40,1.000,51.681,28195328.000,1,0,111.920,118.150,12170653696.000,12178012501.333,10,0
figlet,0,1.000,0.088,14327808.000,1,0,nodeinfo,50,1.000,7.118,54619136.000,5,0,qrcode-go,40,1.000,55.263,28230144.000,5,0,104.560,131.710,12149861034.667,12141805738.667,10,0
figlet,0,1.000,0.098,14327808.000,1,0,nodeinfo,50,1.000,9.615,54755840.000,5,0,qrcode-go,40,1.000,50.831,28921344.000,5,0,122.320,189.910,12148665002.667,12152559274.667,10,0
figlet,0,1.000,0.075,14327808.000,1,0,nodeinfo,50,1.000,7.312,55026688.000,5,0,qrcode-go,50,1.000,64.583,29313024.000,5,0,135.120,158.670,12163379882.667,12164172970.667,10,0
figlet,0,1.000,0.089,14329344.000,1,0,nodeinfo,50,1.000,8.608,55165440.000,5,0,qrcode-go,50,1.000,61.652,28265472.000,5,0,143.760,157.720,12149305344.000,12145677141.333,10,0
figlet,0,1.000,0.094,14331904.000,1,0,nodeinfo,50,1.000,9.629,55114752.000,9,0,qrcode-go,50,1.000,57.085,28717056.000,9,0,144.200,163.650,12152978090.667,12162040490.667,10,0
figlet,10,1.000,1.589,14855168.000,5,0,nodeinfo,0,1.000,3.639,55469568.000,1,0,qrcode-go,0,1.000,27.830,28144128.000,1,0,142.480,85.800,12186440362.667,12187496789.333,10,0
figlet,10,1.000,2.410,16930986.667,5,0,nodeinfo,0,1.000,0.134,55537664.000,1,0,qrcode-go,0,1.000,0.127,27872426.667,1,0,51.080,45.980,12200748373.333,12209253034.667,10,0
figlet,10,1.000,2.051,17393834.667,5,0,nodeinfo,0,1.000,0.116,55190016.000,1,0,qrcode-go,0,1.000,0.131,27875840.000,1,0,44.680,45.380,12220122453.333,12221846869.333,10,0
figlet,10,1.000,1.991,17307136.000,5,0,nodeinfo,0,1.000,0.125,55228416.000,1,0,qrcode-go,10,1.000,6.887,28442624.000,5,0,40.560,58.230,12234364928.000,12236763989.333,10,0
figlet,10,1.000,2.206,17130496.000,5,0,nodeinfo,0,1.000,0.158,54607872.000,1,0,qrcode-go,10,1.000,12.254,28500480.000,5,0,64.880,63.920,12225502549.333,12229833216.000,10,0
figlet,10,1.000,2.247,17230336.000,5,0,nodeinfo,0,1.000,0.128,53698560.000,1,0,qrcode-go,10,1.000,10.917,28407808.000,5,0,61.360,63.950,12252183210.667,12255900672.000,10,0
figlet,10,1.000,1.743,17241600.000,5,0,nodeinfo,0,1.000,0.126,53699072.000,1,0,qrcode-go,20,1.000,19.139,28510208.000,5,0,59.120,75.810,12256404138.667,12254687232.000,10,0
figlet,10,1.000,1.702,17209002.667,5,0,nodeinfo,0,1.000,0.104,53559296.000,1,0,qrcode-go,20,1.000,19.451,28267008.000,17,1,80.040,83.810,12232237738.667,12228136277.333,10,1
figlet,10,1.000,1.507,17299626.667,1,0,nodeinfo,0,1.000,0.121,53518336.000,1,0,qrcode-go,20,1.000,17.001,28173141.333,5,0,81.280,72.800,12230724266.667,12232216064.000,20,0
figlet,10,1.000,1.923,17280512.000,1,0,nodeinfo,0,1.000,0.110,53640192.000,1,0,qrcode-go,30,1.000,34.789,28433920.000,13,0,79.080,96.720,12236317354.667,12216389973.333,10,0
figlet,10,1.000,1.545,17333248.000,1,0,nodeinfo,0,1.000,0.119,53707434.667,1,0,qrcode-go,30,1.000,38.597,28285952.000,5,0,98.800,88.140,12184108373.333,12201559893.333,20,0
figlet,10,1.000,2.277,17264640.000,1,0,nodeinfo,0,1.000,0.129,53799936.000,1,0,qrcode-go,30,1.000,38.684,28356096.000,13,0,97.720,100.030,12212541440.000,12218456917.333,10,0
figlet,10,1.000,1.331,17318912.000,1,0,nodeinfo,0,1.000,0.144,53908992.000,1,0,qrcode-go,40,1.000,37.791,28453376.000,5,0,98.160,97.930,12232140117.333,12234621098.667,20,0
figlet,10,1.000,2.077,17308672.000,1,0,nodeinfo,0,1.000,0.116,53843456.000,1,0,qrcode-go,40,1.000,56.929,28352512.000,17,1,113.600,115.960,12239168170.667,12241116842.667,10,1
figlet,10,1.000,1.416,17351850.667,1,0,nodeinfo,0,1.000,0.117,53931520.000,1,0,qrcode-go,40,1.000,27.382,28431360.000,5,0,118.320,100.460,12239568213.333,12253010261.333,20,0
figlet,10,1.000,2.240,17419093.333,1,0,nodeinfo,0,1.000,0.124,54082560.000,1,0,qrcode-go,50,1.000,70.645,28894720.000,17,1,114.960,129.030,12261142528.000,12259749034.667,10,1
figlet,10,1.000,1.785,17491968.000,1,0,nodeinfo,0,1.000,0.126,54101504.000,1,0,qrcode-go,50,1.000,63.535,28058624.000,5,0,136.560,112.290,12267851093.333,12271323989.333,20,0
figlet,10,1.000,2.190,17371136.000,1,0,nodeinfo,0,1.000,0.119,54164138.667,1,0,qrcode-go,50,1.000,60.520,28325888.000,13,0,138.760,137.360,12272490496.000,12275725482.667,10,0
figlet,10,1.000,1.815,17537536.000,1,0,nodeinfo,10,1.000,1.012,54597632.000,1,0,qrcode-go,0,1.000,6.134,27585536.000,1,0,132.080,59.400,12271648768.000,12259878912.000,20,0
figlet,10,1.000,2.226,17601536.000,1,0,nodeinfo,10,1.000,2.124,55947776.000,1,0,qrcode-go,0,1.000,0.125,27308032.000,1,0,47.800,50.050,12263198037.333,12258111317.333,10,0
figlet,10,1.000,2.428,17655125.333,1,0,nodeinfo,10,1.000,2.041,56559104.000,1,0,qrcode-go,0,1.000,0.111,27308032.000,1,0,58.360,52.020,12252342954.667,12232828416.000,10,0
figlet,10,1.000,2.076,17464320.000,1,0,nodeinfo,10,1.000,1.851,56800768.000,1,0,qrcode-go,10,1.000,8.678,27723264.000,1,0,54.000,65.400,12221145088.000,12228649472.000,10,0
figlet,10,1.000,2.009,17449642.667,1,0,nodeinfo,10,1.000,1.958,57951744.000,1,0,qrcode-go,10,1.000,14.494,27965440.000,1,0,61.280,69.860,12236978858.667,12242795349.333,10,0
figlet,10,1.000,2.124,17504256.000,1,0,nodeinfo,10,1.000,1.851,48694784.000,1,0,qrcode-go,10,1.000,11.318,28020224.000,1,0,69.760,72.670,12235524096.000,12215194624.000,10,0
figlet,10,1.000,2.236,17592832.000,1,0,nodeinfo,10,1.000,1.809,51774976.000,1,0,qrcode-go,20,1.000,23.885,27673600.000,1,0,63.280,88.270,12215435946.667,12233723733.333,10,0
figlet,10,1.000,2.129,17592832.000,1,0,nodeinfo,10,1.000,1.486,53741568.000,1,0,qrcode-go,20,1.000,15.579,27841024.000,1,0,102.600,107.580,12251452074.667,12253593770.667,10,0
figlet,10,1.000,2.249,17534976.000,1,0,nodeinfo,10,1.000,2.264,55369386.667,1,0,qrcode-go,20,1.000,25.375,28230144.000,1,0,90.000,89.250,12262722901.333,12264041130.667,10,0
figlet,10,1.000,1.953,17546752.000,1,0,nodeinfo,10,1.000,2.340,56700928.000,1,0,qrcode-go,30,1.000,38.990,27581952.000,1,0,77.960,104.250,12270776320.000,12277820416.000,10,0
figlet,10,1.000,1.909,17593856.000,1,0,nodeinfo,10,1.000,1.645,55827456.000,1,0,qrcode-go,30,1.000,37.208,27698688.000,1,0,92.640,106.100,12282451285.333,12284418218.667,10,0
figlet,10,1.000,2.133,17583616.000,1,0,nodeinfo,10,1.000,1.261,55752192.000,1,0,qrcode-go,30,1.000,32.424,27596288.000,1,0,105.440,107.400,12280360960.000,12275463338.667,10,0
figlet,10,1.000,1.821,17563648.000,1,0,nodeinfo,10,1.000,2.213,55898624.000,1,0,qrcode-go,40,1.000,45.088,27830272.000,1,0,95.040,123.960,12271418026.667,12279257941.333,10,0
figlet,10,1.000,1.778,17611264.000,1,0,nodeinfo,10,1.000,2.371,56226816.000,1,0,qrcode-go,40,1.000,57.135,28240384.000,1,0,111.440,122.060,12280873642.667,12281888256.000,10,0
figlet,10,1.000,2.004,17605120.000,1,0,nodeinfo,10,1.000,2.083,56769536.000,1,0,qrcode-go,40,1.000,38.844,28361728.000,1,0,128.880,127.820,12263854762.667,12244699306.667,10,0
figlet,10,1.000,2.373,17649664.000,1,0,nodeinfo,10,1.000,1.543,56942080.000,1,0,qrcode-go,50,1.000,35.999,29169152.000,1,0,113.040,138.410,12240534869.333,12246029312.000,10,0
figlet,10,1.000,1.664,17645568.000,1,0,nodeinfo,10,1.000,2.274,56877568.000,1,0,qrcode-go,50,1.000,60.096,28338688.000,1,0,127.280,136.590,12247813461.333,12248154965.333,10,0
