function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,10,1.000,1.863,3727360.000,5,0,env,20,1.000,2.823,4380672.000,5,0,curl,30,1.000,19.695,5156864.000,5,0,170.000,166.327,13083129173.333,13108717738.667,10,0
figlet,10,1.000,2.032,3803136.000,5,0,env,20,1.000,2.538,4454400.000,5,0,curl,40,1.000,25.988,5951488.000,5,0,175.680,178.000,13089581056.000,13123328512.000,10,0
figlet,10,1.000,2.055,3907584.000,5,0,env,20,1.000,3.095,4642986.667,13,0,curl,40,1.000,22.177,8193536.000,13,0,182.960,188.769,13108659541.333,13222823253.333,10,0
figlet,10,1.000,2.011,2842624.000,1,0,env,20,1.000,3.982,7768064.000,17,1,curl,40,1.000,29.137,11395072.000,17,1,204.200,204.150,13381414229.333,13483414528.000,10,1
figlet,10,1.000,1.908,4222976.000,1,0,env,30,1.000,2.918,8397824.000,5,0,curl,0,1.000,3.004,11476309.333,1,0,207.720,168.670,13569335978.667,13575242922.667,20,0
figlet,10,1.000,1.876,3931136.000,1,0,env,30,1.000,3.753,3338240.000,13,0,curl,0,1.000,0.170,28311552.000,1,0,202.720,161.100,13190427306.667,13172943872.000,10,0
figlet,10,1.000,1.822,3900416.000,1,0,env,30,1.000,3.146,5989717.333,1,0,curl,0,1.000,0.240,28314794.667,1,0,153.560,120.970,13226049536.000,13246121130.667,20,0
figlet,10,1.000,1.687,4001792.000,1,0,env,30,1.000,2.819,4395008.000,1,0,curl,10,1.000,6.767,29869568.000,1,0,142.720,127.540,13077210453.333,13095110314.667,10,0
figlet,10,1.000,1.799,4104192.000,1,0,env,30,1.000,3.777,4778496.000,1,0,curl,10,1.000,5.164,4812800.000,1,0,146.880,137.357,13089548288.000,13137564842.667,10,0
figlet,10,1.000,1.383,5742592.000,1,0,env,30,1.000,4.265,4751360.000,1,0,curl,10,1.000,6.328,4423168.000,1,0,150.840,140.090,13123348480.000,13133145088.000,10,0
figlet,10,1.000,1.655,3643392.000,1,0,env,30,1.000,3.789,4962304.000,1,0,curl,20,1.000,10.805,6184960.000,1,0,155.480,146.777,13089647274.667,13122275328.000,10,0
figlet,10,1.000,1.891,5025792.000,1,0,env,30,1.000,3.378,3713536.000,1,0,curl,20,1.000,10.731,5691392.000,1,0,171.440,156.640,13104128000.000,13119646720.000,10,0
figlet,10,1.000,2.561,3648000.000,1,0,env,30,1.000,4.037,3256320.000,1,0,curl,20,1.000,13.819,5408768.000,1,0,168.240,157.427,13090264405.333,13117096277.333,10,0
figlet,10,1.000,1.536,2985984.000,5,0,env,30,1.000,3.296,6098944.000,5,0,curl,30,1.000,14.504,4823040.000,5,0,237.440,199.987,13076955818.667,13100728320.000,10,0
figlet,10,1.000,2.162,4069376.000,5,0,env,30,1.000,3.335,4634624.000,5,0,curl,30,1.000,18.498,5830144.000,5,0,177.960,170.420,13098978645.333,13130515456.000,10,0
figlet,10,1.000,1.346,3492864.000,5,0,env,30,1.000,3.949,4443136.000,5,0,curl,30,1.000,17.287,5649408.000,5,0,171.360,166.463,13090359296.000,13113659221.333,10,0
figlet,10,1.000,1.613,3647488.000,5,0,env,30,1.000,3.317,5542400.000,13,0,curl,40,1.000,19.529,4205226.667,13,0,174.400,183.070,13104392192.000,13195443370.667,10,0
figlet,10,1.000,1.726,3237888.000,1,0,env,30,1.000,4.535,2994176.000,17,1,curl,40,1.000,26.009,4597077.333,17,1,202.600,199.150,13385145002.667,13494111402.667,10,1
figlet,10,1.000,1.319,3825152.000,1,0,env,30,1.000,3.813,6034944.000,5,0,curl,40,1.000,19.257,8396288.000,1,0,193.560,182.369,13636512426.667,13746937685.333,20,0
figlet,10,1.000,1.835,3211264.000,1,0,env,30,1.000,3.024,9134080.000,1,0,curl,50,1.000,23.787,3368448.000,1,0,223.920,221.190,13497316010.667,13365278890.667,10,0
figlet,10,1.000,1.347,3518464.000,1,0,env,30,1.000,3.888,3402752.000,1,0,curl,50,1.000,29.480,3514368.000,1,0,208.969,204.002,13261417130.667,13251257002.667,10,0
figlet,10,1.000,1.872,3416064.000,1,0,env,30,1.000,4.279,4464640.000,1,0,curl,50,1.000,32.145,6307840.000,1,0,213.520,202.230,13220870144.000,13250675370.667,10,0
figlet,10,1.000,1.682,2977792.000,1,0,env,40,1.000,3.224,4497408.000,1,0,curl,0,1.000,12.280,3328000.000,1,0,201.800,149.150,13226708992.000,13220035584.000,10,0
figlet,10,1.000,2.332,3940352.000,1,0,env,40,1.000,4.324,6426624.000,1,0,curl,0,1.000,0.172,28659712.000,1,0,143.760,118.740,13172257450.667,13168877056.000,10,0
figlet,10,1.000,1.822,3993600.000,1,0,env,40,1.000,5.690,5118464.000,1,0,curl,0,1.000,0.224,28659712.000,1,0,134.840,143.550,13136560810.667,13186427904.000,10,0
figlet,10,1.000,2.152,4120576.000,5,0,env,40,1.000,3.606,5059584.000,5,0,curl,10,1.000,2.563,30029824.000,5,0,148.800,131.340,13157656576.000,13139519488.000,10,0
figlet,10,1.000,2.226,3639808.000,5,0,env,40,1.000,4.327,4775936.000,5,0,curl,10,1.000,6.544,4419584.000,5,0,153.960,148.719,13134743552.000,13170700970.667,10,0
figlet,10,1.000,2.484,3425792.000,5,0,env,40,1.000,5.583,3571029.333,13,0,curl,10,1.000,6.767,4600832.000,5,0,162.680,165.140,13159871829.333,13217417898.667,10,0
figlet,10,1.000,2.006,4145152.000,5,0,env,40,1.000,5.273,4130133.333,20,1,curl,20,1.000,11.690,5079552.000,5,0,158.800,171.830,13278908416.000,13362870954.667,10,1
figlet,10,1.000,1.713,3556693.333,1,0,env,40,1.000,3.792,6904832.000,5,0,curl,20,1.000,8.784,3117056.000,5,0,190.440,171.910,13458774016.000,13483863210.667,20,0
figlet,10,1.000,2.377,3567616.000,1,0,env,40,1.000,4.940,4653738.667,13,0,curl,20,1.000,10.441,4391936.000,1,0,225.074,202.839,13288748373.333,13340812117.333,10,0
figlet,10,1.000,1.666,3702784.000,1,0,env,40,1.000,4.319,8073216.000,1,0,curl,30,1.000,13.277,4250112.000,1,0,200.080,175.230,13412184746.667,13413894144.000,20,0
figlet,10,1.000,1.930,3858432.000,1,0,env,40,1.000,4.284,4514304.000,1,0,curl,30,1.000,18.028,3547136.000,1,0,184.280,179.350,13203494229.333,13268188501.333,10,0
figlet,10,1.000,1.846,3983360.000,1,0,env,40,1.000,4.076,6692864.000,1,0,curl,30,1.000,10.457,8663040.000,1,0,198.960,183.140,13281922389.333,13306599082.667,10,0
figlet,10,1.000,2.103,3952640.000,1,0,env,40,1.000,4.969,4027392.000,1,0,curl,40,1.000,27.716,5701632.000,1,0,185.880,182.520,13279491413.333,13317484714.667,10,0
figlet,10,1.000,1.714,3940352.000,1,0,env,40,1.000,5.194,6008832.000,1,0,curl,40,1.000,24.768,6219776.000,1,0,201.720,182.324,13314177024.000,13302919680.000,10,0
figlet,10,1.000,1.469,3416064.000,5,0,env,40,1.000,4.344,4340736.000,5,0,curl,40,1.000,25.790,5748736.000,5,0,194.960,179.870,13216540672.000,13240256341.333,10,0
figlet,10,1.000,1.795,4055040.000,5,0,env,40,1.000,5.557,3799040.000,5,0,curl,50,1.000,28.696,6586368.000,5,0,181.080,190.600,13244319061.333,13269108565.333,10,0
figlet,10,1.000,1.765,3897344.000,5,0,env,40,1.000,4.364,4362240.000,5,0,curl,50,1.000,29.139,8989184.000,13,0,196.440,198.350,13258378581.333,13293761365.333,10,0
figlet,10,1.000,2.142,3528704.000,1,0,env,40,1.000,5.282,3696640.000,9,0,curl,50,1.000,28.630,6879061.333,17,1,195.600,204.850,13355578026.667,13468481877.333,10,1
figlet,10,1.000,1.667,3504128.000,1,0,env,50,1.000,4.936,6787072.000,5,0,curl,0,1.000,3.572,9845418.667,1,0,208.680,165.586,13637655893.333,13667347285.333,20,0
figlet,10,1.000,2.094,3096064.000,1,0,env,50,1.000,4.694,2781184.000,13,0,curl,0,1.000,0.189,28950528.000,1,0,200.640,200.400,13359643989.333,13323864234.667,10,0
figlet,10,1.000,1.597,3118421.333,1,0,env,50,1.000,3.618,3129344.000,5,0,curl,0,1.000,0.175,28950528.000,1,0,265.080,133.720,13370707285.333,13400614058.667,20,0
figlet,10,1.000,2.302,3612672.000,1,0,env,50,1.000,6.280,2580480.000,13,0,curl,10,1.000,4.501,30857216.000,1,0,167.760,170.060,13264743765.333,13352415914.667,10,0
figlet,10,1.000,1.166,3260416.000,1,0,env,50,1.000,4.635,6709930.667,1,0,curl,10,1.000,6.241,4103680.000,1,0,186.280,149.600,13467993429.333,13489457493.333,20,0
figlet,10,1.000,1.344,3080192.000,1,0,env,50,1.000,5.251,4861952.000,1,0,curl,10,1.000,7.803,4651520.000,1,0,162.480,148.680,13256029525.333,13309165568.000,10,0
figlet,10,1.000,2.046,3846656.000,1,0,env,50,1.000,6.194,4464640.000,1,0,curl,20,1.000,11.346,7127040.000,1,0,165.520,163.160,13291969877.333,13319605760.000,10,0
figlet,10,1.000,2.395,4044800.000,1,0,env,50,1.000,6.901,5044224.000,1,0,curl,20,1.000,11.440,5048320.000,1,0,174.560,162.960,13298222421.333,13317976917.333,10,0
figlet,10,1.000,2.029,4253696.000,1,0,env,50,1.000,6.140,4653056.000,1,0,curl,20,1.000,12.834,4664320.000,1,0,183.206,160.931,13295982592.000,13318254080.000,10,0
figlet,10,1.000,2.118,4108288.000,5,0,env,50,1.000,7.361,4702208.000,5,0,curl,30,1.000,16.185,5163008.000,5,0,184.080,179.610,13298773333.333,13312575658.667,10,0
figlet,10,1.000,1.912,4216832.000,5,0,env,50,1.000,4.546,4091904.000,5,0,curl,30,1.000,22.969,4931584.000,5,0,177.400,178.753,13270287018.667,13295828650.667,10,0
figlet,10,1.000,1.988,3764224.000,5,0,env,50,1.000,6.864,4127744.000,13,0,curl,30,1.000,17.667,6681088.000,13,0,189.040,189.330,13281565354.667,13379864576.000,10,0
figlet,10,1.000,2.229,17727488.000,1,0,env,50,1.000,7.186,7601152.000,17,1,curl,40,1.000,25.761,11015850.667,17,1,183.600,205.240,13577179818.667,13709896874.667,10,1
figlet,10,1.000,1.490,3800064.000,1,0,env,50,1.000,5.049,8629760.000,5,0,curl,40,1.000,15.916,11317760.000,5,0,214.280,188.207,13851929258.667,13855888896.000,20,0
figlet,10,1.000,2.128,3385344.000,1,0,env,50,1.000,5.048,3162112.000,1,0,curl,40,1.000,22.011,3096576.000,1,0,241.880,239.319,13638291456.000,13569332394.667,10,0
figlet,10,1.000,1.211,3088384.000,5,0,env,50,1.000,5.577,3014656.000,5,0,curl,50,1.000,32.852,3031040.000,5,0,229.920,233.656,13519323818.667,13460270762.667,10,0
figlet,10,1.000,1.857,3342336.000,5,0,env,50,1.000,3.555,4218880.000,5,0,curl,50,1.000,30.335,3129344.000,5,0,221.840,226.107,13394486613.333,13417136298.667,10,0
figlet,10,1.000,2.290,4208640.000,5,0,env,50,1.000,4.134,4257792.000,5,0,curl,50,1.000,28.702,8393898.667,13,0,196.920,204.570,13396131840.000,13439624704.000,10,0
figlet,20,1.000,3.348,3002368.000,5,0,env,0,1.000,2.343,3598336.000,1,0,curl,0,1.000,12.489,11504128.000,1,0,213.600,180.343,13504274432.000,13556447914.667,10,0
figlet,20,1.000,3.546,3872768.000,9,0,env,0,1.000,0.092,4227072.000,1,0,curl,0,1.000,0.202,11374592.000,1,0,149.640,121.100,13475629738.667,13360320170.667,10,0
figlet,20,1.000,3.996,7639040.000,13,0,env,0,1.000,0.079,21749760.000,1,0,curl,0,1.000,0.157,30392320.000,1,0,90.960,96.080,13325720234.667,13368550058.667,10,0
figlet,20,1.000,4.648,3155285.333,1,0,env,0,1.000,0.090,21752832.000,1,0,curl,10,1.000,5.493,32276309.333,1,0,88.600,113.130,13418715818.667,13430465877.333,10,0
figlet,20,1.000,4.256,4108288.000,1,0,env,0,1.000,0.080,21753856.000,1,0,curl,10,1.000,5.574,5449728.000,1,0,147.200,138.270,13355750058.667,13328353792.000,10,0
figlet,20,1.000,3.260,6467584.000,1,0,env,0,1.000,0.074,21758976.000,1,0,curl,10,1.000,6.693,4283904.000,1,0,127.720,116.500,13292805461.333,13312448512.000,10,0
figlet,20,1.000,3.909,3952640.000,1,0,env,0,1.000,0.119,21762048.000,1,0,curl,20,1.000,10.480,4952064.000,1,0,136.960,126.040,13300299093.333,13317469354.667,10,0
figlet,20,1.000,3.467,4591616.000,1,0,env,0,1.000,0.073,21762048.000,1,0,curl,20,1.000,14.819,4442624.000,1,0,135.360,128.500,13309546496.000,13326704128.000,10,0
figlet,20,1.000,3.026,3827712.000,1,0,env,0,1.000,0.079,21762048.000,1,0,curl,20,1.000,12.403,5044224.000,1,0,141.400,126.790,13309990229.333,13314724864.000,10,0
figlet,20,1.000,3.931,3489792.000,5,0,env,0,1.000,0.090,21762048.000,1,0,curl,30,1.000,13.834,5380096.000,5,0,153.880,166.430,13283660458.667,13339912874.667,10,0
figlet,20,1.000,2.920,3997696.000,5,0,env,0,1.000,0.068,21762048.000,1,0,curl,30,1.000,17.558,6154240.000,5,0,161.200,155.280,13300736682.667,13302813866.667,10,0
figlet,20,1.000,3.353,4556288.000,5,0,env,0,1.000,0.082,21762048.000,1,0,curl,30,1.000,17.540,6865920.000,5,0,144.200,144.610,13281792682.667,13297358848.000,10,0
figlet,20,1.000,2.870,17949696.000,9,0,env,0,1.000,0.074,21762048.000,1,0,curl,40,1.000,21.555,7774208.000,17,1,152.760,223.910,13283568298.667,13359705429.333,10,1
figlet,20,1.000,2.522,3985920.000,5,0,env,0,1.000,0.068,21762048.000,1,0,curl,40,1.000,20.752,11810816.000,5,0,230.280,164.110,13527926784.000,13574873600.000,20,0
figlet,20,1.000,4.389,4687872.000,9,0,env,0,1.000,0.077,21762048.000,1,0,curl,40,1.000,25.913,4648618.667,9,0,214.000,187.760,13416890368.000,13466080085.333,10,0
figlet,20,1.000,4.285,3804160.000,1,0,env,0,1.000,0.072,21762048.000,1,0,curl,50,1.000,31.855,2609152.000,20,1,172.280,183.868,13571222186.667,13653520213.333,10,1
figlet,20,1.000,2.846,17882112.000,1,0,env,0,1.000,0.073,21825536.000,1,0,curl,50,1.000,27.134,7232853.333,1,0,195.680,171.050,13747331754.667,13618116778.667,20,0
figlet,20,1.000,3.279,4294656.000,1,0,env,0,1.000,0.072,21783210.667,1,0,curl,50,1.000,30.031,2789376.000,1,0,194.880,203.750,13372245333.333,13438768469.333,10,0
figlet,20,1.000,4.014,4362069.333,1,0,env,10,1.000,0.835,3022848.000,1,0,curl,0,1.000,8.825,3149824.000,1,0,199.440,138.030,13428094293.333,13383860053.333,10,0
figlet,20,1.000,4.169,5840896.000,1,0,env,10,1.000,1.528,3914752.000,1,0,curl,0,1.000,0.184,3985408.000,1,0,122.400,104.560,13341661866.667,13352878080.000,10,0
figlet,20,1.000,3.759,4114432.000,1,0,env,10,1.000,1.448,5349376.000,1,0,curl,0,1.000,0.181,30683136.000,1,0,125.360,132.700,13332785834.667,13395093162.667,10,0
figlet,20,1.000,4.409,4435968.000,1,0,env,10,1.000,1.177,3239936.000,1,0,curl,10,1.000,3.036,31603200.000,1,0,149.880,125.250,13373700778.667,13357768192.000,10,0
figlet,20,1.000,3.976,4216832.000,5,0,env,10,1.000,1.487,3999744.000,5,0,curl,10,1.000,7.545,4610048.000,5,0,159.650,139.120,13343756288.000,13398076245.333,10,0
figlet,20,1.000,3.511,17966080.000,5,0,env,10,1.000,1.297,3932160.000,5,0,curl,10,1.000,7.909,4196352.000,5,0,153.400,146.990,13391202986.667,13406502570.667,10,0
figlet,20,1.000,4.654,4038656.000,5,0,env,10,1.000,1.380,4357120.000,5,0,curl,20,1.000,9.926,5168128.000,5,0,156.560,154.640,13380189525.333,13408355669.333,10,0
figlet,20,1.000,4.443,4871168.000,13,0,env,10,1.000,1.270,3194880.000,5,0,curl,20,1.000,12.836,4141056.000,13,0,162.840,171.780,13385120426.667,13488865109.333,10,0
figlet,20,1.000,5.061,7702016.000,20,1,env,10,1.000,1.478,4316160.000,1,0,curl,20,1.000,14.408,8766976.000,1,0,174.760,191.680,13708523520.000,13845491029.333,10,1
figlet,20,1.000,3.450,8617984.000,1,0,env,20,1.000,0.981,4771328.000,1,0,curl,0,1.000,1.520,3295914.667,1,0,214.840,147.291,13851008341.333,13726570154.667,20,0
figlet,20,1.000,3.928,4409856.000,1,0,env,20,1.000,2.517,4175872.000,1,0,curl,0,1.000,0.173,30408704.000,1,0,155.200,131.590,13468646741.333,13460833792.000,10,0
figlet,20,1.000,3.950,4122624.000,1,0,env,20,1.000,2.807,4339712.000,1,0,curl,0,1.000,0.206,30408704.000,1,0,125.360,114.440,13449933482.667,13457083392.000,10,0
figlet,20,1.000,3.740,4407296.000,1,0,env,20,1.000,2.920,4681728.000,1,0,curl,10,1.000,4.785,31714474.667,1,0,124.640,119.540,13439002624.000,13458590720.000,10,0
figlet,20,1.000,3.218,3917824.000,1,0,env,20,1.000,3.214,4302848.000,1,0,curl,10,1.000,6.731,5388288.000,1,0,148.720,143.990,13459231402.667,13486885205.333,10,0
figlet,20,1.000,3.000,3615232.000,1,0,env,20,1.000,2.705,4253696.000,1,0,curl,10,1.000,6.893,5152768.000,1,0,161.080,139.910,13443453610.667,13455985664.000,10,0
figlet,20,1.000,1.868,5169152.000,1,0,env,20,1.000,2.980,4429824.000,1,0,curl,20,1.000,11.211,5070848.000,1,0,167.720,147.560,13433750869.333,13469299200.000,10,0
figlet,20,1.000,2.946,3599360.000,5,0,env,20,1.000,2.458,4558848.000,5,0,curl,20,1.000,10.053,4792320.000,5,0,174.680,158.160,13452721493.333,13471758506.667,10,0
figlet,20,1.000,3.091,4874240.000,5,0,env,20,1.000,3.123,3850240.000,5,0,curl,20,1.000,12.159,5613056.000,5,0,162.160,157.330,13452923562.667,13484249258.667,10,0
figlet,20,1.000,3.236,4075520.000,5,0,env,20,1.000,2.385,3055616.000,5,0,curl,30,1.000,14.980,4739072.000,5,0,177.880,168.500,13484966570.667,13503049557.333,10,0
figlet,20,1.000,4.334,4802560.000,9,0,env,20,1.000,2.239,3997184.000,9,0,curl,30,1.000,13.523,7417856.000,9,0,199.680,209.720,13487880874.667,13540308480.000,10,0
figlet,20,1.000,3.926,8230400.000,1,0,env,20,1.000,2.670,8468992.000,1,0,curl,30,1.000,17.389,11609600.000,1,0,221.200,217.870,13671570773.333,13738015232.000,10,0
figlet,20,1.000,3.137,3581952.000,1,0,env,20,1.000,3.122,8642560.000,1,0,curl,40,1.000,20.174,3186688.000,1,0,232.160,214.122,13637773994.667,13564596736.000,10,0
figlet,20,1.000,2.943,4468736.000,1,0,env,20,1.000,2.603,4376576.000,1,0,curl,40,1.000,21.324,5687296.000,1,0,201.560,192.950,13494770346.667,13529150122.667,10,0
figlet,20,1.000,3.473,3362816.000,1,0,env,20,1.000,2.812,4592128.000,1,0,curl,40,1.000,18.428,8421376.000,1,0,191.880,273.520,13510858752.000,13535600128.000,10,0
figlet,20,1.000,3.200,4272128.000,5,0,env,20,1.000,2.430,3659264.000,5,0,curl,50,1.000,30.995,5013504.000,5,0,207.080,192.812,13571882325.333,13568981674.667,10,0
figlet,20,1.000,3.026,2998272.000,5,0,env,20,1.000,2.522,4343808.000,5,0,curl,50,1.000,25.196,5707776.000,5,0,196.240,191.320,13531774976.000,13547862869.333,10,0
figlet,20,1.000,3.917,4286464.000,5,0,env,20,1.000,3.349,3964928.000,5,0,curl,50,1.000,31.515,8649216.000,13,0,191.960,201.712,13516863488.000,13578559146.667,10,0
figlet,20,1.000,3.704,4404053.333,9,0,env,30,1.000,3.299,4947285.333,9,0,curl,0,1.000,10.570,11980800.000,1,0,212.120,165.581,13679427584.000,13714229589.333,10,0
figlet,20,1.000,3.956,8141824.000,1,0,env,30,1.000,4.404,2953216.000,13,0,curl,0,1.000,0.190,11534336.000,1,0,168.440,147.800,13729294336.000,13687031296.000,10,0
figlet,20,1.000,3.214,2850816.000,1,0,env,30,1.000,3.260,6210560.000,1,0,curl,0,1.000,0.191,31129600.000,1,0,163.920,166.367,13650603349.333,13686862848.000,20,0
figlet,20,1.000,4.241,4442112.000,1,0,env,30,1.000,4.133,4782080.000,1,0,curl,10,1.000,5.503,33091584.000,1,0,170.960,142.390,13473980416.000,13473612970.667,10,0
figlet,20,1.000,3.856,18143232.000,1,0,env,30,1.000,3.964,4718592.000,1,0,curl,10,1.000,6.300,4857856.000,1,0,181.640,157.330,13477586944.000,13521170432.000,10,0
figlet,20,1.000,3.219,4341760.000,1,0,env,30,1.000,3.685,6930432.000,1,0,curl,10,1.000,5.383,4818944.000,1,0,157.320,148.820,13504006144.000,13530138794.667,10,0
figlet,20,1.000,3.108,5857280.000,1,0,env,30,1.000,3.439,4189184.000,1,0,curl,20,1.000,10.093,5801984.000,1,0,163.389,154.537,13506147669.333,13532226218.667,10,0
figlet,20,1.000,3.195,18031104.000,5,0,env,30,1.000,3.599,4626432.000,5,0,curl,20,1.000,13.333,5466112.000,5,0,187.520,161.600,13533267968.000,13547286698.667,10,0
figlet,20,1.000,4.299,4552704.000,5,0,env,30,1.000,4.949,4450304.000,5,0,curl,20,1.000,11.240,4968448.000,5,0,169.360,168.480,13508769109.333,13536687957.333,10,0
figlet,20,1.000,3.807,3186688.000,5,0,env,30,1.000,3.582,4364288.000,5,0,curl,30,1.000,16.297,5560320.000,5,0,174.360,171.940,13526884352.000,13565993813.333,10,0
figlet,20,1.000,3.859,4272640.000,9,0,env,30,1.000,3.634,5735424.000,9,0,curl,30,1.000,17.357,6601216.000,9,0,195.080,166.470,13567546709.333,13611884032.000,10,0
figlet,20,1.000,3.414,3997696.000,1,0,env,30,1.000,4.792,4634624.000,13,0,curl,30,1.000,16.650,12047189.333,1,0,182.320,181.570,13736974336.000,13810137429.333,10,0
figlet,20,1.000,2.240,3717632.000,1,0,env,30,1.000,3.364,3033770.667,1,0,curl,40,1.000,15.507,3899392.000,1,0,223.960,179.830,13805010944.000,13763263146.667,20,0
figlet,20,1.000,3.811,4090368.000,1,0,env,30,1.000,3.801,3919872.000,1,0,curl,40,1.000,27.749,5861376.000,1,0,207.760,195.750,13550437717.333,13590461610.667,10,0
figlet,20,1.000,3.900,4028928.000,1,0,env,30,1.000,3.808,3076096.000,1,0,curl,40,1.000,21.093,6062080.000,1,0,208.520,202.190,13584394922.667,13603307861.333,10,0
figlet,20,1.000,2.850,5746688.000,1,0,env,30,1.000,3.680,5742592.000,1,0,curl,50,1.000,34.048,7571456.000,1,0,198.000,199.812,13568618496.000,13587835392.000,10,0
figlet,20,1.000,3.003,3219456.000,5,0,env,30,1.000,4.112,3817472.000,5,0,curl,50,1.000,28.491,6578176.000,5,0,216.440,198.690,13577231018.667,13589990058.667,10,0
figlet,20,1.000,4.044,2719744.000,5,0,env,30,1.000,2.908,4126720.000,5,0,curl,50,1.000,32.209,7355392.000,13,0,199.760,212.070,13598049621.333,13659648000.000,10,0
figlet,20,1.000,4.028,4411904.000,9,0,env,40,1.000,4.626,3047424.000,9,0,curl,0,1.000,10.634,12121770.667,1,0,219.760,181.800,13751230464.000,13796921173.333,10,0
figlet,20,1.000,4.312,8076800.000,13,0,env,40,1.000,4.950,6377472.000,13,0,curl,0,1.000,0.156,4739072.000,1,0,178.440,146.520,13806627498.667,13780428800.000,10,0
figlet,20,1.000,6.314,8653312.000,1,0,env,40,1.000,7.834,3766272.000,20,1,curl,0,1.000,0.320,33309696.000,1,0,141.480,163.050,13848337066.667,13912181248.000,10,1
figlet,30,1.000,3.750,3830272.000,1,0,env,0,1.000,1.141,6395904.000,1,0,curl,0,1.000,0.194,34516992.000,1,0,197.800,134.230,13895544149.333,13752617642.667,20,0
figlet,30,1.000,6.146,5284352.000,1,0,env,0,1.000,0.067,21692928.000,1,0,curl,0,1.000,0.189,34516992.000,1,0,140.680,103.450,13502601898.667,13473915050.667,10,0
figlet,30,1.000,5.154,4466176.000,1,0,env,0,1.000,0.096,21729280.000,1,0,curl,0,1.000,0.198,34516992.000,1,0,97.600,87.820,13445686613.333,13447720277.333,10,0
figlet,30,1.000,4.554,4583424.000,1,0,env,0,1.000,0.072,21733376.000,1,0,curl,10,1.000,3.183,35536896.000,1,0,91.080,97.020,13425265322.667,13446101845.333,10,0
figlet,30,1.000,5.356,2441216.000,1,0,env,0,1.000,0.103,21733376.000,1,0,curl,10,1.000,8.150,4979712.000,1,0,163.480,179.800,13457995093.333,13489751722.667,10,0
figlet,30,1.000,5.594,4472832.000,1,0,env,0,1.000,0.083,21733376.000,1,0,curl,10,1.000,6.296,4403200.000,1,0,139.880,124.130,13479655424.000,13490399914.667,10,0
figlet,30,1.000,5.503,4036608.000,1,0,env,0,1.000,0.081,21733376.000,1,0,curl,20,1.000,9.859,5388800.000,1,0,139.640,128.560,13469117098.667,13472679082.667,10,0
figlet,30,1.000,4.412,3727872.000,5,0,env,0,1.000,0.085,21733376.000,1,0,curl,20,1.000,14.958,4972544.000,5,0,156.960,162.130,13450048853.333,13514393770.667,10,0
figlet,30,1.000,4.471,4282368.000,5,0,env,0,1.000,0.077,21733376.000,1,0,curl,20,1.000,13.952,5220864.000,5,0,157.240,151.220,13472875861.333,13474052949.333,10,0
figlet,30,1.000,4.214,5028352.000,9,0,env,0,1.000,0.072,21733376.000,1,0,curl,30,1.000,14.194,2752512.000,9,0,150.960,140.060,13476514474.667,13520352256.000,10,0
figlet,30,1.000,6.306,8638464.000,13,0,env,0,1.000,0.068,21733376.000,1,0,curl,30,1.000,23.375,6892032.000,13,0,159.880,155.590,13619335168.000,13698667008.000,10,0
figlet,30,1.000,7.528,3686400.000,17,1,env,0,1.000,0.075,21733376.000,1,0,curl,30,1.000,20.495,3088384.000,17,1,136.920,155.020,13832610474.667,13876685312.000,10,1
figlet,30,1.000,4.212,6400000.000,1,0,env,10,1.000,1.144,21744640.000,1,0,curl,0,1.000,2.972,7196160.000,1,0,169.720,160.730,14003922261.333,13898689024.000,20,0
figlet,30,1.000,5.204,3348480.000,1,0,env,10,1.000,1.250,3792896.000,1,0,curl,0,1.000,0.198,34840576.000,1,0,165.560,134.950,13452422485.333,13472070656.000,10,0
figlet,30,1.000,4.768,4601856.000,1,0,env,10,1.000,1.473,4237312.000,1,0,curl,0,1.000,0.211,34843818.667,1,0,121.720,121.530,13457586176.000,13474861568.000,10,0
figlet,30,1.000,5.994,4242432.000,1,0,env,10,1.000,1.351,4114944.000,1,0,curl,10,1.000,6.330,36178944.000,1,0,121.120,120.330,13464062634.667,13485057024.000,10,0
figlet,30,1.000,5.480,4535808.000,1,0,env,10,1.000,1.479,4405248.000,1,0,curl,10,1.000,6.270,4538368.000,1,0,155.040,141.740,13487549098.667,13524479658.667,10,0
figlet,30,1.000,5.044,4002304.000,1,0,env,10,1.000,1.458,3957248.000,1,0,curl,10,1.000,6.976,37650944.000,1,0,157.400,150.760,13506849450.667,13536598016.000,10,0
figlet,30,1.000,6.859,4753408.000,5,0,env,10,1.000,1.326,4132864.000,5,0,curl,20,1.000,14.488,4755456.000,5,0,166.200,151.480,13519009792.000,13541736448.000,10,0
figlet,30,1.000,5.050,4237824.000,5,0,env,10,1.000,1.268,4155392.000,5,0,curl,20,1.000,11.285,5001216.000,5,0,174.040,165.860,13536748885.333,13551890432.000,10,0
