function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,30,1.000,5.772,3121152.000,5,0,env,10,1.000,1.609,4400128.000,5,0,curl,20,1.000,13.490,4859904.000,5,0,176.240,173.410,13506250069.333,13526233941.333,10,0
figlet,30,1.000,4.491,3665920.000,9,0,env,10,1.000,1.614,3833344.000,1,0,curl,30,1.000,17.606,3433130.667,9,0,170.800,177.320,13493919061.333,13583888725.333,10,0
figlet,30,1.000,5.480,3497984.000,17,1,env,10,1.000,1.809,3853312.000,1,0,curl,30,1.000,17.206,4785664.000,17,1,183.720,192.518,13719957504.000,13825670144.000,10,1
figlet,30,1.000,5.468,3168256.000,1,0,env,10,1.000,1.118,5232128.000,1,0,curl,30,1.000,14.884,8876942.222,1,0,215.793,200.150,14020379989.333,14049977002.667,20,0
figlet,30,1.000,6.216,3227648.000,1,0,env,10,1.000,1.548,3309568.000,1,0,curl,40,1.000,19.414,3006976.000,1,0,226.240,213.240,13624729600.000,13615827114.667,10,0
figlet,30,1.000,5.283,4092416.000,1,0,env,10,1.000,1.402,3223552.000,1,0,curl,40,1.000,29.513,3942058.667,1,0,218.440,198.570,13575556437.333,13585811285.333,10,0
figlet,30,1.000,4.404,5840896.000,5,0,env,10,1.000,1.465,4372480.000,5,0,curl,40,1.000,22.565,5720064.000,5,0,207.560,192.083,13552478208.000,13580612949.333,10,0
figlet,30,1.000,4.873,2842624.000,5,0,env,10,1.000,1.381,3909632.000,5,0,curl,50,1.000,24.190,5554176.000,5,0,190.991,200.708,13570509482.667,13599971669.333,10,0
figlet,30,1.000,4.645,3889152.000,5,0,env,10,1.000,1.545,3643392.000,5,0,curl,50,1.000,25.546,9451008.000,13,0,203.320,202.930,13588886186.667,13650882901.333,10,0
figlet,30,1.000,4.948,4889600.000,9,0,env,10,1.000,1.311,3577856.000,1,0,curl,50,1.000,29.324,12140032.000,17,1,213.920,210.550,13750975829.333,13843062784.000,10,1
figlet,30,1.000,3.299,3461120.000,1,0,env,20,1.000,2.323,3693568.000,1,0,curl,0,1.000,3.866,12158464.000,1,0,212.853,161.100,13940826931.200,13910859093.333,20,0
figlet,30,1.000,4.754,4456960.000,1,0,env,20,1.000,2.861,4063232.000,1,0,curl,0,1.000,0.198,35164672.000,1,0,158.880,136.290,13536999424.000,13554599936.000,10,0
figlet,30,1.000,4.832,6492160.000,1,0,env,20,1.000,2.374,4019200.000,1,0,curl,0,1.000,0.187,35168256.000,1,0,141.720,126.200,13540257109.333,13554484053.333,10,0
figlet,30,1.000,5.151,18432000.000,1,0,env,20,1.000,3.143,4382720.000,1,0,curl,10,1.000,2.954,36128256.000,1,0,162.000,146.310,13530215765.333,13549379754.667,10,0
figlet,30,1.000,5.133,2838528.000,5,0,env,20,1.000,2.214,4325376.000,5,0,curl,10,1.000,6.461,4524032.000,5,0,158.680,146.880,13547247616.000,13585525077.333,10,0
figlet,30,1.000,4.604,4368384.000,5,0,env,20,1.000,2.294,4102144.000,5,0,curl,10,1.000,7.451,4591616.000,5,0,166.400,159.830,13559246165.333,13587399338.667,10,0
figlet,30,1.000,5.940,4364288.000,5,0,env,20,1.000,2.620,3923968.000,5,0,curl,20,1.000,12.717,5487616.000,5,0,163.080,167.820,13568088746.667,13594830336.000,10,0
figlet,30,1.000,6.114,5341696.000,13,0,env,20,1.000,1.975,3832832.000,5,0,curl,20,1.000,15.391,5637973.333,13,0,180.280,188.351,13569343488.000,13664843605.333,10,0
figlet,30,1.000,6.981,4367872.000,17,1,env,20,1.000,3.092,4890624.000,9,0,curl,20,1.000,12.288,9707349.333,1,0,204.360,191.080,13847156053.333,13935033685.333,10,1
figlet,30,1.000,4.241,7365290.667,1,0,env,30,1.000,3.442,7970304.000,1,0,curl,0,1.000,3.362,3231744.000,1,0,241.320,181.540,14010004138.667,13928170666.667,20,0
figlet,30,1.000,5.023,3858432.000,1,0,env,30,1.000,4.287,3035136.000,1,0,curl,0,1.000,0.191,35164160.000,1,0,164.880,165.820,13524886869.333,13537201493.333,10,0
figlet,30,1.000,5.451,4248576.000,1,0,env,30,1.000,4.240,4771840.000,1,0,curl,0,1.000,0.200,35164160.000,1,0,153.720,133.470,13522840917.333,13542415530.667,10,0
figlet,30,1.000,6.307,6742016.000,1,0,env,30,1.000,3.894,5025792.000,1,0,curl,10,1.000,4.009,36371968.000,1,0,137.760,134.600,13523119445.333,13539736234.667,10,0
figlet,30,1.000,5.699,4478976.000,1,0,env,30,1.000,4.603,4560896.000,1,0,curl,10,1.000,7.016,5189632.000,1,0,163.240,154.420,13536794624.000,13574003712.000,10,0
figlet,30,1.000,4.906,3055616.000,1,0,env,30,1.000,3.925,4311040.000,1,0,curl,10,1.000,6.356,4171776.000,1,0,183.400,156.610,13557419349.333,13577947477.333,10,0
figlet,30,1.000,4.780,5324800.000,5,0,env,30,1.000,3.366,4268032.000,5,0,curl,20,1.000,7.812,5939200.000,5,0,168.280,165.717,13551707477.333,13593871067.429,10,0
figlet,30,1.000,5.788,4270080.000,5,0,env,30,1.000,4.006,2813952.000,5,0,curl,20,1.000,12.172,4868096.000,5,0,178.150,170.368,13601267712.000,13617295872.000,10,0
figlet,30,1.000,6.721,4593664.000,5,0,env,30,1.000,3.022,2871296.000,5,0,curl,20,1.000,12.137,5136896.000,5,0,186.400,172.150,13586171904.000,13603682304.000,10,0
figlet,30,1.000,5.193,4773376.000,9,0,env,30,1.000,3.453,2985984.000,9,0,curl,30,1.000,17.319,2879488.000,9,0,174.470,167.917,13576478037.333,13649592320.000,10,0
figlet,30,1.000,5.830,3158016.000,13,0,env,30,1.000,4.289,4575744.000,13,0,curl,30,1.000,12.943,6120448.000,1,0,184.800,179.030,13801515008.000,13871043754.667,10,0
figlet,30,1.000,4.482,5633024.000,1,0,env,30,1.000,3.803,7927580.444,1,0,curl,30,1.000,7.020,3491157.333,1,0,230.800,181.173,13962017996.800,13949359616.000,20,0
figlet,30,1.000,4.359,3522560.000,1,0,env,30,1.000,3.938,3067392.000,1,0,curl,40,1.000,14.455,2980864.000,1,0,216.440,204.020,13659554474.667,13667214336.000,10,0
figlet,30,1.000,5.012,4051968.000,1,0,env,30,1.000,3.687,3244032.000,1,0,curl,40,1.000,31.060,6537216.000,1,0,202.120,192.070,13651277824.000,13678000128.000,10,0
figlet,30,1.000,3.995,4335616.000,5,0,env,30,1.000,3.099,4081664.000,5,0,curl,40,1.000,19.302,5152768.000,5,0,203.840,183.920,13656320682.667,13668099584.000,10,0
figlet,30,1.000,5.612,4478976.000,5,0,env,30,1.000,4.671,4341760.000,5,0,curl,50,1.000,28.987,5937152.000,5,0,200.760,199.370,13653708117.333,13689976832.000,10,0
figlet,30,1.000,6.245,4432896.000,9,0,env,30,1.000,3.771,4797440.000,9,0,curl,50,1.000,34.723,10029568.000,9,0,203.160,197.130,13673717760.000,13731154944.000,10,0
figlet,30,1.000,5.126,4669440.000,1,0,env,30,1.000,4.309,8716800.000,1,0,curl,50,1.000,22.716,9883648.000,1,0,215.680,204.250,13867953493.333,13911276544.000,10,0
figlet,30,1.000,4.387,18656256.000,1,0,env,40,1.000,3.052,2879488.000,1,0,curl,0,1.000,14.063,12181504.000,1,0,225.440,183.240,13750588074.667,13672027989.333,10,0
figlet,30,1.000,6.655,4647424.000,1,0,env,40,1.000,5.436,4864000.000,1,0,curl,0,1.000,0.195,3018752.000,1,0,144.600,135.990,13611343189.333,13619826176.000,10,0
figlet,30,1.000,4.828,4145152.000,1,0,env,40,1.000,4.737,4144640.000,1,0,curl,0,1.000,0.202,35876864.000,1,0,142.640,149.050,13599963136.000,13650819754.667,10,0
figlet,30,1.000,4.745,6172672.000,5,0,env,40,1.000,5.237,5857280.000,5,0,curl,10,1.000,6.972,37793280.000,5,0,170.040,147.580,13620348245.333,13605792256.000,10,0
figlet,30,1.000,5.882,3997184.000,5,0,env,40,1.000,6.132,4439552.000,5,0,curl,10,1.000,6.766,5517312.000,5,0,153.560,168.320,13587445760.000,13618814122.667,10,0
figlet,30,1.000,4.996,5709824.000,5,0,env,40,1.000,4.559,4519936.000,5,0,curl,10,1.000,7.716,4936704.000,5,0,187.000,164.730,13600654677.333,13621965482.667,10,0
figlet,30,1.000,4.752,3673088.000,13,0,env,40,1.000,4.819,4154709.333,13,0,curl,20,1.000,13.099,2945024.000,5,0,173.680,185.460,13602534058.667,13699929088.000,10,0
figlet,30,1.000,5.216,4410538.667,1,0,env,40,1.000,4.193,8146944.000,1,0,curl,20,1.000,10.125,6366208.000,1,0,192.480,180.930,13871506090.667,13932697770.667,10,0
figlet,30,1.000,3.867,5750784.000,1,0,env,40,1.000,4.057,3229696.000,1,0,curl,20,1.000,13.368,40014336.000,1,0,211.400,191.650,13753385642.667,13679205376.000,10,0
figlet,30,1.000,5.996,4013056.000,1,0,env,40,1.000,3.924,4267520.000,1,0,curl,30,1.000,15.262,3043328.000,1,0,201.640,192.840,13625888768.000,13672410794.667,10,0
figlet,30,1.000,6.659,4133888.000,5,0,env,40,1.000,3.879,21792768.000,5,0,curl,30,1.000,19.512,5115904.000,5,0,197.560,188.870,13667674794.667,13688678741.333,10,0
figlet,30,1.000,5.811,5705728.000,5,0,env,40,1.000,4.543,4433920.000,5,0,curl,30,1.000,22.701,5251072.000,5,0,185.080,187.390,13662713173.333,13687099392.000,10,0
figlet,30,1.000,6.092,4149248.000,5,0,env,40,1.000,4.699,3289088.000,13,0,curl,40,1.000,22.439,12169216.000,13,0,201.960,211.900,13673733461.333,13785072640.000,10,0
figlet,30,1.000,5.497,5795840.000,1,0,env,40,1.000,5.412,6341120.000,1,0,curl,40,1.000,23.167,5340160.000,1,0,236.920,211.095,13935273984.000,13993936896.000,10,0
figlet,30,1.000,6.371,3088384.000,1,0,env,40,1.000,3.693,3023360.000,1,0,curl,40,1.000,16.835,7192576.000,1,0,222.040,216.010,13844688213.333,13756510890.667,10,0
figlet,30,1.000,6.402,3670528.000,1,0,env,40,1.000,3.181,4343808.000,1,0,curl,50,1.000,25.453,8675328.000,1,0,211.680,208.470,13686581930.667,13715177301.333,10,0
figlet,30,1.000,4.873,4151296.000,5,0,env,40,1.000,5.360,6729728.000,5,0,curl,50,1.000,26.385,3112960.000,5,0,213.600,203.950,13706076842.667,13732763989.333,10,0
figlet,30,1.000,5.145,3362816.000,5,0,env,40,1.000,6.302,3917824.000,5,0,curl,50,1.000,29.074,5242880.000,5,0,200.560,203.941,13733328896.000,13743696554.667,10,0
figlet,30,1.000,4.446,5193728.000,1,0,env,50,1.000,5.871,4600320.000,1,0,curl,0,1.000,6.139,3977216.000,1,0,185.880,150.987,13713386154.667,13732318549.333,10,0
figlet,30,1.000,4.672,4820992.000,1,0,env,50,1.000,3.728,4582912.000,1,0,curl,0,1.000,0.192,4923392.000,1,0,155.680,140.920,13674132138.667,13665179306.667,10,0
figlet,30,1.000,5.580,3280896.000,1,0,env,50,1.000,6.866,3579904.000,1,0,curl,0,1.000,0.146,35737600.000,1,0,143.480,160.532,13634230272.000,13701995690.667,10,0
figlet,30,1.000,4.363,4689920.000,1,0,env,50,1.000,6.617,5603328.000,1,0,curl,10,1.000,4.564,37132800.000,1,0,178.920,155.720,13685129898.667,13669805056.000,10,0
figlet,30,1.000,4.677,4258304.000,1,0,env,50,1.000,5.052,4730880.000,1,0,curl,10,1.000,6.074,4920661.333,1,0,168.680,158.850,13662003882.667,13700476586.667,10,0
figlet,30,1.000,6.796,6180864.000,5,0,env,50,1.000,6.061,4450304.000,5,0,curl,10,1.000,6.557,7036928.000,5,0,170.160,196.390,13686812672.000,13742024192.000,10,0
figlet,30,1.000,4.519,3117056.000,5,0,env,50,1.000,5.802,2887680.000,5,0,curl,20,1.000,13.466,3256320.000,5,0,234.680,205.440,13676647765.333,13644529834.667,10,0
figlet,30,1.000,6.087,4624384.000,9,0,env,50,1.000,6.703,5142528.000,9,0,curl,20,1.000,12.384,6606848.000,9,0,184.160,172.770,13604531541.333,13638991701.333,10,0
figlet,30,1.000,4.233,8280064.000,13,0,env,50,1.000,4.259,4554752.000,13,0,curl,20,1.000,7.966,10490368.000,13,0,182.560,176.330,13754853376.000,13851259050.667,10,0
figlet,30,1.000,5.476,8999936.000,17,1,env,50,1.000,4.774,8508928.000,17,1,curl,30,1.000,14.283,11109205.333,17,1,202.920,204.498,14020360192.000,14085170517.333,10,1
figlet,30,1.000,5.443,3487744.000,1,0,env,50,1.000,4.265,3492522.667,1,0,curl,30,1.000,11.640,10919936.000,1,0,214.840,199.796,14200069461.333,14091795114.667,20,0
figlet,30,1.000,6.045,3055616.000,1,0,env,50,1.000,5.158,3186688.000,1,0,curl,30,1.000,22.283,3121152.000,1,0,230.520,230.390,13691547648.000,13629437098.667,10,0
figlet,30,1.000,4.764,3289088.000,1,0,env,50,1.000,6.151,3379200.000,1,0,curl,40,1.000,26.499,4391424.000,1,0,215.560,205.330,13520557397.333,13528297130.667,10,0
figlet,30,1.000,6.184,3926016.000,5,0,env,50,1.000,6.075,4917248.000,5,0,curl,40,1.000,24.255,5040128.000,5,0,211.840,207.898,13481671338.667,13479971157.333,10,0
figlet,30,1.000,6.295,4298752.000,5,0,env,50,1.000,5.640,3190784.000,5,0,curl,40,1.000,29.390,5527552.000,5,0,192.520,199.610,13454902613.333,13488373248.000,10,0
figlet,30,1.000,5.886,4345856.000,5,0,env,50,1.000,6.138,4800512.000,5,0,curl,50,1.000,25.040,8166229.333,13,0,205.840,218.662,13491837610.667,13543784106.667,10,0
figlet,30,1.000,5.353,4658688.000,9,0,env,50,1.000,4.021,5163008.000,9,0,curl,50,1.000,29.149,13200554.667,17,1,251.680,220.010,13578376533.333,13627700394.667,10,1
figlet,30,1.000,0.971,8675328.000,5,0,env,50,1.000,3.668,3952640.000,5,0,curl,50,1.000,17.505,12460544.000,5,0,211.633,180.399,13756161365.333,13811217408.000,20,0
figlet,40,1.000,5.734,5111808.000,1,0,env,0,1.000,1.239,2792448.000,1,0,curl,0,1.000,0.357,3356672.000,1,0,223.600,169.820,13630698837.333,13534497962.667,10,0
figlet,40,1.000,8.044,5160960.000,1,0,env,0,1.000,0.077,3227648.000,1,0,curl,0,1.000,0.153,3444736.000,1,0,150.080,120.080,13361797802.667,13333254314.667,10,0
figlet,40,1.000,8.679,3790848.000,1,0,env,0,1.000,0.078,22024192.000,1,0,curl,0,1.000,0.226,40800938.667,1,0,108.840,117.140,13301929301.333,13328392704.000,10,0
figlet,40,1.000,7.780,4810752.000,1,0,env,0,1.000,0.075,22024192.000,1,0,curl,10,1.000,5.001,42101589.333,1,0,116.640,110.650,13317001216.000,13307051861.333,10,0
figlet,40,1.000,8.191,3100672.000,1,0,env,0,1.000,0.077,22024192.000,1,0,curl,10,1.000,7.752,4341760.000,1,0,142.160,133.700,13303992320.000,13337204736.000,10,0
figlet,40,1.000,7.929,4245504.000,5,0,env,0,1.000,0.073,22024192.000,1,0,curl,10,1.000,8.609,4544512.000,5,0,144.200,134.860,13331202048.000,13347339264.000,10,0
figlet,40,1.000,7.390,4294656.000,5,0,env,0,1.000,0.094,22024192.000,1,0,curl,20,1.000,13.695,4786176.000,5,0,129.640,138.060,13333407744.000,13342104234.667,10,0
figlet,40,1.000,5.680,3762858.667,5,0,env,0,1.000,0.066,22024192.000,1,0,curl,20,1.000,11.346,5215232.000,5,0,152.160,148.200,13325759146.667,13344222549.333,10,0
figlet,40,1.000,7.473,5363200.000,9,0,env,0,1.000,0.074,22024192.000,1,0,curl,20,1.000,11.866,3018752.000,9,0,140.200,137.980,13326942890.667,13367354368.000,10,0
figlet,40,1.000,7.518,8732160.000,13,0,env,0,1.000,0.081,22024192.000,1,0,curl,30,1.000,17.376,5885440.000,13,0,178.800,175.190,13470068736.000,13597824512.000,10,0
figlet,40,1.000,5.204,9181866.667,5,0,env,0,1.000,0.060,22024192.000,1,0,curl,30,1.000,16.121,9172992.000,5,0,174.760,172.063,13740200618.667,13786344960.000,20,0
figlet,40,1.000,4.648,4149248.000,1,0,env,0,1.000,0.082,22024192.000,1,0,curl,30,1.000,20.036,7122432.000,1,0,213.440,184.152,13546316458.667,13488491349.333,10,0
figlet,40,1.000,6.910,3002368.000,1,0,env,0,1.000,0.084,22024192.000,1,0,curl,40,1.000,13.877,8013824.000,1,0,162.880,190.178,13396035584.000,13463211008.000,10,0
figlet,40,1.000,8.329,4702208.000,1,0,env,0,1.000,0.078,22024192.000,1,0,curl,40,1.000,24.774,5263872.000,1,0,208.760,187.010,13458766506.667,13425110698.667,10,0
figlet,40,1.000,7.362,4765696.000,1,0,env,0,1.000,0.076,22024192.000,1,0,curl,40,1.000,28.333,7186432.000,1,0,174.840,174.750,13379621546.667,13409373184.000,10,0
figlet,40,1.000,7.593,18734080.000,5,0,env,0,1.000,0.069,22024192.000,1,0,curl,50,1.000,32.028,8564736.000,5,0,180.680,175.390,13396915541.333,13420689578.667,10,0
figlet,40,1.000,6.798,4402176.000,5,0,env,0,1.000,0.068,22024192.000,1,0,curl,50,1.000,35.906,7063552.000,5,0,179.360,184.770,13417220778.667,13422486869.333,10,0
figlet,40,1.000,7.088,4782080.000,5,0,env,0,1.000,0.087,22024192.000,1,0,curl,50,1.000,28.098,6182400.000,5,0,182.240,192.838,13397988693.333,13411655338.667,10,0
figlet,40,1.000,7.852,3158016.000,13,0,env,10,1.000,0.811,22038528.000,5,0,curl,0,1.000,13.972,3899904.000,1,0,186.000,149.100,13376942762.667,13405288448.000,10,0
figlet,40,1.000,8.076,3653632.000,20,1,env,10,1.000,1.561,3227648.000,5,0,curl,0,1.000,0.174,40271872.000,1,0,168.800,153.580,13483348650.667,13543288832.000,10,1
figlet,40,1.000,5.133,6682168.889,5,0,env,10,1.000,1.375,4348586.667,1,0,curl,0,1.000,0.201,40402944.000,1,0,146.160,137.190,13632141994.667,13611613525.333,20,0
figlet,40,1.000,6.954,3436544.000,13,0,env,10,1.000,1.412,4055040.000,1,0,curl,10,1.000,5.240,42516992.000,1,0,166.560,160.630,13404650837.333,13458891093.333,10,0
figlet,40,1.000,4.201,6483285.333,5,0,env,10,1.000,1.038,3410602.667,1,0,curl,10,1.000,4.793,4318720.000,1,0,176.160,160.550,13554782208.000,13624140629.333,20,0
figlet,40,1.000,7.109,4297216.000,13,0,env,10,1.000,1.603,3768832.000,1,0,curl,10,1.000,6.167,4282368.000,1,0,214.880,205.070,13488135509.333,13544227840.000,10,0
figlet,40,1.000,5.683,3860992.000,1,0,env,10,1.000,0.656,3535872.000,1,0,curl,20,1.000,7.871,3158016.000,1,0,190.200,159.630,13654872746.667,13652082005.333,20,0
figlet,40,1.000,7.316,4546560.000,1,0,env,10,1.000,1.781,4112384.000,1,0,curl,20,1.000,11.351,5593088.000,1,0,183.920,176.790,13458466816.000,13515643392.000,10,0
figlet,40,1.000,6.963,6615040.000,1,0,env,10,1.000,0.912,3286357.333,1,0,curl,20,1.000,11.843,4395008.000,1,0,229.720,213.590,13494086314.667,13513221973.333,10,0
figlet,40,1.000,7.413,5052416.000,1,0,env,10,1.000,1.460,4141056.000,1,0,curl,30,1.000,17.164,5632000.000,1,0,193.320,183.910,13517378901.333,13546397184.000,10,0
figlet,40,1.000,8.654,4939776.000,5,0,env,10,1.000,1.553,4241408.000,5,0,curl,30,1.000,20.069,4855808.000,5,0,200.360,183.960,13539731456.000,13558022485.333,10,0
figlet,40,1.000,8.634,4388864.000,5,0,env,10,1.000,1.502,3449344.000,5,0,curl,30,1.000,23.866,4598272.000,5,0,193.760,188.430,13550740821.333,13568621738.667,10,0
figlet,40,1.000,7.859,4645888.000,13,0,env,10,1.000,1.712,3855360.000,5,0,curl,40,1.000,26.767,4669440.000,13,0,194.520,201.590,13553207978.667,13655311701.333,10,0
figlet,40,1.000,7.347,4463104.000,17,1,env,10,1.000,1.814,3837952.000,1,0,curl,40,1.000,28.276,10288128.000,17,1,217.200,213.880,13818393258.667,13952026794.667,10,1
figlet,40,1.000,6.404,7134208.000,1,0,env,10,1.000,0.743,3798357.333,1,0,curl,40,1.000,21.877,10534400.000,1,0,225.040,194.707,14099379541.333,14127360170.667,20,0
figlet,40,1.000,8.022,3190784.000,1,0,env,10,1.000,1.494,3138901.333,1,0,curl,50,1.000,18.725,5005312.000,1,0,234.800,231.823,13726818304.000,13681357653.333,10,0
figlet,40,1.000,7.290,4068352.000,1,0,env,10,1.000,1.320,3444736.000,1,0,curl,50,1.000,25.287,3426304.000,1,0,208.960,210.720,13606494890.667,13638415872.000,10,0
figlet,40,1.000,5.820,5750784.000,1,0,env,10,1.000,1.344,3084288.000,1,0,curl,50,1.000,28.787,8501248.000,1,0,214.123,204.211,13639835648.000,13660366165.333,10,0
figlet,40,1.000,8.696,3039232.000,5,0,env,20,1.000,2.142,4169728.000,5,0,curl,0,1.000,5.342,3039232.000,1,0,213.880,170.820,13651174741.333,13638054570.667,10,0
figlet,40,1.000,5.987,4898816.000,5,0,env,20,1.000,2.503,4424192.000,5,0,curl,0,1.000,0.193,40013824.000,1,0,150.920,143.690,13560678400.000,13549677909.333,10,0
figlet,40,1.000,7.314,3368960.000,5,0,env,20,1.000,2.639,2920448.000,5,0,curl,0,1.000,0.206,40013824.000,1,0,172.800,170.780,13528512512.000,13577611434.667,10,0
figlet,40,1.000,7.883,4603392.000,5,0,env,20,1.000,2.492,4100096.000,5,0,curl,10,1.000,5.068,41642496.000,5,0,160.360,153.370,13531875328.000,13540196181.333,10,0
figlet,40,1.000,7.656,5243733.333,13,0,env,20,1.000,2.640,4380672.000,5,0,curl,10,1.000,7.546,5491712.000,5,0,166.280,172.870,13543026688.000,13606526805.333,10,0
figlet,40,1.000,8.315,8542208.000,17,1,env,20,1.000,2.890,3884373.333,9,0,curl,10,1.000,7.751,4538368.000,1,0,187.520,179.420,13681306965.333,13781815808.000,10,1
figlet,40,1.000,7.521,4212736.000,5,0,env,30,1.000,3.011,4153344.000,5,0,curl,0,1.000,0.747,4200960.000,1,0,164.891,171.570,13911054336.000,13939586389.333,20,0
figlet,40,1.000,8.288,2785280.000,9,0,env,30,1.000,3.968,3190784.000,9,0,curl,0,1.000,0.188,40333312.000,1,0,199.520,161.537,13662614186.667,13630739285.333,10,0
figlet,40,1.000,7.145,4608000.000,13,0,env,30,1.000,4.751,5257216.000,13,0,curl,0,1.000,0.196,40333312.000,1,0,178.760,158.040,13706043392.000,13812957013.333,10,0
figlet,40,1.000,6.192,3518464.000,5,0,env,30,1.000,3.704,3665920.000,1,0,curl,10,1.000,5.489,42322944.000,1,0,149.120,164.960,13927908693.333,13958525098.667,20,0
figlet,40,1.000,5.663,4659200.000,1,0,env,30,1.000,3.862,3577856.000,1,0,curl,10,1.000,6.017,3250176.000,1,0,197.920,180.430,13633013077.333,13687412053.333,10,0
figlet,40,1.000,5.936,4284416.000,1,0,env,30,1.000,2.869,3522560.000,1,0,curl,10,1.000,5.271,4950016.000,1,0,178.800,166.555,13657434794.667,13661732864.000,10,0
figlet,40,1.000,7.255,6045696.000,1,0,env,30,1.000,4.606,6119424.000,1,0,curl,20,1.000,9.813,5072896.000,1,0,185.480,174.820,13635264512.000,13662514346.667,10,0
figlet,40,1.000,7.524,3855872.000,1,0,env,30,1.000,4.155,4388864.000,1,0,curl,20,1.000,12.858,5081088.000,1,0,190.800,178.530,13646575616.000,13663798442.667,10,0
figlet,40,1.000,8.794,5435392.000,5,0,env,30,1.000,4.260,4667392.000,5,0,curl,20,1.000,13.176,4888576.000,5,0,189.360,170.340,13653409792.000,13664820224.000,10,0
figlet,40,1.000,8.259,4268032.000,5,0,env,30,1.000,3.549,2977792.000,5,0,curl,30,1.000,22.857,5218304.000,5,0,189.720,190.240,13656235349.333,13683469141.333,10,0
figlet,40,1.000,7.148,5399552.000,9,0,env,30,1.000,4.614,4762112.000,9,0,curl,30,1.000,20.855,7928320.000,9,0,196.800,186.420,13662547285.333,13723683669.333,10,0
figlet,40,1.000,6.485,4583424.000,13,0,env,30,1.000,4.065,4943872.000,13,0,curl,30,1.000,18.339,5028864.000,13,0,189.080,182.090,13850106538.667,13923684522.667,10,0
figlet,40,1.000,6.934,8260096.000,1,0,env,30,1.000,4.968,8374784.000,1,0,curl,40,1.000,25.856,10592256.000,1,0,210.400,209.602,14074489514.667,14138802688.000,10,0
figlet,40,1.000,8.268,3047424.000,1,0,env,30,1.000,3.695,8663040.000,1,0,curl,40,1.000,22.158,9916416.000,1,0,342.440,289.853,13952478549.333,13850580138.667,10,0
figlet,40,1.000,7.152,3047424.000,5,0,env,30,1.000,3.523,2963456.000,5,0,curl,40,1.000,12.961,3088896.000,5,0,229.960,214.570,13697736021.333,13693786624.000,10,0
figlet,40,1.000,8.141,4782080.000,5,0,env,30,1.000,4.066,3391488.000,5,0,curl,50,1.000,22.178,5386240.000,5,0,201.480,207.520,13675322709.333,13694105600.000,10,0
figlet,40,1.000,7.263,18618368.000,9,0,env,30,1.000,3.977,5087061.333,9,0,curl,50,1.000,34.754,8970752.000,9,0,214.160,204.310,13667381248.000,13733266261.333,10,0
figlet,40,1.000,5.199,4442112.000,1,0,env,30,1.000,4.373,4499456.000,1,0,curl,50,0.968,25.107,6823424.000,1,0,216.880,211.172,13870465706.667,13933911210.667,10,0
figlet,40,1.000,7.643,2811904.000,5,0,env,40,1.000,5.279,3299328.000,5,0,curl,0,1.000,10.052,3141632.000,1,0,241.000,204.710,13884925952.000,13780427264.000,10,0
figlet,40,1.000,7.085,4907008.000,5,0,env,40,1.000,4.709,4365824.000,5,0,curl,0,1.000,0.197,43773952.000,1,0,169.880,152.620,13635555328.000,13631329621.333,10,0
figlet,40,1.000,6.721,4248064.000,9,0,env,40,1.000,5.646,4660736.000,9,0,curl,0,1.000,0.175,43774464.000,1,0,169.080,161.690,13609629696.000,13708542464.000,10,0
figlet,40,1.000,7.293,4480512.000,17,1,env,40,1.000,6.133,4127744.000,17,1,curl,10,1.000,4.173,45386752.000,5,0,142.960,157.490,13812220586.667,13897808725.333,10,1
figlet,40,1.000,6.563,3200000.000,5,0,env,40,1.000,4.348,8287232.000,5,0,curl,10,1.000,5.983,3956736.000,1,0,183.720,195.960,14054360405.333,14086342485.333,20,0
figlet,40,1.000,5.420,3064490.667,13,0,env,40,1.000,4.432,4506624.000,13,0,curl,10,1.000,5.278,2940928.000,1,0,236.600,217.920,13797687978.667,13815033344.000,10,0
figlet,40,1.000,6.124,5114368.000,1,0,env,40,1.000,3.929,9075370.667,1,0,curl,20,1.000,7.903,3795456.000,1,0,209.880,189.550,13988384085.333,13997536256.000,20,0
figlet,40,1.000,8.800,19091968.000,1,0,env,40,1.000,3.476,3444736.000,1,0,curl,20,1.000,13.464,3457024.000,1,0,217.880,195.210,13711535445.333,13719252992.000,10,0
figlet,40,1.000,7.192,4565504.000,1,0,env,40,1.000,4.617,4153344.000,1,0,curl,20,1.000,14.515,4982784.000,1,0,192.040,184.610,13690506581.333,13715062442.667,10,0
figlet,40,1.000,6.953,7225344.000,5,0,env,40,1.000,4.923,4176896.000,5,0,curl,30,1.000,16.235,4283221.333,5,0,199.928,190.204,13693541034.667,13720935936.000,10,0
figlet,40,1.000,5.471,3325952.000,5,0,env,40,1.000,4.859,3207168.000,5,0,curl,30,1.000,17.737,7557120.000,5,0,191.000,192.117,13714892117.333,13733386752.000,10,0
