function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,30,1.000,2.404,78638592.000,5,0,shasum,40,1.000,3.604,20893696.000,5,0,curl,30,1.000,15.686,39600128.000,5,0,51.640,106.140,3993008810.667,4010431146.667,60,0
nodeinfo,30,1.000,3.108,3784704.000,5,0,shasum,40,1.000,4.117,21059584.000,5,0,curl,30,1.000,9.316,39490048.000,1,0,67.200,110.170,4043624448.000,4032915797.333,50,0
nodeinfo,30,1.000,2.363,78587904.000,1,0,shasum,40,1.000,3.616,21015040.000,1,0,curl,30,1.000,12.789,42816000.000,1,0,53.880,109.096,4133865472.000,4151430826.667,80,0
nodeinfo,30,1.000,3.967,78535680.000,1,0,shasum,40,1.000,3.015,20929877.333,1,0,curl,40,1.000,21.268,43981312.000,1,0,66.200,119.350,4150393514.667,4126477482.667,50,0
nodeinfo,30,1.000,4.404,78652416.000,1,0,shasum,40,1.000,4.678,20944042.667,1,0,curl,40,1.000,12.540,41148416.000,1,0,63.320,121.790,3988964693.333,3995309738.667,50,0
nodeinfo,30,1.000,3.943,78757376.000,1,0,shasum,40,1.000,4.782,20918272.000,1,0,curl,40,1.000,24.528,43801600.000,1,0,69.160,117.850,3951617365.333,3947983701.333,50,0
nodeinfo,30,1.000,4.400,78340608.000,5,0,shasum,40,1.000,3.315,20918272.000,5,0,curl,50,1.000,21.381,45840896.000,5,0,48.720,162.650,3936314026.667,3951858858.667,60,0
nodeinfo,30,1.000,2.687,78957568.000,5,0,shasum,40,1.000,3.991,3608576.000,5,0,curl,50,1.000,27.386,4104192.000,5,0,68.200,135.880,3979431253.333,3982909610.667,40,0
nodeinfo,30,1.000,3.641,79371264.000,5,0,shasum,40,1.000,2.927,20950528.000,5,0,curl,50,1.000,22.937,46892373.333,5,0,56.440,125.460,3942175402.667,3965102933.333,60,0
nodeinfo,30,1.000,3.543,78869504.000,5,0,shasum,50,1.000,5.115,21061632.000,5,0,curl,0,1.000,0.168,36339712.000,1,0,47.720,88.830,3913123840.000,3915265365.333,60,0
nodeinfo,30,1.000,4.480,78585344.000,1,0,shasum,50,1.000,3.823,20990464.000,1,0,curl,0,1.000,0.185,36339712.000,1,0,58.200,83.760,3916856661.333,3928508074.667,60,0
nodeinfo,30,1.000,3.730,6086656.000,5,0,shasum,50,1.000,4.479,21069482.667,5,0,curl,0,1.000,0.184,36339712.000,1,0,56.680,85.980,3924313429.333,3930995029.333,50,0
nodeinfo,30,1.000,3.245,6086656.000,5,0,shasum,50,1.000,5.023,3280896.000,5,0,curl,10,1.000,3.270,37341184.000,1,0,67.920,111.380,4055356074.667,4000853504.000,30,0
nodeinfo,30,1.000,4.090,5689344.000,5,0,shasum,50,1.000,4.305,3309568.000,5,0,curl,10,1.000,4.076,37393920.000,1,0,50.640,97.110,3916633429.333,3936273749.333,60,0
nodeinfo,30,1.000,5.528,78108160.000,1,0,shasum,50,1.000,2.763,20962816.000,5,0,curl,10,1.000,3.198,37092352.000,1,0,61.160,92.910,3913019392.000,3922022058.667,60,0
nodeinfo,30,1.000,3.834,78214997.333,1,0,shasum,50,1.000,3.161,20959061.333,1,0,curl,20,1.000,10.148,38539264.000,1,0,49.240,109.140,3924746240.000,3941300565.333,60,0
nodeinfo,30,1.000,4.105,79088128.000,1,0,shasum,50,1.000,4.076,20992000.000,1,0,curl,20,1.000,10.722,38769152.000,1,0,69.080,105.830,3951375018.667,3945416533.333,50,0
nodeinfo,30,1.000,4.428,77427712.000,1,0,shasum,50,1.000,2.809,21005824.000,1,0,curl,20,1.000,5.674,38482944.000,1,0,63.240,101.120,3920078165.333,3920520362.667,50,0
nodeinfo,30,1.000,4.911,78124032.000,1,0,shasum,50,1.000,4.373,21050368.000,1,0,curl,30,1.000,17.263,40876373.333,1,0,64.120,114.750,3929785685.333,3931946325.333,50,0
nodeinfo,30,1.000,2.949,78763520.000,1,0,shasum,50,1.000,4.677,20967936.000,1,0,curl,30,1.000,5.942,39330816.000,1,0,68.520,106.860,3930839722.667,3935883776.000,50,0
nodeinfo,30,1.000,3.143,78040576.000,5,0,shasum,50,1.000,4.827,3874816.000,5,0,curl,30,1.000,12.485,4489216.000,5,0,71.320,119.920,3960097450.667,3956973738.667,40,0
nodeinfo,30,1.000,2.244,78732970.667,5,0,shasum,50,1.000,4.424,20966741.333,5,0,curl,40,1.000,19.011,41096704.000,5,0,50.240,125.420,3923789141.333,3949199189.333,70,0
nodeinfo,30,1.000,4.661,79067648.000,5,0,shasum,50,1.000,2.400,21036544.000,5,0,curl,40,1.000,14.906,5074944.000,5,0,70.160,121.560,3974888106.667,3974172842.667,50,0
nodeinfo,30,1.000,5.476,78459904.000,5,0,shasum,50,1.000,4.618,21010432.000,5,0,curl,40,1.000,19.720,4931584.000,5,0,68.440,123.990,3970682197.333,3973649920.000,50,0
nodeinfo,30,1.000,3.657,78489088.000,5,0,shasum,50,1.000,3.824,20942848.000,5,0,curl,50,1.000,15.596,41385984.000,5,0,52.040,127.840,3941180757.333,3962052608.000,60,0
nodeinfo,30,1.000,5.068,79309824.000,1,0,shasum,50,1.000,3.308,21025792.000,1,0,curl,50,1.000,33.243,46471850.667,1,0,68.520,134.460,3980690090.667,3986477226.667,50,0
nodeinfo,30,1.000,5.146,78573568.000,1,0,shasum,50,1.000,4.570,4403200.000,1,0,curl,50,1.000,21.958,45377194.667,1,0,68.800,131.880,3977825621.333,3981176832.000,50,0
nodeinfo,40,1.000,5.776,7823360.000,1,0,shasum,0,1.000,0.075,20942848.000,1,0,curl,0,1.000,0.195,36376576.000,1,0,60.920,69.470,3977613312.000,3963235498.667,50,0
nodeinfo,40,1.000,4.521,78847317.333,1,0,shasum,0,1.000,0.082,20942848.000,1,0,curl,0,1.000,0.171,36376576.000,1,0,67.280,72.550,3996611242.667,3965848576.000,40,0
nodeinfo,40,1.000,3.240,78148266.667,1,0,shasum,0,1.000,0.071,20942848.000,1,0,curl,0,1.000,0.194,36376576.000,1,0,66.200,72.520,3988097024.000,3967170389.333,40,0
nodeinfo,40,1.000,5.521,78615893.333,1,0,shasum,0,1.000,0.084,20942848.000,1,0,curl,10,1.000,4.037,37431296.000,1,0,65.800,83.180,3971653632.000,3953623040.000,40,0
nodeinfo,40,1.000,3.200,78955178.667,1,0,shasum,0,1.000,0.066,20942848.000,1,0,curl,10,1.000,3.907,37322240.000,1,0,45.800,72.160,3942952960.000,3945025365.333,60,0
nodeinfo,40,1.000,5.895,82916693.333,5,0,shasum,0,1.000,0.079,20942848.000,1,0,curl,10,1.000,5.633,3092480.000,5,0,52.200,92.940,3951414613.333,3957185194.667,40,0
nodeinfo,40,1.000,4.596,5255168.000,5,0,shasum,0,1.000,0.071,20942848.000,1,0,curl,20,1.000,9.161,6287360.000,5,0,71.640,110.270,4011986944.000,3996481365.333,30,0
nodeinfo,40,1.000,5.127,5767168.000,5,0,shasum,0,1.000,0.077,20942848.000,1,0,curl,20,1.000,8.051,2777088.000,5,0,67.520,107.040,3997071360.000,3990035114.667,40,0
nodeinfo,40,1.000,5.210,6619136.000,5,0,shasum,0,1.000,0.077,20942848.000,1,0,curl,20,1.000,8.488,3002368.000,5,0,62.040,94.330,3953202517.333,3959275008.000,50,0
nodeinfo,40,1.000,2.521,82318165.333,5,0,shasum,0,1.000,0.075,20942848.000,1,0,curl,30,1.000,13.424,6619136.000,5,0,57.200,133.720,3960171861.333,3965160106.667,50,0
nodeinfo,40,1.000,3.619,83406848.000,5,0,shasum,0,1.000,0.074,20942848.000,1,0,curl,30,1.000,15.585,2781184.000,5,0,67.520,105.470,3994548224.000,3977983317.333,40,0
nodeinfo,40,1.000,2.705,4296704.000,5,0,shasum,0,1.000,0.074,20942848.000,1,0,curl,30,1.000,11.868,7106560.000,1,0,66.280,110.050,4072138069.333,4012991146.667,30,0
nodeinfo,40,1.000,4.887,83207168.000,1,0,shasum,0,1.000,0.071,20942848.000,1,0,curl,40,1.000,12.442,40671744.000,1,0,60.400,114.890,3958938282.667,3964859221.333,50,0
nodeinfo,40,1.000,3.923,84281173.333,1,0,shasum,0,1.000,0.074,20942848.000,1,0,curl,40,1.000,18.652,41473024.000,1,0,58.560,103.110,3958472021.333,3962908672.000,50,0
nodeinfo,40,1.000,5.480,87077888.000,1,0,shasum,0,1.000,0.075,20942848.000,1,0,curl,40,1.000,20.784,4837376.000,1,0,71.400,110.790,3999969280.000,3977913002.667,40,0
nodeinfo,40,1.000,3.890,19480576.000,1,0,shasum,0,1.000,0.072,20942848.000,1,0,curl,50,1.000,26.143,4001792.000,1,0,70.000,118.870,3998120618.667,3984645973.333,40,0
nodeinfo,40,1.000,7.075,87431168.000,1,0,shasum,0,1.000,0.068,20942848.000,1,0,curl,50,1.000,18.448,4616192.000,1,0,70.680,118.930,4009953280.000,3996031658.667,40,0
nodeinfo,40,1.000,5.308,87754240.000,5,0,shasum,0,1.000,0.068,20942848.000,1,0,curl,50,1.000,25.365,2875392.000,5,0,61.800,109.330,3976552448.000,3984537429.333,50,0
nodeinfo,40,1.000,4.833,5451776.000,5,0,shasum,10,1.000,0.899,2768896.000,5,0,curl,0,1.000,0.141,5599232.000,1,0,59.920,79.250,3995677354.667,3990189226.667,40,0
nodeinfo,40,1.000,3.506,5500928.000,5,0,shasum,10,1.000,0.929,3014656.000,5,0,curl,0,1.000,0.156,36274176.000,1,0,56.720,79.480,3987092821.333,3985012565.333,40,0
nodeinfo,40,1.000,5.181,20361216.000,5,0,shasum,10,1.000,1.110,4517888.000,5,0,curl,0,1.000,0.180,36274176.000,1,0,70.680,85.840,4032986453.333,4000842240.000,30,0
nodeinfo,40,1.000,5.203,18956288.000,5,0,shasum,10,1.000,1.270,20994901.333,5,0,curl,10,1.000,5.440,37035520.000,5,0,59.000,96.570,3962275157.333,3981925888.000,50,0
nodeinfo,40,1.000,6.035,6488064.000,5,0,shasum,10,1.000,0.984,20942848.000,5,0,curl,10,1.000,5.348,2686976.000,5,0,69.400,96.030,3977947136.000,3991248042.667,50,0
nodeinfo,40,1.000,5.070,7430144.000,5,0,shasum,10,1.000,1.000,20942848.000,1,0,curl,10,1.000,2.329,37744128.000,1,0,67.000,88.800,3985596416.000,3991149056.000,50,0
nodeinfo,40,1.000,3.905,84219221.333,5,0,shasum,10,1.000,0.932,20928170.667,1,0,curl,20,1.000,9.245,39552512.000,1,0,66.760,95.490,4033572181.333,4042138794.667,60,0
nodeinfo,40,1.000,3.976,84610901.333,1,0,shasum,10,1.000,1.041,20926464.000,1,0,curl,20,1.000,9.920,39345152.000,1,0,50.680,101.170,4023211349.333,4030490112.000,60,0
nodeinfo,40,1.000,5.630,85462186.667,1,0,shasum,10,1.000,0.952,21042858.667,1,0,curl,20,1.000,9.506,4468736.000,1,0,65.520,97.530,4045542741.333,4043730090.667,50,0
nodeinfo,40,1.000,5.408,84850346.667,1,0,shasum,10,1.000,0.641,21025280.000,1,0,curl,30,1.000,12.859,41421312.000,1,0,64.680,105.270,4042339669.333,4042446506.667,50,0
nodeinfo,40,1.000,4.470,84311893.333,1,0,shasum,10,1.000,1.010,20951552.000,1,0,curl,30,1.000,13.610,4132864.000,1,0,67.512,104.898,4011817642.667,4014405802.667,50,0
nodeinfo,40,1.000,5.151,84946432.000,5,0,shasum,10,1.000,0.853,21025280.000,5,0,curl,30,1.000,12.265,41284949.333,5,0,50.120,94.960,3997832533.333,4014134613.333,60,0
nodeinfo,40,1.000,6.938,84470784.000,5,0,shasum,10,1.000,0.894,21028352.000,5,0,curl,40,1.000,18.884,44278442.667,5,0,69.440,121.360,4041639253.333,4034878634.667,40,0
nodeinfo,40,1.000,4.181,83833344.000,5,0,shasum,10,1.000,0.807,20934656.000,5,0,curl,40,1.000,19.041,42521941.333,5,0,56.640,118.300,4021667157.333,4044980906.667,60,0
nodeinfo,40,1.000,4.568,84162560.000,5,0,shasum,10,1.000,0.896,20976981.333,5,0,curl,40,1.000,19.435,42533376.000,5,0,56.720,112.642,4023820288.000,4049132885.333,60,0
nodeinfo,40,1.000,4.357,11362304.000,5,0,shasum,10,1.000,1.053,20934656.000,1,0,curl,50,1.000,15.853,2990080.000,5,0,59.000,121.310,4044376746.667,4068057429.333,60,0
nodeinfo,40,1.000,5.517,84406272.000,1,0,shasum,10,1.000,0.614,20934656.000,1,0,curl,50,1.000,28.272,42638848.000,1,0,52.400,120.800,4045608277.333,4064969045.333,60,0
nodeinfo,40,1.000,6.387,85341696.000,1,0,shasum,10,1.000,0.903,3960832.000,1,0,curl,50,1.000,24.177,41918976.000,1,0,66.080,129.160,4083324245.333,4088569856.000,50,0
nodeinfo,40,1.000,4.811,18481152.000,5,0,shasum,20,1.000,1.317,20935509.333,5,0,curl,0,1.000,0.173,37006336.000,1,0,63.160,83.860,4061420202.667,4068749141.333,60,0
nodeinfo,40,1.000,5.131,85009408.000,5,0,shasum,20,1.000,1.204,21029888.000,5,0,curl,0,1.000,0.174,36950016.000,1,0,58.600,80.450,4061462528.000,4055035562.667,40,0
nodeinfo,40,1.000,7.134,18767872.000,5,0,shasum,20,1.000,0.997,21066752.000,5,0,curl,0,1.000,0.206,36950016.000,1,0,59.480,85.160,4058551637.333,4057920853.333,40,0
nodeinfo,40,1.000,7.081,85612544.000,1,0,shasum,20,1.000,2.064,20982272.000,1,0,curl,10,1.000,4.012,38324736.000,1,0,55.880,87.120,4059408384.000,4059232938.667,40,0
nodeinfo,40,1.000,5.619,14295040.000,5,0,shasum,20,1.000,1.659,20976128.000,5,0,curl,10,1.000,5.573,2572288.000,5,0,49.080,91.363,4045109930.667,4067610624.000,70,0
nodeinfo,40,1.000,4.418,18259968.000,5,0,shasum,20,1.000,1.133,3588096.000,5,0,curl,10,1.000,6.078,38081024.000,1,0,59.400,94.130,4082604714.667,4095271594.667,60,0
nodeinfo,40,1.000,4.025,4984832.000,5,0,shasum,20,1.000,1.689,20968448.000,5,0,curl,20,1.000,6.351,38304768.000,1,0,62.920,102.760,4074668714.667,4101190485.333,60,0
nodeinfo,40,1.000,4.248,85344768.000,1,0,shasum,20,1.000,2.965,20980736.000,1,0,curl,20,1.000,11.956,40862208.000,1,0,57.050,108.750,4098158592.000,4113994240.000,60,0
nodeinfo,40,1.000,4.560,84576768.000,1,0,shasum,20,1.000,2.070,20981248.000,1,0,curl,20,1.000,11.006,4431872.000,1,0,68.200,102.960,4123168085.333,4122090666.667,50,0
nodeinfo,40,1.000,6.616,85240320.000,1,0,shasum,20,1.000,1.843,20922368.000,1,0,curl,30,1.000,12.866,41104042.667,1,0,49.680,105.040,4098643285.333,4117898240.000,60,0
nodeinfo,40,1.000,4.589,84765184.000,1,0,shasum,20,1.000,1.962,20983808.000,1,0,curl,30,1.000,21.688,4296704.000,1,0,64.720,109.550,4091487573.333,4091507541.333,50,0
nodeinfo,40,1.000,4.221,11448320.000,5,0,shasum,20,1.000,1.802,2699264.000,5,0,curl,30,1.000,11.525,42350080.000,5,0,52.760,113.620,4065312768.000,4091078826.667,50,0
nodeinfo,40,1.000,5.521,84462080.000,5,0,shasum,20,1.000,1.828,20922368.000,5,0,curl,40,1.000,12.933,40880640.000,5,0,60.560,119.882,4073414656.000,4094349824.000,50,0
nodeinfo,40,1.000,4.129,84655274.667,5,0,shasum,20,1.000,2.610,20953088.000,5,0,curl,40,1.000,10.075,41075200.000,5,0,59.520,122.170,4092235776.000,4114334378.667,60,0
nodeinfo,40,1.000,4.672,84027392.000,5,0,shasum,20,1.000,1.834,20922368.000,5,0,curl,40,1.000,19.401,2981888.000,5,0,57.040,116.410,4093346474.667,4116023125.333,60,0
nodeinfo,40,1.000,6.569,84546560.000,5,0,shasum,20,1.000,1.793,20923392.000,1,0,curl,50,1.000,15.231,8130560.000,5,0,68.400,122.260,4130659669.333,4121976661.333,50,0
nodeinfo,40,1.000,3.453,84669440.000,1,0,shasum,20,1.000,1.038,20969984.000,1,0,curl,50,1.000,25.502,45340160.000,1,0,57.880,125.630,4125575850.667,4145931093.333,60,0
nodeinfo,40,1.000,4.873,85801472.000,1,0,shasum,20,1.000,1.934,20969984.000,1,0,curl,50,1.000,22.647,42077866.667,1,0,64.880,124.080,4138726741.333,4141307562.667,50,0
nodeinfo,40,1.000,4.038,85772288.000,1,0,shasum,30,1.000,1.956,21056000.000,1,0,curl,0,1.000,0.169,36794368.000,1,0,65.960,85.340,4129350997.333,4118929749.333,50,0
nodeinfo,40,1.000,4.859,85784576.000,1,0,shasum,30,1.000,1.397,20946944.000,1,0,curl,0,1.000,0.169,36794368.000,1,0,49.800,70.300,4095006037.333,4099593728.000,60,0
nodeinfo,40,1.000,5.554,4665344.000,5,0,shasum,30,1.000,1.647,3366912.000,5,0,curl,0,1.000,0.179,36794368.000,1,0,61.040,85.800,4108985002.667,4102961322.667,40,0
nodeinfo,40,1.000,4.622,8376320.000,5,0,shasum,30,1.000,2.798,5578752.000,5,0,curl,10,1.000,5.690,2961408.000,5,0,70.440,101.750,4139238058.667,4122685952.000,30,0
nodeinfo,40,1.000,3.384,8204288.000,5,0,shasum,30,1.000,2.734,3981312.000,5,0,curl,10,1.000,3.657,4714496.000,5,0,69.480,105.620,4137487018.667,4129369088.000,40,0
nodeinfo,40,1.000,7.714,14315520.000,5,0,shasum,30,1.000,2.628,20937216.000,5,0,curl,10,1.000,3.052,38121472.000,1,0,70.840,101.960,4127281834.667,4142491477.333,50,0
nodeinfo,40,0.999,4.161,86434304.000,5,0,shasum,30,1.000,1.494,2756608.000,5,0,curl,20,1.000,9.543,39699626.667,1,0,57.560,100.650,4132619605.333,4150942720.000,60,0
nodeinfo,40,1.000,3.377,85857280.000,1,0,shasum,30,1.000,2.685,20938752.000,1,0,curl,20,1.000,10.564,38414848.000,1,0,61.880,97.520,4165731669.333,4170203306.667,70,0
nodeinfo,40,1.000,4.463,85579264.000,1,0,shasum,30,1.000,2.787,20925440.000,1,0,curl,20,1.000,9.009,4694016.000,1,0,64.600,104.540,4187582464.000,4191919957.333,50,0
nodeinfo,40,1.000,2.787,85969920.000,1,0,shasum,30,1.000,2.770,20996096.000,1,0,curl,30,1.000,19.507,42044074.667,1,0,66.360,120.160,4199226026.667,4246204757.333,50,0
nodeinfo,40,1.000,3.210,86564864.000,1,0,shasum,30,1.000,2.547,20982784.000,1,0,curl,30,1.000,12.071,4063232.000,1,0,69.320,110.210,4184119978.667,4181995349.333,50,0
nodeinfo,40,1.000,4.031,86776832.000,1,0,shasum,30,1.000,2.803,20941482.667,1,0,curl,30,1.000,15.963,3133440.000,1,0,52.840,102.500,4104632320.000,4085477546.667,60,0
nodeinfo,40,1.000,4.727,86695936.000,5,0,shasum,30,1.000,2.741,20986197.333,5,0,curl,40,1.000,12.208,41288362.667,5,0,56.760,122.860,4071744170.667,4099835562.667,50,0
nodeinfo,40,1.000,4.766,86483456.000,5,0,shasum,30,1.000,2.232,20938240.000,5,0,curl,40,1.000,20.168,44625920.000,5,0,50.640,121.260,4070899029.333,4093386240.000,50,0
nodeinfo,40,1.000,4.721,86873088.000,5,0,shasum,30,1.000,2.668,20938240.000,5,0,curl,40,1.000,15.648,43504128.000,5,0,64.880,140.040,4108264106.667,4137283413.333,60,0
nodeinfo,40,1.000,5.358,85818880.000,5,0,shasum,30,1.000,1.788,20922368.000,5,0,curl,50,1.000,25.584,42608128.000,5,0,49.880,125.630,4089161045.333,4106184021.333,60,0
nodeinfo,40,0.987,2.652,85456896.000,5,0,shasum,30,1.000,1.519,20922368.000,5,0,curl,50,1.000,32.521,46143488.000,5,0,71.080,129.300,4105659050.667,4105243136.000,50,0
nodeinfo,40,1.000,2.870,85333504.000,1,0,shasum,30,1.000,2.516,20936704.000,1,0,curl,50,1.000,14.973,42775552.000,1,0,52.600,111.210,4074942464.000,4084942165.333,60,0
nodeinfo,40,1.000,4.754,85450581.333,1,0,shasum,40,1.000,3.586,4222976.000,1,0,curl,0,1.000,0.171,4472832.000,1,0,65.160,91.269,4092738218.667,4087247701.333,50,0
nodeinfo,40,1.000,5.558,86384298.667,1,0,shasum,40,1.000,4.082,21072384.000,1,0,curl,0,1.000,0.162,36920320.000,1,0,53.400,77.550,4075175253.333,4075833002.667,60,0
nodeinfo,40,1.000,4.386,86688256.000,5,0,shasum,40,1.000,3.914,21117952.000,5,0,curl,0,1.000,0.180,36909056.000,1,0,71.080,94.270,4148804266.667,4112581632.000,40,0
nodeinfo,40,1.000,4.554,86968149.333,1,0,shasum,40,1.000,4.027,21059072.000,1,0,curl,10,1.000,4.204,38516224.000,1,0,67.912,97.918,4153049088.000,4111599445.333,30,0
nodeinfo,40,1.000,5.781,86291968.000,1,0,shasum,40,1.000,4.239,21051733.333,1,0,curl,10,1.000,4.859,38149120.000,1,0,62.760,97.040,4094816938.667,4095883093.333,50,0
nodeinfo,40,1.000,7.117,85590528.000,1,0,shasum,40,1.000,3.362,21040128.000,1,0,curl,10,1.000,5.340,38468096.000,1,0,70.400,94.310,4089543338.667,4087037098.667,50,0
nodeinfo,40,1.000,3.915,85942272.000,1,0,shasum,40,1.000,3.493,21041834.667,1,0,curl,20,1.000,10.036,40862720.000,1,0,66.240,96.020,4095173973.333,4093521578.667,50,0
nodeinfo,40,1.000,4.536,5152768.000,5,0,shasum,40,1.000,3.301,3260416.000,5,0,curl,20,1.000,10.125,2621440.000,5,0,68.400,114.440,4104041130.667,4097485653.333,40,0
nodeinfo,40,1.000,4.781,5685248.000,5,0,shasum,40,1.000,4.080,20952064.000,5,0,curl,20,1.000,14.661,2940928.000,5,0,54.720,111.740,4076184234.667,4096714922.667,50,0
nodeinfo,40,1.000,4.783,7409664.000,5,0,shasum,40,1.000,3.052,20966912.000,5,0,curl,30,1.000,14.652,2768896.000,5,0,49.360,109.590,4077378218.667,4102721706.667,60,0
nodeinfo,40,0.998,4.290,87131648.000,5,0,shasum,40,1.000,3.709,20922368.000,5,0,curl,30,1.000,16.460,4923392.000,5,0,66.960,115.540,4123774976.000,4119249066.667,50,0
nodeinfo,40,1.000,3.195,87063552.000,5,0,shasum,40,1.000,4.296,20999168.000,5,0,curl,30,1.000,6.313,39212032.000,5,0,54.760,140.490,4111510186.667,4121568597.333,60,0
nodeinfo,40,1.000,3.083,87270912.000,1,0,shasum,40,1.000,2.798,20936704.000,1,0,curl,40,1.000,13.960,41837568.000,1,0,59.080,111.831,4106018133.333,4117698389.333,60,0
nodeinfo,40,1.000,5.840,87496704.000,1,0,shasum,40,1.000,2.796,20922368.000,1,0,curl,40,1.000,18.553,43426304.000,1,0,51.200,125.740,4078906026.667,4087150592.000,60,0
nodeinfo,40,1.000,6.807,85893632.000,1,0,shasum,40,1.000,3.671,3715072.000,1,0,curl,40,1.000,17.941,42229248.000,1,0,66.360,121.480,4098176341.333,4108500992.000,50,0
nodeinfo,40,1.000,5.243,86013952.000,1,0,shasum,40,1.000,3.410,20931584.000,1,0,curl,50,1.000,23.273,41937408.000,1,0,68.320,127.990,4110161237.333,4112964096.000,50,0
nodeinfo,40,1.000,5.055,86065834.667,5,0,shasum,40,1.000,3.371,20938752.000,5,0,curl,50,1.000,21.834,42568021.333,5,0,51.720,137.058,4091735381.333,4119512064.000,50,0
nodeinfo,40,1.000,3.026,86407168.000,5,0,shasum,40,1.000,3.039,20979712.000,5,0,curl,50,1.000,27.572,46239914.667,5,0,61.381,131.505,4098611200.000,4122276181.333,60,0
nodeinfo,40,1.000,4.809,4665344.000,5,0,shasum,50,1.000,4.315,3284992.000,5,0,curl,0,1.000,0.185,38002688.000,1,0,52.950,92.968,4100283733.333,4108782080.000,60,0
nodeinfo,40,1.000,5.434,5599232.000,5,0,shasum,50,1.000,3.061,2871296.000,5,0,curl,0,1.000,0.166,38002688.000,1,0,57.040,95.370,4098671957.333,4126919680.000,60,0
nodeinfo,40,1.000,2.741,4878336.000,5,0,shasum,50,1.000,4.686,20984832.000,5,0,curl,0,1.000,0.192,38002688.000,1,0,58.520,87.520,4114086570.667,4115885056.000,50,0
nodeinfo,40,1.000,6.708,21475328.000,5,0,shasum,50,1.000,4.403,21086208.000,5,0,curl,10,1.000,4.762,3112960.000,5,0,70.800,102.930,4227465216.000,4166049792.000,30,0
nodeinfo,40,1.000,4.033,86467072.000,1,0,shasum,50,1.000,3.989,20926464.000,1,0,curl,10,1.000,4.905,4472832.000,1,0,69.960,105.950,4129453397.333,4113801728.000,40,0
nodeinfo,40,1.000,5.180,86251520.000,1,0,shasum,50,1.000,3.153,3850240.000,1,0,curl,10,1.000,5.077,39255040.000,1,0,63.480,100.550,4109423957.333,4108762112.000,50,0
nodeinfo,40,1.000,3.830,86033408.000,1,0,shasum,50,1.000,4.584,21084672.000,1,0,curl,20,1.000,10.829,41188352.000,1,0,47.040,101.510,4106851669.333,4124420949.333,60,0
nodeinfo,40,1.000,6.022,86234624.000,1,0,shasum,50,1.000,2.618,21009066.667,1,0,curl,20,1.000,5.974,39175680.000,1,0,64.200,109.980,4122673152.000,4129998506.667,50,0
nodeinfo,40,1.000,4.651,86344533.333,5,0,shasum,50,1.000,3.456,20972544.000,5,0,curl,20,1.000,8.849,2891776.000,5,0,70.160,102.640,4112103424.000,4118361088.000,60,0
nodeinfo,40,1.000,5.000,86324736.000,5,0,shasum,50,1.000,4.569,21049002.667,5,0,curl,30,1.000,13.921,41873920.000,5,0,50.000,119.790,4118904832.000,4137685162.667,50,0
nodeinfo,40,1.000,4.336,86198784.000,5,0,shasum,50,1.000,3.928,21035520.000,5,0,curl,30,1.000,13.965,43582976.000,5,0,59.671,122.908,4127916714.667,4148815701.333,60,0
nodeinfo,40,1.000,5.936,86288896.000,5,0,shasum,50,1.000,3.617,21054464.000,5,0,curl,30,1.000,12.293,2838528.000,5,0,49.400,114.470,4125794304.000,4150672384.000,60,0
nodeinfo,40,1.000,4.140,7122944.000,5,0,shasum,50,1.000,4.190,20978688.000,5,0,curl,40,1.000,14.317,42555904.000,5,0,71.320,130.273,4170338986.667,4167339690.667,50,0
nodeinfo,40,1.000,3.942,86210560.000,5,0,shasum,50,1.000,2.234,20928000.000,5,0,curl,40,1.000,21.255,44503040.000,1,0,54.760,115.450,4137033728.000,4157488810.667,60,0
nodeinfo,40,1.000,4.894,85764949.333,1,0,shasum,50,1.000,4.170,20966058.667,1,0,curl,40,1.000,22.546,44864512.000,1,0,55.120,127.450,4147844437.333,4168771072.000,60,0
nodeinfo,40,1.000,4.211,86054400.000,1,0,shasum,50,1.000,3.237,20987904.000,1,0,curl,50,1.000,18.428,45172736.000,1,0,67.280,132.658,4175997610.667,4163665408.000,50,0
nodeinfo,40,1.000,5.096,86167722.667,5,0,shasum,50,1.000,4.122,20926464.000,5,0,curl,50,1.000,32.930,45725184.000,5,0,45.440,124.453,4127664128.000,4146372437.333,60,0
nodeinfo,40,1.000,4.959,86045696.000,5,0,shasum,50,1.000,4.135,20998144.000,5,0,curl,50,1.000,29.999,42695680.000,5,0,54.440,139.640,4138758826.667,4163625642.667,50,0
nodeinfo,50,1.000,9.531,86082560.000,5,0,shasum,0,1.000,0.075,20963328.000,1,0,curl,0,1.000,0.179,36990976.000,1,0,62.000,84.620,4144889856.000,4153093461.333,60,0
nodeinfo,50,1.000,4.698,6262784.000,5,0,shasum,0,1.000,0.088,21001557.333,1,0,curl,0,1.000,0.181,36990976.000,1,0,70.680,85.790,4167218517.333,4150442496.000,40,0
