function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,0,1.000,0.000,0.000,1,0,shasum,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,37.720,37.720,2845391530.667,2845391530.667,10,0
nodeinfo,0,1.000,0.000,0.000,1,0,shasum,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,36.280,36.280,2839660544.000,2839660544.000,10,0
nodeinfo,0,1.000,0.000,0.000,1,0,shasum,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,37.400,37.400,2839006549.333,2839006549.333,10,0
nodeinfo,0,1.000,0.135,38187690.667,1,0,shasum,0,1.000,0.076,6811648.000,1,0,curl,10,1.000,4.451,22372864.000,1,0,44.480,56.990,2840847018.667,2838508032.000,10,0
nodeinfo,0,1.000,0.112,38994432.000,1,0,shasum,0,1.000,0.074,7521792.000,1,0,curl,10,1.000,7.131,4390912.000,5,0,71.600,87.030,2783277738.667,2776707584.000,10,0
nodeinfo,0,1.000,0.125,39504896.000,1,0,shasum,0,1.000,0.079,8171349.333,1,0,curl,10,1.000,7.405,2494464.000,5,0,99.760,87.720,2786656938.667,2797569194.667,10,0
nodeinfo,0,1.000,0.126,39892138.667,1,0,shasum,0,1.000,0.070,8475136.000,1,0,curl,20,1.000,11.336,2969600.000,5,0,83.520,87.980,2802653184.000,2813157205.333,10,0
nodeinfo,0,1.000,0.164,40692736.000,1,0,shasum,0,1.000,0.057,8756224.000,1,0,curl,20,1.000,13.474,7904256.000,9,0,84.760,86.590,2800142336.000,2819520512.000,10,0
nodeinfo,0,1.000,0.127,41454592.000,1,0,shasum,0,1.000,0.061,9008640.000,1,0,curl,20,1.000,13.760,10346325.333,13,0,97.360,91.030,2868616533.333,2893088256.000,10,0
nodeinfo,0,1.000,0.118,41743872.000,1,0,shasum,0,1.000,0.075,9324032.000,1,0,curl,30,1.000,15.919,10917376.000,17,1,115.720,109.240,2941257045.333,2979409066.667,10,1
nodeinfo,0,1.000,0.147,41782784.000,1,0,shasum,0,1.000,0.065,9645568.000,1,0,curl,30,1.000,10.346,10720597.333,5,0,113.520,137.020,3051713877.333,3034941440.000,20,0
nodeinfo,0,1.000,0.129,41285120.000,1,0,shasum,0,1.000,0.094,10036224.000,1,0,curl,30,1.000,15.700,7366826.667,1,0,223.720,156.700,2868445184.000,2878558208.000,10,0
nodeinfo,0,1.000,0.113,41588224.000,1,0,shasum,0,1.000,0.066,10203648.000,1,0,curl,40,1.000,16.891,34634240.000,1,0,123.560,114.700,2871434581.333,2877121194.667,10,0
nodeinfo,0,1.000,0.134,41611946.667,1,0,shasum,0,1.000,0.070,10279253.333,1,0,curl,40,1.000,25.070,6676480.000,1,0,116.320,126.870,2868192597.333,2879931221.333,10,0
nodeinfo,0,1.000,0.127,41675264.000,1,0,shasum,0,1.000,0.090,10340864.000,1,0,curl,40,1.000,24.154,4974592.000,1,0,120.400,118.880,2877683029.333,2886077098.667,10,0
nodeinfo,0,1.000,0.118,41864192.000,1,0,shasum,0,1.000,0.072,10372608.000,1,0,curl,50,1.000,22.479,33325568.000,1,0,128.120,132.180,2881463637.333,2887681877.333,10,0
nodeinfo,0,1.000,0.140,41925632.000,1,0,shasum,0,1.000,0.062,10383360.000,1,0,curl,50,1.000,28.461,7391232.000,1,0,125.880,132.750,2875822080.000,2887220053.333,10,0
nodeinfo,0,1.000,0.137,42064384.000,1,0,shasum,0,1.000,0.081,10454528.000,1,0,curl,50,1.000,26.344,3336874.667,1,0,134.720,130.630,2882894506.667,2892802048.000,10,0
nodeinfo,0,1.000,0.128,42188288.000,1,0,shasum,10,1.000,0.983,11027968.000,1,0,curl,0,1.000,17.090,5176320.000,1,0,137.720,89.860,2890506240.000,2885781674.667,10,0
nodeinfo,0,1.000,0.127,42524672.000,1,0,shasum,10,1.000,1.205,11949568.000,1,0,curl,0,1.000,0.172,30068736.000,1,0,71.800,68.560,2870995626.667,2877665280.000,10,0
nodeinfo,0,1.000,0.123,42914816.000,1,0,shasum,10,1.000,1.164,2887680.000,1,0,curl,0,1.000,0.144,30069248.000,1,0,84.760,82.870,2879269546.667,2901014698.667,10,0
nodeinfo,0,1.000,0.125,43359744.000,1,0,shasum,10,1.000,1.285,12021930.667,1,0,curl,10,1.000,2.702,31654570.667,1,0,82.120,79.430,2885267456.000,2885476010.667,10,0
nodeinfo,0,1.000,0.149,43446784.000,1,0,shasum,10,1.000,1.569,11960320.000,1,0,curl,10,1.000,6.874,5352448.000,1,0,103.360,100.380,2901883562.667,2923153408.000,10,0
nodeinfo,0,1.000,0.171,43620864.000,1,0,shasum,10,1.000,0.897,3570346.667,1,0,curl,10,1.000,6.087,3942912.000,1,0,116.280,102.610,2918196565.333,2929610922.667,10,0
nodeinfo,0,1.000,0.137,43795968.000,1,0,shasum,10,1.000,1.323,2682880.000,5,0,curl,20,1.000,10.619,3297280.000,5,0,116.480,109.100,2918896981.333,2938637482.667,10,0
nodeinfo,0,1.000,0.138,43844096.000,1,0,shasum,10,1.000,1.229,3978240.000,5,0,curl,20,1.000,13.180,4040021.333,5,0,114.720,117.440,2934372352.000,2949134677.333,10,0
nodeinfo,0,1.000,0.112,43853312.000,1,0,shasum,10,1.000,1.693,3026944.000,5,0,curl,20,1.000,12.035,2859008.000,5,0,114.600,114.800,2950520149.333,2960967509.333,10,0
nodeinfo,0,1.000,0.122,43915776.000,1,0,shasum,10,1.000,1.322,4659882.667,5,0,curl,30,1.000,16.752,5029888.000,13,0,114.840,133.730,2952275285.333,3021685418.667,10,0
nodeinfo,0,1.000,0.128,43965952.000,1,0,shasum,10,1.000,1.696,12192256.000,5,0,curl,30,1.000,20.320,9814528.000,20,1,134.800,147.000,3129649834.667,3200226133.333,10,1
nodeinfo,0,1.000,0.103,44026368.000,1,0,shasum,10,1.000,1.018,4117845.333,1,0,curl,30,1.000,13.812,10414762.667,5,0,136.800,139.740,3295290026.667,3249716053.333,20,0
nodeinfo,0,1.000,0.108,44239360.000,1,0,shasum,10,1.000,1.506,12251648.000,1,0,curl,40,1.000,21.658,2945024.000,13,0,173.480,160.390,3044171776.000,3124788906.667,10,0
nodeinfo,0,1.000,0.120,44168704.000,1,0,shasum,10,1.000,1.032,3723776.000,1,0,curl,40,1.000,19.797,7992661.333,5,0,170.520,146.450,3237659306.667,3243014485.333,20,0
nodeinfo,0,1.000,0.131,44315648.000,1,0,shasum,10,1.000,1.553,4029952.000,1,0,curl,40,1.000,27.473,4762112.000,1,0,195.640,164.200,3101900117.333,3155334485.333,10,0
nodeinfo,0,1.000,0.113,44410026.667,1,0,shasum,10,1.000,1.355,4162048.000,1,0,curl,50,1.000,27.512,7573504.000,1,0,165.200,161.080,3128621056.000,3135887872.000,10,0
nodeinfo,0,1.000,0.110,44196352.000,1,0,shasum,10,1.000,1.546,5685248.000,1,0,curl,50,1.000,23.808,6381568.000,1,0,178.000,171.830,3123164501.333,3136824149.333,10,0
nodeinfo,0,1.000,0.114,44386645.333,1,0,shasum,10,1.000,1.273,3655680.000,1,0,curl,50,1.000,32.625,9396224.000,1,0,162.560,154.700,3129091413.333,3139236693.333,10,0
nodeinfo,0,1.000,0.136,44698112.000,1,0,shasum,20,1.000,2.413,3399680.000,1,0,curl,0,1.000,14.565,3626496.000,1,0,162.943,118.226,3099406336.000,3080232106.667,10,0
nodeinfo,0,1.000,0.129,44954624.000,1,0,shasum,20,1.000,3.113,4641280.000,1,0,curl,0,1.000,0.161,4939776.000,1,0,87.520,76.430,3030125226.667,3028893184.000,10,0
nodeinfo,0,1.000,0.132,45131264.000,1,0,shasum,20,1.000,2.637,4279296.000,1,0,curl,0,1.000,0.167,31096832.000,1,0,92.720,93.030,3027105792.000,3049912490.667,10,0
nodeinfo,0,1.000,0.141,45241856.000,1,0,shasum,20,1.000,2.101,4285781.333,1,0,curl,10,1.000,5.007,33028096.000,1,0,89.280,90.610,3029812565.333,3030287360.000,10,0
nodeinfo,0,1.000,0.130,45134848.000,1,0,shasum,20,1.000,2.836,4476416.000,1,0,curl,10,1.000,5.541,5208576.000,1,0,110.880,115.760,3044866048.000,3064694272.000,10,0
nodeinfo,0,1.000,0.125,45186048.000,1,0,shasum,20,1.000,2.448,12438357.333,1,0,curl,10,1.000,7.015,33265664.000,1,0,127.280,108.480,3063709696.000,3078482432.000,10,0
nodeinfo,0,1.000,0.116,45291008.000,1,0,shasum,20,1.000,2.140,3328682.667,1,0,curl,20,1.000,11.320,2834432.000,1,0,120.320,117.530,3075548501.333,3088500394.667,10,0
nodeinfo,0,1.000,0.118,45373269.333,1,0,shasum,20,1.000,2.270,4508160.000,5,0,curl,20,1.000,15.846,4685312.000,5,0,108.480,121.950,3082885802.667,3086565546.667,10,0
nodeinfo,0,1.000,0.121,45491541.333,1,0,shasum,20,1.000,2.255,4337152.000,5,0,curl,20,1.000,13.820,2224128.000,5,0,124.240,120.110,3063444138.667,3075807061.333,10,0
nodeinfo,0,1.000,0.100,45659136.000,1,0,shasum,20,1.000,2.449,2899968.000,5,0,curl,30,1.000,18.400,5413546.667,5,0,115.480,128.980,3061236394.667,3079471104.000,10,0
nodeinfo,0,1.000,0.131,45475840.000,1,0,shasum,20,1.000,2.623,4139690.667,5,0,curl,30,1.000,17.125,6466218.667,13,0,126.040,140.910,3075244714.667,3136737109.333,10,0
nodeinfo,0,1.000,0.135,45557760.000,1,0,shasum,20,1.000,2.392,5055488.000,9,0,curl,30,1.000,20.530,10273280.000,17,1,142.560,132.240,3230276949.333,3285182976.000,10,1
nodeinfo,0,1.000,0.147,45652480.000,1,0,shasum,30,1.000,2.105,2908160.000,5,0,curl,0,1.000,2.706,10537984.000,1,0,137.400,115.760,3410343253.333,3393488042.667,20,0
nodeinfo,0,1.000,0.125,45733376.000,1,0,shasum,30,1.000,4.417,5017088.000,9,0,curl,0,1.000,0.150,30724096.000,1,0,111.000,88.580,3129741312.000,3139498666.667,10,0
nodeinfo,0,1.000,0.127,45907456.000,1,0,shasum,30,1.000,4.538,8529920.000,13,0,curl,0,1.000,0.185,30724096.000,1,0,109.360,84.900,3198296746.667,3236649813.333,10,0
nodeinfo,0,1.000,0.131,46041600.000,1,0,shasum,30,1.000,3.607,8858112.000,5,0,curl,10,1.000,4.403,32991232.000,1,0,96.480,106.980,3283868330.667,3276315136.000,20,0
nodeinfo,0,1.000,0.116,46046720.000,1,0,shasum,30,1.000,3.811,4784128.000,13,0,curl,10,1.000,7.462,32751616.000,1,0,137.000,131.940,3165094570.667,3237477376.000,10,0
nodeinfo,0,1.000,0.104,46139392.000,1,0,shasum,30,1.000,2.479,3830784.000,1,0,curl,10,1.000,2.967,4081152.000,1,0,137.080,114.260,3336854869.333,3333721770.667,20,0
nodeinfo,0,1.000,0.141,46156800.000,1,0,shasum,30,1.000,3.289,4003328.000,1,0,curl,20,1.000,9.045,4916224.000,1,0,115.040,120.380,3181145429.333,3208724480.000,10,0
nodeinfo,0,1.000,0.108,46258176.000,1,0,shasum,30,1.000,4.120,4534272.000,1,0,curl,20,1.000,11.884,5546496.000,1,0,141.840,133.060,3199163050.667,3213712042.667,10,0
nodeinfo,0,1.000,0.124,46417066.667,1,0,shasum,30,1.000,3.634,12600661.333,1,0,curl,20,1.000,11.134,5091328.000,1,0,131.240,130.430,3200980309.333,3221938688.000,10,0
nodeinfo,0,1.000,0.117,46297941.333,1,0,shasum,30,1.000,2.842,4546560.000,1,0,curl,30,1.000,16.871,5459968.000,1,0,151.280,136.270,3225376768.000,3229714944.000,10,0
nodeinfo,0,1.000,0.117,46391637.333,1,0,shasum,30,1.000,4.071,4577792.000,1,0,curl,30,1.000,13.923,5778944.000,1,0,151.160,142.470,3211053738.667,3222955520.000,10,0
nodeinfo,0,1.000,0.107,46495744.000,1,0,shasum,30,1.000,3.853,12665344.000,1,0,curl,30,1.000,22.446,3762858.667,1,0,147.520,139.940,3188757845.333,3199606101.333,10,0
nodeinfo,0,1.000,0.137,46589440.000,1,0,shasum,30,1.000,4.448,12720640.000,1,0,curl,40,1.000,17.896,5831680.000,1,0,158.120,147.930,3201634304.000,3211469312.000,10,0
nodeinfo,0,1.000,0.122,46747136.000,1,0,shasum,30,1.000,3.734,4268032.000,5,0,curl,40,1.000,27.102,2367488.000,5,0,171.640,156.070,3203071317.333,3215247018.667,10,0
nodeinfo,0,1.000,0.120,46827349.333,1,0,shasum,30,1.000,3.151,2981888.000,5,0,curl,40,1.000,22.475,5506048.000,5,0,133.920,149.650,3202418688.000,3213772117.333,10,0
nodeinfo,0,1.000,0.126,46901248.000,1,0,shasum,30,1.000,3.247,4535808.000,5,0,curl,50,1.000,29.215,3121152.000,5,0,153.400,166.490,3199097514.667,3215499093.333,10,0
nodeinfo,0,1.000,0.096,46978048.000,1,0,shasum,30,1.000,3.723,4088320.000,5,0,curl,50,1.000,33.178,10392576.000,13,0,155.200,172.780,3201437013.333,3285666986.667,10,0
nodeinfo,0,1.000,0.116,47015936.000,1,0,shasum,30,1.000,2.596,5096448.000,9,0,curl,50,1.000,31.448,14214144.000,17,1,159.320,164.620,3384115882.667,3445366613.333,10,1
nodeinfo,0,1.000,0.122,46936746.667,1,0,shasum,40,1.000,1.521,8871936.000,5,0,curl,0,1.000,0.755,4493312.000,1,0,69.680,117.900,3618491733.333,3431050069.333,30,0
nodeinfo,0,1.000,0.125,46972928.000,1,0,shasum,40,1.000,6.108,2846720.000,9,0,curl,0,1.000,0.154,31350784.000,1,0,100.480,85.280,3236898816.000,3256896000.000,10,0
nodeinfo,0,1.000,0.170,47131648.000,1,0,shasum,40,1.000,5.632,5797546.667,13,0,curl,0,1.000,0.182,31350784.000,1,0,90.920,110.200,3306046805.333,3323012778.667,10,0
nodeinfo,0,1.000,0.106,47241216.000,1,0,shasum,40,1.000,5.427,3613696.000,17,1,curl,10,1.000,3.397,33042261.333,1,0,233.440,169.550,3350899370.667,3397569706.667,10,1
nodeinfo,0,1.000,0.104,47517013.333,1,0,shasum,40,1.000,3.521,7491584.000,1,0,curl,10,1.000,3.034,32901973.333,1,0,110.280,93.440,3338165589.333,3243021482.667,50,0
nodeinfo,0,1.000,0.124,47405397.333,1,0,shasum,40,1.000,5.175,4044800.000,1,0,curl,10,1.000,5.425,33886208.000,1,0,107.720,118.090,3258838357.333,3295049386.667,10,0
nodeinfo,0,1.000,0.128,47552512.000,1,0,shasum,40,1.000,5.013,4595712.000,1,0,curl,20,1.000,11.769,33702741.333,1,0,130.720,133.140,3287344469.333,3291170133.333,10,0
nodeinfo,0,1.000,0.110,47591424.000,1,0,shasum,40,1.000,3.344,4587520.000,1,0,curl,20,1.000,11.786,4622336.000,1,0,147.120,141.090,3277219157.333,3287422976.000,10,0
nodeinfo,0,1.000,0.132,47640917.333,1,0,shasum,40,1.000,4.288,6021120.000,1,0,curl,20,1.000,12.046,4734976.000,1,0,152.240,137.440,3277596672.000,3294934698.667,10,0
nodeinfo,0,1.000,0.089,47737856.000,1,0,shasum,40,1.000,4.428,3279530.667,1,0,curl,30,1.000,17.170,6093824.000,1,0,146.560,145.230,3270916778.667,3276414976.000,10,0
nodeinfo,0,1.000,0.147,47758336.000,1,0,shasum,40,1.000,5.660,12926464.000,1,0,curl,30,1.000,19.322,5664768.000,1,0,159.480,147.800,3266265088.000,3278264490.667,10,0
nodeinfo,0,1.000,0.130,47819264.000,1,0,shasum,40,1.000,5.220,13053952.000,1,0,curl,30,1.000,13.131,3442005.333,1,0,164.760,150.090,3259420672.000,3283927040.000,10,0
nodeinfo,0,1.000,0.135,47917568.000,1,0,shasum,40,1.000,4.777,4599296.000,1,0,curl,40,1.000,27.787,5120000.000,1,0,159.960,156.440,3285069141.333,3300027733.333,10,0
nodeinfo,0,1.000,0.136,48018944.000,1,0,shasum,40,1.000,4.286,4567040.000,5,0,curl,40,1.000,24.322,5772800.000,5,0,184.492,162.080,3296548864.000,3301487445.333,10,0
nodeinfo,0,1.000,0.132,48119296.000,1,0,shasum,40,1.000,4.685,3611306.667,5,0,curl,40,1.000,25.164,2924544.000,5,0,157.457,162.204,3302396586.667,3313587029.333,10,0
nodeinfo,0,1.000,0.095,48143360.000,1,0,shasum,40,1.000,5.488,13112832.000,5,0,curl,50,1.000,25.026,2605056.000,13,0,148.120,175.800,3302942720.000,3381800106.667,10,0
nodeinfo,0,1.000,0.134,48411648.000,1,0,shasum,40,1.000,3.254,3108864.000,5,0,curl,50,1.000,21.195,4284416.000,5,0,63.080,146.320,3497612629.333,3397810176.000,30,0
nodeinfo,0,1.000,0.106,48524800.000,1,0,shasum,40,1.000,5.234,4934144.000,9,0,curl,50,1.000,24.286,7086080.000,9,0,172.360,162.180,3326152021.333,3377432917.333,10,0
nodeinfo,0,1.000,0.139,48478890.667,1,0,shasum,50,1.000,2.725,8620032.000,5,0,curl,0,1.000,0.331,11630592.000,1,0,67.360,101.340,3514313386.667,3396880384.000,30,0
nodeinfo,0,1.000,0.123,48424277.333,1,0,shasum,50,1.000,6.657,6656512.000,9,0,curl,0,1.000,0.166,31952896.000,1,0,98.280,91.380,3285437781.333,3306985984.000,10,0
nodeinfo,0,1.000,0.116,48584192.000,1,0,shasum,50,1.000,7.444,9128448.000,13,0,curl,0,1.000,0.169,31952896.000,1,0,94.240,91.190,3345274880.000,3368505344.000,10,0
nodeinfo,0,1.000,0.127,48467968.000,1,0,shasum,50,1.000,7.063,9453056.000,17,1,curl,10,1.000,2.949,33817088.000,1,0,105.760,108.640,3415543125.333,3452260522.667,10,1
nodeinfo,0,1.000,0.126,48677376.000,1,0,shasum,50,1.000,2.916,3186688.000,5,0,curl,10,1.000,7.159,33716736.000,1,0,76.000,86.310,3304386560.000,3303715498.667,60,0
nodeinfo,0,1.000,0.112,48981504.000,1,0,shasum,50,1.000,8.214,6375082.667,1,0,curl,10,1.000,7.505,34675370.667,1,0,135.320,131.990,3384933717.333,3421330944.000,10,0
nodeinfo,0,1.000,0.115,49132373.333,1,0,shasum,50,1.000,5.801,5779456.000,1,0,curl,20,1.000,9.745,4640768.000,1,0,150.800,141.120,3383288490.667,3383934976.000,10,0
nodeinfo,0,1.000,0.167,49307648.000,1,0,shasum,50,1.000,7.267,13392896.000,1,0,curl,20,1.000,12.816,5524992.000,1,0,140.680,141.550,3367581696.000,3383086592.000,10,0
nodeinfo,0,1.000,0.121,49246720.000,1,0,shasum,50,1.000,6.315,4810752.000,1,0,curl,20,1.000,11.170,5459968.000,1,0,145.440,137.010,3371935744.000,3388014421.333,10,0
nodeinfo,0,1.000,0.131,49210709.333,1,0,shasum,50,1.000,5.422,13274624.000,1,0,curl,30,1.000,18.459,5865984.000,1,0,163.560,153.130,3374788608.000,3384913066.667,10,0
nodeinfo,0,1.000,0.132,49348949.333,1,0,shasum,50,1.000,5.983,3286357.333,1,0,curl,30,1.000,20.004,5707776.000,1,0,158.600,154.740,3372664149.333,3393213610.667,10,0
nodeinfo,0,1.000,0.141,49231360.000,1,0,shasum,50,1.000,5.257,3984384.000,1,0,curl,30,1.000,18.873,5608448.000,1,0,165.680,188.900,3389229056.000,3397121024.000,10,0
nodeinfo,0,1.000,0.157,49244842.667,1,0,shasum,50,1.000,6.370,5444096.000,5,0,curl,40,1.000,18.065,37071872.000,5,0,237.640,181.270,3386169344.000,3403223210.667,10,0
nodeinfo,0,1.000,0.166,49310037.333,1,0,shasum,50,1.000,5.648,3047424.000,5,0,curl,40,1.000,27.132,2691072.000,5,0,162.840,169.360,3398664874.667,3411730773.333,10,0
nodeinfo,0,1.000,0.136,49437696.000,1,0,shasum,50,1.000,6.102,5545984.000,5,0,curl,40,1.000,24.668,8682496.000,13,0,157.120,171.860,3404267520.000,3478353237.333,10,0
nodeinfo,0,1.000,0.153,49683456.000,1,0,shasum,50,1.000,4.634,3035136.000,5,0,curl,50,1.000,25.001,4612096.000,5,0,66.600,146.160,3594849621.333,3493431296.000,30,0
nodeinfo,0,1.000,0.136,49659733.333,1,0,shasum,50,1.000,6.038,6371328.000,9,0,curl,50,1.000,31.411,8495104.000,9,0,173.440,163.530,3414491818.667,3465768789.333,10,0
nodeinfo,0,1.000,0.116,49800704.000,1,0,shasum,50,1.000,4.128,2813952.000,5,0,curl,50,1.000,14.135,2715648.000,5,0,58.160,110.780,3354615125.333,3367473322.667,60,0
nodeinfo,10,1.000,1.374,50429098.667,1,0,shasum,0,1.000,0.126,6168576.000,1,0,curl,0,1.000,0.206,6479872.000,1,0,49.880,59.600,3470631594.667,3411052202.667,30,0
nodeinfo,10,1.000,2.542,54335488.000,1,0,shasum,0,1.000,0.073,13410304.000,1,0,curl,0,1.000,0.173,32268288.000,1,0,71.800,68.630,3374936746.667,3390251349.333,10,0
nodeinfo,10,1.000,3.092,54482432.000,1,0,shasum,0,1.000,0.089,13410304.000,1,0,curl,0,1.000,0.220,32268288.000,1,0,73.040,70.080,3375381162.667,3391185237.333,10,0
nodeinfo,10,1.000,3.430,5820416.000,1,0,shasum,0,1.000,0.068,13410304.000,1,0,curl,10,1.000,4.628,33745408.000,1,0,69.080,84.570,3374329173.333,3366341290.667,10,0
nodeinfo,10,1.000,1.695,54606848.000,1,0,shasum,0,1.000,0.073,13410304.000,1,0,curl,10,1.000,7.217,5485056.000,1,0,105.480,105.840,3375241898.667,3391597909.333,10,0
nodeinfo,10,1.000,1.869,12902400.000,1,0,shasum,0,1.000,0.083,13410304.000,1,0,curl,10,1.000,5.967,2876757.333,1,0,126.440,141.950,3402088448.000,3449733632.000,10,0
nodeinfo,10,1.000,2.908,54944597.333,1,0,shasum,0,1.000,0.066,13410304.000,1,0,curl,20,1.000,8.984,3526656.000,1,0,121.480,118.070,3410358272.000,3411955029.333,10,0
nodeinfo,10,1.000,2.153,14675968.000,1,0,shasum,0,1.000,0.065,13410304.000,1,0,curl,20,1.000,12.874,4677632.000,1,0,129.760,121.550,3395089066.667,3410240853.333,10,0
nodeinfo,10,1.000,1.972,14382080.000,1,0,shasum,0,1.000,0.087,13410304.000,1,0,curl,20,1.000,11.113,38606336.000,1,0,125.040,122.480,3414282240.000,3422130688.000,10,0
nodeinfo,10,1.000,3.240,5844992.000,1,0,shasum,0,1.000,0.061,13410304.000,1,0,curl,30,1.000,21.962,5292032.000,1,0,127.560,130.670,3416799914.667,3424829440.000,10,0
nodeinfo,10,1.000,1.053,55242240.000,5,0,shasum,0,1.000,0.066,13410304.000,1,0,curl,30,1.000,13.674,3129344.000,5,0,67.840,97.070,3396521984.000,3362659498.667,30,0
nodeinfo,10,1.000,1.649,55440554.667,5,0,shasum,0,1.000,0.058,13410304.000,1,0,curl,30,1.000,15.852,4411392.000,5,0,71.960,98.030,3394598912.000,3364220074.667,30,0
nodeinfo,10,1.000,1.168,5640192.000,5,0,shasum,0,1.000,0.069,13410304.000,1,0,curl,40,1.000,18.008,3781632.000,5,0,78.440,110.830,3402863957.333,3378729642.667,40,0
nodeinfo,10,1.000,1.304,55818752.000,5,0,shasum,0,1.000,0.071,13411840.000,1,0,curl,40,1.000,20.274,2895872.000,5,0,78.000,109.740,3409952085.333,3384723797.333,40,0
nodeinfo,10,1.000,1.715,55677440.000,1,0,shasum,0,1.000,0.086,13414400.000,1,0,curl,40,1.000,21.113,3506176.000,5,0,60.240,98.710,3376026282.667,3355786240.000,50,0
nodeinfo,10,1.000,1.775,55763968.000,1,0,shasum,0,1.000,0.066,13414400.000,1,0,curl,50,1.000,13.925,3104768.000,5,0,68.760,105.250,3378034005.333,3360927914.667,50,0
nodeinfo,10,1.000,1.512,55930880.000,1,0,shasum,0,1.000,0.068,13414400.000,1,0,curl,50,1.000,23.299,37989376.000,1,0,60.400,105.750,3373602133.333,3388155562.667,60,0
nodeinfo,10,1.000,1.417,56108544.000,1,0,shasum,0,1.000,0.074,13414400.000,1,0,curl,50,1.000,26.602,4440064.000,1,0,62.920,107.960,3422020949.333,3408811520.000,40,0
nodeinfo,10,1.000,1.722,56101888.000,1,0,shasum,10,1.000,0.989,13537280.000,1,0,curl,0,1.000,0.180,4939776.000,1,0,64.120,63.230,3421436586.667,3400617813.333,40,0
nodeinfo,10,1.000,1.276,5083136.000,1,0,shasum,10,1.000,0.728,3477504.000,1,0,curl,0,1.000,0.194,32522240.000,1,0,67.680,70.850,3470918314.667,3417469952.000,30,0
nodeinfo,10,1.000,1.682,20930560.000,1,0,shasum,10,1.000,0.883,13558784.000,1,0,curl,0,1.000,0.146,32526336.000,1,0,68.600,69.910,3465069909.333,3413656576.000,30,0
nodeinfo,10,1.000,1.811,56091136.000,5,0,shasum,10,1.000,0.929,3782656.000,5,0,curl,10,1.000,7.478,34051584.000,5,0,68.120,89.570,3469113344.000,3426300074.667,30,0
nodeinfo,10,1.000,1.596,56476672.000,1,0,shasum,10,1.000,1.075,13417130.667,1,0,curl,10,1.000,5.400,4022272.000,1,0,67.440,70.390,3422056448.000,3407404885.333,40,0
nodeinfo,10,1.000,1.462,5238784.000,1,0,shasum,10,1.000,1.072,13432832.000,1,0,curl,10,1.000,2.980,2801664.000,1,0,58.640,65.150,3392087381.333,3390818645.333,50,0
nodeinfo,10,1.000,1.334,8855552.000,5,0,shasum,10,1.000,1.031,13462528.000,5,0,curl,20,1.000,6.017,2977792.000,5,0,62.480,87.520,3423248384.000,3416225450.667,40,0
nodeinfo,10,1.000,1.439,56174080.000,5,0,shasum,10,1.000,0.930,3661824.000,5,0,curl,20,1.000,10.426,7487488.000,5,0,62.440,88.250,3436076373.333,3423214933.333,40,0
nodeinfo,10,1.000,0.963,5066752.000,5,0,shasum,10,1.000,0.906,13424981.333,5,0,curl,20,1.000,8.894,2670592.000,5,0,64.640,88.049,3446261077.333,3435988821.333,50,0
nodeinfo,10,1.000,1.111,56001536.000,1,0,shasum,10,1.000,0.638,13470208.000,1,0,curl,30,1.000,12.290,2977792.000,5,0,64.120,91.050,3465725952.000,3439981738.667,50,0
nodeinfo,10,1.000,1.103,56045056.000,1,0,shasum,10,1.000,0.933,13548032.000,1,0,curl,30,1.000,20.550,2424832.000,5,0,63.400,91.130,3449836885.333,3462936576.000,60,0
nodeinfo,10,1.000,1.212,56252245.333,1,0,shasum,10,1.000,1.064,13451264.000,1,0,curl,30,1.000,15.184,37893632.000,1,0,58.680,81.127,3456638976.000,3461066752.000,60,0
nodeinfo,10,1.000,1.581,56321877.333,1,0,shasum,10,1.000,0.991,13422592.000,1,0,curl,40,1.000,18.169,38202197.333,1,0,60.000,99.010,3474609493.333,3477107370.667,50,0
nodeinfo,10,1.000,0.870,56434346.667,1,0,shasum,10,1.000,0.783,13422592.000,1,0,curl,40,1.000,23.468,4698112.000,1,0,62.400,99.910,3469421226.667,3470604117.333,50,0
nodeinfo,10,1.000,1.232,56498688.000,1,0,shasum,10,1.000,0.799,13422592.000,1,0,curl,40,1.000,11.199,38264832.000,1,0,48.520,91.323,3458768213.333,3473843370.667,60,0
nodeinfo,10,1.000,0.744,56812714.667,1,0,shasum,10,1.000,0.685,13422592.000,1,0,curl,50,1.000,22.911,39585450.667,1,0,59.840,100.067,3488203434.667,3494373888.000,50,0
nodeinfo,10,1.000,1.214,4853760.000,5,0,shasum,10,1.000,1.221,13422592.000,5,0,curl,50,1.000,17.893,2703360.000,5,0,66.960,116.600,3516310186.667,3508644181.333,40,0
