function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,replica_nmap,overloaded_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,40,0.302,7.485,27952469.333,1,1,env,20,0.318,1.517,4925440.000,1,1,nmap,20,0.012,0.031,5761024.000,1,1,219.332,385.093,5126035456.000,5425758188.495,10,1
nodeinfo,40,1.000,3.595,25548288.000,5,0,env,20,1.000,2.236,29387571.200,5,0,nmap,20,0.180,82.290,14508714.667,1,1,206.718,213.291,5051669162.667,4980381422.933,10,1
nodeinfo,40,1.000,6.766,6922240.000,5,0,env,20,1.000,2.087,30229435.733,5,0,nmap,20,0.172,88.952,122366225.067,1,1,258.197,224.122,4952058538.667,4899059302.400,10,1
nodeinfo,40,1.000,6.584,50285568.000,1,0,env,30,1.000,3.120,30198272.000,1,0,nmap,0,1.000,34.941,71008256.000,1,0,179.440,144.340,4872861696.000,4772318378.667,10,0
nodeinfo,40,1.000,6.616,5734400.000,1,0,env,30,1.000,3.458,30251008.000,1,0,nmap,0,1.000,0.441,55124992.000,1,0,130.640,138.730,4754160981.333,4751176021.333,10,0
nodeinfo,40,1.000,8.192,13363200.000,1,0,env,30,1.000,4.290,30322005.333,1,0,nmap,0,1.000,0.180,55128064.000,1,0,135.160,141.320,4712439125.333,4724303018.667,10,0
nodeinfo,40,1.000,6.500,16195584.000,1,0,env,30,1.000,3.089,30320128.000,1,0,nmap,10,1.000,53.109,65638058.667,1,0,145.600,181.490,4717936640.000,4741889877.333,10,0
nodeinfo,40,1.000,5.443,7831552.000,1,0,env,30,1.000,2.931,30258688.000,1,0,nmap,10,1.000,51.927,5137408.000,1,0,214.760,210.130,4725453482.667,4793703082.667,10,0
nodeinfo,40,1.000,5.593,6885376.000,5,0,env,30,1.000,3.408,30235136.000,5,0,nmap,10,1.000,72.238,8777728.000,5,0,218.850,206.663,4804154026.667,4830451370.667,10,0
nodeinfo,40,1.000,5.136,7352320.000,9,0,env,30,1.000,2.997,30203221.333,1,0,nmap,20,0.167,97.366,6031360.000,1,1,206.040,210.152,4798881792.000,4901803690.667,10,1
nodeinfo,40,1.000,4.348,20074496.000,9,0,env,30,1.000,2.611,30240221.867,9,0,nmap,20,0.207,101.290,149934899.200,1,1,206.320,207.688,4917454848.000,4891450026.667,10,1
nodeinfo,40,1.000,4.333,8433664.000,5,0,env,30,1.000,2.020,30228707.556,5,0,nmap,20,0.145,89.843,2695168.000,1,1,207.024,213.374,5013140138.667,4942986467.556,10,1
nodeinfo,40,1.000,6.422,8433664.000,5,0,env,40,1.000,3.009,30234624.000,5,0,nmap,0,1.000,30.672,79500117.333,1,0,189.825,154.798,4888614229.333,4790632960.000,10,0
nodeinfo,40,1.000,7.721,5705728.000,9,0,env,40,1.000,4.968,30244864.000,9,0,nmap,0,1.000,0.173,55640064.000,1,0,150.880,143.650,4785992362.667,4845177002.667,10,0
nodeinfo,40,1.000,12.880,15991296.000,13,0,env,40,1.000,5.159,30255786.667,13,0,nmap,0,1.000,0.372,55640064.000,1,0,149.600,148.230,4955747669.333,5020531029.333,10,0
nodeinfo,40,1.000,9.423,26276693.333,17,1,env,40,1.000,4.713,30228480.000,17,1,nmap,10,0.663,2.052,63750144.000,1,1,162.949,183.642,5148947114.667,5242180608.000,10,1
nodeinfo,40,1.000,3.352,28200960.000,5,0,env,40,1.000,3.596,24761514.667,5,0,nmap,10,1.000,39.750,53567488.000,5,0,192.995,194.220,5293063509.333,4801745408.000,30,0
nodeinfo,40,1.000,5.978,4952064.000,5,0,env,40,1.000,3.107,24867328.000,5,0,nmap,10,1.000,65.622,3868672.000,1,0,204.800,202.918,4758568960.000,4804533418.667,10,0
nodeinfo,40,0.988,9.286,22602410.667,13,0,env,40,1.000,4.134,4153753.600,13,0,nmap,20,0.068,63.574,16062464.000,1,1,223.360,218.690,4820723712.000,5185606087.111,10,1
nodeinfo,40,1.000,3.471,31985664.000,5,0,env,40,1.000,3.068,6737237.333,5,0,nmap,20,0.150,96.332,0.000,1,1,223.680,219.658,5163830613.333,4984616413.867,10,1
nodeinfo,40,1.000,3.986,63736627.200,5,0,env,40,1.000,3.233,24926208.000,5,0,nmap,20,0.155,88.173,129021132.800,1,1,182.655,196.671,4925128021.333,4906792823.467,10,1
nodeinfo,40,1.000,5.796,5599232.000,5,0,env,50,1.000,3.206,2781184.000,5,0,nmap,0,1.000,42.596,65668608.000,1,0,184.850,162.837,4902776832.000,4821777237.333,10,0
nodeinfo,40,1.000,11.593,4169728.000,9,0,env,50,1.000,7.285,7137280.000,9,0,nmap,0,1.000,0.157,53772288.000,1,0,141.120,133.540,4817879040.000,4877754538.667,10,0
nodeinfo,40,1.000,12.321,4866048.000,13,0,env,50,1.000,6.360,9417045.333,13,0,nmap,0,1.000,0.293,53772288.000,1,0,169.520,154.890,4978870954.667,5038124032.000,10,0
nodeinfo,40,1.000,12.184,18680832.000,17,1,env,50,1.000,7.113,9597952.000,17,1,nmap,10,0.703,26.340,106661376.000,1,1,161.280,176.497,5172285440.000,5290500266.667,10,1
nodeinfo,40,1.000,5.109,9211904.000,5,0,env,50,1.000,2.825,9846784.000,5,0,nmap,10,0.797,45.814,3080192.000,5,1,220.960,219.916,5339110741.333,5077282816.000,30,1
nodeinfo,40,1.000,4.874,60290560.000,5,0,env,50,1.000,4.509,5644288.000,17,1,nmap,10,0.940,49.550,13416448.000,1,0,214.326,239.843,4954316117.333,5015038122.667,10,1
nodeinfo,50,1.000,6.297,5173248.000,1,0,env,0,1.000,0.711,2727936.000,1,0,nmap,0,1.000,0.206,0.000,1,0,228.915,202.820,5154293077.333,5021247658.667,20,0
nodeinfo,50,1.000,9.394,7090176.000,1,0,env,0,1.000,0.081,27873280.000,1,0,nmap,0,1.000,0.155,44559360.000,1,0,152.080,128.760,4771751253.333,4773831509.333,10,0
nodeinfo,50,0.999,6.708,14760618.667,1,0,env,0,1.000,0.088,27873280.000,1,0,nmap,0,1.000,0.203,44498944.000,1,0,112.480,117.840,4763176277.333,4767487146.667,10,0
nodeinfo,50,1.000,9.071,16356693.333,1,0,env,0,1.000,0.073,27873280.000,1,0,nmap,10,1.000,47.460,50523136.000,1,0,110.800,151.160,4761003349.333,4772897962.667,10,0
nodeinfo,50,1.000,7.055,5652480.000,5,0,env,0,1.000,0.082,27873280.000,1,0,nmap,10,1.000,49.000,5464064.000,5,0,200.920,192.328,4774122154.667,4800236885.333,10,0
nodeinfo,50,1.000,6.996,4874240.000,5,0,env,0,1.000,0.077,27873280.000,1,0,nmap,10,1.000,72.017,5382144.000,5,0,176.640,188.350,4800914773.333,4810850986.667,10,0
nodeinfo,50,1.000,7.005,65245593.600,9,0,env,0,1.000,0.067,27873280.000,1,0,nmap,20,0.180,99.442,5650432.000,1,1,179.120,190.379,4823875584.000,4919537254.400,10,1
nodeinfo,50,1.000,5.970,19603456.000,9,0,env,0,1.000,0.069,27873280.000,1,0,nmap,20,0.338,113.264,119089971.200,1,1,221.600,213.013,4961225386.667,4938634717.867,10,1
nodeinfo,50,1.000,5.056,65360281.600,5,0,env,0,1.000,0.078,27873280.000,1,0,nmap,20,0.263,99.791,3223552.000,1,1,196.120,200.929,4985849173.333,4909993437.867,10,1
nodeinfo,50,1.000,2.586,5451776.000,5,0,env,10,1.000,1.118,27909120.000,5,0,nmap,0,1.000,39.491,60840960.000,1,0,167.340,128.895,4844366506.667,4787103232.000,10,0
nodeinfo,50,1.000,9.529,5451776.000,5,0,env,10,1.000,1.698,27944106.667,5,0,nmap,0,1.000,0.168,49928874.667,1,0,126.960,133.470,4821927253.333,4811733333.333,10,0
nodeinfo,50,1.000,13.718,6295552.000,13,0,env,10,1.000,1.798,27905024.000,5,0,nmap,0,1.000,0.232,49849344.000,1,0,122.840,147.170,4815327232.000,4908984149.333,10,0
nodeinfo,50,1.000,15.717,17763840.000,20,1,env,10,1.000,1.716,27873280.000,5,0,nmap,10,0.983,44.660,78063616.000,1,0,143.120,174.262,5047255040.000,5168171690.667,10,1
nodeinfo,50,1.000,5.248,26898432.000,1,0,env,10,1.000,1.357,27419648.000,1,0,nmap,10,1.000,57.210,3067904.000,1,0,219.382,220.077,5348242090.667,5175767381.333,20,0
nodeinfo,50,1.000,7.626,12007936.000,1,0,env,10,1.000,1.188,27194368.000,1,0,nmap,10,0.913,54.197,3651584.000,1,0,211.400,212.181,4931241984.000,5023190016.000,10,0
nodeinfo,50,1.000,5.196,13291520.000,5,0,env,10,1.000,1.363,27188565.333,5,0,nmap,20,0.138,81.661,3657728.000,1,1,217.720,211.936,5042040149.333,5070288668.444,10,1
nodeinfo,50,1.000,5.063,8523776.000,5,0,env,10,1.000,1.058,27176960.000,5,0,nmap,20,0.215,97.075,163939532.800,1,1,173.309,192.323,5023374677.333,4970990523.733,10,1
nodeinfo,50,1.000,4.873,67918779.733,5,0,env,10,1.000,0.585,27176960.000,5,0,nmap,20,0.262,109.613,126004838.400,1,1,182.720,189.992,4961825450.667,4923428590.933,10,1
nodeinfo,50,1.000,6.110,7524352.000,5,0,env,20,1.000,2.789,2695168.000,5,0,nmap,0,1.000,10.315,96849408.000,1,0,190.520,154.410,4961653418.667,4874498218.667,10,0
nodeinfo,50,1.000,15.083,20131840.000,13,0,env,20,1.000,3.000,27282944.000,5,0,nmap,0,1.000,0.183,49790976.000,1,0,138.720,153.553,4867086336.000,4959003477.333,10,0
nodeinfo,50,1.000,15.023,29414912.000,17,1,env,20,1.000,1.873,27181056.000,9,0,nmap,0,1.000,0.169,49790976.000,1,0,156.040,143.560,5083610453.333,5149284522.667,10,1
