function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,20,1.000,3.139,6524928.000,5,0,env,20,1.000,2.724,3831296.000,5,0,curl,30,1.000,16.322,34452480.000,5,0,160.080,178.100,5103979178.667,5114778965.333,10,0
nodeinfo,20,1.000,3.775,51483136.000,5,0,env,20,1.000,3.171,3737088.000,5,0,curl,30,1.000,17.353,33235114.667,13,0,185.040,185.970,5107911338.667,5172776960.000,10,0
nodeinfo,20,1.000,6.554,15887360.000,9,0,env,20,1.000,2.805,4975104.000,9,0,curl,30,1.000,22.082,31338154.667,17,1,189.960,177.130,5250738176.000,5353656149.333,10,1
nodeinfo,20,1.000,4.651,4575232.000,5,0,env,30,1.000,2.710,3129344.000,5,0,curl,0,1.000,2.757,30576640.000,1,0,189.840,170.388,5534433962.667,5480887978.667,20,0
nodeinfo,20,1.000,5.808,15174144.000,9,0,env,30,1.000,3.711,4990976.000,9,0,curl,0,1.000,0.187,30576640.000,1,0,169.162,137.300,5169124010.667,5203446442.667,10,0
nodeinfo,20,1.000,6.797,25526727.111,1,0,env,30,1.000,4.207,3940864.000,1,0,curl,0,1.000,0.185,30576640.000,1,0,181.000,167.690,5343069525.333,5377283072.000,10,0
nodeinfo,20,1.000,3.457,7835648.000,1,0,env,30,1.000,3.624,5320704.000,1,0,curl,10,1.000,5.611,32863232.000,1,0,155.680,156.970,5125583530.667,5121265322.667,10,0
nodeinfo,20,1.000,3.632,51341482.667,1,0,env,30,1.000,3.902,4268032.000,1,0,curl,10,1.000,6.592,32144384.000,1,0,163.640,164.670,5127307264.000,5153962325.333,10,0
nodeinfo,20,1.000,2.844,51431424.000,1,0,env,30,1.000,3.580,17875968.000,1,0,curl,10,1.000,5.048,32366592.000,1,0,176.510,178.058,5112431957.333,5144220330.667,10,0
nodeinfo,20,1.000,3.615,5820416.000,1,0,env,30,1.000,4.170,17907712.000,1,0,curl,20,1.000,11.413,32227669.333,1,0,175.760,175.550,5134226773.333,5161572693.333,10,0
nodeinfo,20,1.000,3.412,2842624.000,1,0,env,30,1.000,3.739,17891328.000,1,0,curl,20,1.000,13.915,34500096.000,1,0,210.600,249.180,5134295040.000,5159682048.000,10,0
nodeinfo,20,1.000,4.057,6852608.000,5,0,env,30,1.000,4.695,17918634.667,5,0,curl,20,1.000,13.506,33793024.000,5,0,203.600,181.520,5136650922.667,5139784021.333,10,0
nodeinfo,20,1.000,3.939,5550080.000,5,0,env,30,1.000,4.112,17891328.000,5,0,curl,30,1.000,18.172,35504128.000,5,0,170.400,194.170,5128223402.667,5142103381.333,10,0
nodeinfo,20,1.000,4.474,6025216.000,5,0,env,30,1.000,3.595,3227648.000,5,0,curl,30,1.000,23.599,40925696.000,5,0,194.080,194.750,5138634752.000,5140790954.667,10,0
nodeinfo,20,1.000,4.169,7688192.000,5,0,env,30,1.000,3.230,5849600.000,13,0,curl,30,1.000,16.360,33382570.667,13,0,207.360,204.260,5134888277.333,5239462912.000,10,0
nodeinfo,20,1.000,6.121,51698688.000,9,0,env,30,1.000,4.597,8784896.000,17,1,curl,40,1.000,22.516,31052629.333,17,1,198.800,193.290,5437589504.000,5564558506.667,10,1
nodeinfo,20,1.000,1.952,50568192.000,1,0,env,30,1.000,1.841,9400320.000,1,0,curl,40,1.000,23.211,38263296.000,1,0,183.600,196.502,5588671146.667,5300744533.333,40,0
nodeinfo,20,1.000,3.209,51641856.000,1,0,env,30,1.000,3.208,4820992.000,1,0,curl,40,1.000,22.355,36040704.000,1,0,199.040,199.500,5188651008.000,5237674496.000,10,0
nodeinfo,20,1.000,2.858,51375445.333,1,0,env,30,1.000,4.044,2809856.000,1,0,curl,50,1.000,25.165,41382912.000,1,0,185.800,196.507,5187874133.333,5233987584.000,10,0
nodeinfo,20,1.000,3.566,7225344.000,1,0,env,30,1.000,4.224,17995776.000,1,0,curl,50,1.000,25.277,51408384.000,1,0,213.280,208.087,5217064960.000,5246624256.000,10,0
nodeinfo,20,1.000,3.700,51867136.000,5,0,env,30,1.000,4.003,18040832.000,5,0,curl,50,1.000,37.280,41664512.000,5,0,218.400,201.255,5218452138.667,5235387392.000,10,0
nodeinfo,20,1.000,3.810,14946304.000,5,0,env,40,1.000,4.259,4142080.000,5,0,curl,0,1.000,10.517,34553856.000,1,0,197.360,180.310,5225613994.667,5253802325.333,10,0
nodeinfo,20,1.000,5.807,19402240.000,9,0,env,40,1.000,5.451,5295104.000,9,0,curl,0,1.000,0.185,32714752.000,1,0,151.200,134.890,5231939584.000,5271489365.333,10,0
nodeinfo,20,1.000,9.967,9246037.333,13,0,env,40,1.000,6.439,3546453.333,13,0,curl,0,1.000,0.189,32759808.000,1,0,143.040,146.680,5389229397.333,5508223488.000,10,0
nodeinfo,20,1.000,2.989,22859776.000,5,0,env,40,1.000,4.161,7204864.000,5,0,curl,10,1.000,3.556,34967552.000,1,0,158.200,179.454,5618408106.667,5373255509.333,30,0
nodeinfo,20,1.000,5.618,6926336.000,1,0,env,40,1.000,4.853,4178944.000,13,0,curl,10,1.000,7.365,37003776.000,1,0,203.960,205.530,5228494165.333,5356494506.667,10,0
nodeinfo,20,1.000,3.493,5578752.000,1,0,env,40,1.000,4.697,6742016.000,1,0,curl,10,1.000,5.090,36249088.000,1,0,180.120,169.420,5403254101.333,5339872938.667,20,0
nodeinfo,20,1.000,2.969,6184960.000,1,0,env,40,1.000,4.461,18130432.000,1,0,curl,20,1.000,12.262,39244288.000,1,0,170.480,177.470,5184282624.000,5229215402.667,10,0
nodeinfo,20,1.000,3.971,5697536.000,1,0,env,40,1.000,4.456,4302848.000,1,0,curl,20,1.000,15.816,38985728.000,1,0,198.760,185.950,5225036458.667,5244903253.333,10,0
nodeinfo,20,1.000,2.906,5619712.000,1,0,env,40,1.000,5.078,4753408.000,1,0,curl,20,1.000,12.293,40726016.000,1,0,180.600,182.618,5220523349.333,5238406485.333,10,0
nodeinfo,20,1.000,4.267,5795840.000,5,0,env,40,1.000,5.609,5189632.000,5,0,curl,30,1.000,17.905,40079872.000,5,0,187.360,183.830,5213618176.000,5237074090.667,10,0
nodeinfo,20,1.000,3.540,8019968.000,5,0,env,40,1.000,4.692,18198016.000,5,0,curl,30,1.000,12.772,45411840.000,5,0,188.960,187.428,5230330538.667,5229213525.333,10,0
nodeinfo,20,1.000,3.308,7278592.000,5,0,env,40,1.000,4.920,18147328.000,5,0,curl,30,1.000,13.591,36271104.000,13,0,179.440,187.040,5227299498.667,5274739541.333,10,0
nodeinfo,20,1.000,8.145,51864064.000,9,0,env,40,1.000,4.494,4775594.667,9,0,curl,40,1.000,24.018,34890410.667,17,1,184.440,182.480,5349450410.667,5465993386.667,10,1
nodeinfo,20,1.000,2.093,51768149.333,1,0,env,40,1.000,3.843,9018368.000,5,0,curl,40,1.000,16.113,42550784.000,1,0,140.480,171.350,5508219562.667,5285767168.000,40,0
nodeinfo,20,1.000,3.493,6197248.000,1,0,env,40,1.000,4.613,5412181.333,1,0,curl,40,1.000,27.802,44832085.333,1,0,204.280,202.340,5262067712.000,5316546389.333,10,0
nodeinfo,20,1.000,3.276,5033984.000,1,0,env,40,1.000,5.345,4124672.000,1,0,curl,50,1.000,28.090,47602176.000,1,0,213.760,214.155,5262832298.667,5282910890.667,10,0
nodeinfo,20,1.000,3.422,5156864.000,1,0,env,40,1.000,4.439,4091904.000,1,0,curl,50,1.000,22.355,46312618.667,1,0,210.320,205.690,5254926336.000,5280165205.333,10,0
nodeinfo,20,1.000,3.662,52093952.000,5,0,env,40,1.000,4.884,4071936.000,5,0,curl,50,1.000,21.440,50505728.000,5,0,210.329,203.452,5225901260.800,5273580202.667,10,0
nodeinfo,20,1.000,3.372,7024640.000,5,0,env,50,1.000,5.777,18230613.333,5,0,curl,0,1.000,9.090,3002368.000,1,0,206.280,185.960,5279527594.667,5302350165.333,10,0
nodeinfo,20,1.000,2.644,7471104.000,5,0,env,50,1.000,6.100,3371008.000,13,0,curl,0,1.000,0.132,35442688.000,1,0,154.760,158.570,5279215616.000,5284361216.000,10,0
nodeinfo,20,1.000,8.598,19003392.000,9,0,env,50,1.000,6.637,8133120.000,17,1,curl,0,1.000,0.181,35442688.000,1,0,148.160,154.467,5361998506.667,5496516266.667,10,1
nodeinfo,30,1.000,4.600,26390528.000,5,0,env,0,1.000,1.258,8614912.000,1,0,curl,0,1.000,0.194,35391488.000,1,0,126.400,165.060,5641651541.333,5532230485.333,20,0
nodeinfo,30,1.000,8.246,5300224.000,9,0,env,0,1.000,0.081,18141184.000,1,0,curl,0,1.000,0.182,35340288.000,1,0,139.520,113.710,5223748949.333,5245253461.333,10,0
nodeinfo,30,1.000,12.180,5877760.000,17,1,env,0,1.000,0.066,18141184.000,1,0,curl,0,1.000,0.149,35340288.000,1,0,130.880,125.040,5337245013.333,5442621952.000,10,1
