function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,20,1.000,3.868,18093568.000,1,0,env,50,1.000,7.569,19068416.000,1,0,cows,40,1.000,4.864,92078080.000,1,0,96.400,104.700,12771860480.000,12772615850.667,10,0
figlet,20,1.000,4.187,18147840.000,1,0,env,50,1.000,6.953,19036160.000,1,0,cows,40,1.000,5.032,90745856.000,1,0,105.800,111.510,12777715712.000,12780474197.333,10,0
figlet,20,1.000,4.113,18042026.667,1,0,env,50,1.000,6.640,19084800.000,1,0,cows,40,1.000,4.153,90597888.000,1,0,96.200,106.770,12783958698.667,12784971605.333,10,0
figlet,20,1.000,3.431,17985024.000,1,0,env,50,1.000,6.312,18980352.000,1,0,cows,50,1.000,5.092,90757802.667,1,0,97.520,102.980,12787490133.333,12788874240.000,10,0
figlet,20,1.000,4.549,18232320.000,1,0,env,50,1.000,7.500,19018240.000,1,0,cows,50,1.000,5.843,90753024.000,1,0,102.760,113.160,12795222698.667,12795079850.667,10,0
figlet,20,1.000,3.907,18104832.000,1,0,env,50,1.000,7.408,19085824.000,1,0,cows,50,1.000,7.001,90981888.000,1,0,110.080,111.530,12794395989.333,12795775146.667,10,0
figlet,30,1.000,5.706,18267989.333,1,0,env,0,1.000,2.967,19065344.000,1,0,cows,0,1.000,1.872,91316394.667,1,0,102.920,76.390,12803685034.667,12796208640.000,10,0
figlet,30,1.000,5.727,18372096.000,1,0,env,0,1.000,0.080,18964480.000,1,0,cows,0,1.000,0.101,91328000.000,1,0,63.320,63.790,12796240554.667,12804873728.000,10,0
figlet,30,1.000,6.337,18262357.333,1,0,env,0,1.000,0.089,18964480.000,1,0,cows,0,1.000,0.107,91328512.000,1,0,61.520,63.700,12811638784.000,12813164202.667,10,0
figlet,30,1.000,6.048,18067968.000,1,0,env,0,1.000,0.125,18964480.000,1,0,cows,10,1.000,0.898,91254784.000,1,0,63.760,64.740,12811919360.000,12807478613.333,10,0
figlet,30,1.000,7.144,18189824.000,1,0,env,0,1.000,0.083,18964480.000,1,0,cows,10,1.000,1.411,91368960.000,1,0,67.680,73.540,12802780501.333,12797427541.333,10,0
figlet,30,1.000,6.176,18255872.000,5,0,env,0,1.000,0.081,18964480.000,1,0,cows,10,1.000,1.191,91514197.333,5,0,83.960,79.270,12795758592.000,12796140885.333,10,0
figlet,30,1.000,5.091,18280960.000,5,0,env,0,1.000,0.087,18964480.000,1,0,cows,20,1.000,1.627,91876352.000,5,0,71.040,71.620,12797323264.000,12797847381.333,10,0
figlet,30,1.000,6.081,18243754.667,1,0,env,0,1.000,0.074,19030016.000,1,0,cows,20,1.000,2.097,93293397.333,1,0,75.000,74.500,12800191146.667,12802082816.000,10,0
figlet,30,1.000,5.717,18253312.000,1,0,env,0,1.000,0.081,18964480.000,1,0,cows,20,1.000,2.414,92079104.000,1,0,75.960,74.000,12801229482.667,12800135680.000,10,0
figlet,30,1.000,6.511,18196480.000,1,0,env,0,1.000,0.078,18964480.000,1,0,cows,30,1.000,2.165,92205056.000,1,0,74.280,75.260,12795045205.333,12795467605.333,10,0
figlet,30,1.000,5.994,18123264.000,5,0,env,0,1.000,0.070,18964480.000,1,0,cows,30,1.000,3.232,92204714.667,5,0,78.680,74.880,12800759808.000,12803941717.333,10,0
figlet,30,1.000,5.130,18166442.667,1,0,env,0,1.000,0.074,18964480.000,1,0,cows,30,1.000,3.252,92087296.000,1,0,78.400,78.040,12806346752.000,12802286421.333,10,0
figlet,30,1.000,6.493,18159786.667,5,0,env,0,1.000,0.071,18964480.000,1,0,cows,40,1.000,5.015,91682816.000,5,0,65.920,79.720,12799962453.333,12801709056.000,10,0
figlet,30,1.000,6.048,18098176.000,5,0,env,0,1.000,0.075,18964480.000,1,0,cows,40,1.000,5.001,91226112.000,5,0,75.800,81.910,12807304533.333,12807935317.333,10,0
figlet,30,1.000,6.231,18264405.333,5,0,env,0,1.000,0.085,18964480.000,1,0,cows,40,1.000,4.694,92276906.667,5,0,78.680,84.100,12803839317.333,12804821333.333,10,0
figlet,30,1.000,5.960,18192384.000,5,0,env,0,1.000,0.087,18964480.000,1,0,cows,50,1.000,6.008,92383573.333,5,0,71.560,83.420,12794855424.000,12784742741.333,10,0
figlet,30,1.000,5.531,18207232.000,5,0,env,0,1.000,0.079,18964480.000,1,0,cows,50,1.000,5.971,91962368.000,17,1,82.600,86.080,12794282666.667,12809243818.667,10,1
figlet,30,1.000,4.296,18160981.333,5,0,env,0,1.000,0.081,18964480.000,1,0,cows,50,1.000,5.092,91883520.000,5,0,81.360,78.610,12816459776.000,12810861397.333,20,0
figlet,30,1.000,5.999,18270378.667,13,0,env,10,1.000,1.101,18964480.000,5,0,cows,0,1.000,1.652,92232704.000,1,0,79.800,73.120,12813534549.333,12814565205.333,10,0
figlet,30,1.000,6.064,18294954.667,20,1,env,10,1.000,1.520,18964480.000,5,0,cows,0,1.000,0.136,92273664.000,1,0,67.000,65.920,12815658325.333,12813589845.333,10,1
figlet,30,1.000,2.677,18184192.000,5,0,env,10,1.000,1.138,19094016.000,5,0,cows,0,1.000,0.100,92191232.000,1,0,66.240,58.510,12809504768.000,12815209642.667,20,0
figlet,30,1.000,5.996,18227200.000,13,0,env,10,1.000,1.501,18995200.000,5,0,cows,10,1.000,0.948,91635200.000,5,0,61.960,71.130,12820501845.333,12827057834.667,10,0
figlet,30,1.000,5.374,18260480.000,20,1,env,10,1.000,0.850,18968576.000,5,0,cows,10,1.000,1.395,92306432.000,5,0,66.840,70.920,12835543040.000,12834837674.667,10,1
figlet,30,1.000,4.091,18212352.000,5,0,env,10,1.000,1.253,18987520.000,1,0,cows,10,1.000,1.301,92294656.000,1,0,74.760,61.330,12833470464.000,12829548373.333,20,0
figlet,30,1.000,6.139,18176000.000,13,0,env,10,1.000,1.449,18999808.000,1,0,cows,20,1.000,1.854,92540416.000,9,0,70.800,95.710,12835535530.667,12835798016.000,10,0
figlet,30,1.000,2.894,18223104.000,5,0,env,10,1.000,1.160,19000320.000,1,0,cows,20,1.000,2.251,92831744.000,5,0,73.360,72.930,12834615978.667,12825480874.667,20,0
figlet,30,1.000,6.163,18324992.000,13,0,env,10,1.000,1.224,19025408.000,1,0,cows,20,1.000,2.227,92636672.000,13,0,78.760,77.400,12826714794.667,12827876010.667,10,0
figlet,30,1.000,3.294,18217984.000,5,0,env,10,1.000,0.939,19049984.000,1,0,cows,30,1.000,2.777,92711424.000,5,0,86.880,73.910,12835837269.333,12833902592.000,20,0
figlet,30,1.000,6.323,18267136.000,13,0,env,10,1.000,1.286,19014656.000,1,0,cows,30,1.000,2.985,93243392.000,13,0,94.965,92.631,12841342976.000,12841830912.000,10,0
figlet,30,1.000,2.645,18152448.000,1,0,env,10,1.000,1.272,19045888.000,1,0,cows,30,1.000,2.759,92948138.667,1,0,89.800,82.680,12839052629.333,12835199658.667,20,0
figlet,30,1.000,6.324,18201600.000,1,0,env,10,1.000,1.078,19015509.333,1,0,cows,40,1.000,3.253,92182016.000,1,0,86.280,89.750,12843225770.667,12845390165.333,10,0
figlet,30,1.000,5.965,18088960.000,1,0,env,10,1.000,1.334,18999978.667,1,0,cows,40,1.000,4.813,91679232.000,1,0,101.520,92.630,12849700864.000,12844507136.000,10,0
figlet,30,1.000,7.134,18306560.000,1,0,env,10,1.000,1.370,18972672.000,1,0,cows,40,1.000,4.948,91901952.000,1,0,82.000,90.800,12846156185.600,12850466304.000,10,0
figlet,30,1.000,5.962,18258944.000,1,0,env,10,1.000,1.397,18972672.000,1,0,cows,50,1.000,4.518,92934144.000,1,0,72.560,88.190,12859183786.667,12854987605.333,10,0
figlet,30,1.000,6.732,18365952.000,1,0,env,10,1.000,1.599,18972672.000,1,0,cows,50,1.000,5.092,92016640.000,1,0,85.360,90.000,12852020565.333,12855476053.333,10,0
figlet,30,1.000,6.137,18237952.000,1,0,env,10,1.000,1.263,18972672.000,1,0,cows,50,1.000,5.921,92206080.000,1,0,77.240,93.580,12858320896.000,12864167253.333,10,0
figlet,30,1.000,6.061,18172586.667,1,0,env,20,1.000,2.463,19119104.000,1,0,cows,0,1.000,2.470,92235264.000,1,0,78.120,79.530,12873115648.000,12867391317.333,10,0
figlet,30,1.000,5.813,18354005.333,1,0,env,20,1.000,2.331,19061760.000,1,0,cows,0,1.000,0.105,92240896.000,1,0,74.560,72.450,12860162048.000,12861870933.333,10,0
figlet,30,1.000,5.994,18213888.000,1,0,env,20,1.000,2.603,19073365.333,1,0,cows,0,1.000,0.104,92319232.000,1,0,62.920,75.220,12864374784.000,12862592682.667,10,0
figlet,30,1.000,5.859,18277888.000,1,0,env,20,1.000,2.718,19021824.000,1,0,cows,10,1.000,0.642,91987797.333,1,0,66.080,78.010,12859357866.667,12862962346.667,10,0
figlet,30,1.000,5.778,18277888.000,1,0,env,20,1.000,2.899,19035136.000,1,0,cows,10,1.000,1.337,92254208.000,1,0,83.120,83.160,12876426581.333,12882878122.667,10,0
figlet,30,1.000,5.995,18265258.667,1,0,env,20,1.000,2.497,19051520.000,1,0,cows,10,1.000,1.075,92376576.000,1,0,72.080,82.030,12884686165.333,12884679850.667,10,0
figlet,30,1.000,6.175,18191872.000,1,0,env,20,1.000,2.794,19137536.000,1,0,cows,20,1.000,2.308,92507648.000,1,0,76.440,81.920,12885172224.000,12883649706.667,10,0
figlet,30,1.000,5.966,18239829.333,1,0,env,20,1.000,2.881,19064832.000,1,0,cows,20,1.000,2.795,93169152.000,1,0,82.200,82.600,12886575786.667,12887974229.333,10,0
figlet,30,1.000,5.654,18281984.000,1,0,env,20,1.000,2.723,19077632.000,1,0,cows,20,1.000,2.201,93199872.000,1,0,74.960,84.260,12888272896.000,12883032064.000,10,0
figlet,30,1.000,5.241,18255530.667,1,0,env,20,1.000,2.832,19026773.333,1,0,cows,30,1.000,1.932,93527552.000,1,0,81.160,84.870,12876807509.333,12881915050.667,10,0
figlet,30,1.000,6.350,18376192.000,1,0,env,20,1.000,2.665,19052544.000,1,0,cows,30,1.000,3.190,93490176.000,1,0,85.920,88.240,12891115520.000,12887885141.333,10,0
figlet,30,1.000,5.992,18279936.000,1,0,env,20,1.000,2.843,18987008.000,1,0,cows,30,1.000,3.306,93364394.667,1,0,80.720,88.880,12882933077.333,12885419178.667,10,0
figlet,30,1.000,5.569,18216960.000,1,0,env,20,1.000,2.677,18974720.000,1,0,cows,40,1.000,4.655,93477717.333,1,0,84.280,88.940,12890579626.667,12886557013.333,10,0
figlet,30,1.000,6.664,18311168.000,1,0,env,20,1.000,3.283,18980864.000,1,0,cows,40,1.000,4.861,92612096.000,1,0,95.320,95.990,12883419136.000,12883634176.000,10,0
figlet,30,1.000,6.062,18285568.000,1,0,env,20,1.000,2.794,18976085.333,1,0,cows,40,1.000,3.953,93186048.000,1,0,87.040,93.180,12884592640.000,12886454784.000,10,0
figlet,30,1.000,5.844,18385920.000,1,0,env,20,1.000,2.810,19124224.000,1,0,cows,50,1.000,5.825,93541888.000,1,0,95.200,95.140,12897140053.333,12894818645.333,10,0
figlet,30,1.000,5.414,18278912.000,1,0,env,20,1.000,2.934,19161088.000,1,0,cows,50,1.000,5.332,92390912.000,1,0,98.160,99.120,12885739520.000,12880144725.333,10,0
figlet,30,1.000,5.384,18359808.000,1,0,env,20,1.000,2.843,18977280.000,1,0,cows,50,1.000,6.082,92384768.000,1,0,96.824,101.906,12877294933.333,12884098560.000,10,0
figlet,30,1.000,6.056,18203648.000,5,0,env,30,1.000,3.070,19066368.000,5,0,cows,0,1.000,2.545,92395520.000,1,0,98.200,82.370,12894765056.000,12888305664.000,10,0
figlet,30,1.000,6.588,18318336.000,5,0,env,30,1.000,3.516,19041962.667,5,0,cows,0,1.000,0.106,92426922.667,1,0,70.240,77.940,12892420778.667,12895744000.000,10,0
figlet,30,1.000,6.148,18432000.000,5,0,env,30,1.000,4.661,19042304.000,5,0,cows,0,1.000,0.104,92499968.000,1,0,70.600,76.790,12893762218.667,12892497749.333,10,0
figlet,30,1.000,5.412,18339328.000,5,0,env,30,1.000,4.607,19105280.000,5,0,cows,10,1.000,0.905,91933696.000,5,0,70.000,81.770,12889741312.000,12895420757.333,10,0
figlet,30,1.000,6.166,18356736.000,5,0,env,30,1.000,4.285,19082240.000,5,0,cows,10,1.000,1.384,92321280.000,5,0,78.480,83.370,12901658624.000,12903612928.000,10,0
figlet,30,1.000,6.588,18355712.000,5,0,env,30,1.000,3.802,19047765.333,5,0,cows,10,1.000,1.220,92342272.000,5,0,74.520,82.590,12903325696.000,12903254186.667,10,0
figlet,30,1.000,5.314,18293760.000,13,0,env,30,1.000,4.106,18996394.667,13,0,cows,20,1.000,1.322,92749312.000,5,0,78.440,89.530,12903544832.000,12903429120.000,10,0
figlet,30,1.000,5.952,18338645.333,20,1,env,30,1.000,3.301,19118080.000,20,1,cows,20,1.000,2.282,94187008.000,5,0,83.600,87.830,12905133397.333,12905812992.000,10,1
figlet,30,1.000,4.970,18273792.000,5,0,env,30,1.000,3.555,19039744.000,5,0,cows,20,1.000,1.452,93669546.667,5,0,83.640,79.320,12907857920.000,12910415189.333,20,0
figlet,30,1.000,5.743,18398208.000,9,0,env,30,1.000,3.656,19095552.000,9,0,cows,30,1.000,2.922,93666304.000,9,0,103.960,103.860,12916081322.667,12912538282.667,10,0
figlet,30,1.000,5.978,18326016.000,13,0,env,30,1.000,4.596,19062784.000,13,0,cows,30,1.000,3.494,93322410.667,13,0,84.040,89.100,12905598976.000,12902242645.333,10,0
figlet,30,1.000,6.928,18370218.667,17,1,env,30,1.000,4.097,19062272.000,17,1,cows,30,1.000,3.244,93474816.000,17,1,90.880,92.180,12902309205.333,12902763690.667,10,1
figlet,30,1.000,3.010,18248874.667,5,0,env,40,1.000,3.802,19066880.000,5,0,cows,0,1.000,0.476,93436928.000,1,0,91.320,78.150,12902709248.000,12887724885.333,20,0
figlet,30,1.000,6.209,18345472.000,9,0,env,40,1.000,5.725,19080704.000,9,0,cows,0,1.000,0.095,93417472.000,1,0,80.080,84.710,12873375744.000,12875314005.333,10,0
figlet,30,1.000,5.802,18443264.000,13,0,env,40,1.000,4.760,19056128.000,13,0,cows,0,1.000,0.110,93245098.667,1,0,84.480,81.640,12876683264.000,12878029141.333,10,0
figlet,30,1.000,2.596,18382848.000,5,0,env,40,1.000,3.668,19073024.000,5,0,cows,10,1.000,0.446,92686336.000,1,0,85.840,80.650,12875632640.000,12869032618.667,20,0
figlet,30,1.000,5.695,18436096.000,13,0,env,40,1.000,5.516,19066197.333,13,0,cows,10,1.000,1.503,93332992.000,1,0,91.560,92.710,12870254592.000,12872758442.667,10,0
figlet,30,1.000,4.570,18500608.000,5,0,env,40,1.000,4.012,19152554.667,5,0,cows,10,1.000,0.906,93366784.000,1,0,89.080,80.650,12882977450.667,12882891264.000,20,0
figlet,30,1.000,5.697,18495488.000,13,0,env,40,1.000,5.516,19073877.333,13,0,cows,20,1.000,1.994,93101568.000,1,0,94.000,92.260,12887357440.000,12891918165.333,10,0
figlet,30,1.000,5.218,18636800.000,1,0,env,40,1.000,3.915,19018240.000,1,0,cows,20,1.000,2.036,93038592.000,1,0,96.480,82.810,12901330261.333,12899131562.667,20,0
figlet,30,1.000,6.278,18425344.000,1,0,env,40,1.000,6.469,19090944.000,1,0,cows,20,1.000,2.826,93094400.000,1,0,98.040,101.450,12906109610.667,12902670848.000,10,0
figlet,30,1.000,6.165,18506069.333,1,0,env,40,1.000,5.925,19144704.000,1,0,cows,30,1.000,3.341,93167616.000,1,0,77.360,97.928,12887931562.667,12890564266.667,10,0
figlet,30,1.000,5.976,18668544.000,1,0,env,40,1.000,5.107,19125760.000,1,0,cows,30,1.000,3.741,93365248.000,1,0,97.120,99.890,12900059136.000,12908859904.000,10,0
figlet,30,1.000,6.862,18413568.000,1,0,env,40,1.000,5.848,19152384.000,1,0,cows,30,1.000,3.317,93369514.667,1,0,86.000,106.370,12911128576.000,12912038741.333,10,0
figlet,30,1.000,6.501,18425514.667,1,0,env,40,1.000,6.450,19190784.000,1,0,cows,40,1.000,3.724,93296128.000,1,0,88.520,105.220,12912760832.000,12909683029.333,10,0
figlet,30,1.000,5.500,18479616.000,1,0,env,40,1.000,4.892,19142656.000,1,0,cows,40,1.000,4.334,92489898.667,1,0,102.840,106.830,12910568789.333,12912273237.333,10,0
figlet,30,1.000,6.480,18573312.000,1,0,env,40,1.000,4.518,19124736.000,1,0,cows,40,1.000,4.476,92551680.000,1,0,95.480,103.730,12913932288.000,12914739541.333,10,0
figlet,30,1.000,5.929,18525696.000,1,0,env,40,1.000,4.858,19064832.000,1,0,cows,50,1.000,3.776,93253632.000,1,0,88.880,104.910,12915880618.667,12917740202.667,10,0
figlet,30,1.000,5.862,18525525.333,1,0,env,40,1.000,6.110,19105280.000,1,0,cows,50,1.000,5.508,92275200.000,1,0,108.960,111.970,12935730517.333,12944624981.333,10,0
figlet,30,1.000,6.302,18639872.000,1,0,env,40,1.000,4.855,19100842.667,1,0,cows,50,1.000,6.870,92177920.000,1,0,99.320,115.850,12947187712.000,12958729045.333,10,0
figlet,30,1.000,6.671,18572117.333,1,0,env,50,1.000,6.973,19213824.000,1,0,cows,0,1.000,2.213,92180992.000,1,0,102.000,95.980,12972268885.333,12969648298.667,10,0
figlet,30,1.000,6.631,18492928.000,1,0,env,50,1.000,7.798,19154432.000,1,0,cows,0,1.000,0.094,92082176.000,1,0,93.360,114.190,12967662933.333,12956726784.000,10,0
figlet,30,1.000,6.183,18553856.000,1,0,env,50,1.000,6.548,19152384.000,1,0,cows,0,1.000,0.109,92102656.000,1,0,105.120,100.150,12844247722.667,12797752149.333,10,0
figlet,30,1.000,5.789,18625706.667,1,0,env,50,1.000,6.233,19125248.000,1,0,cows,10,1.000,1.106,92100096.000,1,0,89.120,94.270,12792755541.333,12800047957.333,10,0
figlet,30,1.000,5.433,18427904.000,1,0,env,50,1.000,6.114,19186688.000,1,0,cows,10,1.000,1.353,92158976.000,1,0,97.160,96.280,12808873984.000,12815382016.000,10,0
figlet,30,1.000,4.428,18500096.000,1,0,env,50,1.000,7.896,19244544.000,1,0,cows,10,1.000,1.182,92080128.000,1,0,84.880,96.220,12824767146.667,12833682261.333,10,0
figlet,30,1.000,6.779,18491904.000,1,0,env,50,1.000,6.916,19125248.000,1,0,cows,20,1.000,2.051,92352000.000,1,0,94.640,98.690,12842557440.000,12839017301.333,10,0
figlet,30,1.000,6.118,18509312.000,1,0,env,50,1.000,6.932,19102720.000,1,0,cows,20,1.000,2.555,93839360.000,1,0,102.160,105.050,12842879658.667,12844328960.000,10,0
figlet,30,1.000,6.686,18601472.000,1,0,env,50,1.000,6.965,19239424.000,1,0,cows,20,1.000,2.662,93541546.667,1,0,114.280,117.310,12845253973.333,12843623765.333,10,0
figlet,30,1.000,5.888,18531669.333,1,0,env,50,1.000,6.158,19257856.000,1,0,cows,30,1.000,3.029,93533184.000,1,0,100.200,100.930,12839776256.000,12836168704.000,10,0
figlet,30,1.000,6.951,18653696.000,1,0,env,50,1.000,6.256,19139584.000,1,0,cows,30,1.000,3.168,93117610.667,1,0,102.440,106.220,12832084650.667,12812527445.333,10,0
figlet,30,1.000,5.143,18438144.000,1,0,env,50,1.000,6.414,19105792.000,1,0,cows,30,1.000,3.906,93152768.000,1,0,99.400,107.700,12807676586.667,12816518485.333,10,0
figlet,30,1.000,4.396,18472960.000,1,0,env,50,1.000,6.919,19223722.667,1,0,cows,40,1.000,4.556,92931584.000,1,0,108.960,111.970,12823973888.000,12829441365.333,10,0
figlet,30,1.000,6.638,18715989.333,1,0,env,50,1.000,6.693,19200682.667,1,0,cows,40,1.000,4.252,92409856.000,1,0,128.680,131.470,12838672384.000,12827858602.667,10,0
figlet,30,1.000,6.100,18561024.000,1,0,env,50,1.000,7.476,19191808.000,1,0,cows,40,1.000,5.157,93089792.000,1,0,126.440,122.430,12816657066.667,12821042346.667,10,0
figlet,30,1.000,6.379,18566656.000,1,0,env,50,1.000,6.686,19219456.000,1,0,cows,50,1.000,4.875,92744362.667,1,0,118.280,120.300,12822631765.333,12812540757.333,10,0
figlet,30,1.000,5.032,18665642.667,1,0,env,50,1.000,7.255,19258026.667,1,0,cows,50,1.000,6.222,92931072.000,1,0,126.760,128.210,12813812394.667,12817189717.333,10,0
figlet,30,1.000,5.960,18774528.000,1,0,env,50,1.000,5.841,19231232.000,1,0,cows,50,1.000,6.522,92725760.000,1,0,126.520,126.660,12822459733.333,12820451498.667,10,0
figlet,40,1.000,8.545,18681856.000,1,0,env,0,1.000,2.857,19220480.000,1,0,cows,0,1.000,0.809,92833792.000,1,0,120.480,92.350,12813675178.667,12805387946.667,10,0
figlet,40,1.000,9.317,18821632.000,1,0,env,0,1.000,0.083,19238912.000,1,0,cows,0,1.000,0.087,92923904.000,1,0,75.800,70.430,12801373525.333,12798421504.000,10,0
figlet,40,1.000,4.966,18754560.000,1,0,env,0,1.000,0.073,19181568.000,1,0,cows,0,1.000,0.103,92844032.000,1,0,69.880,70.510,12795204266.667,12797639680.000,10,0
figlet,40,1.000,9.330,18645504.000,5,0,env,0,1.000,0.075,19181568.000,1,0,cows,10,1.000,0.862,92825600.000,5,0,67.880,72.240,12794608298.667,12798550186.667,10,0
figlet,40,1.000,8.399,18813098.667,1,0,env,0,1.000,0.114,19183616.000,1,0,cows,10,1.000,1.494,92847616.000,1,0,80.520,74.880,12810822997.333,12811741013.333,10,0
figlet,40,1.000,7.838,18926080.000,1,0,env,0,1.000,0.080,19181568.000,1,0,cows,10,1.000,1.053,92934656.000,1,0,77.200,78.240,12811726165.333,12805889024.000,10,0
figlet,40,1.000,8.831,18749610.667,1,0,env,0,1.000,0.076,19227648.000,1,0,cows,20,1.000,2.127,92809557.333,1,0,64.800,77.290,12799253845.333,12801489066.667,10,0
figlet,40,1.000,8.268,18665472.000,5,0,env,0,1.000,0.072,19181568.000,1,0,cows,20,1.000,2.770,93831168.000,5,0,75.200,78.640,12797396309.333,12785573717.333,10,0
figlet,40,1.000,6.787,18713088.000,5,0,env,0,1.000,0.080,19181568.000,1,0,cows,20,1.000,2.343,94050816.000,5,0,72.240,80.450,12774811648.000,12773747882.667,10,0
figlet,40,1.000,6.890,18735104.000,5,0,env,0,1.000,0.076,19181568.000,1,0,cows,30,1.000,3.227,93846016.000,5,0,71.320,84.620,12776866474.667,12782631594.667,10,0
figlet,40,1.000,7.889,18779648.000,5,0,env,0,1.000,0.085,19181568.000,1,0,cows,30,1.000,4.128,93579093.333,5,0,79.200,93.376,12785818965.333,12788244650.667,10,0
figlet,40,1.000,8.344,18723669.333,5,0,env,0,1.000,0.078,19181568.000,1,0,cows,30,1.000,4.010,93506048.000,5,0,82.360,88.190,12799043584.000,12813894485.333,10,0
figlet,40,1.000,9.531,18821632.000,5,0,env,0,1.000,0.070,19181568.000,1,0,cows,40,1.000,4.770,93268821.333,5,0,75.160,89.420,12830678357.333,12833579349.333,10,0
figlet,40,1.000,9.029,18873344.000,9,0,env,0,1.000,0.083,19181568.000,1,0,cows,40,1.000,4.620,93095936.000,9,0,87.440,89.280,12851131050.667,12856918528.000,10,0
figlet,40,1.000,6.727,18850816.000,13,0,env,0,1.000,0.079,19181568.000,1,0,cows,40,1.000,4.036,92846592.000,13,0,83.560,90.461,12859310762.667,12861092693.333,10,0
figlet,40,1.000,8.561,18791424.000,17,1,env,0,1.000,0.071,19181568.000,1,0,cows,50,1.000,5.240,93097984.000,17,1,75.840,93.070,12865234944.000,12864812373.333,10,1
figlet,40,1.000,7.220,18719232.000,5,0,env,0,1.000,0.078,19181568.000,1,0,cows,50,1.000,5.270,92589056.000,5,0,93.320,84.860,12859825493.333,12839551658.667,20,0
figlet,40,1.000,9.399,18674176.000,9,0,env,0,1.000,0.082,19232256.000,1,0,cows,50,1.000,6.286,92910080.000,9,0,102.000,98.840,12840422741.333,12843060906.667,10,0
figlet,40,1.000,7.029,18720597.333,17,1,env,10,1.000,0.880,19181568.000,5,0,cows,0,1.000,2.762,92653568.000,1,0,84.480,87.600,12844830720.000,12848703829.333,10,1
figlet,40,1.000,5.229,18648576.000,5,0,env,10,1.000,1.254,19187029.333,5,0,cows,0,1.000,0.090,92721834.667,1,0,68.920,73.030,12873701376.000,12848650581.333,20,0
figlet,40,1.000,8.231,19105792.000,17,1,env,10,1.000,1.409,19181568.000,5,0,cows,0,1.000,0.119,92782592.000,1,0,97.160,79.520,12817988266.667,12822586709.333,10,1
figlet,50,1.000,5.821,18765312.000,5,0,env,0,1.000,0.068,19181568.000,1,0,cows,0,1.000,0.091,91660288.000,1,0,67.000,69.220,12825156266.667,12823867904.000,20,0
figlet,50,1.000,11.731,19002880.000,13,0,env,0,1.000,0.084,19181568.000,1,0,cows,0,1.000,0.106,91660288.000,1,0,69.280,77.750,12830398464.000,12834780672.000,10,0
figlet,50,1.000,9.772,18948608.000,17,1,env,0,1.000,0.089,19181568.000,1,0,cows,0,1.000,0.093,91454464.000,1,0,72.880,71.990,12827741525.333,12821662208.000,10,1
