function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,50,1.000,7.620,6287360.000,5,0,shasum,10,1.000,1.823,3995648.000,5,0,cows,30,1.000,3.245,7979008.000,5,0,173.640,168.110,14894339413.333,14935970304.000,10,0
nodeinfo,50,1.000,7.837,5586944.000,5,0,shasum,10,1.000,1.534,3873280.000,5,0,cows,30,1.000,4.254,17076224.000,5,0,172.720,162.520,14896087722.667,14932576426.667,10,0
nodeinfo,50,1.000,6.294,7979008.000,5,0,shasum,10,1.000,1.472,5038080.000,5,0,cows,40,1.000,3.366,5357568.000,5,0,170.880,164.660,14878274218.667,14922662741.333,10,0
nodeinfo,50,1.000,7.834,3260416.000,5,0,shasum,10,1.000,1.133,2760704.000,5,0,cows,40,1.000,3.745,6524928.000,5,0,175.240,170.823,14886582272.000,14918909269.333,10,0
nodeinfo,50,1.000,10.076,7307264.000,5,0,shasum,10,1.000,1.505,3987456.000,5,0,cows,40,1.000,3.997,7217152.000,5,0,170.550,169.277,14917918037.333,14917031936.000,10,0
nodeinfo,50,1.000,8.280,16261120.000,5,0,shasum,10,1.000,1.791,3913728.000,5,0,cows,50,1.000,4.245,6062080.000,5,0,168.800,173.650,14933342890.667,14918477312.000,10,0
nodeinfo,50,1.000,11.978,5410816.000,13,0,shasum,10,1.000,1.657,3717120.000,5,0,cows,50,1.000,8.007,7327744.000,13,0,174.160,198.220,14887873194.667,15072379562.667,10,0
nodeinfo,50,0.517,7.672,23201109.333,17,1,shasum,10,0.517,0.836,2584576.000,1,1,cows,50,0.517,7.057,5513216.000,17,1,229.280,334.844,15415171754.667,15499272328.533,10,1
nodeinfo,50,1.000,8.051,5660672.000,5,0,shasum,20,1.000,1.467,2162688.000,5,0,cows,0,1.000,0.878,19909290.667,1,0,632.914,432.381,15474553856.000,15261785612.190,10,1
nodeinfo,50,1.000,11.551,5660672.000,9,0,shasum,20,1.000,3.270,7471104.000,9,0,cows,0,1.000,0.126,32571904.000,1,0,179.920,169.080,14848956416.000,14931639296.000,10,0
nodeinfo,50,1.000,12.059,28818432.000,13,0,shasum,20,1.000,2.987,11697152.000,13,0,cows,0,1.000,0.101,32901120.000,1,0,160.120,144.410,15104004096.000,15166358698.667,10,0
nodeinfo,50,1.000,11.753,27974656.000,20,1,shasum,20,1.000,3.551,11671552.000,20,1,cows,10,1.000,0.370,33206272.000,5,0,160.720,199.886,15318095872.000,15430354227.200,10,1
