function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,10,1.000,2.301,3806208.000,1,0,nodeinfo,20,1.000,3.192,5853184.000,1,0,env,0,1.000,0.082,15282176.000,1,0,158.520,184.412,10446392661.333,10522201258.667,10,0
figlet,10,1.000,2.910,4016128.000,1,0,nodeinfo,20,1.000,5.720,5341184.000,1,0,env,10,1.000,1.188,15286272.000,1,0,173.400,160.826,10469096106.667,10475986432.000,10,0
figlet,10,1.000,2.454,3799552.000,1,0,nodeinfo,20,1.000,4.363,7639040.000,1,0,env,10,1.000,1.733,3563520.000,1,0,156.600,164.396,10435001685.333,10493301248.000,10,0
figlet,10,1.000,2.207,4007936.000,1,0,nodeinfo,20,1.000,3.098,5873664.000,1,0,env,10,1.000,1.697,4241408.000,1,0,180.229,175.230,10471301802.667,10508476416.000,10,0
figlet,10,1.000,2.097,3988992.000,1,0,nodeinfo,20,1.000,3.762,18821120.000,1,0,env,20,1.000,1.885,2818048.000,1,0,186.945,180.969,10495020373.333,10526062421.333,10,0
figlet,10,1.000,1.993,4249088.000,5,0,nodeinfo,20,1.000,4.175,8249344.000,5,0,env,20,1.000,2.792,4403200.000,5,0,198.520,189.834,10497817258.667,10518218410.667,10,0
figlet,10,1.000,2.884,5603328.000,5,0,nodeinfo,20,1.000,3.883,8675328.000,5,0,env,20,1.000,3.469,4005888.000,5,0,210.200,198.884,10508329642.667,10529318570.667,10,0
figlet,10,1.000,2.147,2883584.000,5,0,nodeinfo,20,1.000,3.791,8396800.000,5,0,env,30,1.000,4.650,3811328.000,5,0,201.558,198.400,10518065152.000,10539229866.667,10,0
figlet,10,1.000,2.551,4169728.000,5,0,nodeinfo,20,1.000,8.157,12315136.000,13,0,env,30,1.000,3.182,3536896.000,13,0,199.912,206.139,10520995840.000,10644886528.000,10,0
figlet,10,1.000,2.944,4036096.000,1,0,nodeinfo,20,1.000,10.993,7393280.000,17,1,env,30,1.000,5.738,3178496.000,17,1,205.414,223.607,10874547541.333,11019518122.667,10,1
figlet,10,1.000,2.358,3731968.000,1,0,nodeinfo,30,1.000,6.455,3911680.000,5,0,env,0,1.000,1.211,5602304.000,1,0,219.246,239.339,11191316480.000,11054012928.000,20,0
figlet,10,1.000,2.475,4476928.000,1,0,nodeinfo,30,1.000,8.966,17153536.000,13,0,env,0,1.000,0.079,8867840.000,1,0,230.078,203.872,10559901013.333,10602499754.667,10,0
figlet,10,1.000,1.757,3840000.000,1,0,nodeinfo,30,1.000,3.691,25690112.000,1,0,env,0,1.000,0.107,15015936.000,1,0,198.560,177.561,10709467818.667,10638024533.333,20,0
figlet,10,1.000,2.006,4156416.000,1,0,nodeinfo,30,1.000,4.163,7352320.000,1,0,env,10,1.000,0.957,15124480.000,1,0,151.160,157.930,10391915861.333,10442884949.333,10,0
figlet,10,1.000,2.642,3985408.000,1,0,nodeinfo,30,1.000,4.744,5844992.000,1,0,env,10,1.000,1.857,4214784.000,1,0,163.244,178.205,10420986538.667,10469674325.333,10,0
figlet,10,1.000,1.639,5664768.000,1,0,nodeinfo,30,1.000,4.592,7385088.000,1,0,env,10,1.000,1.969,4058624.000,1,0,183.066,189.837,10454792874.667,10471986517.333,10,0
figlet,10,1.000,2.824,3780608.000,1,0,nodeinfo,30,1.000,5.033,6680576.000,1,0,env,20,1.000,3.211,4366336.000,1,0,187.360,190.266,10381303808.000,10414123520.000,10,0
figlet,10,1.000,2.232,5734400.000,1,0,nodeinfo,30,1.000,5.349,5828608.000,1,0,env,20,1.000,2.701,4067328.000,1,0,195.547,193.951,10377654954.667,10415909888.000,10,0
figlet,10,1.000,2.710,3958784.000,1,0,nodeinfo,30,1.000,5.428,5120000.000,1,0,env,20,1.000,3.327,2736128.000,1,0,200.560,192.668,10392690688.000,10422267050.667,10,0
figlet,10,1.000,2.538,3976192.000,1,0,nodeinfo,30,1.000,4.397,7725056.000,1,0,env,30,1.000,3.120,4072448.000,1,0,203.040,190.768,10385708373.333,10423394816.000,10,0
figlet,10,1.000,1.399,3467946.667,1,0,nodeinfo,30,1.000,5.951,6242304.000,1,0,env,30,1.000,4.533,6094848.000,1,0,190.240,191.292,10408301226.667,10436810240.000,10,0
figlet,10,1.000,1.695,4026368.000,1,0,nodeinfo,30,1.000,4.337,5484544.000,1,0,env,30,1.000,4.080,15637504.000,1,0,197.611,191.412,10391641429.333,10426570581.333,10,0
figlet,10,1.000,2.566,3571712.000,1,0,nodeinfo,30,1.000,3.827,5394432.000,1,0,env,40,1.000,5.594,4996608.000,1,0,201.686,193.636,10397001045.333,10435226112.000,10,0
figlet,10,1.000,1.619,4253696.000,5,0,nodeinfo,30,1.000,5.276,20029440.000,5,0,env,40,1.000,5.624,4612096.000,5,0,206.393,199.505,10394573482.667,10423344640.000,10,0
figlet,10,1.000,1.895,3682304.000,5,0,nodeinfo,30,1.000,5.776,6086656.000,5,0,env,40,1.000,6.635,15790080.000,5,0,238.240,259.330,10422065834.667,10473978197.333,10,0
figlet,10,1.000,2.316,3715072.000,5,0,nodeinfo,30,1.000,4.669,4935680.000,5,0,env,50,1.000,8.140,4362240.000,5,0,215.720,207.213,10448379221.333,10450773504.000,10,0
figlet,10,1.000,2.379,2961408.000,5,0,nodeinfo,30,1.000,11.236,14389248.000,13,0,env,50,1.000,4.888,5140650.667,13,0,208.599,210.276,10426284032.000,10544517973.333,10,0
figlet,10,1.000,2.270,3469312.000,1,0,nodeinfo,30,1.000,13.745,6381568.000,17,1,env,50,1.000,8.133,2924544.000,17,1,219.000,216.129,10778200746.667,10960055808.000,10,1
figlet,10,1.000,2.221,2994176.000,1,0,nodeinfo,40,1.000,8.050,22092458.667,5,0,env,0,1.000,1.755,6526976.000,1,0,206.969,212.840,11171517098.667,11115876352.000,20,0
figlet,10,1.000,2.189,2879488.000,1,0,nodeinfo,40,1.000,14.114,11694080.000,13,0,env,0,1.000,0.080,4100096.000,1,0,231.360,209.180,10598102357.333,10633020928.000,10,0
figlet,10,1.000,1.546,3965952.000,1,0,nodeinfo,40,1.000,5.555,6807552.000,5,0,env,0,1.000,0.094,15093760.000,1,0,202.840,176.745,10753221973.333,10709342037.333,20,0
figlet,10,1.000,2.289,4077056.000,1,0,nodeinfo,40,0.999,10.410,9423872.000,13,0,env,10,1.000,1.042,15155882.667,1,0,188.589,188.458,10486994944.000,10610640896.000,10,0
figlet,10,1.000,2.009,4017664.000,1,0,nodeinfo,40,1.000,6.771,22674773.333,1,0,env,10,1.000,1.040,4347392.000,1,0,194.094,192.488,10780471978.667,10755548501.333,20,0
figlet,10,1.000,2.026,4166144.000,1,0,nodeinfo,40,1.000,6.056,5976064.000,1,0,env,10,1.000,1.604,4333056.000,1,0,186.720,186.845,10483918848.000,10537214805.333,10,0
figlet,10,1.000,1.895,5771264.000,1,0,nodeinfo,40,1.000,5.688,20221952.000,1,0,env,20,1.000,3.111,3803818.667,1,0,199.680,192.719,10521643008.000,10555181738.667,10,0
figlet,10,1.000,2.418,4204032.000,1,0,nodeinfo,40,1.000,7.258,6410240.000,1,0,env,20,1.000,1.812,5513216.000,1,0,184.145,197.525,10511317674.667,10533274965.333,10,0
figlet,10,1.000,2.258,5414912.000,1,0,nodeinfo,40,1.000,6.850,7540736.000,1,0,env,20,1.000,2.891,2736128.000,1,0,208.922,196.746,10467646122.667,10487418026.667,10,0
figlet,10,1.000,2.352,3525120.000,1,0,nodeinfo,40,1.000,6.092,6184960.000,1,0,env,30,1.000,2.724,4269056.000,1,0,205.640,206.011,10446523733.333,10487165098.667,10,0
figlet,10,1.000,1.880,4064256.000,1,0,nodeinfo,40,1.000,7.752,6197248.000,1,0,env,30,1.000,5.426,4608000.000,1,0,204.403,204.701,10454953984.000,10478810282.667,10,0
figlet,10,1.000,2.732,5595136.000,1,0,nodeinfo,40,1.000,5.846,14254080.000,1,0,env,30,1.000,5.088,4861952.000,1,0,208.120,191.993,10456362325.333,10493176149.333,10,0
figlet,10,1.000,1.715,2830336.000,1,0,nodeinfo,40,1.000,6.612,7024640.000,1,0,env,40,1.000,6.083,5203968.000,1,0,200.920,198.569,10456431957.333,10491409578.667,10,0
figlet,10,1.000,2.752,3862528.000,5,0,nodeinfo,40,1.000,7.261,4968448.000,5,0,env,40,1.000,5.074,6877184.000,5,0,203.520,197.792,10465058816.000,10500935509.333,10,0
figlet,10,1.000,1.719,4496384.000,5,0,nodeinfo,40,1.000,8.566,11771904.000,5,0,env,40,1.000,5.062,4667392.000,5,0,203.360,197.090,10477111296.000,10492824917.333,10,0
figlet,10,1.000,2.298,2748416.000,5,0,nodeinfo,40,1.000,8.135,4366336.000,5,0,env,50,1.000,4.824,3104768.000,5,0,213.080,211.778,10469729621.333,10495043584.000,10,0
figlet,10,1.000,2.971,4007936.000,5,0,nodeinfo,40,1.000,11.015,13681664.000,13,0,env,50,1.000,7.009,4916224.000,13,0,202.760,208.581,10491239765.333,10619928405.333,10,0
figlet,10,1.000,2.081,3454976.000,1,0,nodeinfo,40,1.000,17.246,27394560.000,17,1,env,50,1.000,8.215,9048064.000,17,1,225.740,222.305,10846385493.333,11020855466.667,10,1
figlet,10,1.000,1.691,3108864.000,1,0,nodeinfo,50,1.000,10.044,28450304.000,5,0,env,0,1.000,1.701,9398272.000,1,0,217.893,234.181,11236424362.667,11105025365.333,20,0
figlet,10,1.000,2.149,3081728.000,1,0,nodeinfo,50,1.000,12.560,21262848.000,13,0,env,0,1.000,0.112,3387392.000,1,0,220.871,210.292,10603924821.333,10676753408.000,10,0
figlet,10,1.000,2.038,3526656.000,1,0,nodeinfo,50,1.000,7.552,8118272.000,5,0,env,0,1.000,0.086,14974976.000,1,0,205.762,179.090,10807590229.333,10753049429.333,20,0
figlet,10,1.000,1.757,3741696.000,1,0,nodeinfo,50,1.000,16.437,13281280.000,13,0,env,10,1.000,0.655,14974976.000,1,0,194.800,189.666,10544636586.667,10669356544.000,10,0
figlet,10,1.000,1.664,3702784.000,1,0,nodeinfo,50,1.000,10.152,26186183.111,1,0,env,10,1.000,0.696,3238400.000,1,0,203.244,202.989,10840296106.667,10793725781.333,20,0
figlet,10,1.000,2.531,4573184.000,1,0,nodeinfo,50,1.000,9.635,21305344.000,1,0,env,10,1.000,1.590,3829760.000,1,0,200.024,194.702,10525573120.000,10576788138.667,10,0
figlet,10,1.000,2.248,4087808.000,1,0,nodeinfo,50,1.000,6.732,5652480.000,1,0,env,20,1.000,2.507,4312576.000,1,0,200.527,195.202,10545136981.333,10576011093.333,10,0
figlet,10,1.000,2.346,5419008.000,1,0,nodeinfo,50,1.000,4.889,18698240.000,1,0,env,20,1.000,3.291,6373376.000,1,0,201.247,195.719,10546311850.667,10580121770.667,10,0
figlet,10,1.000,2.301,3531776.000,1,0,nodeinfo,50,1.000,7.641,3067904.000,1,0,env,20,1.000,3.283,4481536.000,1,0,200.920,197.097,10532287829.333,10572598954.667,10,0
figlet,10,1.000,2.236,4939776.000,1,0,nodeinfo,50,1.000,8.189,7389184.000,1,0,env,30,1.000,3.663,6311936.000,1,0,208.560,205.633,10549686954.667,10577354240.000,10,0
figlet,10,1.000,2.720,4052992.000,1,0,nodeinfo,50,1.000,9.606,6094848.000,1,0,env,30,1.000,4.573,4251648.000,1,0,210.964,200.407,10519861248.000,10555363669.333,10,0
figlet,10,1.000,2.099,3735552.000,1,0,nodeinfo,50,1.000,8.111,6512640.000,1,0,env,30,1.000,4.192,4550656.000,1,0,201.280,196.666,10527856640.000,10564599466.667,10,0
figlet,10,1.000,1.826,3057664.000,5,0,nodeinfo,50,0.999,9.752,7610368.000,5,0,env,40,1.000,4.590,5890048.000,5,0,205.680,206.229,10529806336.000,10550340778.667,10,0
figlet,10,1.000,2.490,3995648.000,5,0,nodeinfo,50,1.000,8.026,6610944.000,5,0,env,40,1.000,6.010,15311360.000,5,0,203.640,202.221,10540990464.000,10545227605.333,10,0
figlet,10,1.000,2.024,3899392.000,5,0,nodeinfo,50,1.000,14.120,11661312.000,13,0,env,40,1.000,5.878,4720640.000,5,0,207.400,213.390,10528851968.000,10626232320.000,10,0
figlet,10,1.000,2.223,3995648.000,1,0,nodeinfo,50,1.000,17.171,27184128.000,17,1,env,50,1.000,7.096,5593088.000,9,0,218.800,221.099,10767717717.333,10896299861.333,10,1
figlet,10,1.000,2.029,3166208.000,1,0,nodeinfo,50,1.000,8.967,30723072.000,5,0,env,50,1.000,4.553,9555285.333,5,0,228.503,245.805,11087564117.333,11040631637.333,20,0
figlet,10,1.000,1.773,2448042.667,1,0,nodeinfo,50,1.000,10.424,6467584.000,13,0,env,50,1.000,4.933,2998272.000,13,0,247.756,240.037,10654188885.333,10744870229.333,10,0
figlet,20,1.000,2.148,2854912.000,1,0,nodeinfo,0,1.000,2.735,16814080.000,1,0,env,0,1.000,0.886,3892565.333,1,0,238.971,220.480,10966934186.667,10954530133.333,20,0
figlet,20,1.000,3.961,4069376.000,5,0,nodeinfo,0,1.000,0.102,54998016.000,1,0,env,0,1.000,0.071,15396864.000,1,0,228.160,166.250,10509303808.000,10527840938.667,10,0
figlet,20,1.000,4.386,5218304.000,5,0,nodeinfo,0,1.000,0.142,54926848.000,1,0,env,0,1.000,0.104,15396864.000,1,0,127.520,120.150,10527079082.667,10524285440.000,10,0
figlet,20,1.000,3.898,7135232.000,1,0,nodeinfo,0,1.000,0.125,53829632.000,1,0,env,10,1.000,1.437,15439872.000,1,0,127.960,121.625,10519382698.667,10515421866.667,10,0
figlet,20,1.000,4.156,18038954.667,1,0,nodeinfo,0,1.000,0.122,53848576.000,1,0,env,10,1.000,1.664,15420416.000,1,0,129.360,115.310,10494371157.333,10503134890.667,10,0
figlet,20,1.000,5.155,2752512.000,1,0,nodeinfo,0,1.000,0.155,53660672.000,1,0,env,10,1.000,1.814,3063808.000,1,0,119.080,150.061,10520816298.667,10550942549.333,10,0
figlet,20,1.000,4.017,4331520.000,1,0,nodeinfo,0,1.000,0.113,53106346.667,1,0,env,20,1.000,2.146,3342336.000,1,0,172.440,146.570,10523325781.333,10495267498.667,10,0
figlet,20,1.000,4.424,4110336.000,1,0,nodeinfo,0,1.000,0.122,53117269.333,1,0,env,20,1.000,2.986,2996906.667,1,0,174.156,178.889,10455932245.333,10512061610.667,10,0
figlet,20,1.000,4.880,4305920.000,5,0,nodeinfo,0,1.000,0.109,53192192.000,1,0,env,20,1.000,2.614,3938816.000,5,0,185.280,163.370,10518646784.000,10500142250.667,10,0
figlet,20,1.000,3.676,4059136.000,5,0,nodeinfo,0,1.000,0.122,53389824.000,1,0,env,30,1.000,3.815,5206016.000,5,0,164.560,156.246,10478565376.000,10487638186.667,10,0
figlet,20,1.000,3.738,4196352.000,1,0,nodeinfo,0,1.000,0.120,53531818.667,1,0,env,30,1.000,3.307,4426752.000,1,0,172.680,153.316,10474676906.667,10483937962.667,10,0
figlet,20,1.000,4.748,3207168.000,5,0,nodeinfo,0,1.000,0.113,53651968.000,1,0,env,30,1.000,2.943,3231744.000,5,0,159.600,166.324,10463763797.333,10471195136.000,10,0
figlet,20,1.000,4.371,4758016.000,9,0,nodeinfo,0,1.000,0.096,53157888.000,1,0,env,40,1.000,4.213,4109653.333,9,0,160.200,164.959,10481793024.000,10577070421.333,10,0
figlet,20,1.000,4.571,7250432.000,13,0,nodeinfo,0,1.000,0.125,53244416.000,1,0,env,40,1.000,6.410,4064597.333,13,0,135.760,161.216,10677336746.667,10746591573.333,10,0
figlet,20,1.000,3.605,8513536.000,5,0,nodeinfo,0,1.000,0.151,53155840.000,1,0,env,40,1.000,4.490,3639808.000,5,0,168.387,182.074,10871388842.667,10861298346.667,20,0
figlet,20,1.000,4.020,2732032.000,9,0,nodeinfo,0,1.000,0.135,53075968.000,1,0,env,50,1.000,6.607,4545536.000,9,0,221.255,214.970,10562984618.667,10584646314.667,10,0
figlet,20,1.000,3.732,4462592.000,1,0,nodeinfo,0,1.000,0.130,53114368.000,1,0,env,50,1.000,7.152,2932736.000,13,0,259.160,190.678,10689663658.667,10721425237.333,10,0
figlet,20,1.000,2.651,2904576.000,1,0,nodeinfo,0,1.000,0.120,53221546.667,1,0,env,50,1.000,3.724,6565376.000,5,0,206.840,214.850,10746758485.333,10788806314.667,20,0
figlet,20,1.000,3.674,2994176.000,1,0,nodeinfo,10,1.000,1.465,53590528.000,1,0,env,0,1.000,2.540,3567104.000,1,0,231.574,191.814,10654343168.000,10644363093.333,10,0
figlet,20,1.000,3.576,4141568.000,1,0,nodeinfo,10,1.000,1.431,6029312.000,1,0,env,0,1.000,0.080,15597568.000,1,0,196.880,162.199,10611174741.333,10604850688.000,10,0
figlet,20,1.000,3.431,6012928.000,1,0,nodeinfo,10,1.000,2.951,6459392.000,1,0,env,0,1.000,0.099,15597568.000,1,0,159.800,188.147,10542248618.667,10625311744.000,10,0
figlet,20,1.000,4.478,6135808.000,1,0,nodeinfo,10,1.000,1.613,8720384.000,1,0,env,10,1.000,1.214,15613952.000,1,0,187.579,166.855,10585490090.667,10594390357.333,10,0
figlet,20,1.000,3.720,3987456.000,1,0,nodeinfo,10,1.000,1.830,8900608.000,1,0,env,10,1.000,1.586,4274176.000,1,0,188.880,168.550,10579369301.333,10627532288.000,10,0
figlet,20,1.000,4.752,5820416.000,1,0,nodeinfo,10,1.000,1.815,13926400.000,1,0,env,10,1.000,1.828,3905024.000,1,0,180.560,181.401,10607882240.000,10637814784.000,10,0
figlet,20,1.000,3.863,3683328.000,5,0,nodeinfo,10,1.000,1.869,13832192.000,5,0,env,20,1.000,2.552,4669440.000,5,0,180.109,171.921,10599486805.333,10622695594.667,10,0
figlet,20,1.000,4.773,4007936.000,5,0,nodeinfo,10,1.000,1.788,55769941.333,5,0,env,20,1.000,3.061,2826240.000,5,0,194.960,182.246,10601232384.000,10614539776.000,10,0
figlet,20,1.000,4.649,4583424.000,5,0,nodeinfo,10,1.000,1.614,7102464.000,5,0,env,20,1.000,2.658,4006400.000,5,0,191.179,192.228,10594722474.667,10617272832.000,10,0
figlet,20,1.000,3.809,4025344.000,5,0,nodeinfo,10,1.000,2.037,13373440.000,5,0,env,30,1.000,3.796,4530176.000,5,0,182.160,179.235,10607014570.667,10621145088.000,10,0
figlet,20,1.000,4.538,5039104.000,13,0,nodeinfo,10,1.000,2.077,18960384.000,5,0,env,30,1.000,4.442,2805760.000,13,0,199.880,194.370,10606018560.000,10695015594.667,10,0
figlet,20,1.000,4.645,4004864.000,17,1,nodeinfo,10,1.000,2.412,7618560.000,1,0,env,30,1.000,5.036,2912256.000,17,1,187.974,200.907,10859873621.333,10980396032.000,10,1
figlet,20,1.000,3.907,6515200.000,5,0,nodeinfo,20,1.000,3.152,5697536.000,5,0,env,0,1.000,1.032,6406144.000,1,0,179.890,262.313,11083632640.000,11146161493.333,20,0
figlet,20,1.000,3.609,6594560.000,1,0,nodeinfo,20,1.000,5.267,13596672.000,1,0,env,0,1.000,0.078,8994816.000,1,0,253.520,190.263,10834898944.000,10755876181.333,10,0
figlet,20,1.000,3.897,4821504.000,5,0,nodeinfo,20,1.000,6.506,15065088.000,5,0,env,0,1.000,0.093,15605760.000,1,0,177.280,156.590,10685222229.333,10714142720.000,10,0
figlet,20,1.000,4.411,7188480.000,5,0,nodeinfo,20,1.000,3.699,5619712.000,5,0,env,10,1.000,0.694,15654912.000,5,0,161.280,159.651,10711747925.333,10705465173.333,10,0
figlet,20,1.000,4.093,5107712.000,1,0,nodeinfo,20,1.000,2.664,5926912.000,1,0,env,10,1.000,1.464,3563520.000,1,0,170.800,166.850,10712337066.667,10714285226.667,10,0
figlet,20,1.000,3.446,4142080.000,1,0,nodeinfo,20,1.000,2.605,5255168.000,1,0,env,10,1.000,2.005,15610368.000,1,0,177.960,170.019,10660863317.333,10702470144.000,10,0
figlet,20,1.000,3.537,6123520.000,1,0,nodeinfo,20,1.000,3.020,7467008.000,1,0,env,20,1.000,2.166,4841472.000,1,0,178.640,171.810,10679505578.667,10709781162.667,10,0
figlet,20,1.000,4.554,6307840.000,1,0,nodeinfo,20,1.000,4.014,6176768.000,1,0,env,20,1.000,3.263,4251648.000,1,0,183.320,174.660,10653774506.667,10687155370.667,10,0
figlet,20,1.000,3.033,4128768.000,5,0,nodeinfo,20,1.000,3.716,13275136.000,5,0,env,20,1.000,2.802,4157440.000,5,0,186.440,182.635,10694379520.000,10704930133.333,10,0
figlet,20,1.000,3.211,5459968.000,5,0,nodeinfo,20,1.000,3.958,7462912.000,5,0,env,30,1.000,2.282,3223552.000,5,0,188.900,183.670,10689359872.000,10708984832.000,10,0
figlet,20,1.000,4.796,4347904.000,5,0,nodeinfo,20,1.000,3.964,5574656.000,5,0,env,30,1.000,4.006,3526656.000,5,0,194.600,185.604,10702297088.000,10713654784.000,10,0
figlet,20,1.000,4.374,4676096.000,9,0,nodeinfo,20,1.000,7.629,13177856.000,9,0,env,30,1.000,3.881,5778432.000,9,0,192.600,169.858,10694769322.667,10771636394.667,10,0
figlet,20,1.000,4.141,8457045.333,13,0,nodeinfo,20,1.000,8.055,25298773.333,13,0,env,40,1.000,4.539,8858624.000,13,0,190.800,179.433,10926712149.333,11035708074.667,10,0
figlet,20,1.000,5.150,8859648.000,1,0,nodeinfo,20,1.000,7.184,27802112.000,1,0,env,40,1.000,5.746,3953152.000,17,1,202.845,204.571,11183798272.000,11248371370.667,10,1
figlet,20,1.000,3.307,3084288.000,1,0,nodeinfo,20,1.000,3.624,7581696.000,1,0,env,40,1.000,4.220,8493909.333,1,0,226.851,207.548,11075805866.667,10948348416.000,20,0
figlet,20,1.000,4.361,3913728.000,1,0,nodeinfo,20,1.000,3.565,4784128.000,1,0,env,50,1.000,5.897,3153920.000,1,0,229.636,208.498,10682088106.667,10734390272.000,10,0
figlet,20,1.000,4.136,5337088.000,1,0,nodeinfo,20,1.000,2.926,6017024.000,1,0,env,50,1.000,6.506,4920832.000,1,0,216.600,203.676,10706878464.000,10747203242.667,10,0
figlet,20,1.000,3.804,2756608.000,1,0,nodeinfo,20,1.000,3.572,6524928.000,1,0,env,50,1.000,6.519,8527872.000,1,0,197.840,198.538,10738143914.667,10769203370.667,10,0
figlet,20,1.000,3.552,4575232.000,1,0,nodeinfo,30,1.000,6.059,7507968.000,1,0,env,0,1.000,1.617,3222016.000,1,0,207.200,181.203,10713763157.333,10742807210.667,10,0
figlet,20,1.000,3.583,4639232.000,1,0,nodeinfo,30,1.000,4.543,17408000.000,1,0,env,0,1.000,0.090,16150186.667,1,0,188.141,161.725,10692766378.667,10692950528.000,10,0
figlet,20,1.000,4.381,4333568.000,5,0,nodeinfo,30,1.000,5.949,52006400.000,5,0,env,0,1.000,0.092,16229546.667,1,0,177.200,201.450,10682096298.667,10750898688.000,10,0
figlet,20,1.000,4.145,3817472.000,5,0,nodeinfo,30,1.000,4.140,5738496.000,5,0,env,10,1.000,1.312,16300544.000,5,0,180.251,170.813,10714253312.000,10707167232.000,10,0
figlet,20,1.000,4.698,4366336.000,5,0,nodeinfo,30,1.000,5.530,18591744.000,5,0,env,10,1.000,1.580,4122624.000,5,0,194.854,191.127,10715654826.667,10741367296.000,10,0
figlet,20,1.000,4.057,4340906.667,13,0,nodeinfo,30,1.000,8.624,13714432.000,13,0,env,10,1.000,1.604,4127744.000,5,0,185.440,198.997,10735606442.667,10865032874.667,10,0
figlet,20,1.000,5.319,4128768.000,20,1,nodeinfo,30,0.998,10.176,7041024.000,20,1,env,20,1.000,2.144,3717120.000,5,0,209.322,209.580,11098723669.333,11233863338.667,10,1
figlet,20,1.000,3.795,6053888.000,1,0,nodeinfo,30,1.000,5.483,22245376.000,1,0,env,20,1.000,2.573,19465386.667,1,0,237.177,222.507,11444458837.333,11241077760.000,20,0
figlet,20,1.000,1.882,3124224.000,1,0,nodeinfo,30,1.000,6.579,6000640.000,1,0,env,20,1.000,1.392,3272704.000,1,0,212.832,204.577,10653208576.000,10673046698.667,10,0
figlet,20,1.000,4.653,4001792.000,1,0,nodeinfo,30,1.000,4.725,7028736.000,1,0,env,30,1.000,3.889,4777984.000,1,0,197.051,194.605,10631840426.667,10661549568.000,10,0
figlet,20,1.000,3.660,2863104.000,1,0,nodeinfo,30,1.000,4.412,5709824.000,1,0,env,30,1.000,3.963,2826240.000,1,0,209.320,194.035,10636914688.000,10667150506.667,10,0
figlet,20,1.000,4.232,4016640.000,1,0,nodeinfo,30,1.000,4.011,6164480.000,1,0,env,30,1.000,4.356,6348800.000,1,0,195.880,194.047,10643688106.667,10678789461.333,10,0
figlet,20,1.000,4.218,5816320.000,5,0,nodeinfo,30,1.000,4.889,5025792.000,5,0,env,40,1.000,4.845,4673536.000,5,0,197.080,200.764,10658379093.333,10680728746.667,10,0
figlet,20,1.000,4.457,3531776.000,5,0,nodeinfo,30,1.000,5.049,7815168.000,5,0,env,40,1.000,4.645,19627520.000,5,0,208.081,202.282,10676455424.000,10684347392.000,10,0
figlet,20,1.000,3.389,3518464.000,5,0,nodeinfo,30,1.000,10.116,16676864.000,13,0,env,40,1.000,4.232,4761600.000,13,0,209.240,217.059,10660814165.333,10792902826.667,10,0
figlet,20,1.000,3.206,4503552.000,9,0,nodeinfo,30,1.000,11.510,27219968.000,17,1,env,50,1.000,7.206,4339200.000,17,1,220.760,206.776,10976533845.333,11090812928.000,10,1
figlet,20,1.000,3.619,3555328.000,1,0,nodeinfo,30,1.000,5.847,28758016.000,1,0,env,50,1.000,5.342,8452096.000,1,0,217.213,198.233,11296668876.800,11125383509.333,20,0
figlet,20,1.000,4.733,4229120.000,1,0,nodeinfo,30,1.000,5.627,7589888.000,1,0,env,50,1.000,5.928,2994176.000,1,0,227.393,216.102,10687201962.667,10707339776.000,10,0
figlet,20,1.000,3.257,3043328.000,1,0,nodeinfo,40,1.000,4.996,5877760.000,1,0,env,0,1.000,1.885,3631104.000,1,0,208.842,197.127,10663549610.667,10684794880.000,10,0
figlet,20,1.000,4.386,4063232.000,1,0,nodeinfo,40,1.000,6.333,7495680.000,1,0,env,0,1.000,0.084,19664896.000,1,0,185.480,168.890,10617581568.000,10631296853.333,10,0
figlet,20,1.000,3.102,3362816.000,1,0,nodeinfo,40,1.000,7.550,21180416.000,1,0,env,0,1.000,0.086,19632128.000,1,0,175.800,197.780,10610457941.333,10684104021.333,10,0
figlet,20,1.000,3.765,3481600.000,5,0,nodeinfo,40,1.000,7.833,7213056.000,5,0,env,10,1.000,1.175,19615744.000,5,0,198.120,178.359,10637785770.667,10639600981.333,10,0
figlet,20,1.000,4.711,3928064.000,5,0,nodeinfo,40,1.000,5.431,5595136.000,5,0,env,10,1.000,1.949,4136960.000,5,0,186.680,191.225,10643359744.000,10655482880.000,10,0
figlet,20,1.000,3.749,2744320.000,5,0,nodeinfo,40,1.000,13.382,14128640.000,13,0,env,10,1.000,1.364,3475456.000,5,0,194.920,201.676,10620722517.333,10728849749.333,10,0
figlet,20,1.000,5.402,4850688.000,13,0,nodeinfo,40,1.000,13.272,5865472.000,20,1,env,20,1.000,2.700,3745792.000,5,0,222.160,215.261,10893404842.667,11024176128.000,10,1
figlet,20,1.000,4.198,8168960.000,1,0,nodeinfo,40,1.000,6.717,22300672.000,5,0,env,20,1.000,2.022,19618816.000,1,0,216.650,190.874,11248967680.000,11160851797.333,20,0
