function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,7.991,5858645.333,13,0,cows,20,1.000,3.574,14973610.667,5,0,curl,10,1.000,6.094,4548096.000,5,0,162.240,165.171,14287584597.333,14337315669.333,10,0
figlet,40,1.000,8.696,3659776.000,20,1,cows,20,1.000,6.909,20438357.333,13,0,curl,20,1.000,8.601,2990080.000,5,0,177.360,190.820,14427996160.000,14584187050.667,10,1
figlet,40,1.000,6.029,6212608.000,5,0,cows,20,1.000,4.352,22519808.000,1,0,curl,20,1.000,8.690,5793109.333,1,0,208.560,183.800,14826656426.667,14755208874.667,20,0
figlet,40,1.000,6.505,4584960.000,1,0,cows,20,1.000,3.026,16267264.000,1,0,curl,20,1.000,14.578,4102144.000,1,0,219.560,190.628,14367074986.667,14397961557.333,10,0
figlet,40,1.000,4.917,6397952.000,1,0,cows,20,1.000,2.624,14524416.000,1,0,curl,30,1.000,13.311,3207168.000,1,0,177.320,180.110,14347264000.000,14370079573.333,10,0
figlet,40,1.000,7.346,5513216.000,1,0,cows,20,1.000,1.391,11759616.000,1,0,curl,30,1.000,19.198,4748288.000,1,0,187.120,177.860,14333355349.333,14363412138.667,10,0
figlet,40,1.000,5.622,18252288.000,5,0,cows,20,0.998,2.053,8450048.000,5,0,curl,30,1.000,20.039,7774208.000,5,0,179.320,181.779,14324256768.000,14354442240.000,10,0
figlet,40,1.000,6.595,4259840.000,5,0,cows,20,1.000,2.299,5361664.000,5,0,curl,40,1.000,17.599,5582848.000,5,0,179.560,194.550,14355289429.333,14376367786.667,10,0
figlet,40,1.000,5.165,4270080.000,5,0,cows,20,1.000,2.532,6705152.000,5,0,curl,40,1.000,25.077,8023040.000,13,0,200.960,202.000,14372341760.000,14426915669.333,10,0
figlet,40,1.000,7.933,5200384.000,9,0,cows,20,1.000,5.166,13952000.000,9,0,curl,40,1.000,24.753,11632128.000,17,1,202.480,198.120,14490322261.333,14586831872.000,10,1
figlet,40,1.000,4.279,3723264.000,1,0,cows,30,1.000,2.403,5423104.000,1,0,curl,0,1.000,3.089,11684522.667,1,0,216.840,165.810,14754571605.333,14710892885.333,20,0
figlet,40,1.000,7.259,4818944.000,1,0,cows,30,1.000,3.263,13729792.000,1,0,curl,0,1.000,0.191,41992192.000,1,0,165.480,145.460,14305680042.667,14316295850.667,10,0
figlet,40,1.000,6.575,7102464.000,1,0,cows,30,1.000,1.951,20422656.000,1,0,curl,0,1.000,0.194,41992192.000,1,0,139.640,134.030,14300139520.000,14313628330.667,10,0
figlet,40,1.000,7.652,6995968.000,1,0,cows,30,1.000,3.776,13864960.000,1,0,curl,10,1.000,3.001,43360768.000,1,0,134.360,139.930,14289352021.333,14315662848.000,10,0
figlet,40,1.000,7.711,18366464.000,1,0,cows,30,1.000,3.705,5115904.000,1,0,curl,10,1.000,7.393,4673536.000,1,0,162.560,157.383,14308110336.000,14354004138.667,10,0
figlet,40,1.000,6.691,4277760.000,5,0,cows,30,1.000,2.719,5447680.000,5,0,curl,10,1.000,6.149,6656000.000,5,0,159.120,159.539,14330173440.000,14347168938.667,10,0
figlet,40,1.000,5.656,6348800.000,5,0,cows,30,1.000,4.437,6787072.000,5,0,curl,20,1.000,10.963,6166528.000,5,0,170.200,178.561,14311819946.667,14342811306.667,10,0
figlet,40,1.000,8.135,2842624.000,5,0,cows,30,1.000,3.181,14761984.000,5,0,curl,20,1.000,14.045,4685824.000,5,0,176.440,178.040,14338688341.333,14346950826.667,10,0
figlet,40,1.000,8.235,5654528.000,9,0,cows,30,1.000,6.901,5431296.000,9,0,curl,20,1.000,13.104,5509632.000,1,0,177.080,177.830,14323540650.667,14413166421.333,10,0
figlet,40,1.000,7.338,9236480.000,17,1,cows,30,1.000,5.054,16490496.000,1,0,curl,30,1.000,9.847,4603904.000,1,0,225.320,230.475,14563291818.667,14667529216.000,10,1
figlet,40,1.000,6.551,3536384.000,1,0,cows,30,1.000,3.310,4952064.000,1,0,curl,30,1.000,13.760,3043328.000,1,0,212.009,183.260,14596103509.333,14557578240.000,20,0
figlet,40,1.000,7.253,18385920.000,1,0,cows,30,1.000,3.905,12302336.000,1,0,curl,30,1.000,16.077,5568000.000,1,0,210.200,199.450,14357155157.333,14407756800.000,10,0
figlet,40,1.000,7.879,3407872.000,5,0,cows,30,1.000,3.575,14891008.000,5,0,curl,40,1.000,29.171,5578752.000,5,0,207.720,198.690,14385333589.333,14415013034.667,10,0
figlet,40,1.000,6.814,4618240.000,5,0,cows,30,1.000,3.420,6909952.000,5,0,curl,40,1.000,21.476,5306368.000,5,0,198.560,202.681,14392767146.667,14413164373.333,10,0
figlet,40,1.000,6.339,3002368.000,13,0,cows,30,1.000,3.581,7180288.000,5,0,curl,40,1.000,26.693,4368384.000,13,0,205.320,210.220,14408083456.000,14506516992.000,10,0
figlet,40,1.000,7.869,6232234.667,17,1,cows,30,1.000,6.343,18581504.000,9,0,curl,50,1.000,27.416,6110720.000,17,1,222.880,209.980,14652301312.000,14764296021.333,10,1
figlet,40,1.000,6.368,8290133.333,5,0,cows,30,1.000,3.434,25167189.333,5,0,curl,50,1.000,22.491,10171733.333,5,0,213.680,211.119,14949466112.000,14894043818.667,20,0
figlet,40,1.000,8.101,3143680.000,5,0,cows,30,1.000,2.807,19644416.000,5,0,curl,50,1.000,30.771,2646016.000,5,0,225.880,226.893,14570474837.333,14518529877.333,10,0
figlet,40,1.000,7.120,2969600.000,9,0,cows,40,1.000,7.354,14629376.000,9,0,curl,0,1.000,10.580,3522560.000,1,0,210.360,178.310,14453092352.000,14517509802.667,10,0
figlet,40,1.000,7.160,6103552.000,1,0,cows,40,1.000,5.528,27777536.000,1,0,curl,0,1.000,0.187,4694016.000,1,0,169.800,148.680,14644947626.667,14622535850.667,10,0
figlet,40,1.000,7.939,2904064.000,1,0,cows,40,1.000,4.438,14608384.000,1,0,curl,0,1.000,0.196,43781120.000,1,0,164.050,171.039,14382736042.667,14417101312.000,10,0
figlet,40,1.000,8.158,2904064.000,1,0,cows,40,1.000,3.630,5279744.000,1,0,curl,10,1.000,4.407,44922538.667,1,0,152.760,151.180,14390203733.333,14391586474.667,10,0
figlet,40,1.000,6.034,3125248.000,1,0,cows,40,1.000,4.198,8527872.000,1,0,curl,10,1.000,6.219,5218304.000,1,0,165.960,162.340,14376413184.000,14415990613.333,10,0
figlet,40,1.000,7.478,3733504.000,5,0,cows,40,1.000,4.279,6836224.000,5,0,curl,10,1.000,5.944,3726336.000,5,0,184.040,168.610,14394082645.333,14427954005.333,10,0
figlet,40,1.000,5.313,4292608.000,5,0,cows,40,1.000,4.874,6959104.000,5,0,curl,20,1.000,11.024,5431296.000,5,0,162.160,183.300,14396792832.000,14431014400.000,10,0
figlet,40,1.000,6.706,6348800.000,5,0,cows,40,1.000,4.611,7753728.000,5,0,curl,20,1.000,12.170,5095424.000,5,0,180.880,179.410,14443590997.333,14454036309.333,10,0
figlet,40,1.000,7.002,5449216.000,9,0,cows,40,1.000,7.250,13994496.000,9,0,curl,20,1.000,12.756,5696512.000,9,0,194.480,172.900,14442308266.667,14523826858.667,10,0
figlet,40,1.000,7.933,8968704.000,13,0,cows,40,1.000,9.189,27154432.000,13,0,curl,30,1.000,18.213,10630314.667,1,0,177.360,191.900,14660014762.667,14775767722.667,10,0
figlet,40,1.000,5.771,9332736.000,1,0,cows,40,1.000,4.281,28031658.667,1,0,curl,30,1.000,12.185,3119104.000,1,0,225.160,202.990,14965303296.000,14819087530.667,20,0
figlet,40,1.000,6.230,19350016.000,1,0,cows,40,1.000,5.637,4595712.000,1,0,curl,30,1.000,23.611,3465216.000,1,0,223.880,206.050,14472387242.667,14465553920.000,10,0
figlet,40,1.000,6.506,3227648.000,5,0,cows,40,1.000,3.806,3149824.000,5,0,curl,40,1.000,14.793,5568512.000,5,0,207.000,202.952,14409472682.667,14457918293.333,10,0
figlet,40,1.000,6.013,3987968.000,5,0,cows,40,1.000,3.967,5738496.000,5,0,curl,40,1.000,26.230,2891776.000,5,0,202.240,208.240,14447460352.000,14461947050.667,10,0
figlet,40,1.000,7.345,5302272.000,9,0,cows,40,1.000,5.938,13742080.000,9,0,curl,40,1.000,20.516,6339584.000,9,0,208.480,191.938,14439375530.667,14529013248.000,10,0
figlet,40,1.000,6.327,4106240.000,1,0,cows,40,1.000,4.237,12218368.000,1,0,curl,50,1.000,22.174,11450368.000,1,0,205.720,207.480,14672371712.000,14739943765.333,10,0
figlet,40,1.000,7.625,6287360.000,1,0,cows,40,0.998,3.639,5947392.000,1,0,curl,50,1.000,28.446,8790016.000,1,0,227.640,228.008,14543564800.000,14528429909.333,10,0
figlet,40,1.000,5.965,19313152.000,1,0,cows,40,1.000,2.190,7700480.000,1,0,curl,50,1.000,20.598,6215680.000,1,0,226.560,214.956,14496266240.000,14510576128.000,10,0
figlet,40,1.000,6.956,2940928.000,5,0,cows,50,1.000,2.664,5922816.000,5,0,curl,0,1.000,12.624,2744320.000,1,0,207.320,176.520,14456009386.667,14462668970.667,10,0
figlet,40,1.000,7.281,4813824.000,5,0,cows,50,0.999,6.634,14274560.000,5,0,curl,0,1.000,0.208,43290624.000,1,0,147.000,146.650,14439077888.000,14431698773.333,10,0
figlet,40,1.000,6.214,4221952.000,9,0,cows,50,1.000,8.571,12404736.000,9,0,curl,0,1.000,0.179,43290624.000,1,0,171.840,156.810,14455283029.333,14593777664.000,10,0
figlet,40,1.000,7.998,8476501.333,13,0,cows,50,1.000,9.135,25861973.333,13,0,curl,10,1.000,5.917,44165632.000,1,0,149.720,159.300,14733435562.667,14838099456.000,10,0
figlet,40,1.000,7.182,3770368.000,5,0,cows,50,1.000,4.698,26725034.667,5,0,curl,10,1.000,5.371,3602944.000,1,0,176.920,218.728,14960850261.333,14879497728.000,20,0
figlet,40,1.000,7.112,2736128.000,1,0,cows,50,1.000,8.384,13201408.000,1,0,curl,10,1.000,7.382,3084288.000,1,0,229.320,208.040,14481792341.333,14552014848.000,10,0
figlet,40,1.000,7.114,3766272.000,1,0,cows,50,1.000,5.935,20348928.000,1,0,curl,20,1.000,9.207,4161536.000,1,0,189.000,187.380,14459251370.667,14481404757.333,10,0
figlet,40,1.000,6.446,3186688.000,1,0,cows,50,1.000,4.486,5931008.000,1,0,curl,20,1.000,13.587,4206592.000,1,0,178.440,182.390,14445264213.333,14476065792.000,10,0
figlet,40,1.000,5.701,4153344.000,5,0,cows,50,1.000,5.319,4067328.000,5,0,curl,20,1.000,9.987,6901760.000,5,0,190.520,182.532,14455655082.667,14483872938.667,10,0
figlet,40,1.000,7.331,19434154.667,5,0,cows,50,0.999,5.297,7229440.000,5,0,curl,30,1.000,20.476,5185536.000,5,0,188.120,193.490,14471682048.000,14492271104.000,10,0
figlet,40,1.000,6.430,19511296.000,5,0,cows,50,1.000,4.753,20213760.000,5,0,curl,30,1.000,18.795,2838528.000,5,0,193.760,197.708,14483118080.000,14496362496.000,10,0
figlet,40,1.000,7.936,19390464.000,9,0,cows,50,1.000,7.904,18923008.000,9,0,curl,30,1.000,16.117,6514176.000,9,0,199.800,182.420,14478475264.000,14562743978.667,10,0
figlet,40,1.000,7.315,4283050.667,13,0,cows,50,1.000,9.828,14010368.000,13,0,curl,40,1.000,24.001,5974016.000,1,0,192.560,200.785,14703693824.000,14843953152.000,10,0
figlet,40,1.000,7.246,8404992.000,1,0,cows,50,1.000,8.770,25190400.000,1,0,curl,40,1.000,9.515,3138901.333,1,0,232.560,237.364,15078402048.000,15079287466.667,20,0
figlet,40,1.000,8.971,3567616.000,1,0,cows,50,1.000,5.469,5419008.000,1,0,curl,40,1.000,32.124,3182592.000,1,0,251.200,228.350,14873573376.000,14833652394.667,10,0
figlet,40,1.000,6.036,3399680.000,5,0,cows,50,1.000,3.233,12177408.000,5,0,curl,50,1.000,35.179,3121152.000,5,0,218.100,216.634,14692934451.200,14495804074.667,10,0
figlet,40,1.000,5.942,3104768.000,5,0,cows,50,0.999,5.190,6508544.000,5,0,curl,50,1.000,20.092,3104768.000,13,0,216.640,218.797,14362092885.333,14433683456.000,10,0
figlet,40,1.000,5.678,4858368.000,9,0,cows,50,1.000,7.479,14556160.000,9,0,curl,50,1.000,30.794,10203136.000,17,1,227.920,216.370,14494444885.333,14605499392.000,10,1
figlet,50,1.000,9.038,8809984.000,5,0,cows,0,1.000,3.539,15209813.333,1,0,curl,0,1.000,3.579,11096064.000,1,0,225.560,183.230,14746544810.667,14633084928.000,20,0
figlet,50,1.000,6.546,4868608.000,1,0,cows,0,1.000,0.099,69744640.000,1,0,curl,0,1.000,0.204,37568512.000,1,0,180.440,134.290,14246062762.667,14195893077.333,10,0
figlet,50,1.000,7.795,4521984.000,1,0,cows,0,1.000,0.083,69807104.000,1,0,curl,0,1.000,0.178,37568512.000,1,0,126.600,116.090,14167488512.000,14173572437.333,10,0
figlet,50,1.000,9.555,19091968.000,1,0,cows,0,1.000,0.116,68692992.000,1,0,curl,10,1.000,5.656,38902784.000,1,0,118.600,122.524,14152813226.667,14161892181.333,10,0
figlet,50,1.000,7.376,4605952.000,1,0,cows,0,1.000,0.089,68550656.000,1,0,curl,10,1.000,6.430,4786176.000,1,0,146.080,141.690,14176834901.333,14206995968.000,10,0
figlet,50,1.000,11.018,4878336.000,1,0,cows,0,1.000,0.103,68558336.000,1,0,curl,10,1.000,7.362,4350976.000,1,0,151.200,139.650,14190486186.667,14195063296.000,10,0
figlet,50,1.000,7.830,18882560.000,1,0,cows,0,1.000,0.098,68429824.000,1,0,curl,20,1.000,14.777,6660096.000,1,0,151.240,144.870,14122119168.000,14122871125.333,10,0
figlet,50,1.000,9.505,2744320.000,1,0,cows,0,1.000,0.096,68453888.000,1,0,curl,20,1.000,10.913,4177408.000,1,0,170.360,181.280,14107867136.000,14178946218.667,10,0
figlet,50,1.000,7.253,5003264.000,5,0,cows,0,1.000,0.096,68563114.667,1,0,curl,20,1.000,13.277,6463488.000,5,0,187.520,162.593,14184019968.000,14160427520.000,10,0
figlet,50,1.000,8.702,18955776.000,5,0,cows,0,1.000,0.104,68354560.000,1,0,curl,30,1.000,14.238,3730090.667,5,0,159.120,166.397,14118032042.667,14139649536.000,10,0
figlet,50,1.000,9.700,4579328.000,5,0,cows,0,1.000,0.093,68397056.000,1,0,curl,30,1.000,21.010,2764800.000,5,0,168.600,169.820,14120378368.000,14148781909.333,10,0
figlet,50,1.000,8.290,5575168.000,9,0,cows,0,1.000,0.099,68401152.000,1,0,curl,30,1.000,15.076,6964224.000,9,0,168.120,162.047,14139310762.667,14184101034.667,10,0
figlet,50,1.000,8.500,9426944.000,13,0,cows,0,1.000,0.099,68361728.000,1,0,curl,40,1.000,24.145,2637824.000,13,0,175.680,187.480,14263687850.667,14370828117.333,10,0
figlet,50,1.000,10.341,4081664.000,17,1,cows,0,1.000,0.106,68451328.000,1,0,curl,40,1.000,26.874,8365568.000,17,1,167.884,182.251,14507312469.333,14594301098.667,10,1
figlet,50,1.000,5.731,6440960.000,1,0,cows,0,1.000,0.100,68430336.000,1,0,curl,40,1.000,20.859,10253824.000,1,0,207.880,174.480,14721503232.000,14743322453.333,20,0
figlet,50,1.000,7.943,4743168.000,1,0,cows,0,1.000,0.104,68504576.000,1,0,curl,50,1.000,18.130,7966720.000,1,0,222.960,218.160,14366903637.333,14320402944.000,10,0
figlet,50,1.000,7.697,7712768.000,1,0,cows,0,1.000,0.093,68606464.000,1,0,curl,50,1.000,25.247,8787968.000,1,0,202.440,199.400,14264642901.333,14272655701.333,10,0
figlet,50,1.000,6.018,2797568.000,1,0,cows,0,1.000,0.112,68572501.333,1,0,curl,50,1.000,27.214,2560000.000,1,0,194.760,205.790,14247834282.667,14327213909.333,10,0
figlet,50,1.000,8.398,3108864.000,1,0,cows,10,1.000,1.129,68224512.000,1,0,curl,0,1.000,6.850,3436544.000,1,0,210.560,156.490,14323856725.333,14273120597.333,10,0
figlet,50,1.000,6.730,6643712.000,1,0,cows,10,1.000,1.094,7479296.000,1,0,curl,0,1.000,0.184,3911680.000,1,0,156.560,138.530,14246929749.333,14250754901.333,10,0
figlet,50,1.000,6.294,4431872.000,1,0,cows,10,1.000,2.454,5500928.000,1,0,curl,0,1.000,0.164,38191104.000,1,0,140.560,164.390,14208524970.667,14268833792.000,10,0
figlet,50,1.000,5.599,4780032.000,5,0,cows,10,1.000,2.514,5668864.000,5,0,curl,10,1.000,5.005,39959040.000,5,0,156.840,138.490,14212057770.667,14201772373.333,10,0
figlet,50,1.000,7.139,4747264.000,5,0,cows,10,1.000,1.504,6242304.000,5,0,curl,10,1.000,5.144,4153856.000,5,0,159.280,163.960,14210181802.667,14241755306.667,10,0
figlet,50,1.000,8.698,5445632.000,13,0,cows,10,1.000,1.459,68430336.000,5,0,curl,10,1.000,6.782,4556800.000,5,0,167.800,174.830,14232793088.000,14283555840.000,10,0
figlet,50,1.000,9.307,8903680.000,20,1,cows,10,1.000,1.388,5935104.000,1,0,curl,20,1.000,8.125,5368320.000,5,0,174.130,180.663,14363096405.333,14426091520.000,10,1
figlet,50,1.000,9.187,9269248.000,5,0,cows,10,1.000,1.946,20800853.333,1,0,curl,20,1.000,7.045,4078250.667,1,0,203.920,178.440,14503302485.333,14556014933.333,20,0
figlet,50,1.000,8.341,3810645.333,13,0,cows,10,1.000,1.253,20283392.000,1,0,curl,20,1.000,12.224,3107498.667,1,0,228.800,211.000,14285457408.000,14329553408.000,10,0
figlet,50,1.000,7.808,7603541.333,1,0,cows,10,1.000,1.554,67496448.000,1,0,curl,30,1.000,13.040,3375104.000,1,0,218.480,184.020,14391104853.333,14438722048.000,20,0
figlet,50,1.000,8.133,3987456.000,1,0,cows,10,1.000,1.688,19910656.000,1,0,curl,30,1.000,17.735,4679680.000,1,0,197.560,191.478,14241505280.000,14296335872.000,10,0
figlet,50,1.000,8.447,7536640.000,1,0,cows,10,1.000,1.171,8040448.000,1,0,curl,30,1.000,23.593,4845568.000,1,0,196.880,185.870,14273731925.333,14299580928.000,10,0
figlet,50,1.000,9.600,19118762.667,1,0,cows,10,0.997,1.128,4300800.000,1,0,curl,40,1.000,20.395,4846080.000,1,0,191.480,197.950,14267613184.000,14303405226.667,10,0
figlet,50,1.000,8.955,4837376.000,5,0,cows,10,1.000,1.069,5742592.000,5,0,curl,40,1.000,18.885,5502976.000,5,0,217.000,201.463,14292954453.333,14322630997.333,10,0
figlet,50,1.000,8.419,5122048.000,5,0,cows,10,1.000,1.550,6123520.000,5,0,curl,40,1.000,21.147,4464640.000,13,0,209.929,211.492,14313360042.667,14353361578.667,10,0
figlet,50,1.000,7.693,19098624.000,9,0,cows,10,1.000,1.597,68244821.333,1,0,curl,50,1.000,25.207,11728896.000,17,1,195.480,207.321,14437301589.333,14537100117.333,10,1
figlet,50,1.000,8.663,3650560.000,5,0,cows,10,1.000,1.182,4710400.000,1,0,curl,50,0.944,20.658,5113344.000,1,0,214.520,197.940,14679381333.333,14755446613.333,20,0
figlet,50,1.000,9.112,19137365.333,5,0,cows,10,1.000,1.365,5251072.000,5,0,curl,50,1.000,28.204,3006464.000,5,0,236.560,228.290,14504004949.333,14493728426.667,10,0
figlet,50,1.000,5.912,3067904.000,5,0,cows,20,1.000,2.473,5349376.000,5,0,curl,0,1.000,4.951,2962773.333,1,0,222.040,201.000,14418081792.000,14403390122.667,10,0
figlet,50,1.000,10.073,5124608.000,9,0,cows,20,1.000,4.418,14128298.667,9,0,curl,0,1.000,0.206,3137536.000,1,0,174.280,150.430,14377764864.000,14408286549.333,10,0
figlet,50,1.000,10.346,9198080.000,13,0,cows,20,1.000,8.131,8529237.333,13,0,curl,0,1.000,0.211,47023104.000,1,0,158.720,164.810,14493476864.000,14622713002.667,10,0
figlet,50,1.000,11.644,9496576.000,17,1,cows,20,1.000,7.460,8648704.000,17,1,curl,10,1.000,5.791,48277845.333,1,0,133.920,164.020,14803701760.000,14869159936.000,10,1
figlet,50,1.000,9.145,9426432.000,5,0,cows,20,1.000,4.244,21247317.333,1,0,curl,10,1.000,3.048,3948544.000,1,0,185.240,198.740,15047429461.333,14951035562.667,20,0
figlet,50,1.000,9.997,2980864.000,1,0,cows,20,1.000,2.553,14000128.000,1,0,curl,10,1.000,8.362,3217408.000,1,0,213.360,194.182,14385760938.667,14414246229.333,10,0
figlet,50,1.000,9.182,3198976.000,1,0,cows,20,1.000,2.187,18591744.000,1,0,curl,20,1.000,7.125,2797568.000,1,0,197.840,198.530,14367455232.000,14393620992.000,10,0
figlet,50,1.000,7.002,19028480.000,1,0,cows,20,1.000,2.102,5996544.000,1,0,curl,20,1.000,12.370,5570560.000,1,0,202.560,189.238,14369856170.667,14401769813.333,10,0
figlet,50,1.000,8.399,4935680.000,5,0,cows,20,0.998,3.201,59479552.000,5,0,curl,20,1.000,13.786,4687872.000,5,0,193.680,181.920,14375157760.000,14401810261.333,10,0
figlet,50,1.000,9.992,4669440.000,5,0,cows,20,1.000,1.956,59276629.333,5,0,curl,30,1.000,19.245,3059712.000,5,0,182.360,203.602,14390134784.000,14401273173.333,10,0
figlet,50,1.000,6.615,2920448.000,5,0,cows,20,1.000,1.836,9494528.000,5,0,curl,30,1.000,20.830,4743168.000,5,0,194.280,200.670,14387391146.667,14400004949.333,10,0
figlet,50,1.000,9.697,18908160.000,13,0,cows,20,1.000,2.427,6955008.000,5,0,curl,30,1.000,18.935,7483392.000,13,0,198.480,204.820,14364771669.333,14464371370.667,10,0
figlet,50,1.000,7.172,4509184.000,17,1,cows,20,1.000,4.244,16331605.333,9,0,curl,40,1.000,17.029,5040128.000,17,1,210.680,204.560,14626408448.000,14739061077.333,10,1
figlet,50,1.000,6.782,7848846.222,1,0,cows,20,1.000,3.786,15760042.667,1,0,curl,40,1.000,20.227,9591466.667,1,0,218.640,192.620,14909990229.333,14863851690.667,20,0
figlet,50,1.000,10.696,2811221.333,1,0,cows,20,1.000,1.962,7327744.000,1,0,curl,40,1.000,25.797,4386816.000,1,0,231.080,228.240,14416733525.333,14407811242.667,10,0
figlet,50,1.000,9.387,3141632.000,1,0,cows,20,1.000,2.479,4993024.000,1,0,curl,50,1.000,33.599,3231744.000,1,0,222.400,224.580,14349488810.667,14382336000.000,10,0
figlet,50,1.000,7.560,4513792.000,5,0,cows,20,1.000,3.468,6283264.000,5,0,curl,50,1.000,32.472,5706752.000,5,0,218.840,213.270,14344870570.667,14385414826.667,10,0
figlet,50,1.000,9.866,7094272.000,5,0,cows,20,1.000,2.554,7380992.000,5,0,curl,50,1.000,34.734,9383936.000,5,0,197.680,208.860,14363042474.667,14382929408.000,10,0
figlet,50,1.000,10.108,3984042.667,17,1,cows,30,1.000,2.087,8159232.000,5,0,curl,0,1.000,11.254,2864469.333,1,0,210.160,203.112,14350331904.000,14411096234.667,10,1
figlet,50,1.000,9.752,3597653.333,5,0,cows,30,1.000,5.280,5623808.000,5,0,curl,0,1.000,0.201,3198976.000,1,0,186.080,159.320,14534469632.000,14490403840.000,20,0
figlet,50,1.000,7.872,4744874.667,13,0,cows,30,1.000,7.094,15761408.000,1,0,curl,0,1.000,0.187,37539840.000,1,0,221.000,204.700,14339765589.333,14428308821.333,10,0
figlet,50,1.000,7.294,3441664.000,1,0,cows,30,1.000,3.652,7561216.000,1,0,curl,10,1.000,6.531,38475776.000,1,0,197.664,157.940,14459882837.333,14474538837.333,20,0
figlet,50,1.000,6.796,19221504.000,1,0,cows,30,1.000,3.502,8781824.000,1,0,curl,10,1.000,5.279,4572160.000,1,0,180.240,177.390,14300741632.000,14355227989.333,10,0
figlet,50,1.000,9.195,2891776.000,1,0,cows,30,1.000,3.504,5586944.000,1,0,curl,10,1.000,8.426,6901760.000,1,0,177.880,176.660,14335598592.000,14371125760.000,10,0
figlet,50,1.000,8.496,4288000.000,1,0,cows,30,1.000,3.831,8523776.000,1,0,curl,20,1.000,14.307,4761600.000,1,0,182.160,184.010,14340496042.667,14362165760.000,10,0
figlet,50,1.000,9.795,6225920.000,5,0,cows,30,1.000,3.911,7368704.000,5,0,curl,20,1.000,9.373,5179392.000,5,0,197.840,194.750,14307191466.667,14338539520.000,10,0
figlet,50,1.000,7.860,5007360.000,5,0,cows,30,0.997,4.115,19351552.000,5,0,curl,20,1.000,17.613,2891776.000,5,0,179.080,198.505,14324705962.667,14346000384.000,10,0
figlet,50,1.000,8.201,2936832.000,13,0,cows,30,1.000,3.910,6467584.000,5,0,curl,30,1.000,12.285,5029888.000,5,0,188.280,201.390,14347627861.333,14392587605.333,10,0
figlet,50,1.000,9.393,4426240.000,17,1,cows,30,1.000,6.892,11786752.000,9,0,curl,30,1.000,19.922,5920768.000,9,0,207.760,194.660,14464309930.667,14556011520.000,10,1
figlet,50,1.000,6.139,8266240.000,1,0,cows,30,1.000,4.108,26566656.000,1,0,curl,30,1.000,16.029,3880960.000,1,0,211.960,193.550,14736883712.000,14734403754.667,20,0
figlet,50,1.000,10.563,3815424.000,1,0,cows,30,1.000,2.503,14159872.000,1,0,curl,40,1.000,21.408,4534784.000,1,0,211.880,213.880,14364599637.333,14407182506.667,10,0
figlet,50,1.000,8.036,4823040.000,1,0,cows,30,0.999,4.076,5095424.000,1,0,curl,40,1.000,31.784,5679104.000,1,0,223.000,212.530,14384892586.667,14403962709.333,10,0
figlet,50,1.000,9.293,19760981.333,5,0,cows,30,0.999,1.609,5246976.000,5,0,curl,40,1.000,28.004,5312512.000,5,0,220.280,210.750,14385945941.333,14406372181.333,10,0
figlet,50,1.000,6.836,20765696.000,5,0,cows,30,1.000,2.515,5988352.000,5,0,curl,50,1.000,29.516,8013824.000,13,0,201.800,213.520,14393085269.333,14474466645.333,10,0
figlet,50,1.000,10.055,26542592.000,9,0,cows,30,1.000,7.116,14515712.000,9,0,curl,50,1.000,31.048,6609920.000,17,1,222.960,214.930,14570886485.333,14643650901.333,10,1
figlet,50,1.000,6.693,3596288.000,1,0,cows,30,1.000,3.885,2994176.000,1,0,curl,50,1.000,25.968,10259114.667,1,0,229.760,198.752,14794057045.333,14827552938.667,20,0
figlet,50,1.000,11.083,26320896.000,1,0,cows,40,1.000,3.277,4796416.000,1,0,curl,0,1.000,14.768,3296768.000,1,0,229.720,199.470,14497875285.333,14476687872.000,10,0
figlet,50,1.000,9.816,4673536.000,1,0,cows,40,0.998,6.171,7041024.000,1,0,curl,0,1.000,0.182,3637248.000,1,0,171.720,156.600,14401459541.333,14401684821.333,10,0
figlet,50,1.000,10.420,2636458.667,1,0,cows,40,1.000,5.895,7774208.000,1,0,curl,0,1.000,0.208,41099264.000,1,0,158.000,174.890,14377373696.000,14441584981.333,10,0
figlet,50,1.000,10.655,3018752.000,1,0,cows,40,1.000,3.256,64089600.000,1,0,curl,10,1.000,4.870,42617344.000,1,0,169.480,158.200,14399541248.000,14397440341.333,10,0
figlet,50,1.000,9.405,3035136.000,5,0,cows,40,1.000,4.319,7806976.000,5,0,curl,10,1.000,6.755,3993600.000,5,0,177.560,173.509,14371483648.000,14409831253.333,10,0
figlet,50,1.000,8.053,4564992.000,5,0,cows,40,1.000,4.706,7131136.000,5,0,curl,10,1.000,7.270,5580288.000,5,0,183.086,179.021,14388935338.667,14414373546.667,10,0
figlet,50,1.000,6.334,5041152.000,13,0,cows,40,1.000,7.651,10016768.000,13,0,curl,20,1.000,8.476,2928640.000,5,0,175.360,198.270,14404443477.333,14551639210.667,10,0
