function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,50,1.000,10.329,8976896.000,17,1,cows,40,1.000,10.031,15940608.000,17,1,curl,20,1.000,13.787,6578346.667,9,0,214.600,201.028,14794594304.000,14894940160.000,10,1
figlet,50,1.000,6.762,3881472.000,1,0,cows,40,1.000,2.186,23354368.000,1,0,curl,20,1.000,10.195,10356224.000,1,0,233.440,205.860,15031786154.667,14970192725.333,20,0
figlet,50,1.000,8.322,3536896.000,1,0,cows,40,1.000,2.953,4050944.000,1,0,curl,30,1.000,16.939,3348480.000,1,0,232.720,222.790,14467574442.667,14479286272.000,10,0
figlet,50,1.000,10.827,2887680.000,1,0,cows,40,1.000,3.127,5312512.000,1,0,curl,30,1.000,20.757,3502080.000,1,0,214.240,208.473,14428796928.000,14458428245.333,10,0
figlet,50,1.000,10.266,4356096.000,5,0,cows,40,1.000,5.662,15585280.000,5,0,curl,30,1.000,20.196,4843520.000,5,0,209.480,199.470,14407672490.667,14440252245.333,10,0
figlet,50,1.000,8.142,2883584.000,5,0,cows,40,1.000,4.675,6057984.000,5,0,curl,40,1.000,23.833,5320704.000,5,0,202.760,210.979,14422861824.000,14443798357.333,10,0
figlet,50,1.000,9.768,21300224.000,9,0,cows,40,1.000,7.728,15324672.000,9,0,curl,40,1.000,26.663,7024640.000,9,0,206.360,202.932,14432915456.000,14509125120.000,10,0
figlet,50,1.000,7.987,21297152.000,1,0,cows,40,1.000,5.317,18591744.000,1,0,curl,40,1.000,22.929,12397568.000,1,0,202.640,205.998,14654603264.000,14708712789.333,10,0
figlet,50,1.000,8.598,3231744.000,1,0,cows,40,1.000,4.656,20238336.000,1,0,curl,50,1.000,24.423,5413888.000,1,0,230.800,228.390,14513247573.333,14487736661.333,10,0
figlet,50,1.000,9.074,2924544.000,5,0,cows,40,1.000,2.921,7249920.000,5,0,curl,50,1.000,33.964,9453568.000,5,0,222.560,217.960,14437523456.000,14472693418.667,10,0
figlet,50,1.000,7.431,4814848.000,5,0,cows,40,1.000,3.644,5013504.000,5,0,curl,50,1.000,30.796,2916352.000,13,0,214.800,214.394,14467543722.667,14520959146.667,10,0
figlet,50,1.000,8.108,2826240.000,9,0,cows,50,1.000,8.060,5959680.000,9,0,curl,0,1.000,12.376,9047040.000,1,0,222.686,194.122,14553778176.000,14658509824.000,10,0
figlet,50,1.000,8.791,4709376.000,13,0,cows,50,1.000,10.534,22683136.000,13,0,curl,0,1.000,0.221,4804608.000,1,0,197.600,175.470,14772984490.667,14744820394.667,10,0
figlet,50,1.000,10.209,3080192.000,1,0,cows,50,1.000,8.268,27922432.000,1,0,curl,0,1.000,0.227,39397034.667,1,0,188.640,194.250,14831060309.333,14852325034.667,10,0
figlet,50,1.000,10.373,3080192.000,1,0,cows,50,1.000,5.114,69324800.000,1,0,curl,10,1.000,6.616,41720320.000,1,0,202.520,186.000,14510575616.000,14453616810.667,10,0
figlet,50,1.000,6.256,22784170.667,1,0,cows,50,1.000,5.137,17463296.000,1,0,curl,10,1.000,7.430,5079040.000,1,0,176.920,178.070,14419495594.667,14464266240.000,10,0
figlet,50,1.000,9.323,22929920.000,1,0,cows,50,0.999,5.097,5279744.000,1,0,curl,10,1.000,7.519,5597184.000,1,0,191.440,180.259,14433445888.000,14464819370.667,10,0
figlet,50,1.000,8.575,4835328.000,5,0,cows,50,1.000,5.713,5255168.000,5,0,curl,20,1.000,12.561,2953216.000,5,0,191.320,192.632,14455221589.333,14493931861.333,10,0
figlet,50,1.000,12.700,4495360.000,5,0,cows,50,1.000,6.087,7327744.000,5,0,curl,20,1.000,12.489,4984832.000,5,0,192.880,196.328,14490461525.333,14500379648.000,10,0
figlet,50,1.000,9.539,4913664.000,9,0,cows,50,1.000,7.534,16139605.333,9,0,curl,20,1.000,12.228,5832533.333,9,0,198.480,180.581,14498269184.000,14575542101.333,10,0
figlet,50,1.000,9.093,9339392.000,13,0,cows,50,1.000,11.377,11968512.000,13,0,curl,30,1.000,14.904,5081088.000,1,0,205.000,206.110,14727590570.667,14848558762.667,10,0
figlet,50,1.000,6.347,2838528.000,1,0,cows,50,1.000,7.217,20366222.222,1,0,curl,30,1.000,7.361,3301376.000,1,0,233.572,213.600,15051857237.333,14875234816.000,20,0
figlet,50,1.000,10.036,3526656.000,1,0,cows,50,1.000,4.892,66620928.000,1,0,curl,30,1.000,14.969,3324928.000,1,0,223.640,215.020,14507752789.333,14524230144.000,10,0
figlet,50,1.000,7.981,4133888.000,5,0,cows,50,0.999,4.403,17924096.000,5,0,curl,40,1.000,19.354,6408192.000,5,0,227.000,220.317,14512418133.333,14549200725.333,10,0
figlet,50,1.000,7.411,21131264.000,5,0,cows,50,0.999,5.526,8380416.000,5,0,curl,40,1.000,30.341,2809856.000,5,0,202.760,216.502,14529800192.000,14553224533.333,10,0
figlet,50,1.000,6.578,5776384.000,13,0,cows,50,1.000,3.830,5144576.000,5,0,curl,40,1.000,21.809,6864896.000,13,0,208.200,207.620,14545470805.333,14608940202.667,10,0
figlet,50,1.000,9.363,9470976.000,20,1,cows,50,0.983,9.223,6451200.000,13,0,curl,50,0.633,22.127,13168640.000,5,1,228.400,221.950,14763508394.667,14895551317.333,10,1
figlet,50,1.000,7.200,5797888.000,5,0,cows,50,1.000,3.502,20455424.000,5,0,curl,50,0.899,25.852,5165056.000,5,1,235.200,239.550,15042835114.667,14862719317.333,20,1
figlet,50,1.000,8.086,4742656.000,5,0,cows,50,1.000,4.980,5750784.000,5,0,curl,50,1.000,27.444,8583680.000,5,0,219.920,214.590,14565539840.000,14591629824.000,10,0
