function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
env,30,1.000,2.831,3125248.000,1,0,cows,20,1.000,2.072,5906432.000,1,0,curl,40,1.000,24.505,2719744.000,1,0,220.240,215.340,7728429056.000,7758625962.667,10,0
env,30,1.000,3.298,2945024.000,5,0,cows,20,1.000,2.364,5001216.000,5,0,curl,40,1.000,22.043,2752512.000,5,0,195.200,202.960,7747564885.333,7759640576.000,10,0
env,30,1.000,3.424,4085760.000,5,0,cows,20,1.000,2.502,16900096.000,5,0,curl,50,1.000,24.520,5140480.000,5,0,197.080,205.170,7764051968.000,7776573781.333,10,0
env,30,1.000,3.298,4827136.000,13,0,cows,20,1.000,2.739,5447680.000,5,0,curl,50,1.000,25.308,6807552.000,13,0,215.560,214.220,7784270506.667,7878679722.667,10,0
env,30,1.000,4.190,4552704.000,1,0,cows,20,1.000,3.884,13168640.000,1,0,curl,50,1.000,22.526,5941248.000,1,0,232.640,219.920,8046011050.667,8091949397.333,10,0
env,30,1.000,3.971,3320320.000,1,0,cows,30,1.000,3.192,45218816.000,1,0,curl,0,1.000,8.445,3002368.000,1,0,224.840,198.560,7841510741.333,7786610346.667,10,0
env,30,1.000,2.986,3686400.000,1,0,cows,30,1.000,4.471,13553664.000,1,0,curl,0,1.000,0.181,4071424.000,1,0,164.520,152.160,7742748672.000,7741899776.000,10,0
env,30,1.000,2.946,4212736.000,1,0,cows,30,1.000,2.660,6189056.000,1,0,curl,0,1.000,0.166,28434432.000,1,0,170.720,183.420,7725068970.667,7770527744.000,10,0
env,30,1.000,3.818,4046848.000,1,0,cows,30,0.999,4.551,6082560.000,1,0,curl,10,1.000,5.509,29990741.333,1,0,163.680,161.600,7718200661.333,7708824405.333,10,0
env,30,1.000,4.658,4044800.000,1,0,cows,30,1.000,3.197,20144128.000,1,0,curl,10,1.000,7.519,4397056.000,1,0,177.120,171.480,7695649450.667,7718327466.667,10,0
env,30,1.000,3.968,4198400.000,5,0,cows,30,1.000,3.463,20197376.000,5,0,curl,10,1.000,8.214,4859904.000,5,0,200.900,176.290,7692791808.000,7729944576.000,10,0
env,30,1.000,4.231,2916352.000,5,0,cows,30,1.000,3.111,5709824.000,5,0,curl,20,1.000,13.812,4206592.000,5,0,170.920,186.020,7745879381.333,7747773440.000,10,0
env,30,1.000,4.446,3801088.000,5,0,cows,30,1.000,2.809,5709824.000,5,0,curl,20,1.000,13.469,2940928.000,5,0,190.160,185.820,7744673109.333,7739364522.667,10,0
env,30,1.000,4.145,5324800.000,9,0,cows,30,1.000,5.420,5738496.000,9,0,curl,20,1.000,10.244,6599168.000,9,0,203.480,176.350,7735729493.333,7825534464.000,10,0
env,30,1.000,2.558,8678912.000,13,0,cows,30,1.000,6.015,15699968.000,13,0,curl,30,1.000,17.668,10769066.667,13,0,181.640,187.870,7984086357.333,8095155370.667,10,0
env,30,1.000,4.394,9290752.000,1,0,cows,30,1.000,6.277,23375872.000,1,0,curl,30,1.000,18.736,5325141.333,1,0,232.640,225.770,8339925674.667,8295715498.667,10,0
env,30,1.000,3.586,3216896.000,1,0,cows,30,1.000,3.368,45471914.667,1,0,curl,30,0.987,17.602,6987776.000,1,0,235.720,289.966,7914403157.333,7834220714.667,10,0
env,30,1.000,3.640,4794368.000,1,0,cows,30,1.000,3.582,45524480.000,1,0,curl,40,1.000,30.114,6901760.000,1,0,226.760,229.930,7807962453.333,7820649130.667,10,0
env,30,1.000,3.260,3108864.000,5,0,cows,30,1.000,3.659,4706304.000,5,0,curl,40,1.000,21.514,2940928.000,5,0,194.520,202.650,7815437653.333,7824969386.667,10,0
env,30,1.000,3.845,4128768.000,5,0,cows,30,1.000,3.340,6107136.000,5,0,curl,40,1.000,22.344,4975274.667,13,0,214.400,207.454,7836793514.667,7883063466.667,10,0
env,30,1.000,3.427,5025280.000,9,0,cows,30,1.000,6.272,46253568.000,9,0,curl,50,1.000,26.413,10998272.000,17,1,199.680,202.323,7983628970.667,8071048021.333,10,1
env,30,1.000,2.736,4201984.000,1,0,cows,30,1.000,3.544,4538368.000,1,0,curl,50,1.000,13.828,6397952.000,1,0,224.640,197.144,8217963861.333,8158199466.667,20,0
env,30,1.000,3.453,2953216.000,1,0,cows,30,1.000,3.158,45652480.000,1,0,curl,50,1.000,26.337,2985984.000,1,0,224.548,218.547,7838035968.000,7841050794.667,10,0
env,30,1.000,4.515,4210688.000,1,0,cows,40,1.000,3.464,7389184.000,1,0,curl,0,1.000,8.133,2838528.000,1,0,232.760,195.830,7806394368.000,7817244160.000,10,0
env,30,1.000,3.580,4468224.000,1,0,cows,40,1.000,3.494,49793706.667,1,0,curl,0,1.000,0.173,37276160.000,1,0,162.560,152.260,7800805376.000,7790770346.667,10,0
env,30,1.000,3.325,4222464.000,5,0,cows,40,1.000,5.226,16326656.000,5,0,curl,0,1.000,0.170,37257216.000,1,0,175.440,179.260,7784867157.333,7834357930.667,10,0
env,30,1.000,4.129,3952640.000,5,0,cows,40,1.000,3.966,21236394.667,5,0,curl,10,1.000,5.462,3026944.000,5,0,161.080,163.800,7787818325.333,7785824938.667,10,0
env,30,1.000,3.066,2650112.000,5,0,cows,40,1.000,5.643,3362816.000,5,0,curl,10,1.000,6.007,3649536.000,5,0,167.880,170.249,7824291840.000,7824167253.333,10,0
env,30,1.000,3.870,5251584.000,9,0,cows,40,1.000,8.612,16695808.000,9,0,curl,10,1.000,5.341,4786858.667,1,0,179.880,182.070,7825098752.000,7959106730.667,10,0
env,30,1.000,3.191,8493738.667,17,1,cows,40,1.000,6.662,25233180.444,17,1,curl,20,0.963,5.382,3059712.000,1,0,183.360,210.043,8103114752.000,8259406506.667,10,1
env,30,1.000,0.412,3264512.000,1,0,cows,40,1.000,1.287,22960810.667,1,0,curl,30,0.467,9.057,43030528.000,1,1,622.266,424.743,8402946730.667,8529365538.133,10,1
env,30,0.499,0.140,3022848.000,5,1,cows,50,0.651,3.654,6262784.000,1,1,curl,0,1.000,0.133,2945024.000,5,0,282.880,256.958,8402042197.333,8148378965.333,10,1
env,30,1.000,4.776,3022848.000,5,0,cows,50,1.000,4.994,45530624.000,1,0,curl,0,1.000,0.680,3338240.000,5,0,235.440,191.930,7959319210.667,7913093802.667,10,0
env,30,1.000,4.603,27650730.667,5,0,cows,50,1.000,5.665,7233536.000,5,0,curl,0,1.000,0.681,5614933.333,1,0,162.360,169.910,7922264064.000,7934945621.333,10,0
env,40,1.000,5.335,3194880.000,5,0,cows,0,1.000,0.887,54273877.333,1,0,curl,0,1.000,0.201,5918720.000,1,0,164.240,141.560,7855020714.667,7800385706.667,10,0
env,40,1.000,5.948,4380160.000,5,0,cows,0,1.000,0.160,43699370.667,1,0,curl,0,1.000,0.178,6459392.000,1,0,122.680,119.100,7734977877.333,7741436074.667,10,0
env,40,1.000,6.340,5815978.667,5,0,cows,0,1.000,0.108,42940928.000,1,0,curl,0,1.000,0.156,6761984.000,1,0,121.920,135.660,7740073984.000,7762547200.000,10,0
env,40,1.000,5.760,4239815.111,13,0,cows,0,1.000,0.104,42780160.000,1,0,curl,10,1.000,3.971,10056192.000,1,0,119.800,131.020,7737392469.333,7786841429.333,10,0
env,40,1.000,3.211,7711744.000,5,0,cows,0,1.000,0.097,41568256.000,1,0,curl,10,1.000,3.097,2953216.000,5,0,169.160,168.790,7908423680.000,7957378048.000,20,0
env,40,1.000,5.145,5476864.000,9,0,cows,0,1.000,0.102,41583104.000,1,0,curl,10,1.000,9.057,3672576.000,1,0,170.400,161.730,7809131861.333,7859252053.333,10,0
env,40,1.000,4.785,4587520.000,17,1,cows,0,1.000,0.105,41571328.000,1,0,curl,20,1.000,9.837,5525504.000,1,0,149.200,162.500,7924362581.333,7990019754.667,10,1
env,40,1.000,4.369,7774890.667,1,0,cows,0,1.000,0.106,41681920.000,1,0,curl,20,1.000,10.733,3810645.333,1,0,204.240,205.120,8098566826.667,8027946325.333,20,0
env,40,1.000,4.475,4311040.000,1,0,cows,0,1.000,0.107,41727488.000,1,0,curl,20,1.000,12.028,5548544.000,1,0,191.680,173.230,7839624533.333,7877597354.667,10,0
env,40,1.000,4.796,4706304.000,1,0,cows,0,1.000,0.124,41758208.000,1,0,curl,30,1.000,14.181,5044224.000,1,0,185.440,177.800,7878634154.667,7890167125.333,10,0
env,40,1.000,5.027,3117056.000,1,0,cows,0,1.000,0.118,41840640.000,1,0,curl,30,1.000,17.430,3717802.667,1,0,201.720,199.291,7890934442.667,7954001920.000,10,0
env,40,1.000,4.522,4464640.000,1,0,cows,0,1.000,0.103,41871872.000,1,0,curl,30,1.000,20.178,6403584.000,1,0,204.760,186.510,7950346240.000,7935204693.333,10,0
env,40,1.000,5.924,4063232.000,5,0,cows,0,1.000,0.139,41783296.000,1,0,curl,40,1.000,24.457,5281792.000,5,0,167.680,181.380,7912748373.333,7929235456.000,10,0
env,40,1.000,4.445,2998272.000,5,0,cows,0,1.000,0.111,41776128.000,1,0,curl,40,1.000,21.625,3059712.000,5,0,183.920,182.900,7920171690.667,7931524778.667,10,0
env,40,1.000,5.404,4295168.000,9,0,cows,0,1.000,0.109,41838080.000,1,0,curl,40,1.000,16.696,7688704.000,9,0,183.080,177.680,7917854720.000,7962414080.000,10,0
env,40,1.000,6.013,9710080.000,13,0,cows,0,1.000,0.262,43153408.000,1,0,curl,50,1.000,34.777,13235200.000,13,0,178.760,212.981,8060051456.000,8197129216.000,10,0
env,40,1.000,6.620,10576896.000,17,1,cows,0,1.000,0.108,45903872.000,1,0,curl,50,1.000,37.806,16557056.000,17,1,189.880,194.170,8305872213.333,8360043349.333,10,1
env,40,1.000,3.799,3802453.333,1,0,cows,0,1.000,0.150,40604672.000,1,0,curl,50,1.000,20.022,14025386.667,1,0,210.600,203.130,8479424512.000,8398327978.667,20,0
env,40,1.000,3.307,3137536.000,1,0,cows,10,1.000,1.247,44315136.000,1,0,curl,0,1.000,13.147,2469888.000,1,0,237.720,204.800,8151584768.000,8068853760.000,10,0
env,40,1.000,4.602,3939840.000,1,0,cows,10,1.000,2.554,9613312.000,1,0,curl,0,1.000,0.194,24717824.000,1,0,170.360,152.770,7960931669.333,7959137450.667,10,0
env,40,1.000,4.880,3432960.000,1,0,cows,10,1.000,2.661,5599232.000,1,0,curl,0,1.000,0.184,24722944.000,1,0,184.120,186.669,7958842026.667,8010613418.667,10,0
env,40,1.000,4.351,4177920.000,1,0,cows,10,1.000,2.079,5001216.000,1,0,curl,10,1.000,5.481,25997141.333,1,0,165.680,158.110,7963962026.667,7961388373.333,10,0
env,40,1.000,4.193,3039232.000,5,0,cows,10,1.000,1.522,6545408.000,5,0,curl,10,1.000,6.949,4349952.000,5,0,169.720,181.830,7992203946.667,7993138346.667,10,0
env,40,1.000,4.730,3035136.000,5,0,cows,10,0.993,3.804,15694848.000,5,0,curl,10,1.000,5.803,4786176.000,5,0,206.160,182.459,7972459861.333,7997148160.000,10,0
env,40,1.000,5.019,6511104.000,13,0,cows,10,1.000,1.685,52298752.000,1,0,curl,20,1.000,11.484,4598272.000,5,0,181.920,183.190,7999849130.667,8031565994.667,10,0
env,40,1.000,3.270,8817664.000,5,0,cows,10,1.000,1.507,10117120.000,1,0,curl,20,1.000,6.735,3588096.000,1,0,204.920,189.330,8111142229.333,8208125440.000,20,0
env,40,1.000,3.786,8863744.000,1,0,cows,10,1.000,1.224,4378624.000,1,0,curl,20,1.000,11.750,4617728.000,1,0,233.465,208.703,8003394901.333,8053890218.667,10,0
env,40,1.000,5.026,4092416.000,1,0,cows,10,1.000,1.360,15015936.000,1,0,curl,30,1.000,22.880,7139328.000,1,0,215.400,235.650,8081728853.333,8119820800.000,10,0
env,40,1.000,4.957,5799936.000,1,0,cows,10,1.000,1.486,5173248.000,1,0,curl,30,1.000,16.131,5185536.000,1,0,226.160,204.290,7987925674.667,7978862250.667,10,0
env,40,1.000,4.462,4239360.000,1,0,cows,10,1.000,1.281,54770688.000,1,0,curl,30,1.000,20.830,4467712.000,1,0,222.480,206.910,7917133141.333,7936228864.000,10,0
env,40,1.000,4.939,3002368.000,1,0,cows,10,0.997,1.407,5906432.000,1,0,curl,40,1.000,27.838,4925440.000,1,0,201.160,208.010,7923066880.000,7955859114.667,10,0
env,40,1.000,4.607,4624384.000,5,0,cows,10,1.000,1.420,5120000.000,5,0,curl,40,1.000,20.298,2777088.000,5,0,195.240,197.650,7951192746.667,7900342613.333,10,0
env,40,1.000,5.318,3092480.000,5,0,cows,10,1.000,1.569,9932800.000,5,0,curl,40,1.000,23.149,4921344.000,5,0,208.160,207.320,7846790485.333,7850770602.667,10,0
env,40,1.000,5.485,2760704.000,13,0,cows,10,1.000,1.854,13017088.000,5,0,curl,50,1.000,30.539,8006485.333,13,0,199.200,203.740,7840991232.000,7961322154.667,10,0
env,40,1.000,4.332,3346432.000,17,1,cows,10,1.000,1.534,4960256.000,1,0,curl,50,1.000,27.442,13541888.000,17,1,221.520,218.600,8137192106.667,8259187200.000,10,1
env,40,1.000,3.150,6672384.000,5,0,cows,10,1.000,1.048,3461120.000,1,0,curl,50,0.927,14.223,13119032.889,1,0,228.040,257.050,8381364224.000,8397169493.333,20,0
env,40,1.000,4.669,2875392.000,1,0,cows,20,1.000,1.999,7421952.000,1,0,curl,0,1.000,1.880,2867200.000,1,0,343.360,257.670,8151961600.000,8103618389.333,10,0
env,40,1.000,4.664,3534336.000,1,0,cows,20,1.000,3.183,5541888.000,1,0,curl,0,1.000,0.172,3051520.000,1,0,186.360,171.270,7956732586.667,7913625088.000,10,0
env,40,1.000,4.918,4476928.000,1,0,cows,20,1.000,3.339,5541888.000,1,0,curl,0,1.000,0.180,57941504.000,1,0,178.840,183.500,7883450368.000,7932630698.667,10,0
env,40,1.000,4.705,5562368.000,1,0,cows,20,1.000,3.169,49675776.000,1,0,curl,10,1.000,4.598,59782144.000,1,0,167.200,164.090,7869067946.667,7856778410.667,10,0
env,40,1.000,4.458,4550656.000,1,0,cows,20,1.000,1.479,5386240.000,1,0,curl,10,1.000,8.143,2920448.000,1,0,178.600,175.010,7817986048.000,7821269162.667,10,0
env,40,1.000,3.798,4569088.000,1,0,cows,20,1.000,2.854,48952320.000,1,0,curl,10,1.000,6.820,4060501.333,1,0,195.600,177.810,7802306560.000,7830991189.333,10,0
env,40,1.000,4.097,4648960.000,5,0,cows,20,1.000,2.865,6000640.000,5,0,curl,20,1.000,7.629,5420032.000,5,0,186.040,189.710,7831343104.000,7853182634.667,10,0
env,40,1.000,4.311,3411968.000,5,0,cows,20,1.000,2.409,49562624.000,5,0,curl,20,1.000,13.605,4261888.000,5,0,185.400,183.570,7843972437.333,7841981098.667,10,0
env,40,1.000,5.767,3989504.000,5,0,cows,20,1.000,2.625,49545216.000,5,0,curl,20,1.000,14.235,4876288.000,5,0,188.440,183.920,7845336405.333,7845436245.333,10,0
env,40,1.000,5.532,5579776.000,13,0,cows,20,1.000,2.863,49701376.000,5,0,curl,30,1.000,14.355,5510144.000,5,0,187.920,195.770,7845267456.000,7885073578.667,10,0
env,40,1.000,5.678,4536320.000,17,1,cows,20,1.000,4.443,17913344.000,9,0,curl,30,1.000,20.233,6241280.000,9,0,193.440,185.880,7949918208.000,8060781226.667,10,1
env,40,1.000,4.332,3626325.333,5,0,cows,20,1.000,3.262,23961600.000,5,0,curl,30,1.000,14.798,11997184.000,5,0,221.320,190.727,8265547093.333,8208619861.333,20,0
env,40,1.000,4.838,4679680.000,1,0,cows,20,1.000,2.652,15370752.000,1,0,curl,40,1.000,21.965,5159936.000,1,0,229.960,205.110,7960729600.000,7960544938.667,10,0
env,40,1.000,3.454,4279808.000,1,0,cows,20,1.000,4.768,12529664.000,1,0,curl,40,1.000,21.713,7276544.000,1,0,207.360,208.900,7903649792.000,7920354645.333,10,0
env,40,1.000,4.844,6340608.000,1,0,cows,20,1.000,2.288,7671808.000,1,0,curl,40,1.000,24.719,5259264.000,1,0,219.720,208.590,7887412565.333,7907718656.000,10,0
env,40,1.000,5.792,4700160.000,1,0,cows,20,1.000,1.991,7725056.000,1,0,curl,50,1.000,23.244,7165952.000,1,0,211.360,221.120,7873246549.333,7896666965.333,10,0
env,40,1.000,3.640,4546560.000,5,0,cows,20,1.000,2.743,50336256.000,5,0,curl,50,1.000,25.592,5208064.000,5,0,203.520,209.180,7869813418.667,7887355050.667,10,0
env,40,1.000,3.961,3684352.000,5,0,cows,20,1.000,2.204,7426048.000,5,0,curl,50,1.000,29.078,8203776.000,13,0,211.280,213.140,7890380117.333,7944166229.333,10,0
env,40,1.000,4.881,5456896.000,17,1,cows,30,1.000,3.369,6324224.000,5,0,curl,0,1.000,11.388,3398144.000,1,0,215.664,208.606,8057636181.333,8112394069.333,10,1
env,40,1.000,3.289,8902656.000,5,0,cows,30,1.000,2.750,20164608.000,5,0,curl,0,1.000,0.191,3174400.000,1,0,216.480,176.781,8165453141.333,8031217493.333,20,0
env,40,1.000,4.471,4706816.000,9,0,cows,30,1.000,8.577,17123840.000,9,0,curl,0,1.000,0.195,55664640.000,1,0,216.440,181.600,7910755669.333,8028942848.000,10,0
env,40,1.000,5.882,8433152.000,13,0,cows,30,1.000,8.022,26517504.000,13,0,curl,10,1.000,5.217,57623040.000,1,0,166.600,168.660,8153963178.667,8238243157.333,10,0
env,40,1.000,5.112,9128618.667,1,0,cows,30,1.000,3.679,28160000.000,1,0,curl,10,1.000,6.647,3411456.000,1,0,211.842,228.883,8414319274.667,8213923157.333,20,0
env,40,1.000,4.925,4455936.000,1,0,cows,30,1.000,2.797,5726208.000,1,0,curl,10,1.000,6.952,4788224.000,1,0,212.000,190.310,7915029162.667,7929663317.333,10,0
env,40,1.000,4.102,4112384.000,1,0,cows,30,1.000,2.977,7340032.000,1,0,curl,20,1.000,9.228,5691392.000,1,0,190.200,188.520,7906138794.667,7923367082.667,10,0
env,40,1.000,5.207,3239936.000,1,0,cows,30,1.000,3.256,5509120.000,1,0,curl,20,1.000,13.299,6447104.000,1,0,197.120,193.960,7883421696.000,7905977002.667,10,0
env,40,1.000,3.953,6467584.000,1,0,cows,30,1.000,2.746,48580778.667,1,0,curl,20,1.000,13.054,5310464.000,1,0,207.640,199.830,7882394965.333,7897472170.667,10,0
env,40,1.000,5.156,2781184.000,5,0,cows,30,1.000,3.086,14417920.000,5,0,curl,30,1.000,21.921,4671488.000,5,0,218.400,216.578,7843616085.333,7871273472.000,10,0
env,40,1.000,4.530,2736128.000,5,0,cows,30,1.000,3.118,6033408.000,5,0,curl,30,1.000,22.907,2990080.000,5,0,189.360,222.010,7870455808.000,7893502122.667,10,0
env,40,1.000,5.199,5017088.000,13,0,cows,30,1.000,3.327,48580778.667,5,0,curl,30,1.000,18.427,3080192.000,13,0,290.520,230.708,7898492245.333,7980858026.667,10,0
env,40,1.000,3.394,8636416.000,17,1,cows,30,1.000,6.622,12519936.000,9,0,curl,40,1.000,19.779,4264448.000,17,1,215.600,208.257,8142942208.000,8262827349.333,10,1
env,40,1.000,3.903,9659050.667,1,0,cows,30,1.000,3.425,6660096.000,1,0,curl,40,1.000,17.687,3731456.000,1,0,234.720,224.480,8502524586.667,8346594986.667,20,0
env,40,1.000,4.436,3065344.000,1,0,cows,30,1.000,3.822,5316608.000,1,0,curl,40,1.000,17.173,2883072.000,1,0,242.640,241.520,8036549290.667,8025738581.333,10,0
env,40,1.000,4.748,3375104.000,1,0,cows,30,1.000,2.843,6397952.000,1,0,curl,50,1.000,33.088,3100672.000,1,0,225.040,224.240,7960434688.000,7981904554.667,10,0
env,40,1.000,3.643,3411968.000,5,0,cows,30,1.000,3.510,10448896.000,5,0,curl,50,1.000,27.556,2740224.000,5,0,227.360,212.760,7945650858.667,7972208298.667,10,0
env,40,1.000,4.416,3526656.000,5,0,cows,30,1.000,2.614,14667776.000,5,0,curl,50,1.000,34.176,4644864.000,5,0,205.680,212.180,8010169685.333,8005972480.000,10,0
env,40,1.000,4.260,2809856.000,9,0,cows,40,1.000,7.002,5361664.000,9,0,curl,0,1.000,12.876,3747840.000,1,0,207.720,180.110,7984731477.333,8066150741.333,10,0
env,40,1.000,4.766,6708224.000,13,0,cows,40,1.000,8.185,17590272.000,13,0,curl,0,1.000,0.234,50618368.000,1,0,178.640,166.340,8196153344.000,8232158378.667,10,0
env,40,1.000,8.352,9129984.000,17,1,cows,40,1.000,12.089,21941760.000,17,1,curl,0,1.000,0.279,50203648.000,1,0,157.640,177.731,8357911893.333,8448942421.333,10,1
env,50,1.000,4.079,9773738.667,5,0,cows,0,1.000,1.595,22819271.111,1,0,curl,0,1.000,0.336,47352320.000,1,0,165.200,225.960,8570258773.333,8327417002.667,20,0
env,50,1.000,5.760,5177856.000,9,0,cows,0,1.000,0.107,46896298.667,1,0,curl,0,1.000,0.142,48315392.000,1,0,177.240,134.980,7823458304.000,7819955541.333,10,0
env,50,1.000,6.928,9073664.000,17,1,cows,0,1.000,0.115,46753280.000,1,0,curl,0,1.000,0.168,48400384.000,1,0,145.160,140.600,7869398357.333,7922239658.667,10,1
