function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
env,10,1.000,1.034,3076096.000,1,0,cows,20,1.000,2.958,53970944.000,1,0,curl,10,1.000,6.581,4491264.000,1,0,177.520,167.420,7542928725.333,7556951552.000,10,0
env,10,1.000,1.369,3989504.000,1,0,cows,20,1.000,2.171,18034688.000,1,0,curl,20,1.000,9.771,4481024.000,1,0,167.280,171.790,7535140864.000,7570631338.667,10,0
env,10,1.000,1.653,3504128.000,5,0,cows,20,1.000,5.044,9973760.000,5,0,curl,20,1.000,12.979,5040640.000,5,0,168.680,171.890,7588042069.333,7579402752.000,10,0
env,10,1.000,1.757,3383296.000,5,0,cows,20,1.000,3.006,9973760.000,5,0,curl,20,1.000,16.146,4194304.000,5,0,178.760,176.960,7581037226.667,7576539818.667,10,0
env,10,1.000,1.129,3984384.000,5,0,cows,20,1.000,5.951,54100480.000,13,0,curl,30,1.000,16.083,6170112.000,13,0,173.520,192.900,7574018730.667,7740032512.000,10,0
env,10,1.000,1.763,4558848.000,1,0,cows,20,1.000,6.564,12320256.000,1,0,curl,30,1.000,22.374,4949504.000,1,0,248.279,236.132,7956090197.333,8011824981.333,10,0
env,10,1.000,1.427,3062272.000,1,0,cows,20,1.000,2.358,20975616.000,1,0,curl,30,1.000,12.157,7045120.000,1,0,238.160,227.220,7684742485.333,7595112789.333,10,0
env,10,1.000,1.550,4061184.000,1,0,cows,20,1.000,3.552,5554176.000,1,0,curl,40,1.000,24.757,6086656.000,1,0,204.760,201.240,7514733226.667,7529686528.000,10,0
env,10,1.000,1.140,4024320.000,1,0,cows,20,0.997,2.470,5632000.000,1,0,curl,40,1.000,25.086,5232640.000,1,0,214.480,206.284,7501813760.000,7520815786.667,10,0
env,10,1.000,1.468,3620864.000,5,0,cows,20,1.000,2.276,9728000.000,5,0,curl,40,1.000,28.012,3231744.000,5,0,244.900,211.490,7476890828.800,7513167018.667,10,0
env,10,1.000,1.191,3342336.000,5,0,cows,20,1.000,2.881,20623360.000,5,0,curl,50,1.000,32.741,5128192.000,5,0,209.240,210.480,7521094997.333,7546673664.000,10,0
env,10,1.000,1.458,3301376.000,5,0,cows,20,1.000,2.804,8421376.000,5,0,curl,50,1.000,24.479,7036416.000,13,0,202.399,205.390,7555212629.333,7610789205.333,10,0
env,10,1.000,1.563,3360768.000,1,0,cows,20,1.000,4.036,16164352.000,1,0,curl,50,1.000,27.235,2981888.000,20,1,217.060,217.375,7688484864.000,7801891498.667,10,1
env,10,1.000,1.151,3035136.000,1,0,cows,30,1.000,2.703,44642816.000,1,0,curl,0,1.000,4.265,5670912.000,1,0,221.000,167.839,7886554453.333,7706718720.000,20,0
env,10,1.000,1.485,4050944.000,1,0,cows,30,1.000,2.953,44536832.000,1,0,curl,0,1.000,0.155,31256576.000,1,0,151.080,145.260,7467232597.333,7479479296.000,10,0
env,10,1.000,1.330,3913216.000,1,0,cows,30,1.000,5.026,6025216.000,1,0,curl,0,1.000,0.174,31256576.000,1,0,140.160,136.660,7463869781.333,7473095168.000,10,0
env,10,1.000,1.468,4014080.000,1,0,cows,30,0.998,3.970,7700480.000,1,0,curl,10,1.000,5.397,33047552.000,1,0,141.800,149.220,7470238378.667,7472598186.667,10,0
env,10,1.000,1.666,2949120.000,1,0,cows,30,1.000,3.748,20164608.000,1,0,curl,10,1.000,6.787,4608000.000,1,0,177.440,174.920,7466801152.000,7496290474.667,10,0
env,10,1.000,1.270,3985408.000,1,0,cows,30,1.000,2.821,44727808.000,1,0,curl,10,1.000,6.605,4481024.000,1,0,184.800,169.280,7478617429.333,7489922730.667,10,0
env,10,1.000,1.787,3880960.000,5,0,cows,30,1.000,3.864,44528128.000,5,0,curl,20,1.000,10.889,4569088.000,5,0,182.600,175.860,7478250837.333,7495493802.667,10,0
env,10,1.000,1.225,3452928.000,5,0,cows,30,1.000,3.845,6676480.000,5,0,curl,20,1.000,15.198,2301952.000,5,0,181.360,181.500,7491927381.333,7498970794.667,10,0
env,10,1.000,1.098,3647488.000,5,0,cows,30,1.000,2.910,44466688.000,5,0,curl,20,1.000,13.233,3402410.667,5,0,186.760,196.025,7505929557.333,7504838314.667,10,0
env,10,1.000,1.374,3256320.000,5,0,cows,30,1.000,5.847,10040320.000,13,0,curl,30,1.000,12.916,3063808.000,13,0,220.640,203.250,7504036522.667,7658730837.333,10,0
env,10,1.000,1.816,3835904.000,1,0,cows,30,1.000,4.726,23470080.000,1,0,curl,30,1.000,21.068,5946880.000,20,1,212.040,215.393,7896311808.000,8036684458.667,10,1
env,10,1.000,0.843,3624960.000,1,0,cows,30,1.000,2.535,5165056.000,1,0,curl,30,1.000,9.970,9302016.000,1,0,236.440,198.905,7989862400.000,7746293896.533,20,0
env,10,1.000,1.316,2912256.000,1,0,cows,30,1.000,2.898,16515072.000,1,0,curl,40,1.000,22.406,7102464.000,1,0,212.040,206.800,7527348224.000,7572731904.000,10,0
env,10,1.000,1.433,3414016.000,1,0,cows,30,1.000,4.261,6291456.000,1,0,curl,40,1.000,31.454,5691392.000,1,0,216.477,210.439,7577907882.667,7589073408.000,10,0
env,10,1.000,1.293,3753984.000,5,0,cows,30,1.000,3.297,4612096.000,5,0,curl,40,1.000,20.200,5862912.000,5,0,207.200,198.820,7550803285.333,7582141781.333,10,0
env,10,1.000,1.297,2859008.000,5,0,cows,30,1.000,3.096,8454144.000,5,0,curl,50,1.000,18.125,4874240.000,5,0,202.000,207.082,7607149909.333,7606527829.333,10,0
env,10,1.000,1.291,2662400.000,5,0,cows,30,1.000,3.245,12763136.000,5,0,curl,50,1.000,30.127,2785280.000,13,0,213.209,214.142,7600332800.000,7649344512.000,10,0
env,10,1.000,1.584,3158016.000,1,0,cows,30,1.000,6.096,18922837.333,9,0,curl,50,1.000,29.575,9758208.000,17,1,218.520,215.180,7756303018.667,7905505621.333,10,1
env,10,1.000,0.674,3125248.000,1,0,cows,40,1.000,4.183,5533696.000,1,0,curl,0,1.000,5.105,3926698.667,1,0,226.600,190.500,8139238741.333,7934338218.667,20,0
env,10,1.000,1.354,3575808.000,1,0,cows,40,1.000,4.097,47499264.000,1,0,curl,0,1.000,0.187,29782016.000,1,0,171.440,156.130,7582251690.667,7596840277.333,10,0
env,10,1.000,1.805,4528128.000,1,0,cows,40,1.000,4.434,18696192.000,1,0,curl,0,1.000,0.211,29860864.000,1,0,142.680,137.610,7583822506.667,7578477738.667,10,0
env,10,1.000,1.937,4200448.000,1,0,cows,40,1.000,4.268,13060096.000,1,0,curl,10,1.000,5.349,31318357.333,1,0,146.200,149.930,7564211541.333,7578340693.333,10,0
env,10,1.000,1.517,4335616.000,1,0,cows,40,0.998,3.849,4853760.000,1,0,curl,10,1.000,7.761,4421632.000,1,0,172.600,171.640,7584468309.333,7606384981.333,10,0
env,10,1.000,1.463,4169728.000,1,0,cows,40,1.000,4.789,5898240.000,1,0,curl,10,1.000,5.227,3907584.000,1,0,182.000,167.140,7598837077.333,7610167808.000,10,0
env,10,1.000,1.746,3178496.000,5,0,cows,40,1.000,4.509,11612160.000,5,0,curl,20,1.000,11.459,3325952.000,5,0,190.960,196.090,7585314133.333,7604713642.667,10,0
env,10,1.000,1.622,3301376.000,5,0,cows,40,1.000,5.318,8663040.000,5,0,curl,20,1.000,11.876,5253632.000,5,0,184.280,186.290,7604001450.667,7609222485.333,10,0
env,10,1.000,1.256,3979264.000,5,0,cows,40,0.999,4.224,8663040.000,5,0,curl,20,1.000,13.579,4026368.000,5,0,182.960,183.590,7618736810.667,7619313152.000,10,0
env,10,1.000,1.637,3039232.000,5,0,cows,40,1.000,9.960,20048896.000,13,0,curl,30,1.000,17.989,7423317.333,13,0,202.040,206.440,7613835946.667,7771702954.667,10,0
env,10,1.000,1.347,3362816.000,1,0,cows,40,1.000,9.505,27804160.000,20,1,curl,30,1.000,16.773,6312448.000,1,0,218.600,222.862,8014068394.667,8161648298.667,10,1
env,10,1.000,1.398,3000320.000,1,0,cows,40,1.000,4.511,18212864.000,1,0,curl,30,1.000,15.351,3022848.000,1,0,239.898,239.936,8297334101.333,7907019093.333,20,0
env,10,1.000,1.484,3256320.000,1,0,cows,40,0.999,3.476,7098368.000,1,0,curl,40,1.000,28.008,6154240.000,1,0,216.800,206.200,7644775082.667,7692250965.333,10,0
env,10,1.000,1.347,3825664.000,1,0,cows,40,1.000,3.776,51977728.000,1,0,curl,40,1.000,23.823,5189632.000,1,0,217.600,210.970,7674150912.000,7689669290.667,10,0
env,10,1.000,1.127,3364864.000,5,0,cows,40,1.000,4.141,7172096.000,5,0,curl,40,1.000,17.020,3047424.000,5,0,191.000,203.060,7674451285.333,7685814272.000,10,0
env,10,1.000,1.485,3935232.000,5,0,cows,40,1.000,4.956,5824512.000,5,0,curl,50,1.000,25.090,4872192.000,5,0,205.360,214.393,7677746517.333,7696653141.333,10,0
env,10,1.000,1.583,2775552.000,5,0,cows,40,1.000,8.633,10276864.000,13,0,curl,50,1.000,32.522,9506816.000,13,0,216.320,217.303,7699377493.333,7852368554.667,10,0
env,10,0.550,1.498,909312.000,1,1,cows,40,0.517,5.167,23867392.000,1,1,curl,50,0.161,9.389,16834560.000,1,1,230.840,517.636,8081562282.667,8410340742.095,10,1
env,10,0.067,0.417,3459072.000,1,1,cows,50,0.025,1.011,22915072.000,1,1,curl,0,1.000,7.862,11542528.000,1,0,659.550,394.259,8444300492.800,8443822297.339,10,1
env,10,1.000,1.256,15276032.000,1,0,cows,50,1.000,5.687,5464064.000,1,0,curl,0,1.000,0.243,3301376.000,1,0,207.792,176.068,7911420586.667,7696632661.333,10,0
env,10,1.000,1.349,3916288.000,5,0,cows,50,1.000,4.977,36183552.000,5,0,curl,0,1.000,0.166,5803008.000,1,0,169.840,152.350,7642567338.667,7636634453.333,10,0
env,20,1.000,2.363,3104768.000,5,0,cows,0,1.000,2.952,38860288.000,1,0,curl,0,1.000,0.168,6119936.000,1,0,140.960,125.270,7651443370.667,7631006890.667,10,0
env,20,1.000,3.072,4658517.333,5,0,cows,0,1.000,0.105,38833152.000,1,0,curl,0,1.000,0.186,6465536.000,1,0,97.520,102.109,7582491989.333,7588180992.000,10,0
env,20,1.000,3.586,2756608.000,5,0,cows,0,1.000,0.117,38629376.000,1,0,curl,0,1.000,0.156,6773248.000,1,0,128.680,119.720,7596230656.000,7612281685.333,10,0
env,20,1.000,2.967,3133440.000,9,0,cows,0,1.000,0.108,38647296.000,1,0,curl,10,1.000,5.013,3043328.000,5,0,102.560,114.110,7581913088.000,7613707264.000,10,0
env,20,1.000,3.406,4567552.000,13,0,cows,0,1.000,0.119,38469632.000,1,0,curl,10,1.000,7.144,4769109.333,1,0,135.240,141.390,7703212714.667,7751432704.000,10,0
env,20,1.000,2.845,7463594.667,5,0,cows,0,1.000,0.098,37194410.667,1,0,curl,10,1.000,6.784,3846144.000,1,0,159.560,149.486,7792015360.000,7758779733.333,20,0
env,20,1.000,2.993,4564992.000,1,0,cows,0,1.000,0.104,37195776.000,1,0,curl,20,1.000,12.768,5480448.000,1,0,190.000,167.028,7597088768.000,7652339882.667,10,0
env,20,1.000,2.894,4491264.000,1,0,cows,0,1.000,0.119,37111296.000,1,0,curl,20,1.000,15.108,6032384.000,1,0,165.440,164.472,7623286784.000,7626598570.667,10,0
env,20,1.000,2.592,4091904.000,1,0,cows,0,1.000,0.109,36966912.000,1,0,curl,20,1.000,16.655,5117952.000,1,0,166.840,151.850,7616359765.333,7626728789.333,10,0
env,20,1.000,2.230,4055040.000,1,0,cows,0,1.000,0.096,36975104.000,1,0,curl,30,1.000,19.426,4997120.000,1,0,175.120,167.020,7607003136.000,7624147114.667,10,0
env,20,1.000,2.757,4517888.000,1,0,cows,0,1.000,0.108,37037397.333,1,0,curl,30,1.000,15.172,6073344.000,1,0,179.080,176.850,7617796096.000,7632461141.333,10,0
env,20,1.000,2.902,3878912.000,5,0,cows,0,1.000,0.109,37282986.667,1,0,curl,30,1.000,13.349,5697024.000,5,0,191.320,167.530,7630547626.667,7631057920.000,10,0
env,20,1.000,2.048,3862528.000,5,0,cows,0,1.000,0.106,37655552.000,1,0,curl,40,1.000,25.117,3209728.000,5,0,205.120,208.690,7653019648.000,7696404309.333,10,0
env,20,1.000,2.408,2781184.000,5,0,cows,0,1.000,0.113,37743616.000,1,0,curl,40,1.000,19.864,4067328.000,13,0,183.760,190.244,7640345941.333,7693668181.333,10,0
env,20,1.000,2.755,4975104.000,9,0,cows,0,1.000,0.105,38008832.000,1,0,curl,40,1.000,26.223,6744064.000,17,1,184.166,174.262,7790540117.333,7836345002.667,10,1
env,20,1.000,2.309,4586154.667,1,0,cows,10,1.000,1.096,43708586.667,1,0,curl,0,1.000,4.623,10436608.000,1,0,214.560,151.570,7927153322.667,7889289557.333,20,0
env,20,1.000,2.818,3686400.000,1,0,cows,10,1.000,2.194,4509696.000,1,0,curl,0,1.000,0.152,16109568.000,1,0,182.160,158.770,7669803690.667,7682247168.000,10,0
env,20,1.000,2.908,4364288.000,1,0,cows,10,1.000,2.463,6889472.000,1,0,curl,0,1.000,0.231,16117760.000,1,0,138.520,136.630,7666837504.000,7669768192.000,10,0
env,20,1.000,2.287,4121600.000,1,0,cows,10,1.000,1.226,6008832.000,1,0,curl,10,1.000,3.874,17664853.333,1,0,149.720,140.240,7664896000.000,7667467434.667,10,0
env,20,1.000,2.641,4087808.000,1,0,cows,10,1.000,1.181,54046208.000,1,0,curl,10,1.000,7.169,4915200.000,1,0,167.640,170.220,7578852010.667,7551972522.667,10,0
env,20,1.000,2.697,2732032.000,1,0,cows,10,1.000,1.337,7516160.000,1,0,curl,10,1.000,5.971,4612096.000,1,0,169.480,162.520,7515073877.333,7539709781.333,10,0
env,20,1.000,2.659,5644288.000,1,0,cows,10,1.000,3.196,12328960.000,1,0,curl,20,1.000,11.083,5747200.000,1,0,192.280,174.450,7531675648.000,7545162410.667,10,0
env,20,1.000,3.038,4535808.000,1,0,cows,10,0.997,1.286,5627904.000,1,0,curl,20,1.000,16.752,4560896.000,1,0,183.720,176.979,7508584448.000,7533576362.667,10,0
env,20,1.000,2.705,4044800.000,5,0,cows,10,1.000,1.383,3923968.000,5,0,curl,20,1.000,9.553,4716544.000,5,0,184.758,200.544,7539459413.333,7545258325.333,10,0
env,20,1.000,2.972,2994176.000,5,0,cows,10,0.993,1.294,20819968.000,5,0,curl,30,1.000,12.217,4683776.000,5,0,183.560,176.079,7558388394.667,7552723797.333,10,0
env,20,1.000,2.559,2891776.000,5,0,cows,10,1.000,1.289,20819968.000,5,0,curl,30,1.000,21.908,6180864.000,13,0,186.800,190.412,7545792512.000,7598430378.667,10,0
env,20,1.000,2.340,4610560.000,9,0,cows,10,1.000,1.511,5136384.000,1,0,curl,30,1.000,19.262,10227200.000,17,1,184.017,196.114,7683549866.667,7769971882.667,10,1
env,20,1.000,1.719,7807431.111,1,0,cows,20,1.000,1.799,5722112.000,1,0,curl,0,1.000,3.314,10121216.000,1,0,205.871,183.300,7954300928.000,7937576789.333,20,0
env,20,1.000,2.909,4317184.000,1,0,cows,20,1.000,2.636,20262912.000,1,0,curl,0,1.000,0.191,16242688.000,1,0,203.880,162.490,7582673578.667,7592377514.667,10,0
env,20,1.000,2.221,4118528.000,1,0,cows,20,1.000,4.608,13985792.000,1,0,curl,0,1.000,0.182,16261120.000,1,0,143.000,141.110,7584160426.667,7589477888.000,10,0
env,20,1.000,3.309,4158464.000,1,0,cows,20,1.000,1.945,8306688.000,1,0,curl,10,1.000,3.047,17552896.000,1,0,140.800,143.360,7565776213.333,7572502698.667,10,0
env,20,1.000,2.669,3072000.000,1,0,cows,20,1.000,1.844,20201472.000,1,0,curl,10,1.000,6.336,4935680.000,1,0,168.720,166.110,7567487658.667,7594127018.667,10,0
env,20,1.000,3.026,4075520.000,1,0,cows,20,1.000,2.369,4382720.000,1,0,curl,10,1.000,8.632,4567040.000,1,0,175.680,168.700,7576508416.000,7601946453.333,10,0
env,20,1.000,2.522,3788800.000,5,0,cows,20,1.000,1.977,6922240.000,5,0,curl,20,1.000,10.311,4759552.000,5,0,182.080,173.030,7585558528.000,7591127722.667,10,0
env,20,1.000,3.107,3866624.000,5,0,cows,20,1.000,3.018,5382144.000,5,0,curl,20,1.000,12.259,4614144.000,5,0,177.600,176.880,7557515264.000,7557746346.667,10,0
env,20,1.000,3.547,4018176.000,5,0,cows,20,1.000,2.714,53440000.000,5,0,curl,20,1.000,11.350,4662784.000,5,0,179.080,178.950,7556922709.333,7560272725.333,10,0
env,20,1.000,2.858,3997696.000,5,0,cows,20,1.000,3.038,53300053.333,5,0,curl,30,1.000,18.114,3834538.667,13,0,182.520,190.350,7560258901.333,7610591061.333,10,0
env,20,1.000,2.437,4901888.000,9,0,cows,20,1.000,5.296,16628736.000,9,0,curl,30,1.000,21.206,9260032.000,17,1,213.160,193.920,7709937664.000,7818533034.667,10,1
env,20,1.000,2.372,8478492.444,1,0,cows,20,1.000,4.171,17664682.667,1,0,curl,30,1.000,11.966,11333632.000,1,0,230.680,201.950,7992397141.333,7939429205.333,20,0
env,20,1.000,1.887,3190784.000,1,0,cows,20,0.998,2.262,6180864.000,1,0,curl,40,1.000,24.300,5306368.000,1,0,249.600,228.060,7599833088.000,7633282218.667,10,0
env,20,1.000,2.943,4002816.000,1,0,cows,20,1.000,2.930,52709888.000,1,0,curl,40,1.000,23.453,6514688.000,1,0,206.280,205.170,7626397013.333,7645748906.667,10,0
env,20,1.000,2.636,4435968.000,1,0,cows,20,1.000,2.167,13578240.000,1,0,curl,40,1.000,29.285,5431296.000,1,0,204.720,198.740,7623834282.667,7638120106.667,10,0
env,20,1.000,2.388,2859008.000,5,0,cows,20,1.000,2.585,20295680.000,5,0,curl,50,1.000,19.451,4855808.000,5,0,210.160,204.530,7594496682.667,7623377920.000,10,0
env,20,1.000,2.695,3063808.000,5,0,cows,20,1.000,2.094,52789248.000,5,0,curl,50,1.000,35.118,4935680.000,5,0,192.600,201.800,7641291434.667,7647620096.000,10,0
env,20,1.000,2.445,2842624.000,5,0,cows,20,1.000,2.152,3932160.000,5,0,curl,50,1.000,26.175,4500821.333,13,0,199.240,201.720,7640790357.333,7700097877.333,10,0
env,20,1.000,2.638,4206080.000,9,0,cows,30,1.000,5.427,5378048.000,9,0,curl,0,1.000,7.073,3612672.000,1,0,220.320,189.770,7801273685.333,7884647765.333,10,0
env,20,1.000,3.389,7953066.667,13,0,cows,30,1.000,6.845,20853760.000,13,0,curl,0,1.000,0.171,4386816.000,1,0,175.360,154.990,7952381952.000,7945204224.000,10,0
env,20,1.000,3.924,3771392.000,17,1,cows,30,1.000,11.038,24592384.000,17,1,curl,0,1.000,0.294,27992064.000,1,0,149.280,162.910,8059315541.333,8142877525.333,10,1
env,30,1.000,3.250,6531982.222,1,0,cows,0,1.000,1.306,25089024.000,1,0,curl,0,1.000,0.189,25039872.000,1,0,147.720,209.659,8273649664.000,8095771477.333,20,0
env,30,1.000,3.597,2973696.000,1,0,cows,0,1.000,0.096,40577536.000,1,0,curl,0,1.000,0.168,23697408.000,1,0,136.840,128.850,7613642069.333,7597714090.667,10,0
env,30,1.000,4.296,4711936.000,1,0,cows,0,1.000,0.111,40712021.333,1,0,curl,0,1.000,0.217,24128512.000,1,0,98.160,105.430,7579026090.667,7579921408.000,10,0
env,30,1.000,3.732,4687872.000,1,0,cows,0,1.000,0.092,40040960.000,1,0,curl,10,1.000,5.358,27741013.333,1,0,105.200,116.550,7569812821.333,7588499114.667,10,0
env,30,1.000,2.831,3141632.000,1,0,cows,0,1.000,0.094,40474624.000,1,0,curl,10,1.000,7.397,4193280.000,1,0,304.560,240.090,7609901056.000,7626448384.000,10,0
env,30,1.000,4.130,4388864.000,1,0,cows,0,1.000,0.099,40585216.000,1,0,curl,10,1.000,6.223,4091392.000,1,0,148.520,144.210,7611741525.333,7613555882.667,10,0
env,30,1.000,3.824,4957184.000,1,0,cows,0,1.000,0.099,40568320.000,1,0,curl,20,1.000,9.514,5093376.000,1,0,158.160,149.770,7571395242.667,7587221504.000,10,0
env,30,1.000,4.396,2985984.000,1,0,cows,0,1.000,0.105,40805376.000,1,0,curl,20,1.000,10.740,5113344.000,1,0,197.440,196.890,7589317290.667,7635201365.333,10,0
env,30,1.000,3.332,4741632.000,5,0,cows,0,1.000,0.108,40842752.000,1,0,curl,20,1.000,12.688,2547712.000,5,0,187.800,168.625,7580462421.333,7572437845.333,10,0
env,30,1.000,4.558,3563520.000,5,0,cows,0,1.000,0.083,40854016.000,1,0,curl,30,1.000,18.414,2904064.000,5,0,156.520,161.300,7569078272.000,7560935253.333,10,0
env,30,1.000,4.201,2953216.000,5,0,cows,0,1.000,0.102,41014272.000,1,0,curl,30,1.000,21.033,4797952.000,5,0,162.160,166.760,7561719808.000,7581644117.333,10,0
env,30,1.000,3.187,4066816.000,5,0,cows,0,1.000,0.125,41066496.000,1,0,curl,30,1.000,15.180,2781184.000,13,0,155.160,172.690,7572864341.333,7634958336.000,10,0
env,30,1.000,4.261,4166997.333,9,0,cows,0,1.000,0.079,41362432.000,1,0,curl,40,1.000,24.776,6430720.000,17,1,177.320,183.340,7735055018.667,7848190634.667,10,1
env,30,1.000,3.275,7648597.333,5,0,cows,0,1.000,0.087,41764864.000,1,0,curl,40,1.000,12.926,9578496.000,5,0,168.200,183.397,7981544106.667,8008654506.667,20,0
env,30,1.000,3.400,3324416.000,1,0,cows,0,1.000,0.085,41971200.000,1,0,curl,40,1.000,21.435,3399680.000,1,0,217.160,203.120,7790353066.667,7738713770.667,10,0
env,30,1.000,4.183,3293184.000,1,0,cows,0,1.000,0.099,42368000.000,1,0,curl,50,1.000,32.374,8294400.000,1,0,167.840,182.440,7666216960.000,7680888320.000,10,0
env,30,1.000,3.473,4618240.000,1,0,cows,0,1.000,0.103,42687658.667,1,0,curl,50,1.000,30.140,5275136.000,1,0,246.600,232.360,7680526336.000,7713239722.667,10,0
env,30,1.000,3.079,4683776.000,1,0,cows,0,1.000,0.111,42727765.333,1,0,curl,50,1.000,29.431,2915840.000,1,0,211.920,215.387,7687155712.000,7738756778.667,10,0
env,30,1.000,4.068,4417536.000,1,0,cows,10,1.000,1.067,43327488.000,1,0,curl,0,1.000,7.877,3092480.000,1,0,206.273,158.178,7699823274.667,7657596757.333,10,0
env,30,1.000,3.984,4467200.000,1,0,cows,10,1.000,1.250,44505088.000,1,0,curl,0,1.000,0.173,28188672.000,1,0,159.363,137.801,7658118485.333,7651321002.667,10,0
env,30,1.000,3.759,2801664.000,5,0,cows,10,1.000,2.058,44687360.000,5,0,curl,0,1.000,0.167,28190549.333,1,0,221.760,215.321,7675617280.000,7703461717.333,10,0
env,30,1.000,4.417,3362816.000,5,0,cows,10,1.000,1.597,7262208.000,5,0,curl,10,1.000,3.086,3125248.000,5,0,142.240,144.630,7672235349.333,7656822613.333,10,0
env,30,1.000,3.725,2637824.000,5,0,cows,10,1.000,1.370,6754304.000,5,0,curl,10,1.000,6.894,3366912.000,5,0,164.200,161.940,7680860160.000,7685248853.333,10,0
env,30,1.000,4.356,5288618.667,9,0,cows,10,1.000,1.291,6754304.000,1,0,curl,10,1.000,6.965,3653120.000,1,0,172.640,164.950,7684220928.000,7727426560.000,10,0
env,30,1.000,3.454,8421376.000,1,0,cows,10,1.000,2.031,16545792.000,1,0,curl,20,1.000,6.742,4958720.000,1,0,153.520,175.580,7751252650.667,7825865557.333,10,0
env,30,1.000,3.849,4108288.000,1,0,cows,10,1.000,1.259,5455872.000,1,0,curl,20,1.000,14.551,4726784.000,1,0,202.080,184.890,7740962816.000,7741981696.000,10,0
env,30,1.000,3.916,5419008.000,1,0,cows,10,1.000,2.064,15071232.000,1,0,curl,20,1.000,15.201,4695552.000,1,0,186.114,179.898,7716980053.333,7743085226.667,10,0
env,30,1.000,4.584,4476928.000,1,0,cows,10,1.000,1.322,18650624.000,1,0,curl,30,1.000,18.968,5308416.000,1,0,187.400,184.900,7732656128.000,7751248554.667,10,0
env,30,1.000,5.123,4243456.000,1,0,cows,10,1.000,1.158,44765184.000,1,0,curl,30,1.000,11.829,3084288.000,1,0,197.680,188.970,7713693013.333,7737958912.000,10,0
env,30,1.000,4.228,3211264.000,5,0,cows,10,1.000,1.265,20291584.000,5,0,curl,30,1.000,23.482,3219456.000,5,0,181.800,190.620,7729904298.667,7746826069.333,10,0
env,30,1.000,3.251,3096576.000,5,0,cows,10,1.000,1.300,5033984.000,5,0,curl,40,1.000,21.790,5395456.000,5,0,188.360,195.960,7744702464.000,7764030805.333,10,0
env,30,1.000,3.790,3194880.000,5,0,cows,10,1.000,1.337,5984256.000,5,0,curl,40,1.000,27.475,7656448.000,13,0,189.600,197.900,7767200426.667,7811722581.333,10,0
env,30,1.000,4.331,4828160.000,9,0,cows,10,1.000,1.625,7716864.000,1,0,curl,40,1.000,24.552,6686720.000,17,1,201.960,209.030,7906533376.000,7993585664.000,10,1
env,30,1.000,3.062,8676010.667,1,0,cows,20,1.000,1.782,5058560.000,1,0,curl,0,1.000,5.610,10064896.000,1,0,214.360,314.832,8124450133.333,8151860565.333,20,0
env,30,1.000,3.294,3072000.000,1,0,cows,20,1.000,2.775,3821568.000,1,0,curl,0,1.000,0.190,11124736.000,1,0,206.609,176.798,7779525973.333,7743739221.333,10,0
env,30,1.000,4.403,3876864.000,1,0,cows,20,1.000,1.901,45373440.000,1,0,curl,0,1.000,0.172,28119040.000,1,0,146.760,141.050,7732481365.333,7738924544.000,10,0
env,30,1.000,4.240,4757504.000,1,0,cows,20,1.000,2.241,45493248.000,1,0,curl,10,1.000,4.333,29610496.000,1,0,147.720,152.340,7727173632.000,7739342848.000,10,0
env,30,1.000,2.886,4771840.000,1,0,cows,20,0.998,2.784,6422528.000,1,0,curl,10,1.000,8.061,4646912.000,1,0,172.320,171.390,7747904853.333,7777384789.333,10,0
env,30,1.000,4.588,4272128.000,1,0,cows,20,1.000,1.575,9367552.000,1,0,curl,10,1.000,6.321,4929536.000,1,0,178.400,169.671,7759804416.000,7765538474.667,10,0
env,30,1.000,3.641,3559424.000,1,0,cows,20,1.000,1.673,8044544.000,1,0,curl,20,1.000,15.969,4986880.000,1,0,185.600,179.950,7743973376.000,7766186496.000,10,0
env,30,1.000,4.398,4261888.000,5,0,cows,20,1.000,2.139,14422016.000,5,0,curl,20,1.000,12.534,5086720.000,5,0,181.320,183.650,7758901248.000,7768597674.667,10,0
env,30,1.000,4.095,3379200.000,5,0,cows,20,1.000,2.155,5459968.000,5,0,curl,20,1.000,14.023,2736128.000,5,0,175.240,175.178,7777729877.333,7771341994.667,10,0
env,30,1.000,3.616,3301376.000,13,0,cows,20,1.000,3.007,5459968.000,5,0,curl,30,1.000,14.414,7980032.000,13,0,181.320,194.970,7765664426.667,7851853482.667,10,0
env,30,1.000,2.658,7542784.000,17,1,cows,20,1.000,3.976,45063680.000,9,0,curl,30,1.000,12.896,4954112.000,17,1,213.160,201.520,8030070784.000,8148501333.333,10,1
env,30,1.000,3.867,8876032.000,1,0,cows,20,1.000,1.687,43450197.333,1,0,curl,30,1.000,16.839,9636864.000,1,0,229.238,239.196,8373407744.000,8137956010.667,20,0
env,30,1.000,4.663,3080704.000,1,0,cows,20,1.000,1.996,5079040.000,1,0,curl,40,1.000,15.350,2867200.000,1,0,234.680,219.740,7778947072.000,7775970645.333,10,0
